uniprot,pathway
Q14957,hsa05033
Q14957,hsa04020
Q14957,hsa05014
Q14957,hsa04024
Q14957,hsa05010
O15399,hsa05020
O15399,hsa05033
O15399,hsa05017
O15399,hsa04024
O15399,hsa04720
O15399,hsa05030
O15399,hsa04724
O15399,hsa04713
O15399,hsa04080
O15399,hsa04020
O15399,hsa05010
O15399,hsa05022
O15399,hsa05034
O15399,hsa05031
O15399,hsa05014
P04150,hsa04080
P12235,hsa05012
P12235,hsa05415
P12235,hsa05022
P12235,hsa04022
P12235,hsa04218
P12235,hsa05164
P12235,hsa05020
P12235,hsa05166
P12235,hsa04613
P12235,hsa05010
P12235,hsa05017
P12235,hsa04217
P12235,hsa05016
P12235,hsa05208
P12235,hsa04020
Q13255,hsa04915
Q13255,hsa04720
Q13255,hsa04742
Q13255,hsa04723
Q13255,hsa04072
Q13255,hsa04540
Q13255,hsa04730
Q13255,hsa04080
Q13255,hsa05017
Q13255,hsa04020
Q13255,hsa04724
Q13255,hsa04068
Q13255,hsa05022
Q9UHD2,hsa05168
Q9UHD2,hsa05163
Q9UHD2,hsa05161
Q9UHD2,hsa04623
Q9UHD2,hsa04657
Q9UHD2,hsa05167
Q9UHD2,hsa04936
Q9UHD2,hsa04140
Q9UHD2,hsa04622
Q9UHD2,hsa05135
Q9UHD2,hsa05131
Q9UHD2,hsa05164
Q9UHD2,hsa04014
Q9UHD2,hsa05417
Q9UHD2,hsa05170
Q9UHD2,hsa05014
Q9UHD2,hsa05171
Q9UHD2,hsa05160
Q9UHD2,hsa05169
Q9UHD2,hsa04620
Q9UHD2,hsa05165
Q9UHD2,hsa04621
Q9UHD2,hsa04137
Q9UHD2,hsa05162
Q9UHD2,hsa05022
Q14833,hsa04724
Q14833,hsa04742
Q14833,hsa04080
Q14833,hsa04072
P41594,hsa04724
P41594,hsa04020
P41594,hsa04720
P41594,hsa04072
P41594,hsa04080
P41594,hsa04540
P41594,hsa05022
P41594,hsa05016
P41594,hsa05010
P41594,hsa04723
Q14831,hsa04080
Q14831,hsa04724
Q14831,hsa04072
O00222,hsa04724
O00222,hsa04072
O00222,hsa04080
P05141,hsa05016
P05141,hsa05415
P05141,hsa04022
P05141,hsa05164
P05141,hsa04217
P05141,hsa05010
P05141,hsa04613
P05141,hsa04218
P05141,hsa05017
P05141,hsa05208
P05141,hsa05020
P05141,hsa05166
P05141,hsa05012
P05141,hsa04020
P05141,hsa05022
P30101,hsa04612
P30101,hsa05169
P30101,hsa05163
P30101,hsa05168
P30101,hsa04141
P30101,hsa05170
P49840,hsa04932
P49840,hsa04728
P49840,hsa05131
P49840,hsa04062
P49841,hsa05160
P49841,hsa05415
P49841,hsa05135
P49841,hsa04657
P49841,hsa05131
P49841,hsa05217
P49841,hsa04932
P49841,hsa05010
P49841,hsa05210
P49841,hsa04110
P49841,hsa04916
P49841,hsa05167
P49841,hsa04936
P49841,hsa01521
P49841,hsa05163
P49841,hsa04062
P49841,hsa04919
P49841,hsa04360
P49841,hsa04550
P49841,hsa04310
P49841,hsa04935
P49841,hsa04910
P49841,hsa05213
P49841,hsa04662
P49841,hsa04728
P49841,hsa05165
P49841,hsa04390
P49841,hsa05200
P49841,hsa04917
P49841,hsa05215
P49841,hsa04931
P49841,hsa05162
P49841,hsa05020
P49841,hsa04012
P49841,hsa05226
P49841,hsa04340
P49841,hsa05225
P49841,hsa04934
P49841,hsa05417
P49841,hsa04510
P49841,hsa05224
P49841,hsa05022
P49841,hsa04660
P49841,hsa04151
P49841,hsa04150
P49841,hsa04722
P06396,hsa05203
P06396,hsa04810
P06396,hsa04666
P00390,hsa00480
P00390,hsa01100
P00390,hsa05415
P00390,hsa04918
P48637,hsa00480
P48637,hsa01240
P48637,hsa01100
P48637,hsa04216
P48637,hsa00270
P08263,hsa05225
P08263,hsa05200
P08263,hsa05204
P08263,hsa00480
P08263,hsa00983
P08263,hsa01100
P08263,hsa00982
P08263,hsa05208
P08263,hsa00980
P08263,hsa05207
P08263,hsa05418
P08263,hsa01524
P09210,hsa05208
P09210,hsa05200
P09210,hsa05207
P09210,hsa00983
P09210,hsa05225
P09210,hsa05204
P09210,hsa00982
P09210,hsa00480
P09210,hsa05418
P09210,hsa00980
P09210,hsa01100
P09210,hsa01524
Q16772,hsa00480
Q16772,hsa05208
Q16772,hsa01100
Q16772,hsa05207
Q16772,hsa00982
Q16772,hsa05200
Q16772,hsa00983
Q16772,hsa01524
Q16772,hsa05418
Q16772,hsa05204
Q16772,hsa05225
Q16772,hsa00980
O15217,hsa05418
O15217,hsa05200
O15217,hsa05225
O15217,hsa01524
O15217,hsa05208
O15217,hsa01100
O15217,hsa05207
O15217,hsa00980
O15217,hsa00480
O15217,hsa05204
O15217,hsa00983
O15217,hsa00982
P09488,hsa05225
P09488,hsa05418
P09488,hsa05200
P09488,hsa05204
P09488,hsa05208
P09488,hsa00480
P09488,hsa01100
P09488,hsa00980
P09488,hsa00982
P09488,hsa05207
P09488,hsa00983
P09488,hsa01524
P28161,hsa05225
P28161,hsa05208
P28161,hsa00980
P28161,hsa01100
P28161,hsa05207
P28161,hsa01524
P28161,hsa00983
P28161,hsa00480
P28161,hsa05200
P28161,hsa00982
P28161,hsa05418
P28161,hsa05204
P21266,hsa05200
P21266,hsa00983
P21266,hsa05207
P21266,hsa05208
P21266,hsa00982
P21266,hsa01100
P21266,hsa00980
P21266,hsa05418
P21266,hsa05204
P21266,hsa00480
P21266,hsa05225
P21266,hsa01524
Q03013,hsa00980
Q03013,hsa05207
Q03013,hsa05418
Q03013,hsa01100
Q03013,hsa05200
Q03013,hsa00480
Q03013,hsa00983
Q03013,hsa00982
Q03013,hsa01524
Q03013,hsa05225
Q03013,hsa05204
Q03013,hsa05208
P46439,hsa00480
P46439,hsa01524
P46439,hsa05207
P46439,hsa00983
P46439,hsa01100
P46439,hsa00982
P46439,hsa05418
P46439,hsa05225
P46439,hsa05200
P46439,hsa00980
P46439,hsa05204
P46439,hsa05208
P09211,hsa05225
P09211,hsa00983
P09211,hsa01524
P09211,hsa00480
P09211,hsa01100
P09211,hsa05215
P09211,hsa05200
P09211,hsa00980
P09211,hsa05204
P09211,hsa05418
P09211,hsa00982
P30711,hsa01100
P30711,hsa05208
P30711,hsa05200
P30711,hsa01524
P30711,hsa05225
P30711,hsa05418
P30711,hsa00982
P30711,hsa00980
P30711,hsa00983
P30711,hsa05207
P30711,hsa05204
P30711,hsa00480
P0CG29,hsa00480
P0CG29,hsa01524
P0CG29,hsa05208
P0CG29,hsa05418
P0CG29,hsa00982
P0CG29,hsa05225
P0CG29,hsa05204
P0CG29,hsa00980
P0CG29,hsa01100
P0CG29,hsa05200
P0CG29,hsa05207
P0CG29,hsa00983
O43708,hsa00350
O43708,hsa01100
P25092,hsa00230
P25092,hsa01100
Q96C36,hsa00330
Q96C36,hsa01100
Q96C36,hsa01230
Q9Y617,hsa00270
Q9Y617,hsa01230
Q9Y617,hsa01240
Q9Y617,hsa00260
Q9Y617,hsa00750
Q9Y617,hsa01200
Q9Y617,hsa01100
P09110,hsa01040
P09110,hsa04146
P09110,hsa01212
P09110,hsa00280
P09110,hsa03320
P09110,hsa01100
P09110,hsa00071
P09110,hsa00592
P07355,hsa05132
Q99714,hsa00280
Q99714,hsa05010
Q99714,hsa05022
Q99714,hsa01100
Q16775,hsa01100
Q16775,hsa00620
P40939,hsa00640
P40939,hsa00310
P40939,hsa00280
P40939,hsa01212
P40939,hsa01100
P40939,hsa00410
P40939,hsa00062
P40939,hsa00650
P40939,hsa00380
P40939,hsa00071
Q16836,hsa00280
Q16836,hsa01100
Q16836,hsa00380
Q16836,hsa00650
Q16836,hsa00062
Q16836,hsa00310
Q16836,hsa01212
Q16836,hsa00071
P69905,hsa05144
P69905,hsa05143
P68871,hsa05143
P68871,hsa05144
P05546,hsa04610
P08631,hsa04666
P08631,hsa04062
P08631,hsa05167
O43612,hsa04080
O43613,hsa04080
O43614,hsa04080
P42858,hsa05022
P42858,hsa05016
Q13547,hsa04213
Q13547,hsa05031
Q13547,hsa05016
Q13547,hsa03083
Q13547,hsa05200
Q13547,hsa05165
Q13547,hsa04330
Q13547,hsa05206
Q13547,hsa04110
Q13547,hsa03082
Q13547,hsa04613
Q13547,hsa05203
Q13547,hsa04919
Q13547,hsa05220
Q13547,hsa05034
Q13547,hsa05202
Q13547,hsa04350
Q13547,hsa05169
Q92769,hsa05169
Q92769,hsa04213
Q92769,hsa04613
Q92769,hsa03083
Q92769,hsa05203
Q92769,hsa04919
Q92769,hsa03082
Q92769,hsa05016
Q92769,hsa04350
Q92769,hsa05206
Q92769,hsa05034
Q92769,hsa05202
Q92769,hsa05031
Q92769,hsa04110
Q92769,hsa05200
Q92769,hsa04330
Q92769,hsa05165
Q92769,hsa05220
P19113,hsa00340
P19113,hsa01100
P07686,hsa00604
P07686,hsa00511
P07686,hsa00600
P07686,hsa01100
P07686,hsa00520
P07686,hsa00531
P07686,hsa00603
P07686,hsa00513
P07686,hsa04142
P08603,hsa04610
P08603,hsa05150
Q9NZK7,hsa00590
Q9NZK7,hsa00564
Q9NZK7,hsa04270
Q9NZK7,hsa04014
Q9NZK7,hsa00591
Q9NZK7,hsa04972
Q9NZK7,hsa00565
Q9NZK7,hsa01100
Q9NZK7,hsa00592
Q9NZK7,hsa04975
Q16665,hsa04659
Q16665,hsa04919
Q16665,hsa05200
Q16665,hsa05235
Q16665,hsa04137
Q16665,hsa05231
Q16665,hsa05208
Q16665,hsa05211
Q16665,hsa05167
Q16665,hsa04066
Q16665,hsa04140
Q16665,hsa05205
Q16665,hsa05230
Q13085,hsa00061
Q13085,hsa04152
Q13085,hsa01100
Q13085,hsa04936
Q13085,hsa01212
Q13085,hsa00620
Q13085,hsa04922
Q13085,hsa00640
Q13085,hsa04910
P01889,hsa04940
P01889,hsa05332
P01889,hsa05330
P01889,hsa04145
P01889,hsa04650
P01889,hsa05165
P01889,hsa04514
P01889,hsa05169
P01889,hsa05416
P01889,hsa04144
P01889,hsa05163
P01889,hsa05203
P01889,hsa05170
P01889,hsa05168
P01889,hsa04612
P01889,hsa05166
P01889,hsa04218
P01889,hsa05320
P01889,hsa05167
P50747,hsa00780
P50747,hsa01100
P09429,hsa04613
P09429,hsa03410
P09429,hsa04217
P09429,hsa04140
P04035,hsa01100
P04035,hsa04152
P04035,hsa04976
P04035,hsa00900
Q06278,hsa00380
Q06278,hsa00350
Q06278,hsa00280
Q06278,hsa01100
Q06278,hsa00830
Q06278,hsa00760
Q06278,hsa00982
Q06278,hsa04630
Q06278,hsa00750
P09601,hsa05208
P09601,hsa01100
P09601,hsa04066
P09601,hsa04978
P09601,hsa04216
P09601,hsa05206
P09601,hsa05225
P09601,hsa05418
P09601,hsa00860
P09601,hsa05200
P30519,hsa01100
P30519,hsa00860
P30519,hsa04978
Q14541,hsa04950
P50135,hsa00340
P50135,hsa01100
Q14542,hsa05034
P22626,hsa05014
O00763,hsa04152
O00763,hsa00620
O00763,hsa04931
O00763,hsa04936
O00763,hsa00640
O00763,hsa04910
O00763,hsa04922
O00763,hsa04920
O00763,hsa01100
O00763,hsa00061
P31260,hsa05202
P32754,hsa01100
P32754,hsa00130
P32754,hsa00360
P32754,hsa00350
P32754,hsa01240
P15428,hsa00590
P15428,hsa05202
P00739,hsa05143
P00492,hsa01100
P00492,hsa00983
P00492,hsa01232
P00492,hsa00230
P35367,hsa04750
P35367,hsa04020
P35367,hsa04080
P25021,hsa04971
P25021,hsa04080
P25021,hsa04020
P14060,hsa00140
P14060,hsa04925
P14060,hsa04913
P14060,hsa04934
P14060,hsa01100
P14060,hsa04927
P26439,hsa00140
P26439,hsa04934
P26439,hsa01100
P26439,hsa04927
P26439,hsa04913
P26439,hsa04925
P28845,hsa00140
P28845,hsa00980
P28845,hsa05204
P28845,hsa01100
P80365,hsa00140
P80365,hsa04960
P80365,hsa01100
P14061,hsa04913
P14061,hsa00140
P14061,hsa01100
P37058,hsa01100
P37058,hsa00140
P37059,hsa00140
P37059,hsa01100
P37059,hsa04913
P51659,hsa01040
P51659,hsa01100
P51659,hsa01212
P51659,hsa00120
P51659,hsa04146
P11021,hsa05020
P11021,hsa04918
P11021,hsa05417
P11021,hsa05022
P11021,hsa05012
P11021,hsa04141
P11021,hsa03060
P11021,hsa05014
P11021,hsa04612
P11142,hsa04010
P11142,hsa05020
P11142,hsa04915
P11142,hsa04612
P11142,hsa04213
P11142,hsa04141
P11142,hsa04144
P11142,hsa05134
P11142,hsa05162
P11142,hsa05417
P11142,hsa05145
P11142,hsa03040
O15392,hsa05200
O15392,hsa04215
O15392,hsa05161
O15392,hsa05207
O15392,hsa05210
O15392,hsa01524
O15392,hsa04390
O15392,hsa04210
P07900,hsa05418
P07900,hsa05215
P07900,hsa04659
P07900,hsa04141
P07900,hsa04915
P07900,hsa05200
P07900,hsa05132
P07900,hsa04151
P07900,hsa05207
P07900,hsa04217
P07900,hsa04612
P07900,hsa05417
P07900,hsa04914
P07900,hsa04657
P07900,hsa04621
P10809,hsa04940
P10809,hsa05152
P10809,hsa05417
P10809,hsa05134
P10809,hsa03018
P02647,hsa04975
P02647,hsa04979
P02647,hsa05417
P02647,hsa03320
P02647,hsa05143
P02647,hsa04977
P08908,hsa04726
P08908,hsa04024
P08908,hsa04080
P08908,hsa04742
P28222,hsa04024
P28222,hsa04742
P28222,hsa04726
P28222,hsa04080
P28221,hsa04742
P28221,hsa04024
P28221,hsa04726
P28221,hsa04080
P28223,hsa04750
P28223,hsa04540
P28223,hsa04080
P28223,hsa04726
P28223,hsa04020
P41595,hsa04080
P41595,hsa04726
P41595,hsa04020
P41595,hsa04540
P41595,hsa04750
P28335,hsa04726
P28335,hsa04020
P28335,hsa04750
P28335,hsa04080
P28335,hsa04540
P46098,hsa04726
P46098,hsa04742
P02652,hsa04979
P02652,hsa03320
Q13639,hsa04024
Q13639,hsa04080
Q13639,hsa04726
Q13639,hsa04020
P47898,hsa04080
P47898,hsa04020
P47898,hsa04726
P50406,hsa04024
P50406,hsa04020
P50406,hsa04726
P50406,hsa04080
P34969,hsa04020
P34969,hsa04080
P34969,hsa04726
P34969,hsa04014
P06727,hsa04977
P06727,hsa05417
P06727,hsa04979
P06727,hsa04975
P10997,hsa04950
P10997,hsa04080
P04114,hsa04975
P04114,hsa04979
P04114,hsa05417
P04114,hsa04977
P05362,hsa04670
P05362,hsa05144
P05362,hsa05417
P05362,hsa04668
P05362,hsa04933
P05362,hsa05164
P05362,hsa05323
P05362,hsa05416
P05362,hsa05150
P05362,hsa04064
P05362,hsa05418
P05362,hsa04650
P05362,hsa05143
P05362,hsa05167
P05362,hsa05169
P05362,hsa04514
P05362,hsa05166
Q8TDS4,hsa04024
P11310,hsa00071
P11310,hsa04936
P11310,hsa00280
P11310,hsa03320
P11310,hsa01212
P11310,hsa01100
Q6V0L0,hsa00830
Q6V0L0,hsa01100
P14735,hsa03266
P14735,hsa05010
O75874,hsa01100
O75874,hsa00480
O75874,hsa01230
O75874,hsa04146
O75874,hsa01200
O75874,hsa00020
O75874,hsa01210
O75874,hsa05230
P48735,hsa00020
P48735,hsa00480
P48735,hsa01230
P48735,hsa05230
P48735,hsa01200
P48735,hsa01210
P48735,hsa04146
P48735,hsa01100
P50213,hsa00020
P50213,hsa01230
P50213,hsa01200
P50213,hsa01100
P50213,hsa01210
O43837,hsa01200
O43837,hsa01230
O43837,hsa00020
O43837,hsa01210
O43837,hsa01100
P51553,hsa01100
P51553,hsa00020
P51553,hsa01200
P51553,hsa01230
P51553,hsa01210
P02655,hsa04979
P02656,hsa03320
P02656,hsa04979
P48551,hsa04650
P48551,hsa04630
P48551,hsa05162
P48551,hsa04621
P48551,hsa05169
P48551,hsa04060
P48551,hsa04217
P48551,hsa04151
P48551,hsa05167
P48551,hsa05200
P48551,hsa04380
P48551,hsa05160
P48551,hsa04620
P48551,hsa05165
P48551,hsa05164
P48551,hsa05171
P48551,hsa05168
P01579,hsa05330
P01579,hsa05140
P01579,hsa04350
P01579,hsa04380
P01579,hsa05146
P01579,hsa04660
P01579,hsa04659
P01579,hsa05322
P01579,hsa05332
P01579,hsa05142
P01579,hsa05160
P01579,hsa04940
P01579,hsa05143
P01579,hsa04630
P01579,hsa05323
P01579,hsa05144
P01579,hsa04060
P01579,hsa04066
P01579,hsa04217
P01579,hsa05152
P01579,hsa04657
P01579,hsa05321
P01579,hsa05145
P01579,hsa04650
P01579,hsa05235
P01579,hsa05200
P01579,hsa05168
P01579,hsa05418
P01579,hsa04612
P01579,hsa03050
P01579,hsa04658
P01579,hsa05164
P02649,hsa04979
P02649,hsa05010
P08069,hsa04066
P08069,hsa04550
P08069,hsa04010
P08069,hsa04730
P08069,hsa05202
P08069,hsa05218
P08069,hsa04151
P08069,hsa04014
P08069,hsa04140
P08069,hsa04152
P08069,hsa05200
P08069,hsa04913
P08069,hsa01521
P08069,hsa04213
P08069,hsa04150
P08069,hsa05224
P08069,hsa04510
P08069,hsa05214
P08069,hsa05215
P08069,hsa04114
P08069,hsa05205
P08069,hsa04068
P08069,hsa04914
P08069,hsa04520
P08069,hsa01522
P08069,hsa05225
P08069,hsa04211
P08069,hsa04015
P08069,hsa04144
P35858,hsa04935
P17936,hsa05202
P17936,hsa04935
P17936,hsa04218
P17936,hsa04115
P16219,hsa01100
P16219,hsa00410
P16219,hsa00640
P16219,hsa00650
P16219,hsa00280
P16219,hsa01212
P16219,hsa01200
P16219,hsa00071
P02749,hsa04979
P05067,hsa04726
P05067,hsa05010
P05067,hsa05022
P07741,hsa00230
P07741,hsa01100
P07741,hsa01232
P07288,hsa05215
P07288,hsa05200
P15814,hsa05340
O14920,hsa04936
O14920,hsa05120
O14920,hsa04068
O14920,hsa05167
O14920,hsa04910
O14920,hsa05212
O14920,hsa05221
O14920,hsa04623
O14920,hsa04662
O14920,hsa04668
O14920,hsa05135
O14920,hsa05215
O14920,hsa04930
O14920,hsa04932
O14920,hsa05165
O14920,hsa04010
O14920,hsa05220
O14920,hsa04659
O14920,hsa05235
O14920,hsa04920
O14920,hsa05171
O14920,hsa05131
O14920,hsa04622
O14920,hsa04658
O14920,hsa05010
O14920,hsa05142
O14920,hsa05162
O14920,hsa05132
O14920,hsa05418
O14920,hsa04931
O14920,hsa04014
O14920,hsa05160
O14920,hsa05168
O14920,hsa04660
O14920,hsa05130
O14920,hsa04722
O14920,hsa05206
O14920,hsa05417
O14920,hsa04620
O14920,hsa05163
O14920,hsa04621
O14920,hsa01523
O14920,hsa05166
O14920,hsa04210
O14920,hsa04380
O14920,hsa04657
O14920,hsa05208
O14920,hsa04062
O14920,hsa04625
O14920,hsa05200
O14920,hsa05145
O14920,hsa05169
O14920,hsa05170
O14920,hsa05161
O14920,hsa05164
O14920,hsa05222
O14920,hsa04151
O14920,hsa04150
O14920,hsa04064
P01584,hsa04659
P01584,hsa04932
P01584,hsa05131
P01584,hsa04668
P01584,hsa05130
P01584,hsa05134
P01584,hsa05332
P01584,hsa04640
P01584,hsa05171
P01584,hsa05142
P01584,hsa04217
P01584,hsa05140
P01584,hsa05168
P01584,hsa04940
P01584,hsa04620
P01584,hsa05162
P01584,hsa04380
P01584,hsa05163
P01584,hsa05132
P01584,hsa05323
P01584,hsa04010
P01584,hsa04060
P01584,hsa04064
P01584,hsa04936
P01584,hsa05133
P01584,hsa05144
P01584,hsa05143
P01584,hsa04750
P01584,hsa04933
P01584,hsa05022
P01584,hsa01523
P01584,hsa05152
P01584,hsa04625
P01584,hsa05135
P01584,hsa05020
P01584,hsa04621
P01584,hsa05418
P01584,hsa05321
P01584,hsa05164
P01584,hsa05146
P01584,hsa04657
P01584,hsa05417
P01584,hsa04623
P01584,hsa05010
P60568,hsa05142
P60568,hsa05135
P60568,hsa05332
P60568,hsa05330
P60568,hsa05171
P60568,hsa04625
P60568,hsa05166
P60568,hsa05200
P60568,hsa05321
P60568,hsa04061
P60568,hsa04060
P60568,hsa04658
P60568,hsa04660
P60568,hsa05162
P60568,hsa05320
P60568,hsa04151
P60568,hsa04630
P60568,hsa04659
P60568,hsa04672
P60568,hsa04940
P08700,hsa04640
P08700,hsa05200
P08700,hsa05310
P08700,hsa04151
P08700,hsa04060
P08700,hsa04210
P08700,hsa04630
P08700,hsa05202
P08700,hsa04664
P08700,hsa05221
P05231,hsa01521
P05231,hsa05020
P05231,hsa05152
P05231,hsa04625
P05231,hsa05169
P05231,hsa04936
P05231,hsa05200
P05231,hsa04933
P05231,hsa04068
P05231,hsa05321
P05231,hsa05410
P05231,hsa05130
P05231,hsa05417
P05231,hsa05202
P05231,hsa04668
P05231,hsa04659
P05231,hsa05162
P05231,hsa05171
P05231,hsa05132
P05231,hsa04640
P05231,hsa04672
P05231,hsa05161
P05231,hsa05168
P05231,hsa05323
P05231,hsa04620
P05231,hsa05163
P05231,hsa05022
P05231,hsa05332
P05231,hsa05143
P05231,hsa04151
P05231,hsa04066
P05231,hsa05142
P05231,hsa04931
P05231,hsa04061
P05231,hsa04621
P05231,hsa01523
P05231,hsa05144
P05231,hsa05166
P05231,hsa05134
P05231,hsa05135
P05231,hsa05010
P05231,hsa05167
P05231,hsa04657
P05231,hsa05146
P05231,hsa04630
P05231,hsa04218
P05231,hsa04623
P05231,hsa04932
P05231,hsa04060
P05231,hsa05164
P05231,hsa05133
P25024,hsa04072
P25024,hsa04060
P25024,hsa04062
P25024,hsa04144
P25024,hsa04061
P25024,hsa05120
P29972,hsa04976
P29972,hsa04964
P29972,hsa04924
P45954,hsa00280
P45954,hsa01212
P45954,hsa00071
P45954,hsa01100
P40933,hsa05166
P40933,hsa04668
P40933,hsa04672
P40933,hsa05323
P40933,hsa05200
P40933,hsa04060
P40933,hsa04630
P29218,hsa01100
P29218,hsa04070
P29218,hsa00562
O14732,hsa00562
O14732,hsa04070
O14732,hsa01100
P20839,hsa01232
P20839,hsa00983
P20839,hsa01100
P20839,hsa00230
P12268,hsa01232
P12268,hsa01100
P12268,hsa00983
P12268,hsa00230
P14902,hsa01240
P14902,hsa05143
P14902,hsa00380
P14902,hsa01100
P01308,hsa05010
P01308,hsa04931
P01308,hsa04211
P01308,hsa05415
P01308,hsa04910
P01308,hsa04213
P01308,hsa04151
P01308,hsa04010
P01308,hsa04152
P01308,hsa04066
P01308,hsa04072
P01308,hsa04810
P01308,hsa04150
P01308,hsa04960
P01308,hsa04911
P01308,hsa04022
P01308,hsa04015
P01308,hsa04923
P01308,hsa04914
P01308,hsa04950
P01308,hsa04930
P01308,hsa04114
P01308,hsa04932
P01308,hsa04913
P01308,hsa04140
P01308,hsa04917
P01308,hsa04940
P01308,hsa04068
P01308,hsa05215
P01308,hsa04014
P06213,hsa05010
P06213,hsa04066
P06213,hsa04152
P06213,hsa04923
P06213,hsa04960
P06213,hsa04072
P06213,hsa04211
P06213,hsa04910
P06213,hsa04015
P06213,hsa04150
P06213,hsa04022
P06213,hsa04520
P06213,hsa04014
P06213,hsa04930
P06213,hsa04932
P06213,hsa05415
P06213,hsa04151
P06213,hsa04068
P06213,hsa04213
P06213,hsa04913
P06213,hsa04931
P06213,hsa04010
P14616,hsa05215
P14616,hsa04810
P51617,hsa05145
P51617,hsa05135
P51617,hsa05171
P51617,hsa05168
P51617,hsa05417
P51617,hsa05161
P51617,hsa05130
P51617,hsa04620
P51617,hsa05162
P51617,hsa04722
P51617,hsa05140
P51617,hsa05169
P51617,hsa05152
P51617,hsa04064
P51617,hsa05132
P51617,hsa04936
P51617,hsa05133
P51617,hsa05142
P51617,hsa04010
P51617,hsa05170
P10275,hsa04114
P10275,hsa05200
P10275,hsa05215
P10275,hsa05207
P08514,hsa05410
P08514,hsa05200
P08514,hsa05412
P08514,hsa04151
P08514,hsa04640
P08514,hsa04611
P08514,hsa04015
P08514,hsa04512
P08514,hsa05222
P08514,hsa04613
P08514,hsa05414
P08514,hsa05418
P08514,hsa05165
P08514,hsa04810
P08514,hsa04510
P20701,hsa05166
P20701,hsa04650
P20701,hsa04514
P20701,hsa04613
P20701,hsa04810
P20701,hsa05144
P20701,hsa05323
P20701,hsa05169
P20701,hsa04670
P20701,hsa05416
P20701,hsa05150
P20701,hsa04015
P06756,hsa05200
P06756,hsa05414
P06756,hsa04145
P06756,hsa04512
P06756,hsa04151
P06756,hsa05163
P06756,hsa05418
P06756,hsa04919
P06756,hsa04514
P06756,hsa05410
P06756,hsa05165
P06756,hsa05222
P06756,hsa04510
P06756,hsa05412
P06756,hsa05205
P06756,hsa04810
P05106,hsa04613
P05106,hsa04640
P05106,hsa04810
P05106,hsa05418
P05106,hsa05414
P05106,hsa05412
P05106,hsa04512
P05106,hsa05168
P05106,hsa04919
P05106,hsa05205
P05106,hsa04611
P05106,hsa04151
P05106,hsa05410
P05106,hsa04015
P05106,hsa04510
P05106,hsa05165
P05106,hsa04145
P05106,hsa04380
P05106,hsa03266
P05106,hsa05163
P05106,hsa05206
P56537,hsa03008
Q08881,hsa04670
Q08881,hsa04062
Q08881,hsa04660
Q9BY32,hsa00983
Q9BY32,hsa01100
Q9BY32,hsa00230
Q9BY32,hsa01232
Q14643,hsa05167
Q14643,hsa04929
Q14643,hsa04625
Q14643,hsa04918
Q14643,hsa05012
Q14643,hsa04611
Q14643,hsa04070
Q14643,hsa04927
Q14643,hsa05131
Q14643,hsa05163
Q14643,hsa04022
Q14643,hsa04723
Q14643,hsa04218
Q14643,hsa05417
Q14643,hsa04724
Q14643,hsa04970
Q14643,hsa04725
Q14643,hsa05020
Q14643,hsa04720
Q14643,hsa04020
Q14643,hsa04270
Q14643,hsa04971
Q14643,hsa04912
Q14643,hsa04730
Q14643,hsa04928
Q14643,hsa05017
Q14643,hsa04114
Q14643,hsa04371
Q14643,hsa04713
Q14643,hsa05022
Q14643,hsa04972
Q14643,hsa04922
Q14643,hsa04925
Q14643,hsa05010
Q14643,hsa04935
Q14643,hsa04621
Q14643,hsa04915
Q14643,hsa04210
Q14643,hsa04140
Q14643,hsa04750
Q14643,hsa05016
Q14643,hsa05170
Q14643,hsa04924
Q14643,hsa05205
Q14643,hsa04921
Q14643,hsa04728
Q14643,hsa04726
Q14643,hsa04540
Q14643,hsa04934
Q14571,hsa04621
Q14571,hsa05131
Q14571,hsa05017
Q14571,hsa04924
Q14571,hsa04070
Q14571,hsa04270
Q14571,hsa05167
Q14571,hsa04720
Q14571,hsa04972
Q14571,hsa04625
Q14571,hsa04611
Q14571,hsa04922
Q14571,hsa04912
Q14571,hsa04921
Q14571,hsa05020
Q14571,hsa04971
Q14571,hsa04970
Q14571,hsa04927
Q14571,hsa04929
Q14571,hsa05163
Q14571,hsa04020
Q14571,hsa04210
Q14571,hsa04725
Q14571,hsa04723
Q14571,hsa04728
Q14571,hsa04935
Q14571,hsa05012
Q14571,hsa04726
Q14571,hsa05010
Q14571,hsa04218
Q14571,hsa05205
Q14571,hsa04918
Q14571,hsa04915
Q14571,hsa04022
Q14571,hsa04750
Q14571,hsa04925
Q14571,hsa04724
Q14571,hsa05170
Q14571,hsa05022
Q14571,hsa04540
Q14571,hsa04928
Q14571,hsa04114
Q14571,hsa04730
Q14571,hsa04934
Q14571,hsa04371
Q14573,hsa04720
Q14573,hsa04911
Q14573,hsa04921
Q14573,hsa04750
Q14573,hsa04625
Q14573,hsa05012
Q14573,hsa04912
Q14573,hsa04022
Q14573,hsa05010
Q14573,hsa04928
Q14573,hsa05020
Q14573,hsa04927
Q14573,hsa04020
Q14573,hsa04070
Q14573,hsa04924
Q14573,hsa05022
Q14573,hsa05014
Q14573,hsa04918
Q14573,hsa04713
Q14573,hsa05167
Q14573,hsa04270
Q14573,hsa04725
Q14573,hsa04922
Q14573,hsa05205
Q14573,hsa04935
Q14573,hsa04723
Q14573,hsa04915
Q14573,hsa04724
Q14573,hsa04210
Q14573,hsa04971
Q14573,hsa04970
