uniprot,pathway_id
O60603,R-HSA-5602498
P02671,R-HSA-5602498
P02675,R-HSA-5602498
P02679,R-HSA-5602498
P05109,R-HSA-5602498
P06702,R-HSA-5602498
P09429,R-HSA-5602498
P23297,R-HSA-5602498
Q06187,R-HSA-5602498
Q9Y6Y9,R-HSA-5602498
P51617,R-HSA-975155
Q9NR96,R-HSA-975155
Q9NWZ3,R-HSA-975155
Q9NYK1,R-HSA-975155
O00206,WP2768
O14920,WP2768
O15111,WP2768
Q13233,WP2768
Q15750,WP2768
Q9Y6Y9,WP2768
P05412,WP3877
O00206,R-HSA-166058
O60603,R-HSA-166058
P02671,R-HSA-166058
P02675,R-HSA-166058
P02679,R-HSA-166058
P05109,R-HSA-166058
P06702,R-HSA-166058
P09429,R-HSA-166058
P23297,R-HSA-166058
P51617,R-HSA-166058
Q06187,R-HSA-166058
Q13233,R-HSA-166058
Q9NWZ3,R-HSA-166058
Q9Y616,R-HSA-166058
Q9Y6Y9,R-HSA-166058
O14920,WP2761
O15111,WP2761
Q15750,WP2761
P00519,R-HSA-525793
P35222,R-HSA-525793
P52564,R-HSA-525793
P53778,R-HSA-525793
Q15759,R-HSA-525793
Q16539,R-HSA-525793
Q14697,hsa00510
Q9H8P0,hsa00510
Q14697,R-HSA-532668
P23975,R-HSA-442660
P30531,R-HSA-442660
P54219,R-HSA-442660
Q01959,R-HSA-442660
Q05940,R-HSA-442660
Q04206,WP5046
P01138,R-HSA-205025
P42574,R-HSA-205025
O75874,R-HSA-389542
P01584,WP3890
O00329,WP2643
O15264,WP2643
P00533,WP2643
P02751,WP2643
P04049,WP2643
P12931,WP2643
P28482,WP2643
P36507,WP2643
P45983,WP2643
P45984,WP2643
P53778,WP2643
P53779,WP2643
Q02750,WP2643
Q05397,WP2643
Q15759,WP2643
Q16539,WP2643
P01308,WP2509
P01375,WP2513
P02792,WP2513
Q14289,hsa04650
P06241,hsa04650
P01889,hsa04650
P05362,hsa04650
P48551,hsa04650
P01579,hsa04650
P20701,hsa04650
P06239,hsa04650
O95644,hsa04650
Q13153,hsa04650
P42336,hsa04650
P42338,hsa04650
O00329,hsa04650
P27986,hsa04650
O00459,hsa04650
Q96LZ3,hsa04650
P17252,hsa04650
P05771,hsa04650
P05129,hsa04650
P28482,hsa04650
P27361,hsa04650
Q02750,hsa04650
P36507,hsa04650
P29350,hsa04650
P63000,hsa04650
P15153,hsa04650
P04049,hsa04650
P15056,hsa04650
P43405,hsa04650
P01375,hsa04650
P43403,hsa04650
P42574,hsa04650
Q92569,hsa04650
P06241,R-HSA-375165
P16220,R-HSA-375165
P27361,R-HSA-375165
P28482,R-HSA-375165
Q05397,R-HSA-375165
P04156,WP1866
O00305,R-HSA-419037
O43497,R-HSA-419037
O95180,R-HSA-419037
P04156,R-HSA-419037
P54284,R-HSA-419037
Q01668,R-HSA-419037
Q02641,R-HSA-419037
Q08289,R-HSA-419037
Q13698,R-HSA-419037
Q13936,R-HSA-419037
Q9P0X4,R-HSA-419037
P09874,hsa04217
P04839,hsa04217
P02794,hsa04217
P02792,hsa04217
P00367,hsa04217
P49448,hsa04217
P15104,hsa04217
P12235,hsa04217
P05141,hsa04217
P09429,hsa04217
P07900,hsa04217
P48551,hsa04217
P01579,hsa04217
P01584,hsa04217
P23458,hsa04217
O60674,hsa04217
P52333,hsa04217
P47712,hsa04217
P62937,hsa04217
P45983,hsa04217
P45984,hsa04217
P53779,hsa04217
P19525,hsa04217
P11216,hsa04217
P11217,hsa04217
P10415,hsa04217
P17405,hsa04217
P51692,hsa04217
O00206,hsa04217
P01375,hsa04217
P29597,hsa04217
P21796,hsa04217
Q9UQM7,hsa04217
Q13554,hsa04217
Q13557,hsa04217
Q13555,hsa04217
P29466,hsa04217
Q13546,hsa04217
O95831,hsa04217
O15392,R-HSA-8951664
P20618,R-HSA-8951664
P28062,R-HSA-8951664
P28065,R-HSA-8951664
P28074,R-HSA-8951664
P38936,R-HSA-8951664
P40306,R-HSA-8951664
P49721,R-HSA-8951664
Q06323,R-HSA-8951664
Q14145,R-HSA-8951664
Q16665,R-HSA-8951664
P06239,R-HSA-164944
P06241,R-HSA-164944
P08631,R-HSA-164944
P63000,R-HSA-164944
Q13177,R-HSA-164944
P06239,R-HSA-167590
P84077,R-HSA-167590
Q9UI12,R-HSA-167590
Q9UI12,R-HSA-182218
P61769,R-HSA-164940
P04049,R-HSA-5674499
P15056,R-HSA-5674499
P27361,R-HSA-5674499
P28482,R-HSA-5674499
P36507,R-HSA-5674499
Q02750,R-HSA-5674499
P05230,R-HSA-5654726
P08620,R-HSA-5654726
P09038,R-HSA-5654726
P27361,R-HSA-5654726
P28482,R-HSA-5654726
P05230,R-HSA-5654727
P08620,R-HSA-5654727
P09038,R-HSA-5654727
P27361,R-HSA-5654727
P28482,R-HSA-5654727
P05230,R-HSA-5654732
P08620,R-HSA-5654732
P09038,R-HSA-5654732
P27361,R-HSA-5654732
P28482,R-HSA-5654732
P05230,R-HSA-5654733
P08620,R-HSA-5654733
P09038,R-HSA-5654733
P22455,R-HSA-5654733
P27361,R-HSA-5654733
P28482,R-HSA-5654733
P36888,R-HSA-9706369
P41240,R-HSA-9706369
P42684,R-HSA-9706369
Q9UQQ2,R-HSA-9706369
P04049,R-HSA-5675221
P15056,R-HSA-5675221
P27361,R-HSA-5675221
P27448,R-HSA-5675221
P28482,R-HSA-5675221
P30086,R-HSA-5675221
P31946,R-HSA-5675221
P53778,R-HSA-5675221
P62714,R-HSA-5675221
P67775,R-HSA-5675221
O14964,R-HSA-6807004
P08581,R-HSA-6807004
O15399,R-HSA-9617324
P0DP23,R-HSA-9617324
P78352,R-HSA-9617324
Q05586,R-HSA-9617324
Q12879,R-HSA-9617324
Q13224,R-HSA-9617324
Q13554,R-HSA-9617324
Q13555,R-HSA-9617324
Q13557,R-HSA-9617324
Q14012,R-HSA-9617324
Q14957,R-HSA-9617324
Q9UQM7,R-HSA-9617324
P20618,R-HSA-9604323
P28062,R-HSA-9604323
P28065,R-HSA-9604323
P28074,R-HSA-9604323
P31749,R-HSA-9604323
P40306,R-HSA-9604323
P49721,R-HSA-9604323
Q06323,R-HSA-9604323
P31749,R-HSA-199418
Q14164,R-HSA-936440
Q9UHD2,R-HSA-936440
P17050,WP5302
Q9Y3R4,WP5302
P19838,WP4331
P45984,WP4331
Q00653,WP4331
Q04206,WP4331
O14980,R-HSA-168333
O00459,R-HSA-373753
O14936,R-HSA-373753
P06241,R-HSA-373753
P12814,R-HSA-373753
P27986,R-HSA-373753
P42336,R-HSA-373753
P42338,R-HSA-373753
Q04759,R-HSA-373752
O15264,WP1868
P12931,WP1868
P45983,WP1868
P53778,WP1868
P63000,WP1868
Q05397,WP1868
Q13153,WP1868
Q15759,WP1868
Q16539,WP1868
P12931,R-HSA-418886
P31749,WP5115
O14936,R-HSA-6794361
O15399,R-HSA-6794361
P41594,R-HSA-6794361
P78352,R-HSA-6794361
Q05586,R-HSA-6794361
Q12879,R-HSA-6794361
Q13224,R-HSA-6794361
Q13255,R-HSA-6794361
Q14957,R-HSA-6794361
Q9ULB1,R-HSA-6794361
P43657,hsa04080
Q16602,hsa04080
Q9Y271,hsa04080
O00264,hsa04080
Q9Y5N1,hsa04080
P11229,hsa04080
P08172,hsa04080
P20309,hsa04080
P08173,hsa04080
P08912,hsa04080
P02708,hsa04080
Q15822,hsa04080
P32297,hsa04080
P43681,hsa04080
P30532,hsa04080
P36544,hsa04080
P17787,hsa04080
Q05901,hsa04080
P30926,hsa04080
Q8TCU5,hsa04080
O60391,hsa04080
P21554,hsa04080
P34972,hsa04080
P30542,hsa04080
P29274,hsa04080
P29275,hsa04080
P34998,hsa04080
P25100,hsa04080
P35368,hsa04080
P35348,hsa04080
P08913,hsa04080
P18089,hsa04080
P18825,hsa04080
P08588,hsa04080
P07550,hsa04080
P13945,hsa04080
P21728,hsa04080
P14416,hsa04080
P35462,hsa04080
P21917,hsa04080
P21918,hsa04080
P30556,hsa04080
P21453,hsa04080
Q99500,hsa04080
P25101,hsa04080
P24530,hsa04080
P00734,hsa04080
P25116,hsa04080
Q9UBL9,hsa04080
P21462,hsa04080
O95665,hsa04080
Q9UBS5,hsa04080
P14867,hsa04080
P47869,hsa04080
P34903,hsa04080
P48169,hsa04080
P31644,hsa04080
Q16445,hsa04080
P18505,hsa04080
P47870,hsa04080
P28472,hsa04080
O14764,hsa04080
P78334,hsa04080
Q8N1C3,hsa04080
P18507,hsa04080
Q99928,hsa04080
P24046,hsa04080
Q02643,hsa04080
Q92847,hsa04080
P43220,hsa04080
P23415,hsa04080
P48167,hsa04080
P30968,hsa04080
Q99677,hsa04080
Q99705,hsa04080
O43193,hsa04080
Q86VZ1,hsa04080
P42261,hsa04080
P42262,hsa04080
P42263,hsa04080
P48058,hsa04080
P39086,hsa04080
Q13002,hsa04080
Q13003,hsa04080
Q16099,hsa04080
Q16478,hsa04080
Q05586,hsa04080
Q12879,hsa04080
Q13224,hsa04080
Q14957,hsa04080
O15399,hsa04080
P04150,hsa04080
Q13255,hsa04080
Q14833,hsa04080
P41594,hsa04080
Q14831,hsa04080
O00222,hsa04080
O43612,hsa04080
O43613,hsa04080
O43614,hsa04080
P35367,hsa04080
P25021,hsa04080
P08908,hsa04080
P28222,hsa04080
P28221,hsa04080
P28223,hsa04080
P41595,hsa04080
P28335,hsa04080
Q13639,hsa04080
P47898,hsa04080
P50406,hsa04080
P34969,hsa04080
P10997,hsa04080
P01042,hsa04080
Q6W5P4,hsa04080
P22888,hsa04080
Q01726,hsa04080
Q01718,hsa04080
P41968,hsa04080
P32245,hsa04080
P33032,hsa04080
P48039,hsa04080
P49286,hsa04080
P01303,hsa04080
P49146,hsa04080
P41143,hsa04080
P41145,hsa04080
P41146,hsa04080
P35372,hsa04080
P30559,hsa04080
P51575,hsa04080
P56373,hsa04080
Q99571,hsa04080
Q93086,hsa04080
Q99572,hsa04080
P47900,hsa04080
P41231,hsa04080
P51582,hsa04080
Q96G91,hsa04080
P00747,hsa04080
Q9H228,hsa04080
Q9BPV8,hsa04080
P01189,hsa04080
P37288,hsa04080
P47901,hsa04080
P30518,hsa04080
Q9UGM1,hsa04080
Q9UN88,hsa04080
Q9NS75,hsa04080
P25105,hsa04080
Q13258,hsa04080
P34995,hsa04080
P43116,hsa04080
P43115,hsa04080
P35408,hsa04080
P43088,hsa04080
P43119,hsa04080
Q9H3N8,hsa04080
P46663,hsa04080
P30411,hsa04080
P30872,hsa04080
P30874,hsa04080
P32745,hsa04080
P31391,hsa04080
P35346,hsa04080
Q9UHF0,hsa04080
P25103,hsa04080
P30536,hsa04080
P10827,hsa04080
P10828,hsa04080
P01024,hsa04080
P34981,hsa04080
P01031,hsa04080
Q8NER1,hsa04080
P30988,hsa04080
O75311,hsa04080
O95977,hsa04080
P32238,hsa04080
P32239,hsa04080
Q15825,hsa04080
O15547,hsa04080
O75899,hsa04080
Q15391,hsa04080
P15104,WP5083
P17948,R-HSA-194306
P35968,R-HSA-194306
P06276,R-HSA-112311
P22303,R-HSA-112311
P05091,WP1870
P21397,WP1870
P21964,WP1870
P31645,WP1870
Q01959,WP1870
P07101,WP4220
P09172,WP4220
P17752,WP4220
P20711,WP4220
P21964,WP4220
Q01959,WP4220
A5X5Y0,R-HSA-112314
O75311,R-HSA-112314
O95264,R-HSA-112314
P23415,R-HSA-112314
P46098,R-HSA-112314
P48167,R-HSA-112314
Q70Z44,R-HSA-112314
Q8WXA8,R-HSA-112314
Q02083,R-HSA-112310
O14936,WP1871
O94925,WP1871
P21397,WP1871
P28329,WP1871
P43003,WP1871
P43004,WP1871
P43005,WP1871
P48664,WP1871
Q05940,WP1871
Q9UI32,WP1871
P15104,WP1872
P43003,WP1872
P43004,WP1872
Q9UQQ2,hsa04722
Q9Y616,hsa04722
Q16539,hsa04722
P31749,hsa04722
P00519,hsa04722
Q9UK32,hsa04722
P49841,hsa04722
O14920,hsa04722
P51617,hsa04722
P05412,hsa04722
P42679,hsa04722
Q13233,hsa04722
Q99759,hsa04722
P18848,hsa04722
P19838,hsa04722
P25963,hsa04722
P01138,hsa04722
P04629,hsa04722
Q16620,hsa04722
Q16288,hsa04722
Q9NWZ3,hsa04722
O15530,hsa04722
P42336,hsa04722
P42338,hsa04722
O00329,hsa04722
P27986,hsa04722
O00459,hsa04722
Q05655,hsa04722
P28482,hsa04722
P27361,hsa04722
Q13164,hsa04722
P45983,hsa04722
Q15759,hsa04722
P45984,hsa04722
P53779,hsa04722
O15264,hsa04722
Q02750,hsa04722
P36507,hsa04722
P63000,hsa04722
P04049,hsa04722
P10415,hsa04722
Q04206,hsa04722
Q15418,hsa04722
P51812,hsa04722
P23560,hsa04722
P53778,hsa04722
P15056,hsa04722
P04637,hsa04722
O15350,hsa04722
P0DP23,hsa04722
Q9UQM7,hsa04722
Q13554,hsa04722
Q13557,hsa04722
Q13555,hsa04722
Q92569,hsa04722
O43353,hsa04722
O00264,R-HSA-6798695
O00764,R-HSA-6798695
O43451,R-HSA-6798695
O60603,R-HSA-6798695
O75874,R-HSA-6798695
O94804,R-HSA-6798695
O95298,R-HSA-6798695
P00387,R-HSA-6798695
P00491,R-HSA-6798695
P00738,R-HSA-6798695
P00749,R-HSA-6798695
P01009,R-HSA-6798695
P01011,R-HSA-6798695
P01024,R-HSA-6798695
P01889,R-HSA-6798695
P02750,R-HSA-6798695
P02763,R-HSA-6798695
P02765,R-HSA-6798695
P02766,R-HSA-6798695
P02775,R-HSA-6798695
P02788,R-HSA-6798695
P02792,R-HSA-6798695
P02794,R-HSA-6798695
P04040,R-HSA-6798695
P04075,R-HSA-6798695
P04080,R-HSA-6798695
P04217,R-HSA-6798695
P04264,R-HSA-6798695
P04839,R-HSA-6798695
P05089,R-HSA-6798695
P05109,R-HSA-6798695
P05164,R-HSA-6798695
P06280,R-HSA-6798695
P06396,R-HSA-6798695
P06702,R-HSA-6798695
P06744,R-HSA-6798695
P06756,R-HSA-6798695
P07355,R-HSA-6798695
P07437,R-HSA-6798695
P07686,R-HSA-6798695
P07741,R-HSA-6798695
P07900,R-HSA-6798695
P08174,R-HSA-6798695
P08473,R-HSA-6798695
P09110,R-HSA-6798695
P09211,R-HSA-6798695
P09429,R-HSA-6798695
P09769,R-HSA-6798695
P09917,R-HSA-6798695
P09960,R-HSA-6798695
P10253,R-HSA-6798695
P10620,R-HSA-6798695
P11142,R-HSA-6798695
P11216,R-HSA-6798695
P11678,R-HSA-6798695
P12268,R-HSA-6798695
P12724,R-HSA-6798695
P13498,R-HSA-6798695
P13639,R-HSA-6798695
P13716,R-HSA-6798695
P14618,R-HSA-6798695
P14780,R-HSA-6798695
P14923,R-HSA-6798695
P15144,R-HSA-6798695
P15924,R-HSA-6798695
P16070,R-HSA-6798695
P18669,R-HSA-6798695
P19801,R-HSA-6798695
P19838,R-HSA-6798695
P20061,R-HSA-6798695
P20618,R-HSA-6798695
P20701,R-HSA-6798695
P20839,R-HSA-6798695
P21462,R-HSA-6798695
P25024,R-HSA-6798695
P25105,R-HSA-6798695
P25774,R-HSA-6798695
P25815,R-HSA-6798695
P27449,R-HSA-6798695
P28482,R-HSA-6798695
P28676,R-HSA-6798695
P29350,R-HSA-6798695
P30041,R-HSA-6798695
P30519,R-HSA-6798695
P30926,R-HSA-6798695
P31151,R-HSA-6798695
P42685,R-HSA-6798695
P43353,R-HSA-6798695
P51575,R-HSA-6798695
P53396,R-HSA-6798695
P61626,R-HSA-6798695
P61769,R-HSA-6798695
P62937,R-HSA-6798695
P63000,R-HSA-6798695
P68104,R-HSA-6798695
P68371,R-HSA-6798695
P68871,R-HSA-6798695
P80511,R-HSA-6798695
P98066,R-HSA-6798695
Q05655,R-HSA-6798695
Q10588,R-HSA-6798695
Q13303,R-HSA-6798695
Q13393,R-HSA-6798695
Q13488,R-HSA-6798695
Q16539,R-HSA-6798695
Q93050,R-HSA-6798695
Q99519,R-HSA-6798695
Q9NPA2,R-HSA-6798695
Q9Y5K8,R-HSA-6798695
Q9UBN7,hsa04613
Q9UQL6,hsa04613
P30405,hsa04613
Q16539,hsa04613
P13498,hsa04613
P04839,hsa04613
P31749,hsa04613
P02671,hsa04613
P02675,hsa04613
P02679,hsa04613
Q9UM07,hsa04613
P21462,hsa04613
P42345,hsa04613
P07359,hsa04613
P12235,hsa04613
P05141,hsa04613
Q13547,hsa04613
Q92769,hsa04613
P09429,hsa04613
P08514,hsa04613
P20701,hsa04613
P05106,hsa04613
P05164,hsa04613
P19878,hsa04613
Q15080,hsa04613
P19838,hsa04613
Q9NYK1,hsa04613
Q9NR97,hsa04613
Q8WUI4,hsa04613
P42336,hsa04613
P42338,hsa04613
O00329,hsa04613
P27986,hsa04613
O00459,hsa04613
P17252,hsa04613
P05771,hsa04613
P05129,hsa04613
Q9BY41,hsa04613
P28482,hsa04613
P27361,hsa04613
Q15759,hsa04613
O15264,hsa04613
Q02750,hsa04613
P36507,hsa04613
P63000,hsa04613
P15153,hsa04613
P04049,hsa04613
Q04206,hsa04613
P53778,hsa04613
P14598,hsa04613
P12931,hsa04613
P43405,hsa04613
O60603,hsa04613
O00206,hsa04613
P63261,hsa04613
P01024,hsa04613
P01031,hsa04613
P21796,hsa04613
Q96DB2,hsa04613
P29466,hsa04613
P62807,hsa04613
Q969S8,hsa04613
Q92569,hsa04613
O15379,hsa04613
Q9UKV0,hsa04613
P56524,hsa04613
Q15750,hsa04064
O15111,hsa04064
P09874,hsa04064
P68400,hsa04064
P19784,hsa04064
Q9Y6Y9,hsa04064
P05362,hsa04064
O14920,hsa04064
P01584,hsa04064
P51617,hsa04064
P06239,hsa04064
P07948,hsa04064
Q13315,hsa04064
P19838,hsa04064
Q00653,hsa04064
P25963,hsa04064
Q9NWZ3,hsa04064
P00749,hsa04064
P05771,hsa04064
Q04759,hsa04064
P35354,hsa04064
P10415,hsa04064
Q04206,hsa04064
Q07817,hsa04064
P43405,hsa04064
Q06187,hsa04064
O00206,hsa04064
P01375,hsa04064
P19320,hsa04064
P43403,hsa04064
O14788,hsa04064
Q13546,hsa04064
O14920,R-HSA-933543
O15111,R-HSA-933543
Q13546,R-HSA-933543
O14920,R-HSA-209560
P01138,R-HSA-209560
P19838,R-HSA-209560
P25963,R-HSA-209560
P51617,R-HSA-209560
Q04206,R-HSA-209560
O75116,WP5366
P01133,WP5366
P01138,WP5366
P04049,WP5366
P07437,WP5366
P23528,WP5366
P26358,WP5366
P27361,WP5366
P28482,WP5366
P50579,WP5366
P53667,WP5366
Q07820,WP5366
Q13233,WP5366
Q92800,WP5366
Q9Y2U5,WP5366
P11413,R-HSA-9818028
P29401,R-HSA-9818028
P52209,R-HSA-9818028
P08263,R-HSA-9818027
P09601,R-HSA-9818027
P15559,R-HSA-9818027
P18848,R-HSA-9818027
P48506,R-HSA-9818027
P48507,R-HSA-9818027
Q06830,R-HSA-9818027
Q16772,R-HSA-9818027
Q16881,R-HSA-9818027
Q9UPY5,R-HSA-9818027
O75874,R-HSA-9818025
P48163,R-HSA-9818025
P01138,R-HSA-205017
P04629,R-HSA-187024
P29274,R-HSA-187024
Q16620,R-HSA-187024
P01100,R-HSA-9031628
P15336,R-HSA-9031628
P16220,R-HSA-9031628
P17752,R-HSA-9031628
P18846,R-HSA-9031628
P01138,R-HSA-167060
P35354,R-HSA-197264
P40261,R-HSA-197264
Q16647,R-HSA-197264
Q9NXA8,hsa00760
Q15274,hsa00760
Q13423,hsa00760
Q06278,hsa00760
P40261,hsa00760
P00491,hsa00760
P21589,hsa00760
Q6IA69,hsa00760
Q10588,hsa00760
P21589,R-HSA-196807
Q10588,R-HSA-196807
Q15274,R-HSA-196807
Q6IA69,R-HSA-196807
P35354,WP4097
P40261,WP4097
Q16647,WP4097
P43681,hsa05033
P36544,hsa05033
P17787,hsa05033
Q8TCU5,hsa05033
O60391,hsa05033
P14867,hsa05033
P47869,hsa05033
P34903,hsa05033
P48169,hsa05033
P31644,hsa05033
Q16445,hsa05033
P18505,hsa05033
P47870,hsa05033
P28472,hsa05033
O14764,hsa05033
P78334,hsa05033
Q8N1C3,hsa05033
P18507,hsa05033
Q99928,hsa05033
P24046,hsa05033
P42261,hsa05033
P42262,hsa05033
P42263,hsa05033
P48058,hsa05033
Q05586,hsa05033
Q12879,hsa05033
Q13224,hsa05033
Q14957,hsa05033
O15399,hsa05033
Q9UN88,hsa05033
O00555,hsa05033
Q00975,hsa05033
Q15825,hsa05033
O15111,R-HSA-5676590
P20618,R-HSA-5676590
P28062,R-HSA-5676590
P28065,R-HSA-5676590
P28074,R-HSA-5676590
P40306,R-HSA-5676590
P49721,R-HSA-5676590
Q00653,R-HSA-5676590
Q06323,R-HSA-5676590
O15111,WP3545
P20618,WP3545
P28062,WP3545
P28065,WP3545
P28074,WP3545
P40306,WP3545
P49721,WP3545
Q00653,WP3545
Q06323,WP3545
P10721,R-HSA-9669926
P29474,R-HSA-392154
P29475,R-HSA-392154
P35228,R-HSA-392154
P31327,hsa00910
Q9ULX7,hsa00910
P00367,hsa00910
P49448,hsa00910
P15104,hsa00910
P00915,hsa00910
P00918,hsa00910
P07451,hsa00910
P22748,hsa00910
P35218,hsa00910
Q16790,hsa00910
O43570,hsa00910
Q15750,hsa04621
O15111,hsa04621
Q16539,hsa04621
P13498,hsa04621
P04839,hsa04621
Q96RD7,hsa04621
Q9UHD2,hsa04621
P07900,hsa04621
P48551,hsa04621
O14920,hsa04621
P01584,hsa04621
P05231,hsa04621
Q14643,hsa04621
Q14571,hsa04621
Q14573,hsa04621
P23458,hsa04621
P05412,hsa04621
P19838,hsa04621
P25963,hsa04621
Q99572,hsa04621
Q9NWZ3,hsa04621
Q9Y5S1,hsa04621
Q05655,hsa04621
Q16512,hsa04621
Q16513,hsa04621
P28482,hsa04621
P27361,hsa04621
P45983,hsa04621
Q15759,hsa04621
P45984,hsa04621
P53779,hsa04621
O15264,hsa04621
P10415,hsa04621
Q04206,hsa04621
Q07817,hsa04621
P53778,hsa04621
P13500,hsa04621
Q9HC29,hsa04621
O00206,hsa04621
P01375,hsa04621
P29597,hsa04621
P21796,hsa04621
P46736,hsa04621
P29466,hsa04621
P41180,hsa04621
Q13546,hsa04621
O43353,hsa04621
Q14164,hsa04621
O14920,R-HSA-168638
O15111,R-HSA-168638
O15264,R-HSA-168638
O43353,R-HSA-168638
P29466,R-HSA-168638
P51617,R-HSA-168638
P52564,R-HSA-168638
P53778,R-HSA-168638
P55211,R-HSA-168638
Q15750,R-HSA-168638
Q15759,R-HSA-168638
Q16539,R-HSA-168638
Q9HC29,R-HSA-168638
Q13133,hsa04932
Q86Y39,hsa04932
P13073,hsa04932
P10606,hsa04932
Q02221,hsa04932
P14854,hsa04932
P09669,hsa04932
P24310,hsa04932
P24311,hsa04932
P15954,hsa04932
P10176,hsa04932
Q16539,hsa04932
P05181,hsa04932
P31749,hsa04932
O75460,hsa04932
P01100,hsa04932
P49840,hsa04932
P49841,hsa04932
O14920,hsa04932
P01584,hsa04932
P05231,hsa04932
P01308,hsa04932
P06213,hsa04932
P05412,hsa04932
O75251,hsa04932
Q16584,hsa04932
P00395,hsa04932
P00403,hsa04932
P00414,hsa04932
P18848,hsa04932
O15239,hsa04932
O43678,hsa04932
O95167,hsa04932
O00483,hsa04932
Q16718,hsa04932
P56556,hsa04932
O95182,hsa04932
P51970,hsa04932
Q16795,hsa04932
O95299,hsa04932
O14561,hsa04932
O75438,hsa04932
O95178,hsa04932
O43676,hsa04932
O95168,hsa04932
O43674,hsa04932
O95139,hsa04932
P17568,hsa04932
O95169,hsa04932
Q9Y6M9,hsa04932
O96000,hsa04932
O43677,hsa04932
O95298,hsa04932
P28331,hsa04932
O75306,hsa04932
O75489,hsa04932
P49821,hsa04932
O43181,hsa04932
O43920,hsa04932
O75380,hsa04932
O00217,hsa04932
P19404,hsa04932
P56181,hsa04932
P19838,hsa04932
Q9P0J0,hsa04932
Q9UGJ0,hsa04932
P42336,hsa04932
P42338,hsa04932
O00329,hsa04932
P27986,hsa04932
O00459,hsa04932
P30613,hsa04932
Q9UGI9,hsa04932
P99999,hsa04932
Q07869,hsa04932
P37231,hsa04932
Q13131,hsa04932
P54646,hsa04932
Q9Y478,hsa04932
O43741,hsa04932
P54619,hsa04932
Q9UI09,hsa04932
P45983,hsa04932
Q15759,hsa04932
P45984,hsa04932
P53779,hsa04932
O15264,hsa04932
P63000,hsa04932
Q04206,hsa04932
P19793,hsa04932
P53778,hsa04932
P31040,hsa04932
O14521,hsa04932
P36956,hsa04932
P01137,hsa04932
P01375,hsa04932
P42574,hsa04932
Q92569,hsa04932
P20674,hsa04932
P00797,WP5133
P01019,WP5133
P30556,WP5133
Q9BYF1,WP5133
P01579,WP4341
P48551,WP4341
P39748,hsa03450
P78527,hsa03450
P02751,R-HSA-3000171
P02766,R-HSA-3000171
P09038,R-HSA-3000171
Q08345,R-HSA-3000171
Q16832,R-HSA-3000171
Q9ULB1,R-HSA-3000171
P11802,hsa05223
Q00534,hsa05223
P38936,hsa05223
P01133,hsa05223
P00533,hsa05223
P04626,hsa05223
P31749,hsa05223
Q9UM73,hsa05223
P52333,hsa05223
P08581,hsa05223
O15530,hsa05223
P42336,hsa05223
P42338,hsa05223
O00329,hsa05223
P27986,hsa05223
O00459,hsa05223
P17252,hsa05223
P05771,hsa05223
P05129,hsa05223
P28482,hsa05223
P27361,hsa05223
Q02750,hsa05223
P36507,hsa05223
P04049,hsa05223
P10826,hsa05223
P24385,hsa05223
P07949,hsa05223
P19793,hsa05223
P28702,hsa05223
P48443,hsa05223
P15056,hsa05223
P51692,hsa05223
P04637,hsa05223
P55211,hsa05223
Q92569,hsa05223
P46736,WP3550
P62807,WP3550
P78527,WP3550
Q13315,WP3550
P46736,R-HSA-5693571
P62807,R-HSA-5693571
P78527,R-HSA-5693571
Q13315,R-HSA-5693571
P08865,WP2710
P15880,WP2710
P39023,WP2710
P67775,WP2710
P08865,R-HSA-975957
P15880,R-HSA-975957
P39023,R-HSA-975957
P67775,R-HSA-975957
P08865,R-HSA-975956
P15880,R-HSA-975956
P39023,R-HSA-975956
P26358,R-HSA-427413
P62807,R-HSA-427413
Q13547,R-HSA-427413
Q92769,R-HSA-427413
Q9UBC3,R-HSA-427413
P21397,R-HSA-181430
Q05940,R-HSA-181430
P29474,R-HSA-203754
P29474,R-HSA-203641
O15379,R-HSA-350054
P56524,R-HSA-350054
Q13547,R-HSA-350054
Q8WUI4,R-HSA-350054
Q92769,R-HSA-350054
Q969S8,R-HSA-350054
Q96DB2,R-HSA-350054
Q9BY41,R-HSA-350054
Q9UBN7,R-HSA-350054
Q9UKV0,R-HSA-350054
Q9UQL6,R-HSA-350054
Q13547,hsa04330
Q92769,hsa04330
O15379,R-HSA-2122947
P01106,R-HSA-2122947
P56524,R-HSA-2122947
Q13547,R-HSA-2122947
Q16665,R-HSA-2122947
Q8WUI4,R-HSA-2122947
Q92769,R-HSA-2122947
Q969S8,R-HSA-2122947
Q96DB2,R-HSA-2122947
Q9BY41,R-HSA-2122947
Q9UBN7,R-HSA-2122947
Q9UKV0,R-HSA-2122947
Q9UQL6,R-HSA-2122947
P16220,R-HSA-2197563
P00533,R-HSA-9013507
P01133,R-HSA-9013507
P35916,R-HSA-9013695
O14980,R-HSA-9768919
P01100,R-HSA-9768919
P01308,R-HSA-9768919
P07949,R-HSA-9768919
P23560,R-HSA-9768919
P27361,R-HSA-9768919
P28482,R-HSA-9768919
Q00987,R-HSA-9768919
Q9NYY3,R-HSA-9768919
O15379,R-HSA-1368071
P19793,R-HSA-9632974
P28702,R-HSA-9632974
Q13133,R-HSA-9632974
P19793,R-HSA-9029558
P28702,R-HSA-9029558
P49327,R-HSA-9029558
P55055,R-HSA-9029558
Q13133,R-HSA-9029558
P19793,R-HSA-9031528
