uniprot,pathway_id
P42336,R-HSA-2219530
P42338,R-HSA-2219530
P63000,R-HSA-2219530
Q92569,R-HSA-2219530
Q92731,R-HSA-2219530
O15111,R-HSA-5674400
O15530,R-HSA-5674400
P16220,R-HSA-5674400
P31749,R-HSA-5674400
P38936,R-HSA-5674400
P42345,R-HSA-5674400
P49840,R-HSA-5674400
P49841,R-HSA-5674400
P55211,R-HSA-5674400
Q00987,R-HSA-5674400
P00533,R-HSA-5637810
P01133,R-HSA-5637810
P07900,R-HSA-5637810
P27986,R-HSA-5637810
P42336,R-HSA-5637810
P00533,R-HSA-1236382
P01133,R-HSA-1236382
P07900,R-HSA-1236382
P27986,R-HSA-1236382
P42336,R-HSA-1236382
O15379,R-HSA-2894862
P01106,R-HSA-2894862
P56524,R-HSA-2894862
Q13547,R-HSA-2894862
Q8WUI4,R-HSA-2894862
Q92769,R-HSA-2894862
Q969S8,R-HSA-2894862
Q96DB2,R-HSA-2894862
Q9BY41,R-HSA-2894862
Q9UBN7,R-HSA-2894862
Q9UKV0,R-HSA-2894862
Q9UQL6,R-HSA-2894862
O15379,R-HSA-2644606
P01106,R-HSA-2644606
P56524,R-HSA-2644606
Q13547,R-HSA-2644606
Q8WUI4,R-HSA-2644606
Q92769,R-HSA-2644606
Q969S8,R-HSA-2644606
Q96DB2,R-HSA-2644606
Q9BY41,R-HSA-2644606
Q9UBN7,R-HSA-2644606
Q9UKV0,R-HSA-2644606
Q9UQL6,R-HSA-2644606
P04626,R-HSA-9634285
P07900,R-HSA-9634285
Q05209,R-HSA-9634285
P19784,R-HSA-6814122
P59768,R-HSA-6814122
P68400,R-HSA-6814122
P68366,R-HSA-6811434
P68371,R-HSA-6811434
P84077,R-HSA-6811434
Q13509,R-HSA-6811434
Q71U36,R-HSA-6811434
Q9H4B7,R-HSA-6811434
P47712,R-HSA-6811436
P68366,R-HSA-6811436
P68371,R-HSA-6811436
Q13509,R-HSA-6811436
Q71U36,R-HSA-6811436
Q9H4B7,R-HSA-6811436
P01308,R-HSA-6807878
P08174,R-HSA-6807878
P15328,R-HSA-6807878
P68366,R-HSA-6807878
P68371,R-HSA-6807878
P84077,R-HSA-6807878
Q13509,R-HSA-6807878
Q71U36,R-HSA-6807878
Q9H4B7,R-HSA-6807878
O43617,R-HSA-204005
P01009,R-HSA-204005
P15328,R-HSA-204005
P42261,R-HSA-204005
P04075,WP1946
O15111,hsa05171
Q16539,hsa05171
P04839,hsa05171
P12821,hsa05171
P30556,hsa05171
P00533,hsa05171
P00734,hsa05171
P02671,hsa05171
P02675,hsa05171
P02679,hsa05171
P01100,hsa05171
Q9UHD2,hsa05171
P48551,hsa05171
O14920,hsa05171
P01584,hsa05171
P60568,hsa05171
P05231,hsa05171
P51617,hsa05171
P23458,hsa05171
P05412,hsa05171
P08865,hsa05171
P19838,hsa05171
P25963,hsa05171
Q9NWZ3,hsa05171
Q9NYK1,hsa05171
Q9NR97,hsa05171
P42336,hsa05171
P42338,hsa05171
O00329,hsa05171
P27986,hsa05171
O00459,hsa05171
P17252,hsa05171
P05771,hsa05171
P05129,hsa05171
P28482,hsa05171
P27361,hsa05171
P45983,hsa05171
Q15759,hsa05171
P45984,hsa05171
P53779,hsa05171
O15264,hsa05171
P19525,hsa05171
Q9BYF1,hsa05171
Q04206,hsa05171
P39023,hsa05171
P15880,hsa05171
P00751,hsa05171
P53778,hsa05171
P13500,hsa05171
P43405,hsa05171
O60603,hsa05171
O00206,hsa05171
P01375,hsa05171
P02746,hsa05171
P02747,hsa05171
P00736,hsa05171
P01024,hsa05171
P0C0L5,hsa05171
P01031,hsa05171
P29597,hsa05171
P07357,hsa05171
P07360,hsa05171
P02748,hsa05171
P29466,hsa05171
Q92569,hsa05171
Q14164,hsa05171
Q08828,hsa04927
Q08462,hsa04927
O95622,hsa04927
P16220,hsa04927
P15336,hsa04927
P05108,hsa04927
P15538,hsa04927
P05093,hsa04927
P08686,hsa04927
P30556,hsa04927
P51843,hsa04927
P14060,hsa04927
P26439,hsa04927
Q14643,hsa04927
Q14571,hsa04927
Q14573,hsa04927
P22459,hsa04927
O95069,hsa04927
O14649,hsa04927
Q01718,hsa04927
P18848,hsa04927
O60658,hsa04927
P01189,hsa04927
P17612,hsa04927
P22694,hsa04927
Q13936,hsa04927
Q01668,hsa04927
O60840,hsa04927
Q13698,hsa04927
O95263,hsa04927
Q9P0X4,hsa04927
O95180,hsa04927
O43497,hsa04927
O00459,R-HSA-388841
P27986,R-HSA-388841
P29350,R-HSA-388841
P42336,R-HSA-388841
Q92569,R-HSA-388841
O15530,WP1799
O75914,WP1799
P06239,WP1799
P06241,WP1799
P07947,WP1799
P07948,WP1799
P31749,WP1799
P41240,WP1799
P42345,WP1799
P62714,WP1799
P63000,WP1799
P67775,WP1799
Q13153,WP1799
Q13177,WP1799
O00206,WP5256
P02647,WP5145
Q15750,WP5145
Q8N1G2,WP5145
Q9BYF1,WP5145
P00734,WP4927
P00747,WP4927
P02671,WP4927
P02675,WP4927
P02679,WP4927
P23219,R-HSA-140180
P06732,R-HSA-71288
P12277,R-HSA-71288
P17540,R-HSA-71288
P48029,R-HSA-71288
P50440,R-HSA-71288
Q14353,R-HSA-71288
P12277,WP5190
P16220,R-HSA-199920
P18846,R-HSA-199920
P51812,R-HSA-199920
Q15418,R-HSA-199920
P16220,R-HSA-442742
P51812,R-HSA-442742
Q15418,R-HSA-442742
Q9UK32,R-HSA-442742
P0DP23,R-HSA-442720
P16220,R-HSA-442720
P17612,R-HSA-442720
P22694,R-HSA-442720
Q08828,R-HSA-442720
P0DP23,R-HSA-442729
P16220,R-HSA-442729
Q13554,R-HSA-442729
Q13555,R-HSA-442729
Q8N5S9,R-HSA-442729
Q96RR4,R-HSA-442729
P36888,R-HSA-9702581
P00846,R-HSA-8949613
P30049,R-HSA-8949613
Q9UM73,R-HSA-9717326
P06241,R-HSA-399956
P07332,R-HSA-399956
P49841,R-HSA-399956
P04839,R-HSA-1236973
P06756,R-HSA-1236973
P13498,R-HSA-1236973
P14598,R-HSA-1236973
P19878,R-HSA-1236973
Q15080,R-HSA-1236973
P20618,R-HSA-1236978
P28062,R-HSA-1236978
P28065,R-HSA-1236978
P28074,R-HSA-1236978
P40306,R-HSA-1236978
P49721,R-HSA-1236978
Q06323,R-HSA-1236978
P07686,R-HSA-2024101
P13611,R-HSA-2024101
P06239,R-HSA-389513
P06241,R-HSA-389513
P07947,R-HSA-389513
P07948,R-HSA-389513
P31749,R-HSA-389513
P62714,R-HSA-389513
P67775,R-HSA-389513
P35222,R-HSA-5358747
P48729,R-HSA-5358747
P49841,R-HSA-5358747
P62714,R-HSA-5358747
P67775,R-HSA-5358747
P35222,R-HSA-5358749
P48729,R-HSA-5358749
P49841,R-HSA-5358749
P62714,R-HSA-5358749
P67775,R-HSA-5358749
P35222,R-HSA-5358751
P48729,R-HSA-5358751
P49841,R-HSA-5358751
P62714,R-HSA-5358751
P67775,R-HSA-5358751
P35222,R-HSA-5358752
P48729,R-HSA-5358752
P49841,R-HSA-5358752
P62714,R-HSA-5358752
P67775,R-HSA-5358752
P24941,hsa04934
P11802,hsa04934
Q00534,hsa04934
P38936,hsa04934
Q08828,hsa04934
Q08462,hsa04934
O95622,hsa04934
P16220,hsa04934
P15336,hsa04934
P34998,hsa04934
P35222,hsa04934
P05108,hsa04934
P15538,hsa04934
P05093,hsa04934
P08686,hsa04934
P30556,hsa04934
P00533,hsa04934
P35869,hsa04934
P49841,hsa04934
P14060,hsa04934
P26439,hsa04934
Q14643,hsa04934
Q14571,hsa04934
Q14573,hsa04934
P22459,hsa04934
O95069,hsa04934
O14649,hsa04934
Q01718,hsa04934
P18848,hsa04934
Q9HCR9,hsa04934
Q9UJU2,hsa04934
O60658,hsa04934
P01189,hsa04934
P17612,hsa04934
P22694,hsa04934
P28482,hsa04934
P27361,hsa04934
Q02750,hsa04934
P36507,hsa04934
P24385,hsa04934
P15056,hsa04934
Q13936,hsa04934
Q01668,hsa04934
O60840,hsa04934
Q13698,hsa04934
Q9UQM7,hsa04934
Q13554,hsa04934
Q13557,hsa04934
Q13555,hsa04934
O95263,hsa04934
Q9P0X4,hsa04934
O95180,hsa04934
O43497,hsa04934
O14980,R-HSA-69273
P06493,R-HSA-69273
P24941,R-HSA-69273
P30291,R-HSA-69273
P53350,R-HSA-69273
P62714,R-HSA-69273
P67775,R-HSA-69273
Q99640,R-HSA-69273
P01106,R-HSA-69656
P24941,R-HSA-69656
P30291,R-HSA-69656
P31749,R-HSA-69656
P38936,R-HSA-69656
O60674,R-HSA-69231
P00519,R-HSA-69231
P07948,R-HSA-69231
P11802,R-HSA-69231
P24385,R-HSA-69231
P24941,R-HSA-69231
P38936,R-HSA-69231
P61024,R-HSA-69231
P62714,R-HSA-69231
P67775,R-HSA-69231
Q00534,R-HSA-69231
Q13882,R-HSA-69231
P01106,R-HSA-69202
P24941,R-HSA-69202
P30291,R-HSA-69202
P31749,R-HSA-69202
P38936,R-HSA-69202
P05181,R-HSA-211999
P10632,R-HSA-211999
P10635,R-HSA-211999
P11712,R-HSA-211999
P20813,R-HSA-211999
P33261,R-HSA-211999
P17174,WP4504
P23526,WP4504
P32929,WP4504
P48637,WP4504
Q00266,WP4504
Q16878,WP4504
Q93088,WP4504
Q99707,WP4504
Q9Y600,WP4504
Q16878,hsa00270
P20132,hsa00270
Q96GA7,hsa00270
P32929,hsa00270
P26358,hsa00270
Q9Y6K1,hsa00270
Q9UBC3,hsa00270
P23526,hsa00270
Q9H2M3,hsa00270
Q96RQ9,hsa00270
P17707,hsa00270
O43175,hsa00270
Q14749,hsa00270
P48506,hsa00270
P48507,hsa00270
P17174,hsa00270
P00505,hsa00270
P48637,hsa00270
Q9Y617,hsa00270
P00338,hsa00270
P07195,hsa00270
P07864,hsa00270
Q00266,hsa00270
P31153,hsa00270
P40925,hsa00270
P40926,hsa00270
Q13126,hsa00270
Q99707,hsa00270
Q6YP21,hsa00270
P54687,hsa00270
O15382,hsa00270
Q93088,hsa00270
Q9BYV1,hsa00270
P17735,hsa00270
Q16773,hsa00270
Q9BYZ2,hsa00270
P32929,R-HSA-1614603
P16435,R-HSA-211897
P51681,hsa04060
P07333,hsa04060
P48551,hsa04060
P01579,hsa04060
P01584,hsa04060
P60568,hsa04060
P08700,hsa04060
P05231,hsa04060
P25024,hsa04060
P40933,hsa04060
P01138,hsa04060
P02775,hsa04060
P13500,hsa04060
P80075,hsa04060
O00238,hsa04060
Q13873,hsa04060
P01137,hsa04060
P36897,hsa04060
P37173,hsa04060
P01375,hsa04060
P61073,hsa04060
O14788,hsa04060
Q04771,hsa04060
P36896,hsa04060
O00483,R-HSA-9707564
O15379,R-HSA-9707564
O75880,R-HSA-9707564
P00395,R-HSA-9707564
P00403,R-HSA-9707564
P00414,R-HSA-9707564
P02768,R-HSA-9707564
P09601,R-HSA-9707564
P09669,R-HSA-9707564
P10176,R-HSA-9707564
P10606,R-HSA-9707564
P13073,R-HSA-9707564
P14854,R-HSA-9707564
P15954,R-HSA-9707564
P19793,R-HSA-9707564
P20674,R-HSA-9707564
P24311,R-HSA-9707564
P30043,R-HSA-9707564
P30519,R-HSA-9707564
P33527,R-HSA-9707564
P53004,R-HSA-9707564
P68871,R-HSA-9707564
P69905,R-HSA-9707564
P99999,R-HSA-9707564
Q07869,R-HSA-9707564
Q13882,R-HSA-9707564
Q15596,R-HSA-9707564
O75874,WP3585
P26358,WP3585
P48735,WP3585
O15111,hsa04623
Q9UHD2,hsa04623
O14920,hsa04623
P01584,hsa04623
P05231,hsa04623
P19838,hsa04623
P25963,hsa04623
Q04206,hsa04623
P29466,hsa04623
P42574,hsa04623
Q13546,hsa04623
Q14164,hsa04623
P78527,R-HSA-1834949
O14920,WP2794
O15111,WP2794
P19838,WP2794
P25963,WP2794
P35222,WP2794
Q00653,WP2794
Q04206,WP2794
Q13546,WP2794
Q9UHD2,WP2794
P49888,R-HSA-156584
P07814,R-HSA-379716
P23381,R-HSA-379716
P41250,R-HSA-379716
P49589,R-HSA-379716
Q9NSD9,R-HSA-379716
Q9Y285,R-HSA-379716
P14920,hsa00470
Q9UI32,hsa00470
O94925,hsa00470
Q9GZT4,hsa00470
Q02156,R-HSA-1489509
Q05655,R-HSA-1489509
Q14571,R-HSA-1489509
Q14573,R-HSA-1489509
Q14643,R-HSA-1489509
O95622,WP2688
P05129,WP2688
P0DP23,WP2688
P16220,WP2688
P17252,WP2688
P17612,WP2688
P22694,WP2688
P54750,WP2688
Q01064,WP2688
Q08462,WP2688
Q08828,WP2688
Q13554,WP2688
Q13555,WP2688
Q13557,WP2688
Q14123,WP2688
Q8N5S9,WP2688
Q96RR4,WP2688
Q9UQM7,WP2688
P01889,R-HSA-2172127
P61769,R-HSA-2172127
O00459,WP2694
P06239,WP2694
P06241,WP2694
P27986,WP2694
P42336,WP2694
P42338,WP2694
P43405,WP2694
P63000,WP2694
Q06187,WP2694
O00459,R-HSA-2424491
P06239,R-HSA-2424491
P06241,R-HSA-2424491
P27986,R-HSA-2424491
P42336,R-HSA-2424491
P42338,R-HSA-2424491
P43405,R-HSA-2424491
P61769,R-HSA-2424491
P63000,R-HSA-2424491
Q06187,R-HSA-2424491
P0DP23,R-HSA-180024
P17612,R-HSA-180024
P22694,R-HSA-180024
P27815,R-HSA-180024
P62714,R-HSA-180024
P67775,R-HSA-180024
Q08493,R-HSA-180024
Q08499,R-HSA-180024
P10721,R-HSA-9669914
P12931,R-HSA-418885
P63000,R-HSA-418885
Q05397,R-HSA-418885
O14920,WP5288
P01106,WP5288
P01584,WP5288
P02751,WP5288
P04637,WP5288
P05362,WP5288
P05412,WP5288
P06213,WP5288
P06493,WP5288
P08069,WP5288
P08253,WP5288
P12931,WP5288
P13500,WP5288
P14780,WP5288
P19320,WP5288
P19838,WP5288
P25963,WP5288
P35228,WP5288
P35354,WP5288
P38936,WP5288
P45983,WP5288
Q00534,WP5288
Q05397,WP5288
Q14289,WP5288
Q16584,WP5288
P07900,R-HSA-168928
Q9UHD2,R-HSA-168928
O14920,WP1904
O15111,WP1904
P04271,WP1904
P05067,WP1904
P09429,WP1904
P19838,WP1904
P25963,WP1904
P80511,WP1904
Q00653,WP1904
Q04206,WP1904
Q13233,WP1904
Q13546,WP1904
Q14164,WP1904
O14980,R-HSA-3769402
P31749,R-HSA-3769402
P35222,R-HSA-3769402
Q13547,R-HSA-3769402
Q9UJU2,R-HSA-3769402
P60842,WP2659
P62312,WP2659
P60842,R-HSA-429947
O15111,R-HSA-5607761
P20618,R-HSA-5607761
P28062,R-HSA-5607761
P28065,R-HSA-5607761
P28074,R-HSA-5607761
P40306,R-HSA-5607761
P49721,R-HSA-5607761
Q00653,R-HSA-5607761
Q04206,R-HSA-5607761
Q06323,R-HSA-5607761
P06241,R-HSA-5621480
P07948,R-HSA-5621480
P43405,R-HSA-5621480
Q9ULY5,R-HSA-5621480
O95477,R-HSA-5682113
P02647,R-HSA-5682113
O95342,R-HSA-5678520
Q92887,R-HSA-5679001
Q09428,R-HSA-5683177
Q14654,R-HSA-5683177
O60706,R-HSA-5678420
Q14654,R-HSA-5678420
P01189,R-HSA-5579031
Q01718,R-HSA-5579031
P00813,R-HSA-9734735
P23526,R-HSA-5578997
O60494,R-HSA-3359462
Q9BXJ7,R-HSA-3359462
P07741,R-HSA-9734195
P37288,R-HSA-5619099
P47901,R-HSA-5619099
P30518,R-HSA-9036092
P13611,R-HSA-4420332
P13611,R-HSA-3560801
P51884,R-HSA-3656244
P13611,R-HSA-3560783
Q96FI4,R-HSA-9616334
P11802,R-HSA-9661069
P24385,R-HSA-9661069
P24941,R-HSA-9661069
P38936,R-HSA-9661069
Q00534,R-HSA-9661069
P13569,R-HSA-5678895
P20618,R-HSA-5678895
P28062,R-HSA-5678895
P28065,R-HSA-5678895
P28074,R-HSA-5678895
P40306,R-HSA-5678895
P49721,R-HSA-5678895
Q06323,R-HSA-5678895
P13611,R-HSA-3595174
P13611,R-HSA-3595172
P51884,R-HSA-3656225
P13611,R-HSA-3595177
P00740,R-HSA-9672396
P00742,R-HSA-9672396
P00450,R-HSA-5619060
O60494,R-HSA-3359463
Q9BXJ7,R-HSA-3359463
P05108,R-HSA-5579026
P10109,R-HSA-5579026
P22570,R-HSA-5579026
P15538,R-HSA-5579017
P19099,R-HSA-5579009
P05093,R-HSA-5579028
P11511,R-HSA-5579030
Q16678,R-HSA-5579000
P08686,R-HSA-5579021
Q9NR63,R-HSA-5579015
Q6V0L0,R-HSA-5579004
O15528,R-HSA-5579014
P00734,R-HSA-9672391
P00740,R-HSA-9673221
P03951,R-HSA-9673221
P07359,R-HSA-9673221
P14770,R-HSA-9673221
P00740,R-HSA-9673218
P00740,R-HSA-9673202
P00742,R-HSA-9673202
P00740,R-HSA-9672383
P00742,R-HSA-9672383
P00734,R-HSA-9657688
P00748,R-HSA-9657688
P03952,R-HSA-9657688
P00740,R-HSA-9673240
P38435,R-HSA-9673240
P48506,R-HSA-5578999
P48507,R-HSA-5578999
P19440,R-HSA-5579022
P19440,R-HSA-9035968
P48637,R-HSA-5579006
Q13315,R-HSA-9704331
Q13315,R-HSA-9704646
P07686,R-HSA-3656248
P05165,R-HSA-3371599
P05166,R-HSA-3371599
P11498,R-HSA-3371599
P50747,R-HSA-3371599
Q13085,R-HSA-3371599
Q96RQ3,R-HSA-3371599
Q9HCC0,R-HSA-3371599
Q13315,R-HSA-9701192
P00492,R-HSA-9734281
Q07021,R-HSA-9645722
P21397,R-HSA-5579012
Q00266,R-HSA-5579024
P22033,R-HSA-3359475
Q8IVH4,R-HSA-3359475
Q9Y4U1,R-HSA-3359474
Q9Y4U1,R-HSA-3359473
Q99707,R-HSA-3359469
Q9UBK8,R-HSA-3359469
Q99707,R-HSA-3359467
Q9UBK8,R-HSA-3359467
P22033,R-HSA-3359478
Q8IVH4,R-HSA-3359478
Q99519,R-HSA-4341670
O14841,R-HSA-5578998
P00491,R-HSA-9735763
P09884,R-HSA-9710421
P26358,R-HSA-9710421
P62807,R-HSA-9710421
Q14181,R-HSA-9710421
Q15910,R-HSA-9710421
Q9UBC3,R-HSA-9710421
Q9Y6K1,R-HSA-9710421
Q13546,R-HSA-9693928
P00748,R-HSA-9657689
P03952,R-HSA-9657689
P05155,R-HSA-9657689
P49281,R-HSA-5619048
Q13621,R-HSA-5619104
P55017,R-HSA-5619087
Q9UHW9,R-HSA-5619039
P53985,R-HSA-5619070
P43005,R-HSA-5619067
P43003,R-HSA-5619062
Q96S37,R-HSA-5619071
O76082,R-HSA-5619053
P11168,R-HSA-5619098
P00450,R-HSA-5619049
P31639,R-HSA-5658208
Q92911,R-HSA-5619096
P23975,R-HSA-5619109
Q01959,R-HSA-5619081
Q01959,R-HSA-5660724
Q9Y6L6,R-HSA-5619110
Q9NPD5,R-HSA-5619058
Q9H8P0,R-HSA-4755579
P51884,R-HSA-3656243
P24557,R-HSA-5579032
P51580,R-HSA-5578995
P22309,R-HSA-5579002
O60603,WP2671
P20618,R-HSA-4641257
P28062,R-HSA-4641257
P28065,R-HSA-4641257
P28074,R-HSA-4641257
P40306,R-HSA-4641257
P49721,R-HSA-4641257
Q06323,R-HSA-4641257
P20618,R-HSA-195253
P28062,R-HSA-195253
P28065,R-HSA-195253
P28074,R-HSA-195253
P35222,R-HSA-195253
P40306,R-HSA-195253
P48729,R-HSA-195253
P49721,R-HSA-195253
P49841,R-HSA-195253
P62714,R-HSA-195253
P67775,R-HSA-195253
Q06323,R-HSA-195253
Q13547,WP2773
Q9UJU2,WP2773
P00505,R-HSA-1614558
P32929,R-HSA-1614558
Q16878,R-HSA-1614558
Q9Y600,R-HSA-1614558
P20618,R-HSA-4641258
P28062,R-HSA-4641258
P28065,R-HSA-4641258
P28074,R-HSA-4641258
P40306,R-HSA-4641258
P49721,R-HSA-4641258
Q06323,R-HSA-4641258
P51649,R-HSA-916853
P80404,R-HSA-916853
P17612,R-HSA-5610780
P20618,R-HSA-5610780
P22694,R-HSA-5610780
P28062,R-HSA-5610780
P28065,R-HSA-5610780
P28074,R-HSA-5610780
P40306,R-HSA-5610780
P49721,R-HSA-5610780
Q06323,R-HSA-5610780
P17612,R-HSA-5610783
P20618,R-HSA-5610783
P22694,R-HSA-5610783
P28062,R-HSA-5610783
P28065,R-HSA-5610783
P28074,R-HSA-5610783
P40306,R-HSA-5610783
P48729,R-HSA-5610783
P49721,R-HSA-5610783
P49841,R-HSA-5610783
Q06323,R-HSA-5610783
P00747,R-HSA-1474228
P01023,R-HSA-1474228
P02751,R-HSA-1474228
P07711,R-HSA-1474228
P08253,R-HSA-1474228
P14780,R-HSA-1474228
P15502,R-HSA-1474228
P16070,R-HSA-1474228
P25774,R-HSA-1474228
P35556,R-HSA-1474228
P39900,R-HSA-1474228
P42574,R-HSA-1474228
Q75N90,R-HSA-1474228
P07686,WP4153
Q99519,WP4153
Q9Y3R4,WP4153
P05771,R-HSA-4419969
P06493,R-HSA-4419969
P17252,R-HSA-4419969
P62807,R-HSA-606279
P05067,R-HSA-8862803
P05412,R-HSA-8862803
P32119,R-HSA-8862803
Q06830,R-HSA-8862803
P13611,R-HSA-2022923
O00244,WP2824
O14618,WP2824
O75715,WP2824
P00441,WP2824
P04040,WP2824
P04839,WP2824
P07203,WP2824
P07237,WP2824
P09211,WP2824
P13498,WP2824
P14598,WP2824
P19878,WP2824
P22352,WP2824
P30041,WP2824
P32119,WP2824
P99999,WP2824
Q06830,WP2824
Q15080,WP2824
Q16881,WP2824
Q8TED1,WP2824
Q96SL4,WP2824
O00244,R-HSA-3299685
O14618,R-HSA-3299685
O75715,R-HSA-3299685
P00441,R-HSA-3299685
P04040,R-HSA-3299685
P04839,R-HSA-3299685
P07203,R-HSA-3299685
P07237,R-HSA-3299685
P09211,R-HSA-3299685
P13498,R-HSA-3299685
P14598,R-HSA-3299685
P19878,R-HSA-3299685
P22352,R-HSA-3299685
P30041,R-HSA-3299685
P32119,R-HSA-3299685
P99999,R-HSA-3299685
Q06830,R-HSA-3299685
Q15080,R-HSA-3299685
Q16881,R-HSA-3299685
Q8TED1,R-HSA-3299685
Q96SL4,R-HSA-3299685
O14964,WP4102
O43353,WP4102
P01106,WP4102
P01137,WP4102
P03372,WP4102
P04637,WP4102
P06493,WP4102
P06746,WP4102
P07550,WP4102
P10275,WP4102
P13569,WP4102
P14735,WP4102
P20618,WP4102
P21796,WP4102
P25963,WP4102
P28062,WP4102
P28065,WP4102
P28074,WP4102
P36897,WP4102
P37173,WP4102
P40306,WP4102
P46736,WP4102
P49721,WP4102
Q00987,WP4102
Q06323,WP4102
Q13546,WP4102
Q14145,WP4102
Q14457,WP4102
Q15750,WP4102
Q16665,WP4102
Q9HC29,WP4102
P19838,R-HSA-3134963
Q00653,R-HSA-3134963
Q04206,R-HSA-3134963
P30405,hsa05415
Q86Y39,hsa05415
P13073,hsa05415
P10606,hsa05415
Q02221,hsa05415
P14854,hsa05415
P09669,hsa05415
P24310,hsa05415
P24311,hsa05415
P15954,hsa05415
P10176,hsa05415
P23786,hsa05415
P09874,hsa05415
Q16539,hsa05415
P13498,hsa05415
P04839,hsa05415
P12821,hsa05415
P30556,hsa05415
P31749,hsa05415
P42345,hsa05415
P11413,hsa05415
P04406,hsa05415
P12235,hsa05415
P05141,hsa05415
P49841,hsa05415
P00390,hsa05415
P01308,hsa05415
P06213,hsa05415
O75251,hsa05415
P08253,hsa05415
P14780,hsa05415
P00846,hsa05415
P00395,hsa05415
P00403,hsa05415
P00414,hsa05415
P03886,hsa05415
P03891,hsa05415
P03897,hsa05415
P03905,hsa05415
P03901,hsa05415
P03915,hsa05415
P03923,hsa05415
P19878,hsa05415
Q15080,hsa05415
O15239,hsa05415
O43678,hsa05415
O95167,hsa05415
O00483,hsa05415
Q16718,hsa05415
P56556,hsa05415
O95182,hsa05415
P51970,hsa05415
Q16795,hsa05415
O95299,hsa05415
O14561,hsa05415
O75438,hsa05415
O95178,hsa05415
O43676,hsa05415
O95168,hsa05415
O43674,hsa05415
O95139,hsa05415
P17568,hsa05415
O95169,hsa05415
Q9Y6M9,hsa05415
O96000,hsa05415
O43677,hsa05415
O95298,hsa05415
P28331,hsa05415
O75306,hsa05415
O75489,hsa05415
P49821,hsa05415
O43181,hsa05415
O43920,hsa05415
O75380,hsa05415
O00217,hsa05415
P19404,hsa05415
P56181,hsa05415
P19838,hsa05415
P29474,hsa05415
O14983,hsa05415
P16615,hsa05415
Q9P0J0,hsa05415
P30049,hsa05415
P08559,hsa05415
P29803,hsa05415
P11177,hsa05415
Q16654,hsa05415
P42336,hsa05415
P42338,hsa05415
O00329,hsa05415
P27986,hsa05415
O00459,hsa05415
Q07869,hsa05415
P17252,hsa05415
P05771,hsa05415
Q05655,hsa05415
P05129,hsa05415
Q05513,hsa05415
Q9UI09,hsa05415
P45983,hsa05415
Q15759,hsa05415
P45984,hsa05415
P53779,hsa05415
O15264,hsa05415
P63000,hsa05415
P15153,hsa05415
Q04206,hsa05415
P00797,hsa05415
Q92736,hsa05415
P53778,hsa05415
P31040,hsa05415
O14521,hsa05415
P14598,hsa05415
P01137,hsa05415
P36897,hsa05415
P37173,hsa05415
P21796,hsa05415
Q9UQM7,hsa05415
Q13554,hsa05415
Q13557,hsa05415
Q13555,hsa05415
Q92569,hsa05415
P20674,hsa05415
P10632,WP2491
P20813,WP2491
P33261,WP2491
P25092,R-HSA-8935690
O43451,WP4104
P04746,WP4104
P07098,WP4104
P14410,WP4104
P16233,WP4104
P19835,WP4104
O43451,R-HSA-189085
P04746,R-HSA-189085
P14410,R-HSA-189085
P07098,R-HSA-192456
P16233,R-HSA-192456
P19835,R-HSA-192456
O60359,hsa05414
Q9Y698,hsa05414
Q08828,hsa05414
Q08462,hsa05414
O95622,hsa05414
P08588,hsa05414
Q9UF02,hsa05414
Q9UBN1,hsa05414
P08514,hsa05414
P06756,hsa05414
P05106,hsa05414
O14983,hsa05414
P16615,hsa05414
P17612,hsa05414
P22694,hsa05414
Q8WXS5,hsa05414
P62955,hsa05414
Q9BXT2,hsa05414
Q92736,hsa05414
P32418,hsa05414
P01137,hsa05414
P63261,hsa05414
P01375,hsa05414
P63316,hsa05414
Q13936,hsa05414
Q01668,hsa05414
O60840,hsa05414
Q13698,hsa05414
P54289,hsa05414
Q02641,hsa05414
Q08289,hsa05414
P54284,hsa05414
O00305,hsa05414
Q06432,hsa05414
Q7Z3S7,hsa05414
Q13546,R-HSA-69416
P35222,R-HSA-4641262
P48729,R-HSA-4641262
P49841,R-HSA-4641262
P62714,R-HSA-4641262
P67775,R-HSA-4641262
P05129,R-HSA-114516
P05771,R-HSA-114516
P17252,R-HSA-114516
P24752,WP5195
P24752,WP5175
O95342,WP5176
P08183,WP5176
P17516,WP5176
P51161,WP5176
Q14032,WP5176
Q92887,WP5176
Q9NPD5,WP5176
Q9Y6L6,WP5176
O95954,WP4259
P04818,WP4259
P09417,WP4259
P11586,WP4259
P13995,WP4259
P15328,WP4259
P31939,WP4259
P34896,WP4259
P34897,WP4259
P42898,WP4259
Q99707,WP4259
P29372,R-HSA-110357
P00747,R-HSA-75205
P00749,R-HSA-75205
P00750,R-HSA-75205
P04196,R-HSA-75205
P05121,R-HSA-75205
P07355,R-HSA-75205
P08697,R-HSA-75205
P04839,WP5356
Q14643,WP5356
P12004,WP1803
P56282,WP1803
Q07864,WP1803
Q9NR33,WP1803
Q9NRF9,WP1803
P09874,R-HSA-5696394
Q9UGN5,R-HSA-5696394
P16455,WP1804
Q6NS38,WP1804
Q96Q83,WP1804
P04637,R-HSA-2559586
P24941,R-HSA-2559586
P38936,R-HSA-2559586
P62807,R-HSA-2559586
Q13315,R-HSA-2559586
P10412,WP3565
O96017,WP3543
P00519,WP3543
P04637,WP3543
