uniprot,pathway
P07948,R-HSA-69231
P07948,R-HSA-75892
P07948,R-HSA-9006335
P07948,R-HSA-9027276
P07948,R-HSA-9027277
P07948,R-HSA-9027283
P07948,R-HSA-9027284
P07948,R-HSA-912631
P07948,R-HSA-9664323
P07948,R-HSA-9664422
P07948,R-HSA-9670439
P07948,R-HSA-9674555
P07948,R-HSA-9680350
P07948,R-HSA-9705462
P07948,R-HSA-982772
P07948,R-HSA-983695
P07949,R-HSA-5673001
P07949,R-HSA-8853659
P07949,R-HSA-9768919
P07998,R-HSA-9613829
P07998,R-HSA-9615710
P08069,R-HSA-2404192
P08069,R-HSA-2428928
P08069,R-HSA-2428933
P08069,R-HSA-9009391
P08100,R-HSA-2453902
P08100,R-HSA-2485179
P08100,R-HSA-2514859
P08100,R-HSA-418594
P08100,R-HSA-419771
P08100,R-HSA-5620916
P08172,R-HSA-390648
P08172,R-HSA-418594
P08172,R-HSA-8856825
P08172,R-HSA-8856828
P08173,R-HSA-390648
P08173,R-HSA-418594
P08174,R-HSA-373080
P08174,R-HSA-6798695
P08174,R-HSA-6807878
P08174,R-HSA-977606
P08183,R-HSA-2161517
P08183,R-HSA-382556
P08183,R-HSA-9754706
P08183,R-HSA-9757110
P08185,R-HSA-194002
P08185,R-HSA-9757110
P08235,R-HSA-3371497
P08235,R-HSA-4090294
P08243,R-HSA-380994
P08243,R-HSA-8963693
P08243,R-HSA-9633012
P08243,R-HSA-9648895
P08253,R-HSA-1442490
P08253,R-HSA-1474228
P08253,R-HSA-1592389
P08253,R-HSA-381426
P08253,R-HSA-3928665
P08253,R-HSA-6785807
P08253,R-HSA-9009391
P08263,R-HSA-156590
P08263,R-HSA-189483
P08263,R-HSA-9748787
P08263,R-HSA-9818027
P08319,R-HSA-5365859
P08319,R-HSA-71384
P08473,R-HSA-2022377
P08473,R-HSA-5578768
P08473,R-HSA-6798695
P08514,R-HSA-114608
P08514,R-HSA-216083
P08514,R-HSA-3000178
P08514,R-HSA-354192
P08514,R-HSA-354194
P08514,R-HSA-372708
P08514,R-HSA-445144
P08514,R-HSA-5674135
P08514,R-HSA-6802946
P08514,R-HSA-6802948
P08514,R-HSA-6802952
P08514,R-HSA-6802955
P08514,R-HSA-8936459
P08514,R-HSA-9649948
P08514,R-HSA-9656223
P08519,R-HSA-8964041
P08559,R-HSA-204174
P08559,R-HSA-389661
P08559,R-HSA-5362517
P08559,R-HSA-70268
P08581,R-HSA-1257604
P08581,R-HSA-2219530
P08581,R-HSA-416550
P08581,R-HSA-5673001
P08581,R-HSA-6806942
P08581,R-HSA-6807004
P08581,R-HSA-6811558
P08581,R-HSA-8851805
P08581,R-HSA-8851907
P08581,R-HSA-8865999
P08581,R-HSA-8874081
P08581,R-HSA-8875360
P08581,R-HSA-8875513
P08581,R-HSA-8875555
P08581,R-HSA-8875656
P08581,R-HSA-8875791
P08581,R-HSA-9022699
P08581,R-HSA-9734091
P08588,R-HSA-390696
P08588,R-HSA-418555
P08603,R-HSA-977606
P08620,R-HSA-109704
P08620,R-HSA-1257604
P08620,R-HSA-1839122
P08620,R-HSA-1839130
P08620,R-HSA-190322
P08620,R-HSA-190372
P08620,R-HSA-190373
P08620,R-HSA-190375
P08620,R-HSA-2033519
P08620,R-HSA-2219530
P08620,R-HSA-5654219
P08620,R-HSA-5654221
P08620,R-HSA-5654227
P08620,R-HSA-5654228
P08620,R-HSA-5654687
P08620,R-HSA-5654688
P08620,R-HSA-5654689
P08620,R-HSA-5654693
P08620,R-HSA-5654695
P08620,R-HSA-5654699
P08620,R-HSA-5654700
P08620,R-HSA-5654704
P08620,R-HSA-5654706
P08620,R-HSA-5654710
P08620,R-HSA-5654712
P08620,R-HSA-5654719
P08620,R-HSA-5654720
P08620,R-HSA-5654726
P08620,R-HSA-5654727
P08620,R-HSA-5654732
P08620,R-HSA-5654733
P08620,R-HSA-5655253
P08620,R-HSA-5655302
P08620,R-HSA-5655332
P08620,R-HSA-5658623
P08620,R-HSA-5673001
P08620,R-HSA-6811558
P08631,R-HSA-164944
P08631,R-HSA-2029481
P08631,R-HSA-912631
P08631,R-HSA-9664323
P08631,R-HSA-9664422
P08631,R-HSA-9674555
P08631,R-HSA-9680350
P08631,R-HSA-9705462
P08631,R-HSA-9706374
P08684,R-HSA-211945
P08684,R-HSA-211981
P08684,R-HSA-5423646
P08684,R-HSA-9027307
P08684,R-HSA-9749641
P08684,R-HSA-9754706
P08684,R-HSA-9757110
P08686,R-HSA-193993
P08686,R-HSA-194002
P08686,R-HSA-211976
P08686,R-HSA-5579021
P08697,R-HSA-114608
P08697,R-HSA-75205
P08700,R-HSA-512988
P08700,R-HSA-5673001
P08700,R-HSA-8939247
P08700,R-HSA-912526
P08758,R-HSA-114608
P08779,R-HSA-6805567
P08779,R-HSA-6809371
P08865,R-HSA-156827
P08865,R-HSA-156902
P08865,R-HSA-1799339
P08865,R-HSA-192823
P08865,R-HSA-2408557
P08865,R-HSA-6791226
P08865,R-HSA-72649
P08865,R-HSA-72689
P08865,R-HSA-72695
P08865,R-HSA-72702
P08865,R-HSA-72706
P08865,R-HSA-72764
P08865,R-HSA-9010553
P08865,R-HSA-9633012
P08865,R-HSA-9735869
P08865,R-HSA-9754678
P08865,R-HSA-975956
P08865,R-HSA-975957
P08908,R-HSA-390666
P08912,R-HSA-390648
P08912,R-HSA-416476
P08913,R-HSA-390696
P08913,R-HSA-392023
P08913,R-HSA-400042
P08913,R-HSA-418594
P08913,R-HSA-418597
P08913,R-HSA-5683826
P09038,R-HSA-109704
P09038,R-HSA-1257604
P09038,R-HSA-1839122
P09038,R-HSA-1839130
P09038,R-HSA-190322
P09038,R-HSA-190370
P09038,R-HSA-190372
P09038,R-HSA-190373
P09038,R-HSA-190375
P09038,R-HSA-190377
P09038,R-HSA-2033519
P09038,R-HSA-2219530
P09038,R-HSA-2892247
P09038,R-HSA-3000170
P09038,R-HSA-3000171
P09038,R-HSA-5654219
P09038,R-HSA-5654221
P09038,R-HSA-5654227
P09038,R-HSA-5654228
P09038,R-HSA-5654687
P09038,R-HSA-5654688
P09038,R-HSA-5654689
P09038,R-HSA-5654693
P09038,R-HSA-5654695
P09038,R-HSA-5654699
P09038,R-HSA-5654700
P09038,R-HSA-5654704
P09038,R-HSA-5654706
P09038,R-HSA-5654710
P09038,R-HSA-5654712
P09038,R-HSA-5654719
P09038,R-HSA-5654720
P09038,R-HSA-5654726
P09038,R-HSA-5654727
P09038,R-HSA-5654732
P09038,R-HSA-5654733
P09038,R-HSA-5655253
P09038,R-HSA-5655302
P09038,R-HSA-5655332
P09038,R-HSA-5658623
P09038,R-HSA-5673001
P09038,R-HSA-6785807
P09038,R-HSA-6811558
P09038,R-HSA-8851708
P09038,R-HSA-9761174
P09110,R-HSA-2046106
P09110,R-HSA-390247
P09110,R-HSA-6798695
P09110,R-HSA-9033241
P09110,R-HSA-9033500
P09172,R-HSA-209905
P09210,R-HSA-156590
P09210,R-HSA-8950505
P09210,R-HSA-9748787
P09211,R-HSA-156590
P09211,R-HSA-3299685
P09211,R-HSA-6798695
P09211,R-HSA-9753281
P09417,R-HSA-8964208
P09429,R-HSA-1236974
P09429,R-HSA-140342
P09429,R-HSA-166058
P09429,R-HSA-445989
P09429,R-HSA-5602498
P09429,R-HSA-5603041
P09429,R-HSA-5620971
P09429,R-HSA-5686938
P09429,R-HSA-6798695
P09429,R-HSA-879415
P09429,R-HSA-933542
P09455,R-HSA-2453864
P09455,R-HSA-2453902
P09455,R-HSA-975634
P09486,R-HSA-114608
P09486,R-HSA-1251985
P09486,R-HSA-3000178
P09486,R-HSA-3000497
P09488,R-HSA-156590
P09488,R-HSA-9748787
P09488,R-HSA-9753281
P09601,R-HSA-189483
P09601,R-HSA-6785807
P09601,R-HSA-844456
P09601,R-HSA-917937
P09601,R-HSA-9609523
P09601,R-HSA-9660826
P09601,R-HSA-9707564
P09601,R-HSA-9707587
P09601,R-HSA-9707616
P09601,R-HSA-9818027
P09619,R-HSA-1257604
P09619,R-HSA-186763
P09619,R-HSA-186797
P09619,R-HSA-2219530
P09619,R-HSA-5673001
P09619,R-HSA-6811558
P09622,R-HSA-204174
P09622,R-HSA-389661
P09622,R-HSA-5362517
P09622,R-HSA-6783984
P09622,R-HSA-70268
P09622,R-HSA-70895
P09622,R-HSA-71064
P09622,R-HSA-71403
P09669,R-HSA-5628897
P09669,R-HSA-611105
P09669,R-HSA-9707564
P09769,R-HSA-2029481
P09769,R-HSA-432142
P09769,R-HSA-6798695
P09769,R-HSA-9664323
P09769,R-HSA-9664422
P09874,R-HSA-110362
P09874,R-HSA-192814
P09874,R-HSA-2173795
P09874,R-HSA-3108214
P09874,R-HSA-5685939
P09874,R-HSA-5696394
P09874,R-HSA-5696395
P09874,R-HSA-5696400
P09884,R-HSA-113501
P09884,R-HSA-174411
P09884,R-HSA-174430
P09884,R-HSA-68952
P09884,R-HSA-68962
P09884,R-HSA-69091
P09884,R-HSA-69166
P09884,R-HSA-69183
P09884,R-HSA-69205
P09884,R-HSA-9710421
P09917,R-HSA-2142688
P09917,R-HSA-2142691
P09917,R-HSA-2142700
P09917,R-HSA-6785807
P09917,R-HSA-6798695
P09917,R-HSA-9012546
P09917,R-HSA-9018676
P09917,R-HSA-9018682
P09917,R-HSA-9018896
P09917,R-HSA-9020265
P09917,R-HSA-9023661
P09917,R-HSA-9026286
P09917,R-HSA-9026290
P09917,R-HSA-9026403
P09917,R-HSA-9027604
P09960,R-HSA-2142691
P09960,R-HSA-6798695
P09960,R-HSA-9018676
P09960,R-HSA-9018681
P09960,R-HSA-9018896
P09960,R-HSA-9020265
P09960,R-HSA-9023661
P0C0L5,R-HSA-166663
P0C0L5,R-HSA-174577
P0C0L5,R-HSA-977606
P0CG29,R-HSA-156590
P0CG30,R-HSA-156590
P0DP23,R-HSA-111932
P0DP23,R-HSA-111933
P0DP23,R-HSA-111957
P0DP23,R-HSA-111997
P0DP23,R-HSA-114608
P0DP23,R-HSA-1445148
P0DP23,R-HSA-1474151
P0DP23,R-HSA-163615
P0DP23,R-HSA-180024
P0DP23,R-HSA-1855204
P0DP23,R-HSA-2025928
P0DP23,R-HSA-203615
P0DP23,R-HSA-2151201
P0DP23,R-HSA-2514859
P0DP23,R-HSA-2672351
P0DP23,R-HSA-2871809
P0DP23,R-HSA-4086398
P0DP23,R-HSA-418359
P0DP23,R-HSA-425561
P0DP23,R-HSA-438066
P0DP23,R-HSA-442720
P0DP23,R-HSA-442729
P0DP23,R-HSA-442982
P0DP23,R-HSA-445355
P0DP23,R-HSA-451308
P0DP23,R-HSA-5210891
P0DP23,R-HSA-5218920
P0DP23,R-HSA-5218921
P0DP23,R-HSA-5576892
P0DP23,R-HSA-5578775
P0DP23,R-HSA-5607763
P0DP23,R-HSA-5626467
P0DP23,R-HSA-5627123
P0DP23,R-HSA-5673000
P0DP23,R-HSA-5673001
P0DP23,R-HSA-6802946
P0DP23,R-HSA-6802952
P0DP23,R-HSA-6802955
P0DP23,R-HSA-70221
P0DP23,R-HSA-8876725
P0DP23,R-HSA-9009391
P0DP23,R-HSA-9022535
P0DP23,R-HSA-9022692
P0DP23,R-HSA-936837
P0DP23,R-HSA-9617324
P0DP23,R-HSA-9619229
P0DP23,R-HSA-9619483
P0DP23,R-HSA-9620244
P0DP23,R-HSA-9648002
P0DP23,R-HSA-9649948
P0DP23,R-HSA-9656223
P0DP23,R-HSA-9664323
P0DP23,R-HSA-983695
P10109,R-HSA-1362409
P10109,R-HSA-196108
P10109,R-HSA-211976
P10109,R-HSA-2395516
P10109,R-HSA-5579026
P10176,R-HSA-5628897
P10176,R-HSA-611105
P10176,R-HSA-9707564
P10253,R-HSA-5357609
P10253,R-HSA-6798695
P10253,R-HSA-70221
P10275,R-HSA-3371497
P10275,R-HSA-383280
P10275,R-HSA-4090294
P10275,R-HSA-5625886
P10275,R-HSA-5689880
P10275,R-HSA-8940973
P10276,R-HSA-383280
P10276,R-HSA-4090294
P10276,R-HSA-5362517
P10276,R-HSA-5617472
P10276,R-HSA-9616222
P10412,R-HSA-140342
P10412,R-HSA-2559584
P10415,R-HSA-111447
P10415,R-HSA-111453
P10415,R-HSA-6785807
P10415,R-HSA-844455
P10415,R-HSA-9018519
P10415,R-HSA-9634638
P10515,R-HSA-204174
P10515,R-HSA-389661
P10515,R-HSA-5362517
P10515,R-HSA-70268
P10606,R-HSA-5628897
P10606,R-HSA-611105
P10606,R-HSA-9707564
P10620,R-HSA-156590
P10620,R-HSA-5423646
P10620,R-HSA-6798695
P10632,R-HSA-211981
P10632,R-HSA-211999
P10632,R-HSA-2142670
P10632,R-HSA-2142816
P10632,R-HSA-9027307
P10632,R-HSA-9749641
P10635,R-HSA-211935
P10635,R-HSA-211958
P10635,R-HSA-211981
P10635,R-HSA-211999
P10635,R-HSA-9027307
P10635,R-HSA-9749641
P10636,R-HSA-264870
P10696,R-HSA-163125
P10721,R-HSA-1257604
P10721,R-HSA-1433557
P10721,R-HSA-1433559
P10721,R-HSA-2219530
P10721,R-HSA-5673001
P10721,R-HSA-6811558
P10721,R-HSA-8866910
P10721,R-HSA-9669914
P10721,R-HSA-9669917
P10721,R-HSA-9669921
P10721,R-HSA-9669924
P10721,R-HSA-9669926
P10721,R-HSA-9669929
P10721,R-HSA-9669933
P10721,R-HSA-9669934
P10721,R-HSA-9669935
P10721,R-HSA-9669936
P10721,R-HSA-9670439
P10721,R-HSA-9680187
P10768,R-HSA-156590
P10809,R-HSA-1268020
P10809,R-HSA-8869496
P10826,R-HSA-383280
P10826,R-HSA-5362517
P10826,R-HSA-5617472
P10827,R-HSA-383280
P10828,R-HSA-383280
P10828,R-HSA-4090294
P10909,R-HSA-114608
P10909,R-HSA-166665
P10909,R-HSA-6803157
P10909,R-HSA-977606
P10915,R-HSA-3000178
P10997,R-HSA-210745
P10997,R-HSA-418555
P10997,R-HSA-419812
P10997,R-HSA-977225
P11021,R-HSA-114608
P11021,R-HSA-3371453
P11021,R-HSA-381033
P11021,R-HSA-381042
P11021,R-HSA-381070
P11021,R-HSA-381183
P11021,R-HSA-8874177
P11021,R-HSA-983170
P11142,R-HSA-3371453
P11142,R-HSA-3371497
P11142,R-HSA-3371568
P11142,R-HSA-3371571
P11142,R-HSA-432720
P11142,R-HSA-432722
P11142,R-HSA-447041
P11142,R-HSA-450408
P11142,R-HSA-6785807
P11142,R-HSA-6798695
P11142,R-HSA-72163
P11142,R-HSA-8856828
P11142,R-HSA-8876725
P11142,R-HSA-888590
P11142,R-HSA-9613354
P11142,R-HSA-9613829
P11142,R-HSA-9615710
P11168,R-HSA-189200
P11168,R-HSA-210745
P11168,R-HSA-422356
P11168,R-HSA-5619098
P11168,R-HSA-8981373
P11177,R-HSA-204174
P11177,R-HSA-389661
P11177,R-HSA-5362517
P11177,R-HSA-70268
P11216,R-HSA-6798695
P11216,R-HSA-70221
P11217,R-HSA-70221
P11229,R-HSA-390648
P11229,R-HSA-416476
P11274,R-HSA-1839117
P11274,R-HSA-5655302
P11274,R-HSA-8980692
P11274,R-HSA-9013026
P11274,R-HSA-9013106
P11274,R-HSA-9013148
P11274,R-HSA-9013149
P11274,R-HSA-9013404
P11274,R-HSA-9013423
P11309,R-HSA-6785807
P11309,R-HSA-9702518
P11309,R-HSA-9703465
P11310,R-HSA-1989781
P11310,R-HSA-77288
P11310,R-HSA-77346
P11310,R-HSA-77348
P11362,R-HSA-1839122
P11362,R-HSA-5655302
P11362,R-HSA-8853336
P11362,R-HSA-9758919
P11362,R-HSA-9793380
P11387,R-HSA-4615885
P11388,R-HSA-1362277
P11388,R-HSA-4615885
P11413,R-HSA-5628897
P11413,R-HSA-71336
P11413,R-HSA-9818028
P11473,R-HSA-196791
P11473,R-HSA-383280
P11473,R-HSA-4090294
P11474,R-HSA-1989781
P11474,R-HSA-2151201
P11474,R-HSA-383280
P11474,R-HSA-8939902
P11498,R-HSA-196780
P11498,R-HSA-3371599
P11498,R-HSA-70263
P11511,R-HSA-193144
P11511,R-HSA-211976
P11511,R-HSA-5579030
P11586,R-HSA-196757
P11678,R-HSA-6798695
P11712,R-HSA-211981
P11712,R-HSA-211999
P11712,R-HSA-2142670
P11712,R-HSA-2142816
P11712,R-HSA-9027307
P11712,R-HSA-9749641
P11766,R-HSA-71384
P11802,R-HSA-187577
P11802,R-HSA-2559580
P11802,R-HSA-2559582
P11802,R-HSA-2559585
P11802,R-HSA-3214858
P11802,R-HSA-381340
P11802,R-HSA-69231
P11802,R-HSA-75815
P11802,R-HSA-8849470
P11802,R-HSA-8878166
P11802,R-HSA-912446
P11802,R-HSA-9616222
P11802,R-HSA-9630791
P11802,R-HSA-9630794
P11802,R-HSA-9632697
P11802,R-HSA-9632700
P11802,R-HSA-9661069
P11802,R-HSA-9754119
P11926,R-HSA-350562
P11926,R-HSA-351202
P12004,R-HSA-110312
P12004,R-HSA-110314
P12004,R-HSA-110320
P12004,R-HSA-1362277
P12004,R-HSA-174411
P12004,R-HSA-174414
P12004,R-HSA-174417
P12004,R-HSA-174437
P12004,R-HSA-4615885
P12004,R-HSA-5358565
P12004,R-HSA-5358606
P12004,R-HSA-5651801
P12004,R-HSA-5655862
P12004,R-HSA-5656121
P12004,R-HSA-5656169
P12004,R-HSA-5685942
P12004,R-HSA-5696397
P12004,R-HSA-5696400
P12004,R-HSA-6782135
P12004,R-HSA-6782210
P12004,R-HSA-6804114
P12004,R-HSA-69091
P12004,R-HSA-69166
P12004,R-HSA-69183
P12004,R-HSA-69205
P12004,R-HSA-8866654
P12104,R-HSA-163560
P12235,R-HSA-1268020
P12235,R-HSA-180897
P12235,R-HSA-83936
P12268,R-HSA-6798695
P12268,R-HSA-73817
P12268,R-HSA-9679191
P12268,R-HSA-9748787
P12277,R-HSA-71288
P12277,R-HSA-9696264
P12724,R-HSA-6798695
P12724,R-HSA-6803157
P12814,R-HSA-114608
P12814,R-HSA-3000170
P12814,R-HSA-373753
P12814,R-HSA-446388
P12814,R-HSA-9013405
P12814,R-HSA-9013418
P12814,R-HSA-9035034
P12821,R-HSA-2022377
P12931,R-HSA-1227986
P12931,R-HSA-1251985
P12931,R-HSA-1253288
P12931,R-HSA-1257604
P12931,R-HSA-180292
P12931,R-HSA-186763
P12931,R-HSA-2219530
P12931,R-HSA-354192
P12931,R-HSA-354194
P12931,R-HSA-372708
P12931,R-HSA-418555
P12931,R-HSA-418594
P12931,R-HSA-418885
P12931,R-HSA-418886
P12931,R-HSA-428542
P12931,R-HSA-5673000
P12931,R-HSA-5674135
P12931,R-HSA-6802946
P12931,R-HSA-6802948
P12931,R-HSA-6802952
P12931,R-HSA-6802955
P12931,R-HSA-6811558
P12931,R-HSA-8874081
P12931,R-HSA-8876493
P12931,R-HSA-8934593
P12931,R-HSA-8940973
P12931,R-HSA-8941858
P12931,R-HSA-9009391
P12931,R-HSA-9013420
P12931,R-HSA-9032500
P12931,R-HSA-9603381
P12931,R-HSA-9620244
P12931,R-HSA-9634597
P12931,R-HSA-9649948
P12931,R-HSA-9656223
P12931,R-HSA-9680350
P13073,R-HSA-5628897
P13073,R-HSA-611105
P13073,R-HSA-9707564
P13196,R-HSA-189451
P13196,R-HSA-1989781
P13196,R-HSA-2151201
P13498,R-HSA-1222556
P13498,R-HSA-1236973
P13498,R-HSA-3299685
P13498,R-HSA-4420097
P13498,R-HSA-5668599
P13498,R-HSA-6798695
P13498,R-HSA-9013149
P13498,R-HSA-9013404
P13498,R-HSA-9013423
P13498,R-HSA-9673324
P13500,R-HSA-380108
P13500,R-HSA-380994
P13500,R-HSA-6783783
P13500,R-HSA-6785807
P13569,R-HSA-382556
P13569,R-HSA-5627083
P13569,R-HSA-5678895
P13569,R-HSA-5689880
P13569,R-HSA-8856825
P13569,R-HSA-8856828
P13569,R-HSA-9013406
P13569,R-HSA-9613829
P13569,R-HSA-9615710
P13569,R-HSA-9646399
P13611,R-HSA-1971475
P13611,R-HSA-2022870
P13611,R-HSA-2022923
P13611,R-HSA-2024101
P13611,R-HSA-3000178
P13611,R-HSA-3560783
P13611,R-HSA-3560801
P13611,R-HSA-3595172
P13611,R-HSA-3595174
P13611,R-HSA-3595177
P13611,R-HSA-381426
P13611,R-HSA-4420332
P13611,R-HSA-8957275
P13631,R-HSA-383280
P13631,R-HSA-5362517
P13631,R-HSA-5617472
P13637,R-HSA-5578775
P13637,R-HSA-936837
P13637,R-HSA-9679191
P13639,R-HSA-156902
P13639,R-HSA-5336415
P13639,R-HSA-5358493
P13639,R-HSA-6798695
P13639,R-HSA-8876725
P13645,R-HSA-6805567
P13645,R-HSA-6809371
P13647,R-HSA-446107
P13647,R-HSA-6805567
P13647,R-HSA-6809371
P13674,R-HSA-1650814
P13716,R-HSA-189451
P13716,R-HSA-6798695
P13945,R-HSA-390696
P13945,R-HSA-418555
P13995,R-HSA-196757
P14060,R-HSA-193048
P14060,R-HSA-193993
P14060,R-HSA-194002
P14061,R-HSA-193144
P14061,R-HSA-2453902
P14207,R-HSA-163125
P14207,R-HSA-196757
P14324,R-HSA-191273
P14324,R-HSA-2426168
P14410,R-HSA-189085
P14410,R-HSA-5659898
P14416,R-HSA-390651
P14550,R-HSA-156590
P14550,R-HSA-5661270
P14555,R-HSA-1482788
P14555,R-HSA-1482801
P14555,R-HSA-1482839
P14555,R-HSA-1482922
P14555,R-HSA-1482925
P14555,R-HSA-1483166
P14555,R-HSA-6803157
P14598,R-HSA-1222556
P14598,R-HSA-1236973
P14598,R-HSA-3299685
P14598,R-HSA-4420097
P14598,R-HSA-5668599
P14598,R-HSA-9013149
P14598,R-HSA-9013404
P14598,R-HSA-9013423
P14618,R-HSA-6798695
P14625,R-HSA-1679131
P14625,R-HSA-3000480
P14625,R-HSA-381183
P14625,R-HSA-381426
P14625,R-HSA-6785807
P14625,R-HSA-8957275
P14679,R-HSA-5662702
P14735,R-HSA-5689880
P14735,R-HSA-77387
P14735,R-HSA-9033241
P14770,R-HSA-140837
P14770,R-HSA-430116
P14770,R-HSA-75892
P14770,R-HSA-76009
P14770,R-HSA-9673221
P14780,R-HSA-1433557
P14780,R-HSA-1442490
P14780,R-HSA-1474228
P14780,R-HSA-1592389
P14780,R-HSA-2022090
P14780,R-HSA-3928665
P14780,R-HSA-6785807
P14780,R-HSA-6798695
P14780,R-HSA-9009391
P14854,R-HSA-5628897
P14854,R-HSA-611105
P14854,R-HSA-9707564
P14866,R-HSA-72163
P14866,R-HSA-72203
P14867,R-HSA-1236394
P14867,R-HSA-977443
P14902,R-HSA-71240
P14920,R-HSA-389661
P14920,R-HSA-9033241
P14923,R-HSA-418990
P14923,R-HSA-5218920
P14923,R-HSA-6798695
P14923,R-HSA-6805567
P14923,R-HSA-6809371
P14923,R-HSA-8980692
P14923,R-HSA-9013026
P14923,R-HSA-9013106
P14923,R-HSA-9013148
P14923,R-HSA-9013406
P14923,R-HSA-9013407
P14923,R-HSA-9013409
P14923,R-HSA-9762292
P14923,R-HSA-9764302
P14923,R-HSA-9833576
P15056,R-HSA-1295596
P15056,R-HSA-170968
P15056,R-HSA-170984
P15056,R-HSA-187706
P15056,R-HSA-5673000
P15056,R-HSA-5674135
P15056,R-HSA-5674499
P15056,R-HSA-5675221
P15056,R-HSA-6802946
P15056,R-HSA-6802948
P15056,R-HSA-6802952
P15056,R-HSA-6802955
P15056,R-HSA-9649948
P15056,R-HSA-9656223
P15056,R-HSA-9726840
P15056,R-HSA-9726842
P15086,R-HSA-2022377
P15104,R-HSA-210455
P15104,R-HSA-8964539
P15121,R-HSA-196108
P15121,R-HSA-5652227
P15144,R-HSA-2022377
P15144,R-HSA-6798695
P15153,R-HSA-114604
P15153,R-HSA-1222556
P15153,R-HSA-1257604
P15153,R-HSA-2219530
P15153,R-HSA-4086400
P15153,R-HSA-5668599
P15153,R-HSA-6811558
P15153,R-HSA-9013404
P15169,R-HSA-977606
P15313,R-HSA-1222556
P15313,R-HSA-77387
P15313,R-HSA-917977
P15313,R-HSA-9639288
P15313,R-HSA-983712
P15328,R-HSA-204005
P15328,R-HSA-5694530
P15328,R-HSA-6807878
P15336,R-HSA-2151201
P15336,R-HSA-3214847
P15336,R-HSA-400253
P15336,R-HSA-450341
P15336,R-HSA-6796648
P15336,R-HSA-8943724
P15336,R-HSA-9018519
P15336,R-HSA-9031628
P15336,R-HSA-9633012
P15336,R-HSA-9707616
P15382,R-HSA-5576890
P15382,R-HSA-5576893
P15428,R-HSA-2142700
P15428,R-HSA-2162123
P15428,R-HSA-9018676
P15428,R-HSA-9018896
P15502,R-HSA-1474228
P15502,R-HSA-1566948
P15502,R-HSA-2129379
P15531,R-HSA-499943
P15531,R-HSA-9748787
P15531,R-HSA-9755088
P15538,R-HSA-194002
P15538,R-HSA-211976
P15538,R-HSA-5579017
P15559,R-HSA-350562
P15559,R-HSA-9818027
P15692,R-HSA-114608
P15692,R-HSA-1234158
P15692,R-HSA-194138
P15692,R-HSA-194313
P15692,R-HSA-195399
P15692,R-HSA-6785807
P15692,R-HSA-8866910
P15814,R-HSA-202733
P15880,R-HSA-156827
P15880,R-HSA-156902
P15880,R-HSA-1799339
P15880,R-HSA-192823
P15880,R-HSA-2408557
P15880,R-HSA-3214858
P15880,R-HSA-6790901
P15880,R-HSA-6791226
P15880,R-HSA-72649
P15880,R-HSA-72689
P15880,R-HSA-72695
P15880,R-HSA-72702
P15880,R-HSA-72706
P15880,R-HSA-72764
P15880,R-HSA-8876725
P15880,R-HSA-9010553
P15880,R-HSA-9633012
P15880,R-HSA-9735869
P15880,R-HSA-9754678
P15880,R-HSA-975956
P15880,R-HSA-975957
P15924,R-HSA-351906
P15924,R-HSA-6798695
P15924,R-HSA-6805567
P15924,R-HSA-6809371
P15924,R-HSA-9696264
P15924,R-HSA-9696273
P15954,R-HSA-5628897
P15954,R-HSA-611105
P15954,R-HSA-9707564
P16066,R-HSA-5578768
P16070,R-HSA-1474228
P16070,R-HSA-202733
P16070,R-HSA-216083
P16070,R-HSA-2160916
P16070,R-HSA-6798695
P16070,R-HSA-877300
P16083,R-HSA-211945
P16152,R-HSA-2162123
P16219,R-HSA-77350
P16219,R-HSA-77352
P16220,R-HSA-111931
P16220,R-HSA-111932
P16220,R-HSA-198693
P16220,R-HSA-199920
P16220,R-HSA-2151201
P16220,R-HSA-2197563
P16220,R-HSA-375165
P16220,R-HSA-400253
P16220,R-HSA-442720
P16220,R-HSA-442729
P16220,R-HSA-442742
P16220,R-HSA-5674400
P16220,R-HSA-881907
P16220,R-HSA-9022692
P16220,R-HSA-9022699
P16220,R-HSA-9022702
P16220,R-HSA-9022707
P16220,R-HSA-9031628
P16220,R-HSA-9609690
P16220,R-HSA-9616222
P16220,R-HSA-9634638
P16220,R-HSA-9660821
P16220,R-HSA-9664323
P16220,R-HSA-9707616
P16233,R-HSA-192456
P16233,R-HSA-975634
P16234,R-HSA-1257604
P16234,R-HSA-186763
P16234,R-HSA-186797
P16234,R-HSA-2219530
P16234,R-HSA-5673001
P16234,R-HSA-6811558
P16234,R-HSA-9673767
P16234,R-HSA-9673770
P16234,R-HSA-9674396
P16234,R-HSA-9674401
P16234,R-HSA-9674403
P16234,R-HSA-9674404
P16234,R-HSA-9674428
P16389,R-HSA-1296072
P16435,R-HSA-211897
P16444,R-HSA-2142691
P16444,R-HSA-5423646
P16444,R-HSA-9664535
P16455,R-HSA-5657655
P16499,R-HSA-2485179
P16499,R-HSA-2514859
P16499,R-HSA-4086398
P16581,R-HSA-202733
P16591,R-HSA-1433557
P16615,R-HSA-1912420
P16615,R-HSA-418359
P16615,R-HSA-5578775
P16615,R-HSA-936837
P17174,R-HSA-1237112
P17174,R-HSA-70263
P17174,R-HSA-8963693
P17252,R-HSA-111933
P17252,R-HSA-114516
P17252,R-HSA-1250196
P17252,R-HSA-1433557
