uniprot,pathway
P01308,R-HSA-264876
P01308,R-HSA-422085
P01308,R-HSA-422356
P01308,R-HSA-6807878
P01308,R-HSA-6811558
P01308,R-HSA-74713
P01308,R-HSA-74749
P01308,R-HSA-74751
P01308,R-HSA-74752
P01308,R-HSA-77387
P01308,R-HSA-9615017
P01308,R-HSA-9768919
P01308,R-HSA-977225
P01350,R-HSA-416476
P01350,R-HSA-881907
P01375,R-HSA-381340
P01375,R-HSA-5357786
P01375,R-HSA-5357905
P01375,R-HSA-5357956
P01375,R-HSA-5626978
P01375,R-HSA-5668541
P01375,R-HSA-6783783
P01375,R-HSA-6785807
P01375,R-HSA-75893
P01579,R-HSA-877300
P01579,R-HSA-877312
P01579,R-HSA-8877330
P01579,R-HSA-8950505
P01579,R-HSA-9732724
P01584,R-HSA-448706
P01584,R-HSA-5620971
P01584,R-HSA-5660668
P01584,R-HSA-6783783
P01584,R-HSA-6785807
P01584,R-HSA-9020702
P01584,R-HSA-9660826
P01591,R-HSA-202733
P01591,R-HSA-2168880
P01889,R-HSA-1236974
P01889,R-HSA-1236977
P01889,R-HSA-198933
P01889,R-HSA-2172127
P01889,R-HSA-6798695
P01889,R-HSA-877300
P01889,R-HSA-909733
P01889,R-HSA-9705671
P01889,R-HSA-983170
P02533,R-HSA-446107
P02533,R-HSA-6805567
P02533,R-HSA-6809371
P02538,R-HSA-6805567
P02538,R-HSA-6809371
P02585,R-HSA-390522
P02647,R-HSA-114608
P02647,R-HSA-1369062
P02647,R-HSA-1989781
P02647,R-HSA-2168880
P02647,R-HSA-3000471
P02647,R-HSA-3000480
P02647,R-HSA-381426
P02647,R-HSA-5682113
P02647,R-HSA-8957275
P02647,R-HSA-8963888
P02647,R-HSA-8963896
P02647,R-HSA-8963901
P02647,R-HSA-8964011
P02647,R-HSA-8964058
P02647,R-HSA-9707616
P02647,R-HSA-975634
P02647,R-HSA-977225
P02649,R-HSA-1251985
P02649,R-HSA-3000480
P02649,R-HSA-381426
P02649,R-HSA-8864260
P02649,R-HSA-8957275
P02649,R-HSA-8963888
P02649,R-HSA-8963901
P02649,R-HSA-8964026
P02649,R-HSA-8964058
P02649,R-HSA-9029569
P02649,R-HSA-975634
P02649,R-HSA-977225
P02652,R-HSA-1989781
P02652,R-HSA-381426
P02652,R-HSA-8957275
P02652,R-HSA-8963888
P02652,R-HSA-8963901
P02652,R-HSA-975634
P02655,R-HSA-8963888
P02655,R-HSA-8963889
P02655,R-HSA-8963901
P02655,R-HSA-8964058
P02655,R-HSA-9029569
P02655,R-HSA-975634
P02656,R-HSA-8963888
P02656,R-HSA-8963901
P02656,R-HSA-8964058
P02656,R-HSA-975634
P02671,R-HSA-114608
P02671,R-HSA-1236974
P02671,R-HSA-140875
P02671,R-HSA-166058
P02671,R-HSA-216083
P02671,R-HSA-354192
P02671,R-HSA-354194
P02671,R-HSA-372708
P02671,R-HSA-381426
P02671,R-HSA-5602498
P02671,R-HSA-5603041
P02671,R-HSA-5674135
P02671,R-HSA-5686938
P02671,R-HSA-6802946
P02671,R-HSA-6802948
P02671,R-HSA-6802952
P02671,R-HSA-6802955
P02671,R-HSA-8957275
P02671,R-HSA-9649948
P02671,R-HSA-9656223
P02671,R-HSA-977225
P02675,R-HSA-114608
P02675,R-HSA-1236974
P02675,R-HSA-140875
P02675,R-HSA-166058
P02675,R-HSA-216083
P02675,R-HSA-354192
P02675,R-HSA-354194
P02675,R-HSA-372708
P02675,R-HSA-5602498
P02675,R-HSA-5603041
P02675,R-HSA-5674135
P02675,R-HSA-5686938
P02675,R-HSA-6802946
P02675,R-HSA-6802948
P02675,R-HSA-6802952
P02675,R-HSA-6802955
P02675,R-HSA-9649948
P02675,R-HSA-9656223
P02679,R-HSA-114608
P02679,R-HSA-1236974
P02679,R-HSA-140875
P02679,R-HSA-166058
P02679,R-HSA-216083
P02679,R-HSA-354192
P02679,R-HSA-354194
P02679,R-HSA-372708
P02679,R-HSA-381426
P02679,R-HSA-5602498
P02679,R-HSA-5603041
P02679,R-HSA-5674135
P02679,R-HSA-5686938
P02679,R-HSA-6802946
P02679,R-HSA-6802948
P02679,R-HSA-6802952
P02679,R-HSA-6802955
P02679,R-HSA-8957275
P02679,R-HSA-9649948
P02679,R-HSA-9656223
P02708,R-HSA-629594
P02708,R-HSA-629597
P02743,R-HSA-977225
P02746,R-HSA-166663
P02746,R-HSA-173623
P02746,R-HSA-977606
P02747,R-HSA-166663
P02747,R-HSA-173623
P02747,R-HSA-977606
P02748,R-HSA-166665
P02748,R-HSA-977606
P02749,R-HSA-114608
P02750,R-HSA-6798695
P02751,R-HSA-114608
P02751,R-HSA-1474228
P02751,R-HSA-1474244
P02751,R-HSA-1566977
P02751,R-HSA-202733
P02751,R-HSA-2129379
P02751,R-HSA-216083
P02751,R-HSA-3000170
P02751,R-HSA-3000171
P02751,R-HSA-3000178
P02751,R-HSA-354192
P02751,R-HSA-354194
P02751,R-HSA-372708
P02751,R-HSA-381426
P02751,R-HSA-5674135
P02751,R-HSA-6785807
P02751,R-HSA-6802946
P02751,R-HSA-6802948
P02751,R-HSA-6802952
P02751,R-HSA-6802955
P02751,R-HSA-8874081
P02751,R-HSA-8957275
P02751,R-HSA-9634597
P02751,R-HSA-9649948
P02751,R-HSA-9656223
P02751,R-HSA-9700645
P02751,R-HSA-9725370
P02751,R-HSA-9725371
P02753,R-HSA-2453864
P02753,R-HSA-2453902
P02753,R-HSA-6809583
P02753,R-HSA-975634
P02763,R-HSA-114608
P02763,R-HSA-6798695
P02765,R-HSA-114608
P02765,R-HSA-381426
P02765,R-HSA-6798695
P02765,R-HSA-8957275
P02766,R-HSA-2453864
P02766,R-HSA-2453902
P02766,R-HSA-3000171
P02766,R-HSA-6798695
P02766,R-HSA-975634
P02766,R-HSA-977225
P02768,R-HSA-114608
P02768,R-HSA-159418
P02768,R-HSA-189451
P02768,R-HSA-189483
P02768,R-HSA-2168880
P02768,R-HSA-381426
P02768,R-HSA-8957275
P02768,R-HSA-8964058
P02768,R-HSA-9707564
P02768,R-HSA-9749641
P02768,R-HSA-9757110
P02768,R-HSA-9793528
P02775,R-HSA-114608
P02775,R-HSA-380108
P02775,R-HSA-418594
P02775,R-HSA-6798695
P02786,R-HSA-432722
P02786,R-HSA-8856825
P02786,R-HSA-8856828
P02786,R-HSA-8980692
P02786,R-HSA-9013026
P02786,R-HSA-9013106
P02786,R-HSA-9013148
P02786,R-HSA-9013149
P02786,R-HSA-9013404
P02786,R-HSA-9013406
P02786,R-HSA-9013407
P02786,R-HSA-9013408
P02786,R-HSA-9013409
P02786,R-HSA-9013423
P02786,R-HSA-917977
P02786,R-HSA-9696270
P02786,R-HSA-9696273
P02787,R-HSA-114608
P02787,R-HSA-381426
P02787,R-HSA-8856825
P02787,R-HSA-8856828
P02787,R-HSA-8957275
P02787,R-HSA-917937
P02787,R-HSA-917977
P02788,R-HSA-1222449
P02788,R-HSA-6798695
P02788,R-HSA-6799990
P02788,R-HSA-6803157
P02788,R-HSA-977225
P02790,R-HSA-2168880
P02792,R-HSA-3000480
P02792,R-HSA-432722
P02792,R-HSA-6798695
P02792,R-HSA-917937
P02794,R-HSA-3000480
P02794,R-HSA-432722
P02794,R-HSA-6798695
P02794,R-HSA-917937
P02795,R-HSA-5661231
P02795,R-HSA-877300
P02818,R-HSA-159740
P02818,R-HSA-159763
P02818,R-HSA-159782
P02818,R-HSA-8940973
P03372,R-HSA-1251985
P03372,R-HSA-1257604
P03372,R-HSA-2219530
P03372,R-HSA-383280
P03372,R-HSA-4090294
P03372,R-HSA-5689896
P03372,R-HSA-6811558
P03372,R-HSA-8866910
P03372,R-HSA-8931987
P03372,R-HSA-8939211
P03372,R-HSA-8939256
P03372,R-HSA-8939902
P03372,R-HSA-9009391
P03372,R-HSA-9018519
P03886,R-HSA-611105
P03886,R-HSA-6799198
P03891,R-HSA-611105
P03891,R-HSA-6799198
P03897,R-HSA-611105
P03897,R-HSA-6799198
P03905,R-HSA-611105
P03905,R-HSA-6799198
P03915,R-HSA-611105
P03915,R-HSA-6799198
P03923,R-HSA-611105
P03923,R-HSA-6799198
P03951,R-HSA-140837
P03951,R-HSA-9673221
P03952,R-HSA-140837
P03952,R-HSA-1592389
P03952,R-HSA-9657688
P03952,R-HSA-9657689
P04003,R-HSA-977606
P04004,R-HSA-2129379
P04004,R-HSA-216083
P04004,R-HSA-3000170
P04004,R-HSA-3000178
P04004,R-HSA-977606
P04035,R-HSA-9619665
P04040,R-HSA-3299685
P04040,R-HSA-6798695
P04040,R-HSA-9033241
P04040,R-HSA-9615017
P04049,R-HSA-2672351
P04049,R-HSA-392517
P04049,R-HSA-430116
P04049,R-HSA-5621575
P04049,R-HSA-5673000
P04049,R-HSA-5674135
P04049,R-HSA-5674499
P04049,R-HSA-5675221
P04049,R-HSA-6802946
P04049,R-HSA-6802948
P04049,R-HSA-6802952
P04049,R-HSA-6802955
P04049,R-HSA-9649948
P04049,R-HSA-9656223
P04049,R-HSA-9726840
P04049,R-HSA-9726842
P04049,R-HSA-9732724
P04054,R-HSA-1482788
P04054,R-HSA-1482801
P04054,R-HSA-1482839
P04054,R-HSA-1482922
P04054,R-HSA-1482925
P04054,R-HSA-1483166
P04070,R-HSA-140837
P04070,R-HSA-140875
P04070,R-HSA-159740
P04070,R-HSA-159763
P04070,R-HSA-159782
P04070,R-HSA-202733
P04070,R-HSA-381426
P04070,R-HSA-8957275
P04075,R-HSA-114608
P04075,R-HSA-6798695
P04075,R-HSA-70171
P04075,R-HSA-70263
P04080,R-HSA-6798695
P04083,R-HSA-416476
P04083,R-HSA-418594
P04083,R-HSA-444473
P04083,R-HSA-445355
P04083,R-HSA-6785807
P04114,R-HSA-202733
P04114,R-HSA-3000471
P04114,R-HSA-3000480
P04114,R-HSA-3000484
P04114,R-HSA-3000497
P04114,R-HSA-381426
P04114,R-HSA-432142
P04114,R-HSA-5686938
P04114,R-HSA-8856825
P04114,R-HSA-8856828
P04114,R-HSA-8866423
P04114,R-HSA-8957275
P04114,R-HSA-8963888
P04114,R-HSA-8963901
P04114,R-HSA-8964026
P04114,R-HSA-8964038
P04114,R-HSA-8964041
P04114,R-HSA-8964046
P04114,R-HSA-9707616
P04114,R-HSA-975634
P04150,R-HSA-3371497
P04150,R-HSA-400253
P04150,R-HSA-4090294
P04150,R-HSA-8849473
P04150,R-HSA-8939902
P04150,R-HSA-9615017
P04150,R-HSA-9679191
P04150,R-HSA-9768777
P04155,R-HSA-9018519
P04156,R-HSA-419037
P04156,R-HSA-9609523
P04181,R-HSA-8964539
P04196,R-HSA-114608
P04196,R-HSA-75205
P04217,R-HSA-114608
P04217,R-HSA-6798695
P04264,R-HSA-6798695
P04264,R-HSA-6805567
P04264,R-HSA-6809371
P04271,R-HSA-1251985
P04271,R-HSA-445989
P04271,R-HSA-879415
P04271,R-HSA-933542
P04279,R-HSA-6803157
P04279,R-HSA-977225
P04406,R-HSA-70171
P04406,R-HSA-70263
P04626,R-HSA-1227986
P04626,R-HSA-1250196
P04626,R-HSA-1251932
P04626,R-HSA-1257604
P04626,R-HSA-1306955
P04626,R-HSA-1358803
P04626,R-HSA-1963640
P04626,R-HSA-1963642
P04626,R-HSA-2219530
P04626,R-HSA-416572
P04626,R-HSA-5673001
P04626,R-HSA-6785631
P04626,R-HSA-6811558
P04626,R-HSA-8847993
P04626,R-HSA-8863795
P04626,R-HSA-8866910
P04626,R-HSA-9634285
P04626,R-HSA-9652282
P04626,R-HSA-9664565
P04626,R-HSA-9665233
P04626,R-HSA-9665244
P04626,R-HSA-9665245
P04626,R-HSA-9665246
P04626,R-HSA-9665247
P04626,R-HSA-9665249
P04626,R-HSA-9665250
P04626,R-HSA-9665251
P04626,R-HSA-9665348
P04626,R-HSA-9665686
P04626,R-HSA-9665737
P04629,R-HSA-167021
P04629,R-HSA-167044
P04629,R-HSA-170984
P04629,R-HSA-177504
P04629,R-HSA-187024
P04629,R-HSA-187042
P04629,R-HSA-187706
P04629,R-HSA-198203
P04629,R-HSA-198745
P04637,R-HSA-111448
P04637,R-HSA-139915
P04637,R-HSA-1912408
P04637,R-HSA-2559580
P04637,R-HSA-2559584
P04637,R-HSA-2559585
P04637,R-HSA-2559586
P04637,R-HSA-3232118
P04637,R-HSA-349425
P04637,R-HSA-390471
P04637,R-HSA-5620971
P04637,R-HSA-5628897
P04637,R-HSA-5689880
P04637,R-HSA-5689896
P04637,R-HSA-5693565
P04637,R-HSA-6785807
P04637,R-HSA-6796648
P04637,R-HSA-6803204
P04637,R-HSA-6803205
P04637,R-HSA-6803207
P04637,R-HSA-6803211
P04637,R-HSA-6804114
P04637,R-HSA-6804115
P04637,R-HSA-6804116
P04637,R-HSA-6804754
P04637,R-HSA-6804756
P04637,R-HSA-6804757
P04637,R-HSA-6804758
P04637,R-HSA-6804759
P04637,R-HSA-6804760
P04637,R-HSA-6811555
P04637,R-HSA-69473
P04637,R-HSA-69481
P04637,R-HSA-69541
P04637,R-HSA-69895
P04637,R-HSA-8852276
P04637,R-HSA-8853884
P04637,R-HSA-8941855
P04637,R-HSA-8943724
P04637,R-HSA-9723905
P04637,R-HSA-9758274
P04637,R-HSA-983231
P04731,R-HSA-5661231
P04746,R-HSA-189085
P04818,R-HSA-499943
P04818,R-HSA-69205
P04839,R-HSA-1222556
P04839,R-HSA-1236973
P04839,R-HSA-3299685
P04839,R-HSA-4420097
P04839,R-HSA-5668599
P04839,R-HSA-6798695
P04839,R-HSA-9013149
P04839,R-HSA-9013404
P04839,R-HSA-9013423
P05023,R-HSA-5578775
P05023,R-HSA-936837
P05023,R-HSA-9679191
P05067,R-HSA-114608
P05067,R-HSA-3000178
P05067,R-HSA-381426
P05067,R-HSA-416476
P05067,R-HSA-418594
P05067,R-HSA-432720
P05067,R-HSA-444473
P05067,R-HSA-445989
P05067,R-HSA-844456
P05067,R-HSA-879415
P05067,R-HSA-8862803
P05067,R-HSA-8957275
P05067,R-HSA-933542
P05067,R-HSA-9609523
P05067,R-HSA-9660826
P05067,R-HSA-977225
P05089,R-HSA-6798695
P05089,R-HSA-70635
P05090,R-HSA-804914
P05090,R-HSA-9029569
P05091,R-HSA-380612
P05091,R-HSA-445355
P05091,R-HSA-71384
P05093,R-HSA-193048
P05093,R-HSA-194002
P05093,R-HSA-5579028
P05106,R-HSA-114608
P05106,R-HSA-1566948
P05106,R-HSA-210990
P05106,R-HSA-2129379
P05106,R-HSA-216083
P05106,R-HSA-2173789
P05106,R-HSA-3000170
P05106,R-HSA-3000178
P05106,R-HSA-354192
P05106,R-HSA-354194
P05106,R-HSA-372708
P05106,R-HSA-4420097
P05106,R-HSA-445144
P05106,R-HSA-5674135
P05106,R-HSA-6802946
P05106,R-HSA-6802948
P05106,R-HSA-6802952
P05106,R-HSA-6802955
P05106,R-HSA-9649948
P05106,R-HSA-9656223
P05108,R-HSA-196108
P05108,R-HSA-211976
P05108,R-HSA-5579026
P05109,R-HSA-1236974
P05109,R-HSA-166058
P05109,R-HSA-5602498
P05109,R-HSA-5603041
P05109,R-HSA-5668599
P05109,R-HSA-5686938
P05109,R-HSA-6798695
P05109,R-HSA-6799990
P05121,R-HSA-114608
P05121,R-HSA-1368108
P05121,R-HSA-2173796
P05121,R-HSA-3000178
P05121,R-HSA-75205
P05129,R-HSA-111933
P05129,R-HSA-114516
P05129,R-HSA-416993
P05129,R-HSA-418597
P05129,R-HSA-5099900
P05129,R-HSA-76005
P05141,R-HSA-180897
P05141,R-HSA-83936
P05155,R-HSA-114608
P05155,R-HSA-140837
P05155,R-HSA-9657689
P05155,R-HSA-977606
P05164,R-HSA-6798695
P05164,R-HSA-8941413
P05165,R-HSA-196780
P05165,R-HSA-3371599
P05165,R-HSA-71032
P05166,R-HSA-196780
P05166,R-HSA-3371599
P05166,R-HSA-71032
P05177,R-HSA-156581
P05177,R-HSA-211957
P05177,R-HSA-2142670
P05177,R-HSA-2142816
P05177,R-HSA-5423646
P05177,R-HSA-9018681
P05177,R-HSA-9027307
P05181,R-HSA-211981
P05181,R-HSA-211999
P05181,R-HSA-9027307
P05181,R-HSA-9749641
P05181,R-HSA-9753281
P05230,R-HSA-109704
P05230,R-HSA-1257604
P05230,R-HSA-1839122
P05230,R-HSA-1839130
P05230,R-HSA-190322
P05230,R-HSA-190370
P05230,R-HSA-190371
P05230,R-HSA-190372
P05230,R-HSA-190373
P05230,R-HSA-190375
P05230,R-HSA-190377
P05230,R-HSA-2033519
P05230,R-HSA-2219530
P05230,R-HSA-5654219
P05230,R-HSA-5654221
P05230,R-HSA-5654227
P05230,R-HSA-5654228
P05230,R-HSA-5654687
P05230,R-HSA-5654688
P05230,R-HSA-5654689
P05230,R-HSA-5654693
P05230,R-HSA-5654695
P05230,R-HSA-5654699
P05230,R-HSA-5654700
P05230,R-HSA-5654704
P05230,R-HSA-5654706
P05230,R-HSA-5654710
P05230,R-HSA-5654712
P05230,R-HSA-5654719
P05230,R-HSA-5654720
P05230,R-HSA-5654726
P05230,R-HSA-5654727
P05230,R-HSA-5654732
P05230,R-HSA-5654733
P05230,R-HSA-5655253
P05230,R-HSA-5655302
P05230,R-HSA-5655332
P05230,R-HSA-5673001
P05230,R-HSA-6811558
P05230,R-HSA-8851708
P05231,R-HSA-1059683
P05231,R-HSA-110056
P05231,R-HSA-112411
P05231,R-HSA-2559582
P05231,R-HSA-381426
P05231,R-HSA-6783783
P05231,R-HSA-6785807
P05231,R-HSA-8853884
P05231,R-HSA-8957275
P05231,R-HSA-9660821
P05231,R-HSA-9662834
P05362,R-HSA-198933
P05362,R-HSA-216083
P05362,R-HSA-6783783
P05362,R-HSA-6785807
P05362,R-HSA-877300
P05412,R-HSA-1912408
P05412,R-HSA-2559580
P05412,R-HSA-2559582
P05412,R-HSA-2871796
P05412,R-HSA-450341
P05412,R-HSA-5617472
P05412,R-HSA-5687128
P05412,R-HSA-6796648
P05412,R-HSA-8862803
P05412,R-HSA-8943724
P05412,R-HSA-9018519
P05412,R-HSA-9673324
P05452,R-HSA-114608
P05546,R-HSA-140837
P05546,R-HSA-140875
P05546,R-HSA-381426
P05546,R-HSA-8957275
P05771,R-HSA-114516
P05771,R-HSA-1169091
P05771,R-HSA-416993
P05771,R-HSA-418597
P05771,R-HSA-4419969
P05771,R-HSA-5099900
P05771,R-HSA-5218921
P05771,R-HSA-5668599
P05771,R-HSA-76005
P05771,R-HSA-8939246
P06213,R-HSA-6811558
P06213,R-HSA-74713
P06213,R-HSA-74749
P06213,R-HSA-74751
P06213,R-HSA-74752
P06213,R-HSA-77387
P06239,R-HSA-114604
P06239,R-HSA-1257604
P06239,R-HSA-1433557
P06239,R-HSA-1433559
P06239,R-HSA-164944
P06239,R-HSA-167590
P06239,R-HSA-202424
P06239,R-HSA-202427
P06239,R-HSA-202430
P06239,R-HSA-202433
P06239,R-HSA-210990
P06239,R-HSA-2219530
P06239,R-HSA-2424491
P06239,R-HSA-389356
P06239,R-HSA-389357
P06239,R-HSA-389359
P06239,R-HSA-389513
P06239,R-HSA-389948
P06239,R-HSA-6811558
P06239,R-HSA-9013407
P06239,R-HSA-9020558
P06239,R-HSA-9670439
P06239,R-HSA-9706374
P06241,R-HSA-114604
P06241,R-HSA-1227986
P06241,R-HSA-1257604
P06241,R-HSA-1433557
P06241,R-HSA-1433559
P06241,R-HSA-164944
P06241,R-HSA-202733
P06241,R-HSA-2029481
P06241,R-HSA-210990
P06241,R-HSA-2219530
P06241,R-HSA-2424491
P06241,R-HSA-2682334
P06241,R-HSA-2730905
P06241,R-HSA-373753
P06241,R-HSA-375165
P06241,R-HSA-389356
P06241,R-HSA-389357
P06241,R-HSA-389359
P06241,R-HSA-389513
P06241,R-HSA-3928662
P06241,R-HSA-3928663
P06241,R-HSA-3928664
P06241,R-HSA-3928665
P06241,R-HSA-399954
P06241,R-HSA-399955
P06241,R-HSA-399956
P06241,R-HSA-4420097
P06241,R-HSA-5621480
P06241,R-HSA-5621575
P06241,R-HSA-5673001
P06241,R-HSA-6811558
P06241,R-HSA-75892
P06241,R-HSA-8866376
P06241,R-HSA-912631
P06241,R-HSA-9664323
P06241,R-HSA-9664422
P06241,R-HSA-9670439
P06241,R-HSA-9680350
P06241,R-HSA-9706374
P06241,R-HSA-983695
P06276,R-HSA-112311
P06276,R-HSA-1483191
P06276,R-HSA-422085
P06276,R-HSA-9749641
P06280,R-HSA-1660662
P06280,R-HSA-6798695
P06396,R-HSA-264870
P06396,R-HSA-6798695
P06396,R-HSA-9662361
P06396,R-HSA-977225
P06401,R-HSA-1251985
P06401,R-HSA-3371497
P06401,R-HSA-383280
P06401,R-HSA-4090294
P06401,R-HSA-9018519
P06493,R-HSA-110056
P06493,R-HSA-113507
P06493,R-HSA-1362300
P06493,R-HSA-162658
P06493,R-HSA-170145
P06493,R-HSA-174048
P06493,R-HSA-174184
P06493,R-HSA-176408
P06493,R-HSA-176412
P06493,R-HSA-176417
P06493,R-HSA-2299718
P06493,R-HSA-2465910
P06493,R-HSA-2500257
P06493,R-HSA-2514853
P06493,R-HSA-2565942
P06493,R-HSA-2980767
P06493,R-HSA-2995383
P06493,R-HSA-3301854
P06493,R-HSA-380259
P06493,R-HSA-380270
P06493,R-HSA-380284
P06493,R-HSA-380320
P06493,R-HSA-4419969
P06493,R-HSA-5620912
P06493,R-HSA-5687128
P06493,R-HSA-5689896
P06493,R-HSA-6804114
P06493,R-HSA-6804757
P06493,R-HSA-68875
P06493,R-HSA-69205
P06493,R-HSA-69273
P06493,R-HSA-69478
P06493,R-HSA-75035
P06493,R-HSA-8852276
P06493,R-HSA-8854518
P06493,R-HSA-8878166
P06702,R-HSA-1236974
P06702,R-HSA-166058
P06702,R-HSA-5602498
P06702,R-HSA-5603041
P06702,R-HSA-5668599
P06702,R-HSA-5686938
P06702,R-HSA-6798695
P06702,R-HSA-6799990
P06727,R-HSA-8963888
P06727,R-HSA-8963889
P06727,R-HSA-8963901
P06727,R-HSA-975634
P06727,R-HSA-977225
P06732,R-HSA-71288
P06733,R-HSA-70171
P06733,R-HSA-70263
P06733,R-HSA-9636667
P06744,R-HSA-5628897
P06744,R-HSA-6798695
P06744,R-HSA-70171
P06744,R-HSA-70263
P06746,R-HSA-110362
P06746,R-HSA-110373
P06746,R-HSA-110381
P06746,R-HSA-5649702
P06746,R-HSA-5651801
P06746,R-HSA-5689880
P06746,R-HSA-73930
P06756,R-HSA-1236973
P06756,R-HSA-1566948
P06756,R-HSA-210990
P06756,R-HSA-2129379
P06756,R-HSA-216083
P06756,R-HSA-2173789
P06756,R-HSA-3000157
P06756,R-HSA-3000170
P06756,R-HSA-3000178
P06756,R-HSA-4420097
P06756,R-HSA-445144
P06756,R-HSA-6798695
P06858,R-HSA-381340
P06858,R-HSA-8963889
P06858,R-HSA-8963901
P06858,R-HSA-975634
P06870,R-HSA-381426
P07098,R-HSA-192456
P07101,R-HSA-209905
P07195,R-HSA-70268
P07202,R-HSA-209968
P07203,R-HSA-2142688
P07203,R-HSA-2142712
P07203,R-HSA-2142770
P07203,R-HSA-3299685
P07204,R-HSA-140875
P07204,R-HSA-202733
P07225,R-HSA-114608
P07225,R-HSA-140837
P07225,R-HSA-140875
P07225,R-HSA-159740
P07225,R-HSA-159763
P07225,R-HSA-159782
P07225,R-HSA-202733
P07225,R-HSA-977606
P07237,R-HSA-1650814
P07237,R-HSA-264876
P07237,R-HSA-3299685
P07237,R-HSA-381426
P07237,R-HSA-5358346
P07237,R-HSA-8866423
P07237,R-HSA-8957275
P07237,R-HSA-8963888
P07237,R-HSA-8964041
P07237,R-HSA-9020591
P07237,R-HSA-9020933
P07288,R-HSA-381426
P07288,R-HSA-5625886
P07327,R-HSA-2161541
P07327,R-HSA-5365859
P07327,R-HSA-71384
P07332,R-HSA-1433557
P07332,R-HSA-399954
P07332,R-HSA-399955
P07332,R-HSA-399956
P07333,R-HSA-449836
P07333,R-HSA-8853884
P07333,R-HSA-9680350
P07355,R-HSA-445355
P07355,R-HSA-6798695
P07355,R-HSA-75205
P07355,R-HSA-8950505
P07357,R-HSA-166665
P07357,R-HSA-977606
P07359,R-HSA-140837
P07359,R-HSA-430116
P07359,R-HSA-75892
P07359,R-HSA-76009
P07359,R-HSA-8936459
P07359,R-HSA-9673221
P07360,R-HSA-166665
P07360,R-HSA-977606
P07437,R-HSA-2565942
P07437,R-HSA-380259
P07437,R-HSA-380270
P07437,R-HSA-380284
P07437,R-HSA-380320
P07437,R-HSA-5620912
P07437,R-HSA-6798695
P07437,R-HSA-8854518
P07437,R-HSA-9679191
P07451,R-HSA-1475029
P07498,R-HSA-5223345
P07550,R-HSA-390696
P07550,R-HSA-418555
P07550,R-HSA-5689880
P07550,R-HSA-8856825
P07550,R-HSA-8856828
P07686,R-HSA-1660662
P07686,R-HSA-2022857
P07686,R-HSA-2024101
P07686,R-HSA-2160916
P07686,R-HSA-3656248
P07686,R-HSA-6798695
P07711,R-HSA-1236977
P07711,R-HSA-1442490
P07711,R-HSA-1474228
P07711,R-HSA-1679131
P07711,R-HSA-2022090
P07711,R-HSA-2132295
P07711,R-HSA-8939242
P07711,R-HSA-9678110
P07711,R-HSA-9694614
P07741,R-HSA-6798695
P07741,R-HSA-74217
P07741,R-HSA-9734195
P07814,R-HSA-2408522
P07814,R-HSA-379716
P07814,R-HSA-6782315
P07864,R-HSA-70268
P07900,R-HSA-1227986
P07900,R-HSA-1236382
P07900,R-HSA-1474151
P07900,R-HSA-168928
P07900,R-HSA-192905
P07900,R-HSA-2029482
P07900,R-HSA-203615
P07900,R-HSA-2565942
P07900,R-HSA-3000484
P07900,R-HSA-3371497
P07900,R-HSA-3371511
P07900,R-HSA-3371568
P07900,R-HSA-3371571
P07900,R-HSA-380259
P07900,R-HSA-380270
P07900,R-HSA-380284
P07900,R-HSA-380320
P07900,R-HSA-399954
P07900,R-HSA-4420097
P07900,R-HSA-5218920
P07900,R-HSA-5336415
P07900,R-HSA-5601884
P07900,R-HSA-5620912
P07900,R-HSA-5637810
P07900,R-HSA-5675482
P07900,R-HSA-6785807
P07900,R-HSA-6798695
P07900,R-HSA-8852276
P07900,R-HSA-8854518
P07900,R-HSA-8863795
P07900,R-HSA-8939211
P07900,R-HSA-9009391
P07900,R-HSA-9013418
P07900,R-HSA-9018519
P07900,R-HSA-9613829
P07900,R-HSA-9634285
P07900,R-HSA-9646399
P07900,R-HSA-9652282
P07900,R-HSA-9664565
P07900,R-HSA-9665233
P07900,R-HSA-9665244
P07900,R-HSA-9665245
P07900,R-HSA-9665246
P07900,R-HSA-9665247
P07900,R-HSA-9665249
P07900,R-HSA-9665250
P07900,R-HSA-9665251
P07900,R-HSA-9665348
P07900,R-HSA-9665686
P07900,R-HSA-9665737
P07900,R-HSA-9679191
P07900,R-HSA-9705671
P07947,R-HSA-1227986
P07947,R-HSA-1433557
P07947,R-HSA-1433559
P07947,R-HSA-2029481
P07947,R-HSA-210990
P07947,R-HSA-2682334
P07947,R-HSA-389356
P07947,R-HSA-389513
P07947,R-HSA-3928662
P07947,R-HSA-3928663
P07947,R-HSA-3928665
P07947,R-HSA-8940973
P07947,R-HSA-912631
P07947,R-HSA-9664323
P07947,R-HSA-9664422
P07947,R-HSA-9670439
P07947,R-HSA-9680350
P07948,R-HSA-114604
P07948,R-HSA-1433557
P07948,R-HSA-1433559
P07948,R-HSA-202733
P07948,R-HSA-2029481
P07948,R-HSA-210990
P07948,R-HSA-2454202
P07948,R-HSA-2682334
P07948,R-HSA-2730905
P07948,R-HSA-2871796
P07948,R-HSA-2871809
P07948,R-HSA-2871837
P07948,R-HSA-389356
P07948,R-HSA-389513
P07948,R-HSA-3928662
P07948,R-HSA-3928663
P07948,R-HSA-3928665
P07948,R-HSA-5621480
P07948,R-HSA-5621575
P07948,R-HSA-5690714
