drugbank,uniprot
DB06757,P05089
DB06775,P31327
DB06777,P52895
DB06802,P23219
DB06802,P35354
DB06813,P00374
DB06813,P04818
DB08329,P00918
DB08439,P35354
DB08439,P02788
DB08604,P07202
DB08809,Q15118
DB08809,O43708
DB08814,P23219
DB08814,P35228
DB08814,Q9Y233
DB08818,Q14520
DB08820,P13569
DB08860,P04035
DB08865,Q9UM73
DB08865,P08581
DB08868,Q13547
DB08875,P08581
DB08875,P35968
DB08875,P07949
DB08877,P23458
DB08877,O60674
DB08880,Q02127
DB08881,P15056
DB08882,P27487
DB08889,P28074
DB08889,P28062
DB08889,P20618
DB08889,P28065
DB08889,P49721
DB08889,P40306
DB08890,P25092
DB08895,P23458
DB08895,O60674
DB08895,P52333
DB08895,P29597
DB08896,P17948
DB08896,P35968
DB08896,P35916
DB08896,P10721
DB08896,P16234
DB08896,P09619
DB08896,P11362
DB08896,P21802
DB08896,Q02763
DB08896,Q16832
DB08896,P04629
DB08896,P29317
DB08896,P04049
DB08896,P15056
DB08896,Q15759
DB08896,P42685
DB08896,P00519
DB08896,P07949
DB08901,P00519
DB08901,P11274
DB08901,P10721
DB08901,P07949
DB08901,Q02763
DB08901,P36888
DB08901,P11362
DB08901,P21802
DB08901,P22607
DB08901,P22455
DB08901,P06239
DB08901,P12931
DB08901,P07948
DB08901,P35968
DB08901,P16234
DB08910,P35354
DB08911,Q02750
DB08911,P36507
DB08912,P15056
DB08912,P04049
DB08912,P57059
DB08912,P53667
DB08916,P00533
DB08916,P04626
DB08916,Q15303
DB09026,P00797
DB09031,P08183
DB09039,Q16739
DB09047,P11388
DB09053,Q06187
DB09054,O00329
DB09061,P23219
DB09061,P35354
DB09061,P24752
DB09061,P05093
DB09061,P04035
DB09061,P00390
DB09061,P07203
DB09061,P14902
DB09061,Q16678
DB09061,P15559
DB09061,P04040
DB09061,P20815
DB09061,P10635
DB09061,P00441
DB09061,P05177
DB09061,P24462
DB09061,Q02083
DB09063,Q9UM73
DB09069,P09110
DB09073,P11802
DB09073,Q00534
DB09074,P09874
DB09074,Q9UGN5
DB09074,Q9Y6F1
DB09075,P00742
DB09078,P17948
DB09078,P35968
DB09078,P35916
DB09078,P11362
DB09078,P21802
DB09078,P22607
DB09078,P22455
DB09078,P16234
DB09078,P07949
DB09078,P10721
DB09079,P17948
DB09079,P35968
DB09079,P35916
DB09079,P16234
DB09079,P09619
DB09079,P11362
DB09079,P21802
DB09079,P22607
DB09079,P36888
DB09079,P06239
DB09079,P07948
DB09079,P12931
DB09091,Q92769
DB09092,Q13423
DB09092,P04406
DB09092,P50213
DB09092,Q02218
DB09092,P40926
DB09118,P00338
DB09118,P07195
DB09121,Q08828
DB09121,Q08462
DB09121,O95622
DB09129,P06213
DB09130,P23526
DB09130,P04406
DB09130,P15531
DB09130,Q06830
DB09130,P06733
DB09130,P07237
DB09130,P30101
DB09130,P10809
DB09130,P11021
DB09130,P14618
DB09130,P14550
DB09130,P00387
DB09130,P00390
DB09130,P29401
DB09130,P32119
DB09130,P30041
DB09130,P62937
DB09130,Q15185
DB09130,P06744
DB09130,P00338
DB09130,P00558
DB09130,P17174
DB09130,P48637
DB09130,P50213
DB09130,P18669
DB09130,O60701
DB09130,Q96FI4
DB09130,Q969S2
DB09130,Q99497
DB09130,P00734
DB09130,P00747
DB09130,P27169
DB09131,P04070
DB09140,P00395
DB09212,P35354
DB09212,P23219
DB09213,P35354
DB09213,P23219
DB09213,P00750
DB09213,P13569
DB09214,P23219
DB09214,P35354
DB09216,P23219
DB09216,P35354
DB09237,P29474
DB09237,P35228
DB09241,P29475
DB09256,P04818
DB09257,Q12882
DB09270,P31040
DB09280,P13569
DB09292,P08473
DB09327,Q12882
DB09327,P04818
DB09330,P00533
DB09343,P19971
DB09389,P18405
DB09460,P00915
DB09460,P00918
DB09460,P22748
DB09460,Q16790
DB09462,Q9NZK7
DB09462,Q9NPH2
DB09462,P00325
DB09462,P17050
DB09462,O43252
DB09462,O43708
DB09472,P00918
DB09472,P00915
DB09477,P12821
DB09526,P14679
DB11079,P23219
DB11079,P35354
DB11081,P00367
DB11085,P07202
DB11093,Q15493
DB11348,Q15493
DB11363,Q9UM73
DB11496,P07202
DB11590,Q99707
DB11632,P21964
DB11652,P04626
DB11652,P21860
DB11672,P16152
DB11672,P09211
DB11689,Q02750
DB11689,P36507
DB11703,Q06187
DB11712,P13569
DB11718,P15056
DB11730,P11802
DB11730,Q00534
DB11760,P09874
DB11760,Q9UGN5
DB11791,P08581
DB11817,P23458
DB11817,O60674
DB11817,Q14289
DB11817,P52333
DB11823,Q16620
DB11828,P00533
DB11837,P15538
DB11837,P19099
DB11936,P53396
DB11952,P48736
DB11952,O00329
DB11963,P00533
DB11967,Q13233
DB11967,P36507
DB11986,P04629
DB11986,Q16620
DB11986,Q16288
DB11986,P08922
DB11986,O60674
DB11986,Q07912
DB11994,P09917
DB11994,P05177
DB11994,P08684
DB11994,Q9HB55
DB11994,P20815
DB11994,P24462
DB11994,P05181
DB11994,P11712
DB11994,P10635
DB12001,P11802
DB12001,Q00534
DB12010,P43405
DB12010,O00519
DB12010,P22309
DB12010,O76074
DB12010,P09917
DB12010,P25774
DB12010,P07711
DB12010,P00519
DB12010,Q9UK32
DB12010,P29597
DB12010,P23458
DB12010,P08581
DB12010,Q9P289
DB12010,P17612
DB12010,Q9Y6E0
DB12010,P42680
DB12010,Q8TDR2
DB12010,Q9NRP7
DB12010,Q15208
DB12010,Q9Y2H1
DB12010,Q9UEW8
DB12010,Q7L7X3
DB12010,Q9UL54
DB12010,Q9H2K8
DB12010,Q9UHD2
DB12010,Q02763
DB12010,Q15569
DB12010,P36897
DB12010,P37173
DB12010,P35590
DB12010,Q9UKI8
DB12010,Q86UE8
DB12010,Q9UKE5
DB12010,Q07912
DB12010,Q59H18
DB12010,Q9BXA7
DB12010,P33981
DB12010,P42681
DB12010,Q06418
DB12010,O75385
DB12010,Q8IYT8
DB12010,Q6PHR2
DB12010,P30291
DB12010,P07947
DB12010,Q9NYL2
DB12010,P43403
DB12010,Q2M2I8
DB12010,P42684
DB12010,Q04771
DB12010,P36896
DB12010,Q9UM73
DB12010,Q8NFD2
DB12010,O14965
DB12010,Q96GD4
DB12010,Q9UQB9
DB12010,P30530
DB12010,P51451
DB12010,Q9NSY1
DB12010,O00238
DB12010,Q13873
DB12010,P51813
DB12010,P15056
DB12010,Q06187
DB12010,Q14012
DB12010,Q8IU85
DB12010,Q9UQM7
DB12010,Q13554
DB12010,Q13557
DB12010,Q13555
DB12010,Q8N5S9
DB12010,Q96RR4
DB12010,O14936
DB12010,P06493
DB12010,P11802
DB12010,Q92772
DB12010,O14757
DB12010,O96017
DB12010,O14578
DB12010,P49760
DB12010,P49761
DB12010,P07333
DB12010,P41240
DB12010,P48729
DB12010,P68400
DB12010,P19784
DB12010,P53355
DB12010,Q9UIK4
DB12010,O43293
DB12010,O15075
DB12010,Q9C098
DB12010,Q08345
DB12010,Q16832
DB12010,Q13627
DB12010,Q9Y463
DB12010,P00533
DB12010,P19525
DB12010,Q9P2K8
DB12010,P21709
DB12010,P29317
DB12010,P29320
DB12010,P54764
DB12010,P54756
DB12010,Q9UF33
DB12010,Q15375
DB12010,P29322
DB12010,P54762
DB12010,P29323
DB12010,P54760
DB12010,O15197
DB12010,P04626
DB12010,Q15303
DB12010,O75460
DB12010,P16591
DB12010,P07332
DB12010,P11362
DB12010,P21802
DB12010,P22607
DB12010,P09769
DB12010,P17948
DB12010,P36888
DB12010,P35916
DB12010,P42345
DB12010,P42685
DB12010,P06241
DB12010,O14976
DB12010,P49840
DB12010,P49841
DB12010,P08631
DB12010,Q9H2X6
DB12010,Q9H422
DB12010,Q9UPZ9
DB12010,O14920
DB12010,Q14164
DB12010,P06213
DB12010,P14616
DB12010,P51617
DB12010,Q9Y616
DB12010,Q9NWZ3
DB12010,Q08881
DB12010,O60674
DB12010,P52333
DB12010,P35968
DB12010,Q9Y2K2
DB12010,P10721
DB12010,O95835
DB12010,P06239
DB12010,P53667
DB12010,P53671
DB12010,Q5S007
DB12010,P29376
DB12010,P07948
DB12010,P36507
DB12010,P46734
DB12010,P52564
DB12010,Q13233
DB12010,Q02779
DB12010,Q16584
DB12010,Q12852
DB12010,O43283
DB12010,Q9Y2U5
DB12010,Q99759
DB12010,Q9Y6R4
DB12010,P80192
DB12010,Q92918
DB12010,Q12851
DB12010,O95819
DB12010,Q9Y4K4
DB12010,P53779
DB12010,O15264
DB12010,Q16539
DB12010,Q8TD08
DB12010,P31152
DB12010,Q13164
DB12010,P45984
DB12010,Q8IW41
DB12010,Q9P0L2
DB12010,Q7KZI7
DB12010,P27448
DB12010,Q96L34
DB12010,P42679
DB12010,Q14680
DB12010,Q12866
DB12010,Q8N4C8
DB12010,Q9BUB5
DB12010,Q9HBH9
DB12010,Q04912
DB12010,O15146
DB12010,Q15746
DB12010,Q9H1R3
DB12010,Q32MK0
DB12010,Q8NEV4
DB12010,Q96PY6
DB12010,P51955
DB12010,P51957
DB12010,P04629
DB12010,Q16620
DB12010,Q16288
DB12010,O60285
DB12010,O95747
DB12010,Q13153
DB12010,Q13177
DB12010,O75914
DB12010,O96013
DB12010,Q9NQU5
DB12010,Q9P286
DB12010,Q00536
DB12010,Q00537
DB12010,P16234
DB12010,P09619
DB12010,O15530
DB12010,Q96Q40
DB12010,Q9UBF8
DB12010,O00750
DB12010,O75747
DB12010,O00329
DB12010,P48736
DB12010,P11309
DB12010,P78356
DB12010,Q8TBX8
DB12010,Q99640
DB12010,Q16512
DB12010,Q16513
DB12010,P53350
DB12010,Q9NYY3
DB12010,Q9H4B4
DB12010,O00444
DB12010,Q13131
DB12010,P54646
DB12010,P22694
DB12010,Q05655
DB12010,Q02156
DB12010,P05129
DB12010,P41743
DB12010,Q04759
DB12010,Q15139
DB12010,Q13237
DB12010,Q13523
DB12010,Q05397
DB12010,Q14289
DB12010,Q13882
DB12010,P04049
DB12010,P07949
DB12010,Q9BRS2
DB12010,Q9BVS4
DB12010,O14730
DB12010,Q13546
DB12010,O43353
DB12010,O75116
DB12010,P08922
DB12010,Q15418
DB12010,P51812
DB12010,P57059
DB12010,Q9H0K1
DB12010,Q9H2G2
DB12010,P12931
DB12010,Q9H3Y6
DB12010,O94804
DB12010,O75716
DB12010,O94768
DB12015,P42336
DB12130,Q9UM73
DB12141,P36888
DB12141,P30530
DB12141,Q9UM73
DB12147,P11362
DB12147,P21802
DB12147,P22607
DB12147,P22455
DB12147,P07333
DB12147,P16234
DB12147,P09619
DB12147,P10721
DB12147,P35968
DB12267,Q9UM73
DB12267,P00533
DB12267,P00519
DB12267,P08069
DB12267,P36888
DB12267,P06213
DB12267,P08581
DB12267,Q15303
DB12267,P04626
DB12332,P09874
DB12332,Q9UGN5
DB12332,Q9Y6F1
DB12364,P00742
DB12483,P42336
DB12483,O00329
DB12500,O60674
DB12500,P36888
DB12500,P23458
DB12783,P20711
DB12887,Q15910
DB12887,Q92800
DB12978,P07333
DB12978,P10721
DB12978,P36888
DB12978,P09619
DB13166,P12821
DB13167,P35354
DB13346,P23219
DB13346,P35354
DB13346,Q9UBN7
DB13346,Q969S8
DB13501,P23219
DB13501,P35354
DB13751,P28845
DB13751,P42574
DB13751,P06858
DB13783,P23219
DB13783,P35354
DB13867,P47712
DB13873,Q9NPA2
DB13874,P48735
DB13952,P37059
DB13953,P37059
DB13954,P37059
DB13955,P37059
DB13956,P37059
DB13995,P02794
DB13996,P05023
DB14001,P05771
DB14001,P09917
DB14001,P17252
DB14001,P23743
DB14001,Q9Y6T7
DB14001,Q16760
DB14001,P52429
DB14001,Q86XP1
DB14001,P49619
DB14001,O75912
DB14001,Q5KSL6
DB14001,P52824
DB14001,Q13574
DB14002,P05771
DB14002,P09917
DB14002,P17252
DB14006,Q9Y5K3
DB14006,P22303
DB14006,P49585
DB14006,O14939
DB14006,P06276
DB14006,Q13393
DB14481,Q15493
DB14487,P16455
DB14487,P04075
DB14487,P06733
DB14487,O14556
DB14487,P15531
DB14487,P07237
DB14487,P30101
DB14487,Q06830
DB14487,P78330
DB14487,P60174
DB14487,Q13547
DB14487,P56524
DB14487,P29372
DB14487,P00441
DB14487,Q9BY41
DB14487,Q00987
DB14487,P45381
DB14487,P14780
DB14487,P00736
DB14487,P46736
DB14487,P00751
DB14487,P00450
DB14487,P15169
DB14487,P00748
DB14487,P00734
DB14487,P03952
DB14487,P27169
DB14487,P09874
DB14488,Q9GZT9
DB14488,Q9BY41
DB14488,Q16595
DB14488,P02794
DB14488,P39748
DB14488,Q96FI4
DB14488,Q969S2
DB14488,P06746
DB14488,P00450
DB14489,Q9GZT9
DB14489,Q9BY41
DB14489,Q16595
DB14489,P02794
DB14489,P39748
DB14489,Q96FI4
DB14489,Q969S2
DB14489,P06746
DB14489,P00450
DB14490,Q9GZT9
DB14490,Q9BY41
DB14490,Q16595
DB14490,P02794
DB14490,P39748
DB14490,Q96FI4
DB14490,Q969S2
DB14490,P06746
DB14490,P00450
DB14491,Q9GZT9
DB14491,Q9BY41
DB14491,Q16595
DB14491,P02794
DB14491,P39748
DB14491,Q96FI4
DB14491,Q969S2
DB14491,P06746
DB14491,P00450
DB14498,P05023
DB14499,P05023
DB14500,P05023
DB14507,O14732
DB14507,P29218
DB14507,P49841
DB14509,O14732
DB14509,P29218
DB14509,P49841
DB14517,P05023
DB14517,P06870
DB14533,P16455
DB14533,P04075
DB14533,P06733
DB14533,O14556
DB14533,P15531
DB14533,P07237
DB14533,P30101
DB14533,Q06830
DB14533,P78330
DB14533,P60174
DB14533,Q13547
DB14533,P56524
DB14533,P29372
DB14533,P00441
DB14533,Q9BY41
DB14533,Q00987
DB14533,P45381
DB14533,P14780
DB14533,P00736
DB14533,P46736
DB14533,P00450
DB14533,P15169
DB14533,P03952
DB14533,P27169
DB14533,P09874
DB14533,P03951
DB14533,P41238
DB14539,P80365
DB14539,P14060
DB14540,P80365
DB14540,P14060
DB14541,P80365
DB14541,P14060
DB14542,P80365
DB14542,P14060
DB14543,P80365
DB14543,P14060
DB14544,P80365
DB14544,P14060
DB14568,O75874
DB14649,P35228
DB14723,P04629
DB14723,Q16620
DB14723,Q16288
DB14840,P10721
DB14840,P09619
DB14840,Q02763
DB14840,P35968
DB14840,P15056
DB14840,P16234
DB14845,P23458
DB15035,Q06187
DB15035,P00533
DB15035,P04626
DB15035,Q15303
DB15035,Q08881
DB15035,P51813
DB15035,O60674
DB15035,P42680
DB15035,P51451
DB15035,P52333
DB15035,Q13882
DB15035,P09769
DB15035,P42685
DB15035,P06239
DB15035,P42681
DB15091,P23458
DB15102,P11362
DB15102,P21802
DB15102,P22607
DB15102,P22455
DB15233,P10721
DB15444,P13569
DB15685,P07949
DB15685,P17948
DB15685,P35916
DB15685,P11362
DB15685,P21802
DB15685,P22607
DB15822,P07949
DB15822,Q08345
DB15822,Q16288
DB15822,P36888
DB15822,P23458
DB15822,O60674
DB15822,P04629
DB15822,P35968
DB15822,P09619
DB15822,P11362
DB15822,P21802
DB15982,P03952
DB16019,P07288
