uniprot,disease_mesh
P35462,MESH:C536545
P35462,MESH:D001480
P35462,MESH:D019969
P35462,MESH:D005879
P21917,MESH:D013981
P21917,MESH:D019958
P21917,MESH:D001289
P21917,MESH:D002659
P21917,MESH:D012559
P21917,MESH:D001010
P21917,MESH:D019969
P21918,MESH:C535428
P21918,MESH:D001289
P21918,MESH:D011618
P21918,MESH:D001764
P21918,MESH:D003866
P21918,MESH:D014103
P21918,MESH:D001714
P54259,MESH:D020191
Q08554,MESH:D008545
Q02487,MESH:C566471
Q02487,MESH:D056486
Q14574,MESH:C567751
Q14574,MESH:D001943
O60469,MESH:D065886
O60469,MESH:D019966
O60469,MESH:D006529
P53805,MESH:D004314
P53805,MESH:D019465
P53805,MESH:D001172
P53805,MESH:D006528
P53805,MESH:D006330
P53805,MESH:D006816
Q02413,MESH:C536162
Q02413,MESH:D008659
Q02413,OMIM:615508
Q02413,MESH:D003872
Q02413,MESH:D006967
Q14126,MESH:C567877
Q14126,MESH:C565707
Q99576,MESH:D013733
Q99576,MESH:D007248
Q99576,MESH:D015431
Q99576,MESH:D006946
P15924,MESH:C535493
P15924,OMIM:615821
P15924,MESH:C564400
P15924,MESH:C564359
P15924,MESH:D016757
P15924,MESH:D011658
P15924,MESH:C565102
P15924,MESH:D054990
P15924,MESH:D029424
P15924,MESH:C535581
Q9NZW4,MESH:D009062
Q9NZW4,MESH:C538216
Q9NZW4,MESH:D002294
Q9NZW4,MESH:D003811
Q9NZW4,OMIM:125420
Q9NZW4,MESH:C565316
P50443,MESH:D004427
P50443,MESH:D001848
P50443,MESH:C535395
P50443,MESH:C536170
P50443,MESH:C536016
P50443,MESH:C535504
P50443,MESH:D007738
P50443,MESH:D019465
Q9Y4J8,OMIM:604169
Q99075,MESH:D017379
Q99075,MESH:D004195
Q99075,MESH:D058186
Q99075,MESH:D004715
Q99075,MESH:D007676
Q99075,MESH:D015427
Q99075,MESH:D001171
Q99075,MESH:D004830
Q86Y01,MESH:D009837
Q86Y01,MESH:D021441
O94769,MESH:D000022
P28562,MESH:D017202
P28562,MESH:D004715
P28562,MESH:D001171
P28562,MESH:D003877
Q05923,MESH:D001171
P51452,MESH:D002289
Q13115,MESH:D001171
Q16690,MESH:D006973
Q16828,MESH:D005909
Q16828,MESH:C562785
Q16828,OMIM:615269
Q16828,MESH:D015674
Q16828,MESH:D008325
Q16828,MESH:D002277
Q16828,MESH:D008106
Q16828,MESH:D017202
O14640,MESH:C562492
Q92997,MESH:C562492
Q13627,MESH:D010190
Q13627,MESH:D065886
Q13627,OMIM:614104
Q13627,MESH:D004827
O14656,MESH:D020821
O14656,MESH:D004421
O14656,MESH:C537243
O14656,MESH:C538005
Q01094,MESH:D006528
Q01094,MESH:D000075902
Q01094,MESH:D002289
Q01094,MESH:D009369
Q01094,MESH:D008545
Q01094,MESH:D056486
Q01094,MESH:D001943
Q14209,MESH:D002289
Q14209,MESH:D018450
O00716,MESH:D002289
Q16254,MESH:D018450
Q15329,MESH:D002289
Q15329,MESH:D018450
O75461,MESH:D002289
Q66K89,MESH:D002471
Q9UH73,MESH:D002471
Q9UH73,MESH:D008224
Q9UH73,MESH:D012128
P32249,MESH:D005922
P32249,MESH:D015459
P42892,MESH:D000075222
P42892,MESH:C563939
P42892,MESH:D001342
P42892,MESH:D006330
P42892,MESH:D006627
P42892,MESH:D006973
P42892,MESH:D019465
P42892,MESH:D003924
P19971,MESH:D009362
P19971,MESH:D013274
P19971,MESH:D010190
P19971,MESH:D000077277
P19971,MESH:D003110
P19971,MESH:D015179
P19971,MESH:D002277
P19971,MESH:D001749
P19971,MESH:C536350
P19971,OMIM:603041
P30084,OMIM:616277
P30084,MESH:D056486
P30084,MESH:D007888
P30084,MESH:D013274
P30084,MESH:D009765
Q16610,MESH:D003093
Q16610,MESH:D000022
Q16610,MESH:D008065
Q16610,MESH:D013274
Q16610,MESH:D006528
Q9H8V3,MESH:D006528
Q9H8V3,MESH:D008106
Q92838,MESH:C536456
Q92838,MESH:C567060
Q92838,MESH:D008545
Q92838,MESH:D053358
P21453,MESH:D057772
P21453,MESH:D008325
P21453,MESH:D015674
P21453,MESH:D008106
P21453,MESH:D002277
P21453,MESH:D058426
Q92633,MESH:D001943
Q92633,MESH:D015470
Q92633,MESH:D019465
Q92633,MESH:D006130
Q92633,MESH:D005313
Q92633,MESH:D015179
Q92633,MESH:D011471
Q92633,MESH:D000857
P05305,MESH:D002318
P05305,MESH:D055371
P05305,MESH:D018376
P05305,MESH:D006530
P05305,MESH:D001145
P05305,MESH:D011225
P05305,MESH:D002561
P05305,MESH:D019465
P05305,MESH:D002357
P05305,MESH:D058186
P05305,MESH:D015427
P05305,MESH:D051437
P05305,MESH:D011658
P05305,MESH:D003921
P05305,MESH:C538270
P05305,MESH:D005923
P05305,MESH:D006330
P05305,MESH:D001249
P05305,MESH:D020521
P05305,MESH:D001281
P05305,MESH:D010300
P05305,MESH:D006333
P05305,MESH:D009202
P05305,MESH:D002471
P05305,MESH:D047928
P05305,MESH:D020961
P05305,MESH:D012128
P05305,MESH:D013345
P05305,MESH:D003924
P05305,MESH:D006973
P05305,MESH:D017202
P05305,MESH:D006332
P05305,MESH:D014517
P05305,MESH:D010146
P05305,MESH:D007172
P05305,MESH:D003865
P05305,MESH:D053201
P05305,MESH:D015428
P05305,MESH:D006548
P05305,MESH:D006984
P05305,MESH:D020244
P05305,MESH:D005767
P05305,MESH:D009401
P05305,MESH:D006976
P05305,MESH:D016055
P05305,MESH:D017379
P05305,MESH:D006937
P05305,MESH:D006930
P05305,MESH:D007249
P05305,MESH:D007674
P14138,MESH:C536467
P14138,MESH:C567680
P14138,MESH:D006973
P14138,MESH:D007022
P14138,MESH:C536209
P14138,MESH:D006627
P25101,MESH:D006333
P25101,MESH:D006330
P25101,MESH:D006548
P25101,MESH:D009303
P25101,MESH:D020181
P25101,MESH:D018450
P25101,MESH:D006973
P25101,OMIM:616367
P25101,MESH:D019465
P25101,MESH:D003924
P25101,MESH:D020521
P25101,MESH:D007172
P25101,OMIM:157300
P25101,MESH:D010051
P24530,MESH:D013345
P24530,MESH:D003924
P24530,OMIM:277580
P24530,MESH:D009401
P24530,MESH:C535334
P24530,MESH:D006333
P24530,MESH:D009361
P24530,MESH:D006976
P24530,MESH:D006627
P24530,MESH:D006548
P78364,OMIM:615414
P78364,MESH:D009373
P68104,MESH:D013274
P68104,MESH:D015674
P68104,MESH:D002277
P68104,MESH:D008325
Q05639,OMIM:616409
Q05639,MESH:D065886
Q05639,OMIM:616393
Q05639,MESH:D013274
Q05639,MESH:D004827
P24534,MESH:D009362
P24534,MESH:D001943
P24534,MESH:D008607
P13639,MESH:D009362
P13639,MESH:D000230
P13639,MESH:D010003
P13639,MESH:D002292
P13639,MESH:D012008
P13639,MESH:D008175
P13639,MESH:D001943
P13639,MESH:D009361
P13639,MESH:C537203
P20827,MESH:D001943
P52803,MESH:D015427
P98172,MESH:D009765
P98172,MESH:D007249
P98172,MESH:C538065
P98172,MESH:D006972
P98172,MESH:C536456
P98172,MESH:D003398
P52799,MESH:D011230
P52799,MESH:D008175
P52799,MESH:D015427
P52799,MESH:D008113
P01133,MESH:D011658
P01133,MESH:D011230
P01133,MESH:D009361
P01133,MESH:D001171
P01133,MESH:D008679
P01133,MESH:D001943
P01133,MESH:D006528
P01133,MESH:D008106
P01133,MESH:C567127
P01133,MESH:D001321
P01133,MESH:D002972
P01133,MESH:D007674
P01133,MESH:D011471
P01133,MESH:D020022
P01133,MESH:D000230
P01133,MESH:D015427
P01133,MESH:D005909
P01133,MESH:D009362
P01133,MESH:D002471
P01133,MESH:D003872
P01133,MESH:D018450
Q9NYQ7,MESH:D006528
Q9HCU4,MESH:D004714
Q7Z7M0,MESH:C563187
P00533,MESH:D018268
P00533,MESH:D006528
P00533,MESH:D000230
P00533,MESH:D007889
P00533,MESH:D006258
P00533,MESH:D055752
P00533,MESH:D018450
P00533,MESH:D004938
P00533,MESH:D005706
P00533,MESH:D005909
P00533,MESH:D015674
P00533,MESH:D000077192
P00533,MESH:D054506
P00533,MESH:D003110
P00533,MESH:D013274
P00533,MESH:D012004
P00533,MESH:D011125
P00533,MESH:D017044
P00533,MESH:D001943
P00533,OMIM:616069
P00533,MESH:D011471
P00533,MESH:D003872
P00533,MESH:D002583
P00533,MESH:D010051
P00533,MESH:D015179
P00533,MESH:D019465
P00533,MESH:D009364
P00533,MESH:D002289
P00533,MESH:D010190
P00533,MESH:D001749
P00533,MESH:D008175
P00533,MESH:D002277
P00533,MESH:D010212
P00533,MESH:D008325
P00533,MESH:D009361
P00533,MESH:D009362
P00533,MESH:D002311
P00533,MESH:D003924
P00533,MESH:D007333
P00533,MESH:D009303
P00533,MESH:D004715
P00533,MESH:D012516
P00533,MESH:D008654
P00533,MESH:D000086002
P00533,MESH:D002294
P00533,MESH:D000077277
P18146,MESH:D002545
P18146,MESH:D002761
P18146,MESH:D015427
P18146,MESH:D001171
P18146,MESH:D002780
P18146,MESH:D006528
P18146,MESH:D007511
P18146,MESH:D019970
P18146,MESH:D001327
P18146,MESH:D008654
P18146,MESH:D008175
P18146,MESH:D002779
P18146,MESH:D011471
P18146,MESH:D006869
P18146,MESH:D000860
P18146,MESH:D007249
P11161,MESH:C535301
P11161,MESH:C537985
P11161,MESH:D015518
P11161,MESH:D017202
P11161,MESH:D006528
P11161,MESH:D012512
P11161,MESH:D015417
P11161,MESH:D001321
Q06889,MESH:D001259
Q08426,MESH:D011471
Q08426,MESH:D019966
Q08426,MESH:D005198
P47813,MESH:C536494
P47813,MESH:D009362
P05198,MESH:D000544
P05198,MESH:D013226
P05198,MESH:D012516
P05198,MESH:D009410
P05198,MESH:D003072
Q14232,MESH:C565836
Q14232,MESH:D000077192
Q14232,MESH:D004195
P41091,MESH:C537451
P29317,MESH:D009634
P29317,OMIM:116600
P29317,MESH:D009369
P29317,MESH:D044542
P29317,MESH:D018450
P60842,MESH:D015658
Q14240,MESH:D009362
P06730,MESH:D009361
P06730,MESH:D020522
P06730,MESH:D001321
Q13541,MESH:D015470
Q13541,MESH:D011230
Q13541,MESH:D007249
Q13541,MESH:D007680
Q13541,MESH:D020522
Q13541,MESH:D015658
Q13542,MESH:D056486
Q04637,MESH:D001321
Q04637,OMIM:614251
P55010,MESH:D012559
P63241,MESH:D015674
P63241,MESH:D007627
P63241,MESH:D002277
P63241,MESH:D008325
Q9UNI1,MESH:D008106
Q9UNI1,MESH:D056486
P08246,MESH:C536227
P08246,MESH:D009503
P08246,MESH:C565969
Q12926,MESH:D055752
Q15717,MESH:D004715
Q14576,MESH:D011085
Q15723,MESH:D001171
P78545,MESH:D001661
P41970,MESH:D001943
P41970,MESH:D054144
P15502,MESH:D018980
P15502,MESH:D011656
P15502,MESH:D029424
P15502,MESH:D017202
P15502,MESH:D006973
P15502,MESH:D003483
P15502,MESH:D000076385
P15502,MESH:C562627
P15502,MESH:D020391
P15502,MESH:D011658
P15502,MESH:D006548
P15502,MESH:D021921
O00423,MESH:C563950
P50402,MESH:D020389
Q7KZI7,MESH:D012468
Q7KZI7,MESH:D003528
P54849,MESH:D000022
P54849,MESH:D011471
P54849,MESH:D008106
P54851,OMIM:615861
P54852,MESH:D011471
Q14246,MESH:D008106
Q14247,MESH:D002294
Q14247,MESH:D007971
Q14247,MESH:D001171
Q04743,MESH:D008175
Q04743,MESH:C538514
Q04743,MESH:D052776
Q05925,MESH:D003528
Q05925,MESH:D009361
Q05925,MESH:D009422
Q05925,MESH:D012468
P19622,MESH:D013651
P19622,MESH:D000067877
P19622,MESH:D001321
P17813,MESH:D013683
P17813,MESH:D003550
P06733,MESH:D001943
P06733,MESH:D000230
P06733,MESH:D009361
P06733,MESH:D015674
P06733,MESH:D001172
P06733,MESH:D009062
P06733,MESH:D002289
P06733,MESH:D056486
P06733,MESH:D010024
P06733,MESH:D002294
P06733,MESH:D000544
P06733,MESH:D006528
P06733,MESH:D004195
P06733,MESH:D020345
P06733,MESH:D004938
P06733,MESH:D054058
P06733,MESH:D002277
P06733,MESH:D007248
P06733,MESH:D008325
P06733,MESH:D010003
P06733,MESH:D000077192
P06733,MESH:D013274
P09104,MESH:D020961
P09104,MESH:D015470
P09104,MESH:D008114
P09104,MESH:D010300
P09104,MESH:D002289
P09104,MESH:D001749
P09104,MESH:D002471
P09104,MESH:D009374
P13929,MESH:D008107
P13929,MESH:C567861
Q07075,MESH:D008106
O43768,MESH:D017202
Q99808,MESH:D006816
Q99808,MESH:D010190
Q99808,MESH:D004195
Q99808,MESH:D020270
Q09472,MESH:D003528
Q09472,MESH:D001749
Q09472,MESH:D002294
Q09472,MESH:D000077192
Q09472,MESH:D013262
Q09472,MESH:D015179
Q09472,MESH:D001943
Q09472,MESH:D055752
Q09472,MESH:D016889
Q09472,MESH:D019465
Q09472,MESH:D000077277
Q09472,MESH:D012415
Q09472,MESH:D008545
Q09472,MESH:D002295
Q09472,MESH:D016399
Q09472,MESH:D009765
Q99814,MESH:D002471
Q99814,MESH:D002292
Q99814,MESH:D002869
Q99814,MESH:C567086
P11171,MESH:C567520
P11171,MESH:D008545
Q9H4G0,OMIM:614257
O43491,MESH:D008106
P16452,MESH:C567202
P21709,MESH:D015179
P21709,MESH:D000544
P29320,MESH:D001281
Q15375,MESH:D064420
Q15375,MESH:D055752
Q15375,MESH:D006470
P29323,OMIM:603688
P29323,MESH:D004806
P54760,OMIM:617300
P54760,MESH:D001943
P07099,MESH:D029424
P07099,MESH:D015470
P07099,MESH:C564336
P07099,MESH:D012878
P07099,MESH:D009101
P07099,MESH:D054198
P07099,MESH:D017202
P07099,MESH:D011471
P07099,MESH:D011225
P07099,MESH:D015674
P07099,MESH:D011656
P07099,MESH:D008175
P07099,MESH:D002277
P07099,MESH:D008325
P07099,MESH:D048629
P07099,MESH:D019969
P07099,MESH:D000014
P07099,MESH:D008223
P07099,MESH:D000086002
P07099,MESH:D008228
P07099,MESH:D006528
P07099,MESH:D055371
P07099,MESH:D056486
P34913,OMIM:143890
P34913,MESH:D015428
P34913,MESH:D012559
P34913,MESH:D017202
P34913,MESH:D018487
P34913,MESH:D000067877
P34913,MESH:D006333
P32856,MESH:D007248
Q9UBY8,MESH:D004195
Q9UBY8,MESH:C537952
Q9UBY8,MESH:D009472
P01588,MESH:D013927
P01588,MESH:D002114
P01588,MESH:D065630
P01588,MESH:D009203
P01588,MESH:D008545
P01588,OMIM:612623
P01588,MESH:D013964
P01588,MESH:D012770
P01588,MESH:D009361
P01588,MESH:D048629
P01588,MESH:D006973
P01588,MESH:D000740
P01588,MESH:D011655
P01588,MESH:D006345
P01588,MESH:D020246
P01588,MESH:D009362
P01588,MESH:D010257
P19235,MESH:C536842
P19235,MESH:D001943
P19235,MESH:D008545
P19235,MESH:D009362
P19235,MESH:D013964
P19235,MESH:D011086
P19235,MESH:D009361
Q12929,MESH:D009361
Q12929,OMIM:615974
P10588,MESH:D001943
P10588,MESH:D004715
P04626,MESH:D002292
P04626,MESH:D000075902
P04626,MESH:D018281
P04626,MESH:D005706
P04626,MESH:D002280
P04626,MESH:D009374
P04626,MESH:D009362
P04626,MESH:D004195
P04626,MESH:D063646
P04626,MESH:D005770
P04626,MESH:D010212
P04626,MESH:D003110
P04626,MESH:D001943
P04626,MESH:D000077216
P04626,MESH:D004938
P04626,MESH:D010051
P04626,MESH:D009360
P04626,MESH:D008175
P04626,MESH:D009364
P04626,MESH:D011471
P04626,MESH:D008325
P04626,MESH:D005910
P04626,MESH:D012008
P04626,MESH:D008207
P04626,MESH:D015674
P04626,MESH:D008527
P04626,MESH:D018450
P04626,MESH:D000230
P04626,MESH:D013274
P04626,MESH:D000077274
P04626,MESH:D018270
P21860,MESH:D018450
P21860,MESH:D001943
P21860,MESH:D011471
P21860,MESH:D009362
P21860,MESH:C564369
P21860,MESH:D000077274
P21860,MESH:D008175
P21860,MESH:D005706
P21860,MESH:C537394
P21860,MESH:D012008
Q15303,MESH:D001281
Q15303,MESH:D008545
Q15303,MESH:D005706
Q15303,MESH:D012878
Q15303,MESH:D000690
Q15303,OMIM:615515
P07992,MESH:D010523
P07992,MESH:D009362
P07992,MESH:D000077274
P07992,MESH:D020261
P07992,MESH:D002869
P07992,MESH:D020022
P07992,MESH:D008545
P07992,MESH:D009373
P07992,MESH:D009369
P07992,MESH:D002289
P07992,MESH:D008175
P07992,MESH:C565184
P07992,MESH:D013736
P07992,MESH:D013274
P07992,MESH:D002583
P07992,MESH:D000077192
P18074,MESH:D001749
P18074,MESH:D012878
P18074,MESH:C562591
P18074,MESH:D002294
P18074,MESH:D009784
P18074,MESH:D011471
P18074,OMIM:601675
P18074,MESH:D015179
P18074,MESH:D013471
P18074,MESH:D012871
P18074,MESH:D013274
P18074,MESH:D017488
P18074,MESH:D012868
P18074,MESH:C565185
O14944,MESH:D046351
O95677,MESH:C563354
O95677,MESH:C565337
O95677,MESH:D015179
P19447,OMIM:616390
P19447,MESH:D020261
P19447,MESH:C562590
P19447,MESH:D010523
Q92889,MESH:D013736
Q92889,OMIM:615272
Q92889,MESH:D009362
Q92889,MESH:D020022
Q92889,MESH:D001749
Q92889,MESH:D020261
Q92889,MESH:D010523
Q92889,MESH:C562592
Q92889,MESH:D012008
Q92889,MESH:D048629
Q92889,MESH:D009373
Q92889,MESH:C567043
P28715,MESH:C565035
P28715,MESH:C562593
P0DP91,MESH:D001176
P0DP91,MESH:D011596
P0DP91,MESH:C562434
P0DP91,MESH:D002386
P0DP91,MESH:D006130
P0DP91,MESH:D034381
P0DP91,MESH:D008175
P0DP91,OMIM:613761
P0DP91,MESH:D008268
P0DP91,MESH:C535992
P0DP91,MESH:D019465
P0DP91,MESH:D008831
P0DP91,MESH:D003057
P0DP91,OMIM:616946
P0DP91,MESH:D008850
P0DP91,MESH:D019588
P0DP91,MESH:C563466
Q03468,MESH:D001176
Q03468,MESH:D011596
Q03468,MESH:C562434
Q03468,MESH:D002386
Q03468,MESH:D006130
Q03468,MESH:D034381
Q03468,MESH:D008175
Q03468,OMIM:613761
Q03468,MESH:D008268
Q03468,MESH:C535992
Q03468,MESH:D019465
Q03468,MESH:D008831
Q03468,MESH:D003057
Q03468,OMIM:616946
Q03468,MESH:D008850
Q03468,MESH:D019588
Q03468,MESH:C563466
P50548,MESH:D019465
P50548,OMIM:617180
P50548,MESH:D011471
P50548,MESH:D003398
P50548,MESH:D007805
P50548,MESH:D001139
P11308,MESH:D054198
P11308,MESH:D015470
P11308,MESH:D009385
P11308,MESH:D007938
P11308,MESH:D011471
O75460,MESH:D009103
O75460,MESH:D004827
O75460,MESH:D004681
O75460,MESH:D008106
O75460,MESH:D056486
P22087,MESH:D001327
P22087,MESH:D000077192
P22087,MESH:D004195
P22087,MESH:D001943
P10768,MESH:D010003
P10768,MESH:D000860
P03372,MESH:D003324
P03372,MESH:D018450
P03372,MESH:D001847
P03372,MESH:D002277
P03372,MESH:D004195
P03372,MESH:D002471
P03372,MESH:D009361
P03372,MESH:D006528
P03372,MESH:D007247
P03372,MESH:D005921
P03372,MESH:D001943
P03372,MESH:D007889
P03372,MESH:D001851
P03372,MESH:D052776
P03372,MESH:D011471
P03372,MESH:D009203
P03372,MESH:D008113
P03372,MESH:D008175
P03372,MESH:D015674
P03372,MESH:D007248
P03372,MESH:D001254
P03372,MESH:D054990
P03372,MESH:D009364
P03372,MESH:D009765
P03372,MESH:D005262
P03372,MESH:D009447
P03372,MESH:D008325
P03372,OMIM:157300
P03372,MESH:D007938
P03372,MESH:D059352
P03372,MESH:D050197
P03372,MESH:D016889
P03372,MESH:D000230
P03372,MESH:D009362
P03372,MESH:D011605
P03372,MESH:D009845
P03372,MESH:D019048
P03372,MESH:D028361
P03372,MESH:D008654
P03372,MESH:D001749
P03372,MESH:D008881
P03372,MESH:D000544
Q92731,MESH:D019970
Q92731,MESH:D016889
Q92731,MESH:D002295
Q92731,MESH:D015179
Q92731,MESH:D000230
Q92731,MESH:D001254
Q92731,MESH:D001145
Q92731,MESH:D002277
Q92731,MESH:D020347
Q92731,MESH:D001281
Q92731,MESH:D008325
Q92731,MESH:D003324
Q92731,MESH:D003327
Q92731,MESH:D001749
Q92731,MESH:D004715
Q92731,MESH:D011471
Q92731,MESH:D001943
Q92731,MESH:D015674
Q92731,MESH:D019048
Q92731,MESH:D007247
P11474,MESH:D003921
P11474,MESH:D012516
P11474,MESH:D000690
P11474,MESH:D001943
O95718,MESH:C563908
P13804,MESH:D000076385
P13804,MESH:D010003
P13804,MESH:D006528
P13804,MESH:D054069
P38117,MESH:D054069
Q16134,MESH:D008659
Q16134,MESH:D009765
Q16134,MESH:D054069
P14921,MESH:D002446
P14921,MESH:D015427
P14921,MESH:D008180
P14921,MESH:D003924
P15036,MESH:D019465
P15036,MESH:D001943
P15036,MESH:D017449
P15036,MESH:D009410
P50549,MESH:D011471
P50549,MESH:D015179
P50549,MESH:D009385
P41162,MESH:D011471
P43268,MESH:D011471
P43268,MESH:D009362
P43268,MESH:D009385
P43268,MESH:D001943
P41161,MESH:D009385
P41161,MESH:D011471
P41212,MESH:C564004
P41212,MESH:D015452
P41212,MESH:D001171
P41212,MESH:D015470
P41212,MESH:D013921
P41212,MESH:D019966
P41212,MESH:D054198
P41212,MESH:D019337
P41212,OMIM:616216
P57679,MESH:D004613
P57679,MESH:C536695
Q03112,MESH:D010051
Q03112,MESH:D009303
Q03112,MESH:D007951
Q03112,MESH:D001943
Q03112,MESH:D009196
Q03112,MESH:D015470
Q03112,MESH:D010198
Q03112,MESH:C537243
Q03112,MESH:D003110
Q03112,MESH:D013163
Q03112,MESH:D020022
Q03112,MESH:D007945
Q01844,MESH:D011471
Q01844,MESH:D012512
Q01844,MESH:D018242
Q01844,MESH:D009385
Q16394,MESH:D005097
Q16394,OMIM:133700
Q16394,MESH:D002813
Q16394,MESH:D001321
Q93063,MESH:D005097
Q93063,OMIM:133701
Q92935,MESH:D008106
O43909,OMIM:617425
Q99502,MESH:C563481
Q99502,MESH:D006330
Q99502,MESH:C535349
Q99502,MESH:D006314
Q99502,MESH:D000013
Q99502,MESH:D019280
Q99502,MESH:C537104
Q99502,MESH:D019465
Q15910,MESH:D006528
Q15910,MESH:C566025
Q15910,MESH:C536687
Q15910,MESH:D019457
Q15910,MESH:D001943
Q15910,MESH:D012516
Q15910,MESH:D002471
Q15910,MESH:D054429
Q15910,MESH:D015430
Q15910,MESH:D011471
Q15910,MESH:D038062
Q15910,MESH:D055728
Q15910,MESH:D054437
Q15910,MESH:D009190
Q15910,MESH:D016403
Q15910,MESH:D003398
Q15910,MESH:D016889
Q15910,MESH:D008224
P00734,MESH:D004211
P00734,MESH:D012559
P00734,MESH:D009401
P00734,MESH:D013923
P00734,MESH:D065626
P00734,MESH:D008103
P00734,MESH:D012851
P00734,MESH:D009765
P00734,OMIM:613679
P00734,MESH:D001778
P00734,MESH:D010283
P00734,MESH:D006470
P00734,MESH:D009203
P00734,MESH:D017445
P00734,MESH:D020244
P00734,MESH:D054556
P00734,MESH:D065666
P00734,MESH:D013927
P00734,MESH:D002545
P00734,OMIM:614390
P00734,MESH:D005234
P00734,MESH:D006528
P00734,MESH:D000083242
P00734,MESH:D009410
P00734,MESH:D006984
P00734,MESH:D007020
P00734,MESH:D020521
P00734,MESH:D001172
P00734,MESH:D019851
P00734,MESH:D017093
P00734,MESH:D000544
P00734,MESH:D020246
P25116,MESH:D005234
P25116,MESH:D009374
P25116,MESH:D007249
P25116,MESH:D008103
P25116,MESH:D008106
P25116,MESH:D013274
P25116,MESH:D006505
P55085,MESH:D005759
P55085,MESH:D007249
P55085,MESH:D017202
P55085,MESH:D008545
P55085,MESH:D011537
P13726,MESH:D017202
P13726,MESH:D015473
P13726,MESH:D008103
P13726,MESH:D020246
P13726,MESH:D001943
P13726,MESH:D056486
P13726,MESH:D004211
P13726,MESH:D013927
P13726,MESH:D009404
P13726,MESH:D011697
P12259,MESH:D054556
P12259,MESH:D005166
P12259,MESH:C566056
P12259,MESH:C540694
P12259,MESH:D065666
P12259,MESH:D020225
P12259,MESH:D020246
P12259,MESH:D002545
P12259,MESH:D013923
P12259,MESH:D003110
P12259,MESH:D000083242
P12259,MESH:D012170
P12259,MESH:D006502
P12259,OMIM:614389
P12259,MESH:D008103
P12259,MESH:D009203
P12259,MESH:D011125
P12259,MESH:D020521
P12259,MESH:D013927
P12259,MESH:D001778
P08709,MESH:D005168
P08709,MESH:D020246
P08709,MESH:D006474
P08709,MESH:D009203
P08709,MESH:D004211
P08709,MESH:D013923
P00451,MESH:D006467
P00451,MESH:D001327
P00451,MESH:D020246
P00451,MESH:D019851
P00740,MESH:D002836
P00740,MESH:D006467
P00740,MESH:D000086002
P00740,MESH:D013927
P00740,MESH:C567581
P00742,MESH:D005171
P00742,MESH:D013927
P00742,MESH:D001778
P03951,MESH:D005173
P03951,MESH:D006973
P00748,MESH:D008114
P00748,MESH:D006973
P00748,MESH:D054179
P00748,MESH:D013923
P00748,MESH:D005175
P00748,MESH:D056828
P00488,MESH:D017449
P00488,MESH:D020246
P00488,MESH:C567691
P00488,MESH:D019851
P00488,MESH:D005177
P00488,MESH:D009203
P05160,MESH:D020246
P05160,MESH:C567688
P05160,MESH:D005177
O00519,MESH:D006816
O00519,MESH:D009765
O00519,MESH:D013375
O00519,MESH:D019966
O00519,MESH:D011248
P15090,MESH:D003877
P15090,MESH:D007674
P15090,MESH:D002277
P15090,MESH:D008325
P15090,MESH:D015674
P07148,MESH:D007676
P07148,MESH:D008064
P12104,MESH:D008106
P05413,MESH:D009336
P05413,MESH:D009135
Q01469,MESH:D006528
Q01469,MESH:D017202
O15540,MESH:D008106
O15540,MESH:D001943
O15360,MESH:D001749
O15360,MESH:D005199
O15360,MESH:D006946
O15360,MESH:D003528
O15360,MESH:D012468
Q00597,OMIM:227645
Q00597,MESH:D006946
Q00597,MESH:D005199
Q9BXW9,MESH:D005199
Q9BXW9,OMIM:227646
Q9BXW9,MESH:D006528
Q9HB96,OMIM:600901
P33121,MESH:D002277
P33121,MESH:D056486
P33121,MESH:D009765
P33121,MESH:D001169
P33121,MESH:D008106
P33121,MESH:D008325
P33121,MESH:D003921
P33121,MESH:D015674
O60488,MESH:C564522
O60488,MESH:D001169
O60488,MESH:D004195
O60488,MESH:D003866
O60488,MESH:D006528
O60488,MESH:D004890
O60488,MESH:D000077192
O60488,MESH:D011471
P16930,MESH:D020176
Q14289,MESH:D012878
Q14289,MESH:D000544
Q14289,MESH:D008545
Q14289,MESH:D013226
Q12830,MESH:D001749
Q8NB91,MESH:C564751
Q8NB91,MESH:C564497
Q9NPI8,OMIM:603467
O15287,MESH:D005199
O15287,OMIM:614082
O15287,MESH:D009059
P23142,MESH:D004715
P23142,MESH:D011471
P23142,MESH:C564278
P49327,MESH:D009765
P49327,MESH:D010051
P49327,MESH:D002312
P49327,MESH:D008545
P49327,MESH:D000077277
P49327,MESH:D009369
P49327,MESH:D006528
P49327,MESH:D056486
P49327,MESH:D001943
P49327,MESH:D006333
P49327,MESH:D007676
P49327,MESH:D008607
P49327,MESH:D002311
P49327,MESH:D000077192
P49327,MESH:D004195
P49327,MESH:D054058
Q14517,MESH:D015179
Q14517,MESH:D000077277
Q14517,MESH:D005909
Q14517,MESH:D006258
Q14517,MESH:D012468
Q14517,MESH:D003528
Q14517,MESH:D008106
Q9NYQ8,MESH:D000077277
P98095,MESH:D015430
P98095,MESH:D015179
P35555,MESH:D006943
P35555,MESH:D056846
P35555,OMIM:616914
P35555,MESH:D008382
P35555,MESH:C535662
P35555,MESH:D004479
P35555,MESH:C566112
P35555,MESH:D008103
P35555,MESH:D017545
P35555,MESH:D008106
P35555,MESH:D001019
P35555,OMIM:129600
P35555,MESH:D006946
P35555,MESH:D054119
P35555,MESH:D004715
