drugbank,disease_mesh
DB08908,MESH:D008103
DB08908,MESH:D006505
DB01591,MESH:D014549
DB01591,MESH:D003248
DB01591,MESH:D003967
DB01591,MESH:D053201
DB01591,MESH:D053158
DB04854,MESH:D004489
DB04854,MESH:D006073
DB04854,MESH:D007249
DB04854,MESH:D015431
DB04854,MESH:D066126
DB04854,MESH:D011658
DB04854,MESH:D004719
DB04854,MESH:D055371
DB04854,MESH:D004681
DB06700,MESH:D001523
DB00285,MESH:D013375
DB00285,MESH:D007035
DB00285,MESH:D001714
DB00285,MESH:D006930
DB00285,MESH:D000068079
DB00285,MESH:D001289
DB00285,MESH:D012559
DB00285,MESH:D006948
DB00285,MESH:D008881
DB00285,MESH:D001281
DB00285,MESH:D020258
DB00285,MESH:D018781
DB00285,MESH:D014202
DB00285,MESH:D001008
DB00285,MESH:D019263
DB00285,MESH:D003865
DB00285,MESH:D001523
DB00285,MESH:D000437
DB00285,MESH:D019584
DB00285,MESH:D019970
DB00285,MESH:D010292
DB00285,MESH:D001480
DB00285,MESH:D003866
DB00285,MESH:D016584
DB00285,MESH:D014029
DB00285,MESH:D009437
DB00285,MESH:D009771
DB00285,MESH:D016055
DB00285,MESH:D013313
DB00285,MESH:D010698
DB00285,MESH:D019956
DB00285,MESH:D015431
DB08934,MESH:D019698
DB08934,MESH:D000086382
DB08934,MESH:D006526
DB08882,MESH:D010048
DB08882,MESH:D000068079
DB08882,MESH:D008569
DB08882,MESH:D003924
DB08882,MESH:D019954
DB08882,MESH:D015431
DB08882,MESH:D003711
DB08882,MESH:D001930
DB08882,MESH:D000858
DB08882,MESH:D015430
DB01255,MESH:D009771
DB01255,MESH:D001289
DB01255,MESH:D056912
DB01255,MESH:D012559
DB01255,MESH:D003865
DB01255,MESH:D001714
DB01255,MESH:D007174
DB06228,MESH:D016769
DB06228,MESH:D054556
DB06228,MESH:D056486
DB06228,MESH:D008103
DB00287,MESH:D009798
DB00287,MESH:D015814
DB00287,MESH:D014605
DB00287,MESH:D005901
DB00873,MESH:D004802
DB14596,MESH:D004802
DB00905,MESH:D009798
DB00905,MESH:D015814
DB00905,MESH:D014605
DB00905,MESH:D005901
DB00402,MESH:D007319
DB00402,MESH:D003865
DB00230,MESH:D005356
DB00230,MESH:D020754
DB00230,MESH:D009437
DB00230,MESH:D006930
DB00230,MESH:D020370
DB00230,MESH:D000437
DB00230,MESH:D020426
DB00230,MESH:D008881
DB00230,MESH:D003865
DB00230,MESH:D059350
DB00230,MESH:D004829
DB00230,MESH:D059348
DB00230,MESH:D020258
DB00230,MESH:D011537
DB00230,MESH:D020277
DB00230,MESH:D003928
DB00230,MESH:D012148
DB00230,MESH:D014202
DB00230,MESH:D013375
DB00230,MESH:D004827
DB00230,MESH:D012640
DB00230,MESH:D003929
DB00230,MESH:D001008
DB06695,MESH:D054556
DB06695,MESH:D020246
DB06695,MESH:D007249
DB06695,MESH:D020521
DB06695,MESH:D009410
DB06695,MESH:D065626
DB06695,MESH:D015430
DB00768,MESH:D012912
DB00768,MESH:D006255
DB00768,MESH:D000707
DB00768,MESH:D003233
DB06290,MESH:D019698
DB06290,MESH:D006526
DB01193,MESH:D014693
DB01193,MESH:D001008
DB01193,MESH:D000787
DB01193,MESH:D006973
DB01193,MESH:D013610
DB01193,MESH:D018879
DB01193,MESH:D001145
DB01193,MESH:D000075222
DB01193,MESH:D017202
DB01418,MESH:D004617
DB01418,MESH:D001281
DB01418,MESH:D001018
DB01418,MESH:D001145
DB01418,MESH:D020246
DB01418,MESH:D012214
DB01418,MESH:D013921
DB01418,MESH:D054556
DB01418,MESH:D013923
DB01418,MESH:D020520
DB06206,MESH:D010243
DB00728,MESH:D009135
DB00728,MESH:D010149
DB00728,MESH:D009207
DB00728,MESH:D063806
DB00728,MESH:D009127
DB00728,MESH:D005207
DB01248,MESH:D005770
DB01248,MESH:D000077277
DB01248,MESH:D010014
DB01248,MESH:D018269
DB01248,MESH:D009503
DB01248,MESH:D003110
DB01248,MESH:D002289
DB01248,MESH:D006528
DB01248,MESH:D015470
DB01248,MESH:D000230
DB01248,MESH:D000855
DB01248,MESH:D002288
DB01248,MESH:D003967
DB01248,MESH:D002471
DB01248,MESH:D005910
DB01248,MESH:D002295
DB01248,MESH:D009362
DB01248,MESH:D010190
DB01248,MESH:D001943
DB01248,MESH:D009374
DB01248,MESH:D012878
DB01248,MESH:D000077192
DB01248,MESH:D002294
DB01248,MESH:D008175
DB01248,MESH:D009376
DB01248,MESH:D009369
DB01248,MESH:D008545
DB01248,MESH:D001749
DB01248,MESH:D007890
DB01248,MESH:D013274
DB01248,MESH:D004938
DB01248,MESH:D009101
DB01248,MESH:D054198
DB01248,MESH:D012509
DB01248,MESH:D064129
DB01248,MESH:D009303
DB01248,MESH:D010051
DB01248,MESH:D000077195
DB01248,MESH:D011471
DB01248,MESH:D014594
DB01248,MESH:D012983
DB00758,MESH:D013927
DB00758,MESH:D003324
DB00758,MESH:D001157
DB00758,MESH:D009203
DB00758,MESH:D003925
DB00758,MESH:D002546
DB00758,MESH:D013923
DB00758,MESH:D001281
DB00758,MESH:D003328
DB00758,MESH:D003327
DB00758,MESH:D013920
DB00758,MESH:D002545
DB00758,MESH:D023903
DB00758,MESH:D014652
DB00758,MESH:D002318
DB00758,MESH:D013575
DB00758,MESH:D020521
DB00758,MESH:D055370
DB00758,MESH:D014715
DB00758,MESH:D054058
DB00758,MESH:D013921
DB00758,MESH:D006470
DB00758,MESH:D009336
DB00758,MESH:D019446
DB00758,MESH:D000083242
DB00758,MESH:D012170
DB00758,MESH:D020767
DB00758,MESH:D011655
DB00758,MESH:D011654
DB00758,MESH:D017202
DB00758,MESH:D009362
DB00762,MESH:D009374
DB00762,MESH:D012208
DB00762,MESH:D009369
DB00762,MESH:D009447
DB00762,MESH:D016411
DB00762,MESH:D005910
DB00762,MESH:D017599
DB00762,MESH:D010190
DB00762,MESH:D015470
DB00762,MESH:D005770
DB00762,MESH:D010051
DB00762,MESH:D012516
DB00762,MESH:D009362
DB00762,MESH:D013274
DB00762,MESH:D015179
DB00762,MESH:D055752
DB00762,MESH:D002289
DB00762,MESH:D003110
DB00762,MESH:D005909
DB00762,MESH:D006528
DB00762,MESH:D000230
DB00762,MESH:D009837
DB01236,MESH:D012640
DB01236,MESH:D015427
DB01236,MESH:D011654
DB01236,MESH:D009203
DB01236,MESH:D000860
DB01236,MESH:D006930
DB01236,MESH:D002545
DB01236,MESH:D001145
DB01236,MESH:D055371
DB00334,MESH:D001883
DB00334,MESH:D001321
DB00334,MESH:D013375
DB00334,MESH:D003704
DB00334,MESH:D003693
DB00334,MESH:D011618
DB00334,MESH:D009461
DB00334,MESH:D001008
DB00334,MESH:D002658
DB00334,MESH:D003072
DB00334,MESH:D001523
DB00334,MESH:D000437
DB00334,MESH:D019969
DB00334,MESH:D020734
DB00334,MESH:D012559
DB00334,MESH:D019970
DB00334,MESH:D013313
DB00334,MESH:D014202
DB00334,MESH:D002653
DB00334,MESH:D007319
DB00334,MESH:D013226
DB00334,MESH:D011595
DB00334,MESH:D009325
DB00334,MESH:D019956
DB00334,MESH:D003866
DB00334,MESH:D011605
DB00334,MESH:D046349
DB00334,MESH:D012563
DB00334,MESH:D003865
DB00334,MESH:D009207
DB00334,MESH:D009084
DB00334,MESH:D009069
DB00334,MESH:D019967
DB00334,MESH:D009459
DB00334,MESH:D009771
DB00334,MESH:D000856
DB00334,MESH:D014839
DB00334,MESH:D001714
DB00334,MESH:D016584
DB00334,MESH:D010259
DB00334,MESH:D006212
DB00334,MESH:D002389
DB00334,MESH:D009422
DB00334,MESH:D004421
DB00334,MESH:D064420
DB00334,MESH:D019964
DB00334,MESH:D006816
DB00334,MESH:D005334
DB00334,MESH:D057180
DB00334,MESH:D004409
DB00334,MESH:D000341
DB00334,MESH:D006948
DB00334,MESH:D008569
DB00412,MESH:D000419
DB00412,MESH:D000402
DB00412,MESH:D050171
DB00412,MESH:D001168
DB00412,MESH:D010954
DB00412,MESH:D006937
DB00412,MESH:D006943
DB00412,MESH:D001929
DB00412,MESH:D001161
DB00412,MESH:D055371
DB00412,MESH:D050197
DB00412,MESH:D004646
DB00412,MESH:D009374
DB00412,MESH:D000306
DB00412,MESH:D018149
DB00412,MESH:D013119
DB00412,MESH:D012595
DB00412,MESH:D006976
DB00412,MESH:D013964
DB00412,MESH:D014652
DB00412,MESH:D001169
DB00412,MESH:D020244
DB00412,MESH:D009336
DB00412,MESH:D010518
DB00412,MESH:D006529
DB00412,MESH:D006946
DB00412,MESH:D003928
DB00412,MESH:D002546
DB00412,MESH:D008106
DB00412,MESH:D012131
DB00412,MESH:D007690
DB00412,MESH:D056769
DB00412,MESH:D010998
DB00412,MESH:D006949
DB00412,MESH:D019954
DB00412,MESH:D006965
DB00412,MESH:D000544
DB00412,MESH:D006930
DB00412,MESH:D058065
DB00412,MESH:D003925
DB00412,MESH:D004487
DB00412,MESH:D018879
DB00412,MESH:D002100
DB00412,MESH:D011085
DB00412,MESH:D017379
DB00412,MESH:D008175
DB00412,MESH:D002545
DB00412,MESH:D007511
DB00412,MESH:D058426
DB00412,MESH:D015428
DB00412,MESH:D010195
DB00412,MESH:D003929
DB00412,MESH:D008114
DB00412,MESH:D007859
DB00412,MESH:D018270
DB00412,MESH:D065631
DB00412,MESH:D011658
DB00412,MESH:D011654
DB00412,MESH:D011014
DB00412,MESH:D007008
DB00412,MESH:D020258
DB00412,MESH:D065626
DB00412,MESH:D003921
DB00412,MESH:D007249
DB00412,MESH:D004195
DB00412,MESH:D004714
DB00412,MESH:D019446
DB00412,MESH:D005234
DB00412,MESH:D007333
DB00412,MESH:D015427
DB00412,MESH:D009437
DB00412,MESH:D028361
DB00412,MESH:D055370
DB00412,MESH:D003920
DB00412,MESH:D017180
DB00412,MESH:D001930
DB00412,MESH:D003924
DB00412,MESH:D005355
DB00412,MESH:D003093
DB00412,MESH:D052496
DB00412,MESH:D007674
DB00412,MESH:D008325
DB00412,MESH:D009410
DB00412,MESH:D005235
DB00412,MESH:D003876
DB00412,MESH:D000686
DB00412,MESH:D009203
DB00412,MESH:D008103
DB00412,MESH:D024821
DB00412,MESH:D002471
DB00412,MESH:D008275
DB00412,MESH:D002340
DB00412,MESH:D001943
DB00412,MESH:D002318
DB00412,MESH:D006973
DB00412,MESH:D008569
DB00412,MESH:D056486
DB00412,MESH:D003092
DB00412,MESH:D002312
DB00317,MESH:D002295
DB00317,MESH:D017380
DB00317,MESH:D007680
DB00317,MESH:D003110
DB00317,MESH:D015179
DB00317,MESH:D006258
DB00317,MESH:D008175
DB00317,MESH:D008325
DB00317,MESH:D011471
DB00317,MESH:D012878
DB00317,MESH:D000077192
DB00317,MESH:D001943
DB00317,MESH:D013964
DB00317,MESH:D009362
DB00317,MESH:D009361
DB00317,MESH:D000077195
DB00317,MESH:D005909
DB00317,MESH:D006976
DB00317,MESH:D008654
DB00317,MESH:D002289
DB00317,MESH:D006528
DB00317,MESH:D010051
DB00317,MESH:D055756
DB00317,MESH:D000230
DB00317,MESH:D001749
DB00317,MESH:D009369
DB00317,MESH:D011658
DB00398,MESH:D015179
DB00398,MESH:D006973
DB00398,MESH:D008545
DB00398,MESH:D002292
DB00398,MESH:D008080
DB00398,MESH:D016889
DB00398,MESH:D056486
DB00398,MESH:D009389
DB00398,MESH:D007680
DB00398,MESH:D001943
DB00398,MESH:D009361
DB00398,MESH:D046152
DB00398,MESH:D009362
DB00398,MESH:D008113
DB00398,MESH:D009374
DB00398,MESH:D013274
DB00398,MESH:D006528
DB00398,MESH:D007938
DB00398,MESH:C572845
DB00398,MESH:D015464
DB00398,MESH:D010051
DB00398,MESH:D008114
DB00398,MESH:D009369
DB00398,MESH:D015470
DB00398,MESH:D008654
DB00398,MESH:D008527
DB00853,MESH:D005909
DB00853,MESH:D005910
DB00853,MESH:D018316
DB00853,MESH:D008527
DB00853,MESH:D008545
DB00853,MESH:D001424
DB00853,MESH:D004938
DB00853,MESH:D007938
DB00853,MESH:D001254
DB00853,MESH:D000236
DB00853,MESH:D001932
DB00853,MESH:D006528
DB00853,MESH:D010190
DB00853,MESH:D009374
DB00853,MESH:D009837
DB00853,MESH:D014625
DB00853,MESH:D009447
DB00853,MESH:D010911
DB00853,MESH:D013724
DB01132,MESH:D009410
DB01132,MESH:D007333
DB01132,MESH:D007674
DB01132,MESH:D008114
DB01132,MESH:D003072
DB01132,MESH:D015430
DB01132,MESH:D009336
DB01132,MESH:D001523
DB01132,MESH:D024821
DB01132,MESH:D011507
DB01132,MESH:D003928
DB01132,MESH:D003550
DB01132,MESH:D000419
DB01132,MESH:D001321
DB01132,MESH:D019956
DB01132,MESH:D003921
DB01132,MESH:D015431
DB01132,MESH:D001929
DB01132,MESH:D009203
DB01132,MESH:D006946
DB01132,MESH:D050171
DB01132,MESH:D003930
DB01132,MESH:D006528
DB01132,MESH:D007249
DB01132,MESH:D001008
DB01132,MESH:D033461
DB01132,MESH:D003110
DB01132,MESH:D003924
DB01132,MESH:D006973
DB01132,MESH:D010300
DB01132,MESH:D005923
DB01132,MESH:D006943
DB01132,MESH:D001930
DB01132,MESH:D003920
DB01132,MESH:D015428
DB01132,MESH:D003925
DB01132,MESH:D006949
DB01132,MESH:D020244
DB01132,MESH:D018149
DB01132,MESH:D009765
DB01132,MESH:D051437
DB01132,MESH:D008569
DB01132,MESH:D018487
DB01132,MESH:D011595
DB01132,MESH:D011658
DB01132,MESH:D019954
DB01132,MESH:D065626
DB01132,MESH:D008106
DB01132,MESH:D020258
DB00996,MESH:D009437
DB00996,MESH:D003929
DB00996,MESH:D004831
DB00996,MESH:D020754
DB00996,MESH:D001714
DB00996,MESH:D009759
DB00996,MESH:D019970
DB00996,MESH:D043183
DB00996,MESH:D008881
DB00996,MESH:D004421
DB00996,MESH:D002524
DB00996,MESH:D011164
DB00996,MESH:D019584
DB00996,MESH:D009410
DB00996,MESH:D012640
DB00996,MESH:D051474
DB00996,MESH:D004827
DB00996,MESH:D014202
DB00996,MESH:D000860
DB00996,MESH:D012019
DB00996,MESH:D001259
DB00996,MESH:D010591
DB00996,MESH:D009135
DB00996,MESH:D020186
DB00996,MESH:D020432
DB00996,MESH:D018771
DB00996,MESH:D012148
DB00996,MESH:D020329
DB00996,MESH:D003928
DB00996,MESH:D020886
DB00996,MESH:D004916
DB00996,MESH:D010149
DB00996,MESH:D020250
DB00996,MESH:D007889
DB00996,MESH:D014277
DB00996,MESH:D010300
DB00996,MESH:D010292
DB00996,MESH:D010243
DB00996,MESH:D004830
DB00996,MESH:C531617
DB00996,MESH:D059226
DB00996,MESH:D006965
DB00996,MESH:D017699
DB00996,MESH:D010146
DB00996,MESH:D017029
DB00996,MESH:D006930
DB00899,MESH:D006930
DB00899,MESH:D019547
DB00899,MESH:D010146
DB00899,MESH:D005207
DB00899,MESH:D009207
DB01262,MESH:D009447
DB01262,MESH:D006258
DB01262,MESH:D009190
DB01262,MESH:D001008
DB01262,MESH:D005355
DB01262,MESH:D013964
DB01262,MESH:D010190
DB01262,MESH:D008223
DB01262,MESH:D015464
DB01262,MESH:D007951
DB01262,MESH:D002289
DB01262,MESH:D008175
DB01262,MESH:D019337
DB01262,MESH:D007938
DB01262,MESH:D055370
DB01262,MESH:D015470
DB01262,MESH:D002277
DB01262,MESH:D013274
DB01262,MESH:D004417
DB01262,MESH:D012208
DB01262,MESH:D004701
DB01262,MESH:D008545
DB01262,MESH:D055728
DB01262,MESH:D015674
DB01262,MESH:D001249
DB01262,MESH:D001943
DB01262,MESH:D014604
DB01262,MESH:D002471
DB01262,MESH:D001749
DB01262,MESH:D010051
DB01262,MESH:D009369
DB01262,MESH:D015477
DB01262,MESH:D009101
DB01262,MESH:D003110
DB01262,MESH:D005234
DB01262,MESH:D016889
DB01262,MESH:D018268
DB01262,MESH:D002294
DB01262,MESH:D054198
DB01262,MESH:D015179
DB01268,MESH:D018358
DB01268,MESH:D002817
DB01268,MESH:D009369
DB01268,MESH:D046152
DB01268,MESH:D002292
DB01268,MESH:D058186
DB01268,MESH:D002286
DB01268,MESH:D005770
DB01268,MESH:D011471
DB00399,MESH:D010146
DB00399,MESH:D015459
DB00399,MESH:D002289
DB00399,MESH:D009374
DB00399,MESH:D020083
DB00399,MESH:D001859
DB00399,MESH:D009101
DB00399,MESH:D009362
DB00399,MESH:D001862
DB00399,MESH:D008654
DB00399,MESH:D001943
DB00399,MESH:D006930
DB00399,MESH:D018212
DB00399,MESH:D005264
DB00399,MESH:D008325
DB00399,MESH:D058866
DB00399,MESH:D010014
DB00399,MESH:D012008
DB00399,MESH:D006934
DB00399,MESH:D002292
DB00399,MESH:D010019
DB00399,MESH:D012512
DB00399,MESH:D011471
DB00399,MESH:D010024
DB00296,MESH:D010146
DB00296,MESH:D007431
DB00296,MESH:D014012
DB00296,MESH:D010149
DB00296,MESH:D048949
DB00555,MESH:D007859
DB00555,MESH:D002653
DB00555,MESH:D004827
DB00555,MESH:D006948
DB00555,MESH:D007172
DB00555,MESH:D013375
DB00555,MESH:D012640
DB00555,MESH:D004830
DB00555,MESH:D006930
DB00555,MESH:D009084
DB00555,MESH:D004832
DB00555,MESH:D019964
DB00555,MESH:D004833
DB00555,MESH:D003866
DB00555,MESH:D004831
DB00555,MESH:D019970
DB00555,MESH:D004828
DB00555,MESH:D004829
DB00555,MESH:D001714
DB00555,MESH:D009437
DB00555,MESH:D003072
DB00555,MESH:D017029
DB00555,MESH:D009410
DB00555,MESH:D050798
DB00555,MESH:D011605
DB00555,MESH:D012559
DB00555,MESH:D010468
DB00361,MESH:D018287
DB00361,MESH:D010190
DB00361,MESH:D000230
DB00361,MESH:D018827
DB00361,MESH:D009362
DB00361,MESH:D009369
DB00361,MESH:D009376
DB00361,MESH:D008545
DB00361,MESH:D014067
DB00361,MESH:D008654
DB00361,MESH:D010051
DB00361,MESH:D008113
DB00361,MESH:D001943
DB00361,MESH:D002294
DB00361,MESH:D000077277
DB00361,MESH:D002289
DB00361,MESH:D011471
DB00361,MESH:D008175
DB00361,MESH:D000077192
DB00361,MESH:D006258
DB00361,MESH:D002277
DB00361,MESH:D018450
DB00273,MESH:D009765
DB00273,MESH:D009437
DB00273,MESH:D002659
DB00273,MESH:D014456
DB00273,MESH:D019305
DB00273,MESH:D000437
DB00273,MESH:D019954
DB00273,MESH:D002545
DB00273,MESH:D001008
DB00273,MESH:D019969
DB00273,MESH:D011618
DB00273,MESH:D009410
DB00273,MESH:D004833
DB00273,MESH:D020194
DB00273,MESH:D050798
DB00273,MESH:D011559
DB00273,MESH:D007249
DB00273,MESH:D001714
DB00273,MESH:D003027
DB00273,MESH:D006930
DB00273,MESH:D017029
DB00273,MESH:D018149
DB00273,MESH:D003924
DB00273,MESH:D012640
DB00273,MESH:D013375
DB00273,MESH:D015878
DB00273,MESH:D003072
DB00273,MESH:D003967
DB00273,MESH:D008569
DB00273,MESH:D001930
DB00273,MESH:D020326
DB00273,MESH:D019970
DB00273,MESH:D004409
DB00273,MESH:D007859
DB00273,MESH:D003866
DB00273,MESH:D004828
DB00273,MESH:D008881
DB00273,MESH:D002547
DB00273,MESH:D004827
DB00273,MESH:D004830
DB01169,MESH:D001172
DB01169,MESH:D000230
DB01169,MESH:D011471
DB01169,MESH:D008114
DB01169,MESH:D009361
DB01169,MESH:D013163
DB01169,MESH:D010235
DB01169,MESH:D009362
DB01169,MESH:D000077192
DB01169,MESH:D015464
DB01169,MESH:D054198
DB01169,MESH:D009101
DB01169,MESH:D013274
DB01169,MESH:D007249
DB01169,MESH:D015473
DB01169,MESH:D001855
DB01169,MESH:D001249
DB01169,MESH:D001145
DB01169,MESH:D015490
DB01169,MESH:D013964
DB01169,MESH:D010190
DB01169,MESH:D002583
DB01169,MESH:D001749
DB01169,MESH:D012008
DB01169,MESH:D002277
DB01169,MESH:D007948
DB01169,MESH:D001169
DB01169,MESH:D015431
DB01169,MESH:D012516
DB01169,MESH:D009364
DB01169,MESH:D012512
DB01169,MESH:D007674
DB01169,MESH:D020522
DB01169,MESH:D008546
DB01169,MESH:D009369
DB01169,MESH:D012175
DB01169,MESH:D001778
DB01169,MESH:D005770
DB01169,MESH:D003092
DB01169,MESH:D002291
DB01169,MESH:D008527
DB01169,MESH:D008113
DB01169,MESH:D007938
DB01169,MESH:D007945
DB01169,MESH:D009374
DB01169,MESH:D015458
DB01169,MESH:D009447
DB01169,MESH:D008175
DB01169,MESH:D015179
DB01169,MESH:D001943
DB01169,MESH:D006528
DB01169,MESH:D018288
DB01169,MESH:C536494
DB01169,MESH:D007942
DB01169,MESH:D015459
DB01169,MESH:D048629
DB01169,MESH:D009182
DB01169,MESH:D005910
DB01169,MESH:D016410
DB01169,MESH:D004938
DB01169,MESH:D005909
DB01169,MESH:D002294
DB01169,MESH:D015451
DB01169,MESH:D005706
DB01169,MESH:D005355
DB01169,MESH:D000077274
DB01169,MESH:D000086002
DB01169,MESH:D007951
DB01169,MESH:D005354
DB01169,MESH:D015470
DB01169,MESH:D023903
DB01169,MESH:D002051
DB01169,MESH:D009190
DB01169,MESH:D001752
DB01169,MESH:D010051
DB01169,MESH:D002289
DB00814,MESH:D015179
DB00814,MESH:D010146
DB00814,MESH:D010149
DB00814,MESH:D007674
DB00814,MESH:D010003
DB00814,MESH:D001168
DB00814,MESH:D001172
DB00814,MESH:D047928
DB00814,MESH:D014839
DB00814,MESH:D006528
DB00814,MESH:D007249
DB00814,MESH:D009369
DB01136,MESH:D007676
DB01136,MESH:D015427
DB01136,MESH:D007674
DB01136,MESH:D008569
DB01136,MESH:D017202
DB01136,MESH:D009203
DB01136,MESH:D012206
DB01136,MESH:D020244
DB01136,MESH:D009069
DB01136,MESH:D011507
DB01136,MESH:D002310
DB01136,MESH:D006331
DB01136,MESH:D006333
DB01136,MESH:D015428
DB01136,MESH:D007333
DB01136,MESH:D003704
DB01136,MESH:D017379
DB01136,MESH:D002311
DB01136,MESH:D004489
DB01136,MESH:D009205
DB01136,MESH:D007249
DB01136,MESH:D006940
DB01136,MESH:D054318
DB01136,MESH:D019970
DB01136,MESH:D054058
DB01136,MESH:C535581
DB01136,MESH:D064420
DB01136,MESH:D066126
DB01136,MESH:D016757
DB01136,MESH:D009336
DB01136,MESH:D006975
DB01136,MESH:D006976
DB01136,MESH:D011183
DB01136,MESH:D015431
DB01136,MESH:D004195
DB01136,MESH:D023921
DB01136,MESH:D006973
DB01136,MESH:D020521
DB01136,MESH:D002100
DB01136,MESH:D007022
DB01136,MESH:D004719
DB01136,MESH:D002312
DB01136,MESH:D013610
DB01136,MESH:D020257
DB01136,MESH:D003072
DB01136,MESH:D018497
DB01136,MESH:D005334
DB01136,MESH:D003925
DB01136,MESH:D014693
DB01136,MESH:D001022
DB01136,MESH:D066253
DB01136,MESH:D009202
DB01136,MESH:D051437
DB01136,MESH:D005910
DB01136,MESH:D000419
DB01136,MESH:D018754
DB01136,MESH:D001342
DB01136,MESH:D001145
DB01136,MESH:D017380
DB01136,MESH:D005235
DB01136,MESH:D006330
DB01136,MESH:D001281
DB01136,MESH:D001282
DB01136,MESH:D000787
DB01136,MESH:D056486
DB01136,MESH:D017180
DB01136,MESH:D006332
DB01136,MESH:D006977
DB01136,MESH:D006323
DB01136,MESH:D058186
DB01136,MESH:D018487
DB00843,MESH:D008569
DB00843,MESH:D019970
DB00843,MESH:D019966
DB00843,MESH:D000544
DB00843,MESH:D020734
DB00843,MESH:D019954
DB00843,MESH:D003967
DB00843,MESH:D019969
DB00843,MESH:D001523
DB00843,MESH:D006332
DB00843,MESH:D020018
DB00843,MESH:D003072
DB00843,MESH:D000647
DB00843,MESH:D003704
DB00843,MESH:D003693
DB00843,MESH:D020961
DB00843,MESH:D018476
DB00843,MESH:D020324
DB00843,MESH:D007859
DB00843,MESH:D009207
DB00843,MESH:D012563
DB00843,MESH:D006948
DB00843,MESH:D006342
DB00843,MESH:D009203
DB00843,MESH:D013375
DB00843,MESH:D007035
DB00843,MESH:D019956
DB00218,MESH:D012141
DB00218,MESH:D013203
DB00218,MESH:D013290
DB00218,MESH:D011023
DB00218,MESH:D006192
DB00218,MESH:D029481
DB00218,MESH:D004697
DB00218,MESH:D012772
DB00218,MESH:D002177
DB00218,MESH:D045828
DB00218,MESH:D016920
DB00218,MESH:D011014
DB00947,MESH:D002471
DB00947,MESH:D001943
DB00947,MESH:D008569
DB00947,MESH:D009410
DB00947,MESH:D009361
DB00947,MESH:D006984
DB00947,MESH:D011595
DB00947,MESH:D009447
DB00282,MESH:D010001
DB00282,MESH:D009101
DB00282,MESH:D051437
DB00282,MESH:D006934
DB00282,MESH:D006646
DB00282,MESH:D054559
DB00282,MESH:D010146
DB00282,MESH:D009362
DB00282,MESH:D012008
DB00282,MESH:D005357
DB00282,MESH:D008545
DB00282,MESH:D015431
DB00282,MESH:D010024
DB00282,MESH:D013167
DB00282,MESH:D000471
DB00282,MESH:D006528
DB00282,MESH:D012516
DB00282,MESH:C536063
DB00282,MESH:D001943
DB00282,MESH:D010014
DB00282,MESH:D018212
DB00282,MESH:D001862
DB00282,MESH:D001859
DB00282,MESH:D001847
DB00480,MESH:D011471
DB00480,MESH:D009190
DB00480,MESH:D012008
DB00480,MESH:D008228
DB00480,MESH:D009101
DB00480,MESH:C535323
DB00480,MESH:D010265
DB00480,MESH:D055728
DB00480,MESH:D016393
DB00480,MESH:D000690
DB00724,MESH:D001913
DB00724,MESH:D007642
DB00724,MESH:D003218
DB00724,MESH:D014860
DB00724,MESH:D002280
DB00724,MESH:D018327
DB00724,MESH:D017789
DB00724,MESH:D002294
DB00724,MESH:D006391
DB00724,MESH:D012514
DB00724,MESH:D055623
DB00724,MESH:D006390
DB00724,MESH:D004387
DB11231,MESH:D009369
DB11231,MESH:D012878
DB11231,MESH:D007248
DB11231,MESH:D011471
DB11231,MESH:D009845
DB11231,MESH:D007249
DB11231,MESH:D056486
DB11231,MESH:D008569
DB11231,MESH:D006943
DB11231,MESH:D013733
DB11231,MESH:D007674
DB11231,MESH:D015431
DB11231,MESH:D010523
DB11231,MESH:D053627
DB11231,MESH:D000303
DB11231,MESH:D013959
DB11231,MESH:D014178
DB11231,MESH:D006965
DB11231,MESH:D009336
DB11231,MESH:D020258
DB11231,MESH:D015430
DB11231,MESH:D066126
DB11231,MESH:D048629
DB11231,MESH:D003072
DB06155,MESH:D005355
DB06155,MESH:D003072
DB06155,MESH:D002375
DB06155,MESH:D010190
DB06155,MESH:D019970
DB06155,MESH:D001919
DB06155,MESH:D019957
DB06155,MESH:D006943
DB06155,MESH:D015430
DB06155,MESH:D064420
DB06155,MESH:D019969
DB06155,MESH:D056912
DB06155,MESH:D008850
DB06155,MESH:D008569
DB06155,MESH:D004195
DB06155,MESH:D009765
DB06155,MESH:D005234
DB06155,MESH:D011248
DB06155,MESH:D009202
DB06155,MESH:D007674
DB06155,MESH:D009374
DB06155,MESH:D018487
DB06155,MESH:D019966
DB06155,MESH:D014555
DB06155,MESH:D011230
DB06155,MESH:D018149
DB06155,MESH:D007333
DB06155,MESH:D011507
DB06155,MESH:D020734
DB06155,MESH:D007035
DB06155,MESH:D006948
DB06155,MESH:D007022
DB06155,MESH:D015179
DB06155,MESH:D012640
DB06155,MESH:D003866
DB06155,MESH:D010146
DB01718,MESH:D006973
DB01202,MESH:D005879
DB01202,MESH:D001321
DB01202,MESH:D020194
DB01202,MESH:D009069
DB01202,MESH:D000647
DB01202,MESH:D001930
DB01202,MESH:D014839
DB01202,MESH:C535500
DB01202,MESH:D019964
DB01202,MESH:D012640
DB01202,MESH:D004832
DB01202,MESH:D004195
DB01202,MESH:D020190
DB01202,MESH:D002819
DB01202,MESH:D014202
DB01202,MESH:D017029
DB01202,MESH:D004833
DB01202,MESH:D013226
DB01202,MESH:D001008
