uniprot,uniprot2
Q9Y376,Q9H0K1
Q9C0K7,Q9H0K1
Q6UUV7,Q9H0K1
P17931,Q13740
P09972,P07205
P06733,P07205
P15259,P07205
O14556,P07205
P04406,P07205
P48201,P56385
Q8N8Y2,P56385
P06576,P56385
P36543,P56385
O75947,P56385
P38606,P56385
Q8N511,P56385
P56381,P56385
P30049,P56385
P48047,P56385
O75489,P56385
P61421,P56385
P56134,P56385
Q9Y5K8,P56385
O75964,P56385
Q96NT0,P56385
Q9NP61,P18085
Q13563,P18085
O75154,P18085
P08100,P18085
P53618,P18085
P84085,P18085
P62491,P18085
O14939,P18085
P98161,P18085
P61006,P18085
P33947,P18085
Q14028,P18085
O15155,P18085
P00533,P18085
P01133,P18085
P48444,P18085
P61204,P18085
Q15363,P18085
P49755,P18085
O14579,P18085
Q12849,Q9HC36
Q14197,Q9HC36
Q96CM3,Q9HC36
Q9BVS5,Q9HC36
Q14314,P02675
P08514,P02675
P04070,P02675
P00488,P02675
P05546,P02675
P07996,P02675
P30086,P02675
P08648,P02675
P06756,P02675
O60229,P19021
Q96NL6,Q96ST8
Q9UPV0,Q96ST8
P61619,Q8N5M9
Q9UMR2,Q9NUU7
P0CAP2,Q9BWH6
Q9HCN4,Q9BWH6
P52435,Q9BWH6
P19387,Q9BWH6
P62070,Q02156
P14784,Q02156
Q9HAV0,Q02156
Q9NPB6,Q02156
O60266,Q02156
O75762,Q02156
P10301,Q02156
O14807,Q02156
P13861,Q02156
P40145,Q02156
P21796,Q02156
O14775,Q02156
P60568,Q02156
P00533,Q02156
P19634,Q02156
P31323,Q02156
P15056,Q02156
Q13009,Q02156
P27361,Q02156
P30405,Q02156
P35568,Q02156
Q12933,Q02156
O00254,Q02156
P12235,Q02156
O60503,Q02156
P01116,Q02156
Q9H0C2,Q02156
Q15842,Q02156
Q04759,Q02156
P04049,Q02156
Q08828,Q02156
Q86YV6,Q02156
P63215,Q02156
P28482,Q02156
P46108,Q02156
P06213,Q02156
P19174,Q02156
P16520,Q02156
Q9NRA0,Q02156
Q03113,P21918
P50148,P21918
P29992,P41594
Q8NFZ4,P41594
P50148,P41594
Q9P2S2,P41594
Q9Y566,P41594
P20309,P41594
Q7Z6J2,P41594
Q9NSB8,P41594
P13725,P16871
P01730,P16871
P04234,P16871
P10721,P16871
P05112,P16871
P04141,P16871
P35225,P16871
P40763,P16871
Q9HBE4,P16871
P40933,P16871
P05113,P16871
P08700,P16871
P13232,P16871
P09919,P16871
P51692,P16871
P01562,P16871
P60568,P16871
P01579,P16871
P15248,P16871
P40225,P16871
P04637,Q9GZV1
Q9H6X2,P58335
O75581,P58335
Q8NEB9,Q13291
Q5J8M3,Q8N4V1
Q15006,Q8N4V1
Q9P0I2,Q8N4V1
Q9NPA0,Q8N4V1
O43402,Q8N4V1
P28482,P01100
P17947,P01100
P53567,P01100
Q15672,P01100
P51692,P01100
P55317,P01100
Q99075,P01100
O15264,P01100
P17275,P01100
P01137,P01100
O14944,P01100
Q15654,P01100
P17535,P01100
Q12968,P01100
P10600,P01100
Q16520,P01100
P35398,P01100
O15054,P01100
P01583,P01100
O43488,P01100
Q96EB6,P01100
Q9H9S0,P01100
Q01362,P01100
P05129,P01100
P04637,P01100
Q16270,P01100
Q14814,P01100
Q09472,P01100
P31268,P01100
Q92793,P01100
P27361,P01100
P13500,P01100
Q15648,P01100
Q16539,P01100
P54710,P01100
P46531,P01100
P15336,P01100
P19224,P01100
P43246,P01100
P00533,P01100
P37231,P01100
P23443,P01100
Q969G9,P01100
P15408,P01100
P04150,P01100
P06400,P01100
P01133,P01100
P30273,P01100
P18146,P01100
P53539,P01100
P05771,P01100
O60869,P01100
P11161,P01100
P09601,P01100
P01135,P01100
P53778,P01100
O75030,P01100
P11831,P01100
Q9NR55,P01100
P40763,P01100
P24385,P01100
P38646,Q14643
Q9P2W3,Q14643
P63098,Q14643
P19174,Q14643
Q9NSB8,Q14643
P05129,Q14643
P21796,Q14643
P61952,Q14643
Q8WV28,Q14643
P63211,Q14643
P31323,Q14643
P60880,Q14643
P09471,Q14643
Q9BS26,Q14643
P11488,Q14643
P35398,Q14643
P05771,Q14643
O94905,Q14643
P19235,Q14643
Q9UL62,Q14643
Q13237,Q14643
Q86YW0,Q14643
P16157,Q14643
P19087,Q14643
Q12955,Q14643
Q00722,Q14643
Q9Y257,O14649
Q9HB14,O14649
Q9NPF4,Q9BXV9
Q9Y3C4,Q9BXV9
Q9H4B0,Q9BXV9
Q8TB45,P61981
P07942,P61981
P56524,P61981
Q9UIQ6,P61981
Q92574,P61981
P63208,P61981
Q13526,P61981
Q9HCP0,P61981
Q5S007,P61981
P16144,P61981
P57059,P61981
P62258,P61981
Q02750,P61981
P01116,P61981
Q13753,P61981
P10398,P61981
P63098,P61981
P04637,P61981
P78368,P61981
P36507,P61981
P30305,P61981
Q9UQL6,P61981
P15056,P61981
Q02241,P61981
P27361,P61981
P28482,P61981
P04049,P61981
P49815,P61981
P46527,P61981
Q04917,P61981
Q04912,P61981
P14635,P61981
P13569,P61981
P00488,P02671
P02647,P02671
P06756,P02671
P04070,P02671
P08648,P02671
P61626,P02671
P04196,P02671
P08514,P02671
P04275,P02671
P02766,P02671
P30086,P02671
Q14314,P02671
P02675,P02671
P07996,P02671
P05546,P02671
Q9BQE3,O75347
Q9BVA1,O75347
Q9H4B7,O75347
Q71U36,O75347
P04350,O75347
P68366,O75347
P01100,Q5TA31
P31040,P47985
Q16795,P47985
P31930,P47985
Q7KZN9,P47985
P14854,P47985
O95168,P47985
O43678,P47985
O95182,P47985
O43181,P47985
O95299,P47985
P60174,P47985
O96000,P47985
O75380,P47985
O75489,P47985
O43674,P47985
P38646,P47985
Q12887,P47985
P17568,P47985
O75251,P47985
P12074,P47985
Q02221,P47985
O95169,P47985
P22695,P47985
Q9Y6M9,P47985
O43676,P47985
O95298,P47985
Q14061,Q9BUK0
Q9NRP2,Q9BUK0
P55789,Q9BUK0
Q9Y5L4,Q9BUK0
Q8N4Q1,Q9BUK0
Q9NX63,Q9BUK0
P34932,O15354
P60520,O15354
P06280,Q9UBX8
Q685J3,Q9UBX8
P20774,Q9UBX8
P15907,Q9UBX8
O60938,Q9UBX8
P51884,Q9UBX8
Q92817,P22528
P19957,P22528
P22735,P22528
Q9NQW6,Q8NEM2
Q02241,Q8NEM2
P63215,P11229
Q9P2W3,P11229
P62879,P11229
P20309,P11229
Q9HAV0,P11229
P63211,P11229
Q15052,P11229
P01042,P11229
Q13702,P11229
P07550,P11229
P19174,P11229
P29992,P11229
Q9UK08,P11229
P07942,P11229
P02708,P11229
P51681,P11229
O14775,P11229
Q13153,P11229
P28335,P11229
P41594,P11229
P50148,P11229
Q16363,P11229
P11047,P11229
P56199,P11229
P49023,P11229
P51671,P11229
P61952,P11229
P30679,P11229
O15230,P11229
P34995,P11229
Q13753,P11229
P16520,P11229
Q8WTW3,Q9H082
O95249,Q9H082
O15498,Q9H082
Q16706,Q9H082
Q9UP83,Q9H082
Q96JB2,Q9H082
Q14088,Q9H082
Q96MW5,Q9H082
Q8TBA6,Q9H082
P83436,Q9H082
Q13190,Q9H082
P56696,P48050
P51787,P48050
P63252,P48050
P63215,P48050
P48549,P48050
Q9P2W3,P48050
P50148,P48050
Q16539,P10145
P01584,P10145
P09919,P10145
P02776,P10145
P05112,P10145
P19876,P10145
P51681,P10145
Q9NQT4,P10145
Q92793,P10145
P20339,P10145
P50552,P10145
P29459,P10145
O00626,P10145
P51149,P10145
Q14116,P10145
Q16763,P10145
Q15024,P10145
P98066,P10145
P32248,P10145
P62491,P10145
P15018,P10145
P41597,P10145
P13500,P10145
P32302,P10145
P04626,P10145
P35225,P10145
Q9UJX4,P10145
P30679,P10145
P17676,P10145
P02778,P10145
P25024,P10145
P29460,P10145
P19838,P10145
P01583,P10145
P40763,P10145
P04141,P10145
Q09472,P10145
P32246,P10145
P51965,P10145
Q96EY7,Q9BYD1
Q9BQ48,Q9BYD1
P46199,Q9BYD1
Q14197,Q9BYD1
P82930,Q9BYD1
Q9BYD3,Q9BYD1
P82664,Q9BYD1
Q9BYC8,Q9BYD1
P82663,Q9BYD1
Q9Y2R9,Q9BYD1
Q9P015,Q9BYD1
Q7Z7H8,Q9BYD1
Q13084,Q9BYD1
Q4U2R6,Q9BYD1
P82673,Q9BYD1
Q9NRX2,Q9BYD1
Q9Y676,Q9BYD1
Q9H9J2,Q9BYD1
Q9Y3D5,Q9BYD1
P82933,Q9BYD1
Q9Y2Q9,Q9BYD1
P09001,Q9BYD1
O75394,Q9BYD1
Q13405,Q9BYD1
Q9P0M9,Q9BYD1
Q96EL3,Q9BYD1
Q9NX20,Q9BYD1
P82675,Q9BYD1
Q9Y2R5,Q9BYD1
Q9NYK5,Q9BYD1
P27695,O15527
Q969S2,O15527
P18887,O15527
P18146,Q96AZ6
P10914,Q96AZ6
P30511,Q96AZ6
Q02556,Q96AZ6
Q15646,Q96AZ6
Q9Y3Z3,Q96AZ6
Q9Y6K5,Q96AZ6
Q10589,Q96AZ6
Q9HAY6,P00325
P00352,P00325
P36537,P00325
Q6NUM9,P00325
Q6UWM9,P00325
P46439,P00325
P0CG30,P00325
P28161,P00325
P11509,P00325
Q16772,P00325
O94788,P00325
P19224,P00325
P21266,P00325
O43174,P00325
P05091,P00325
O60760,P00325
P48448,P00325
P07327,P00325
P62308,O43447
P08579,O43447
Q15393,O43447
Q7RTV0,O43447
O94906,O43447
Q15428,O43447
Q15020,O43447
O95777,O43447
P62306,O43447
P09661,O43447
Q9UK45,O43447
P62314,O43447
P62318,O43447
Q96DI7,O43447
Q15427,O43447
P55081,O43447
P62310,O43447
P83876,O43447
Q8NAV1,O43447
Q9Y3B4,O43447
Q15459,O43447
Q96NC0,O43447
Q9BZV1,Q9BZE9
O00161,Q9BZE9
O94888,Q9BZE9
Q92890,Q9BZE9
Q14974,O14715
P11229,P35368
P50148,P35368
P29992,P35368
P28335,P35368
P07550,P35368
Q96CW1,P35368
P51681,P35368
P63211,P35368
P34995,P35368
P51671,P35368
Q03113,P35368
P04637,O15297
P60510,O15297
Q00987,O15297
P25791,O43679
P61371,O43679
Q68G74,O43679
Q9H0I9,Q9H477
P49247,Q9H477
Q07817,Q9NQS1
P10600,Q6EMK4
P18505,O95166
Q96CF2,O95166
Q9UQN3,O95166
Q9Y4P8,O95166
Q8TDY2,O95166
Q8NFG4,O95166
Q9GZQ8,O95166
P47870,O95166
Q9NT62,O95166
Q8N1C3,O95166
Q9H6L5,O95166
P60520,O95166
Q12955,O95166
Q9H444,O95166
P48169,O95166
O95210,O95166
P56962,O95166
Q8IZQ1,O95166
Q16445,O95166
Q9H0Y0,O95166
Q9HA65,O95166
Q9H0R8,O95166
Q8NEB9,O95166
Q6ZNE5,O95166
Q9BRL7,Q15436
O15155,Q15436
Q15363,Q15436
P48553,Q15436
O15498,Q15436
P56962,Q15436
O94855,Q15436
O95406,Q15436
P49755,Q15436
Q12770,Q15436
Q13190,Q15436
Q92734,Q15436
O14653,Q15436
O75340,Q15436
Q9Y5R8,Q15436
Q9HCU5,Q15436
O75865,Q15436
P49257,Q15436
P51671,O14625
P41597,O14625
O43927,O14625
O00585,O14625
P32248,O14625
P32302,O14625
P02778,O14625
P98066,O14625
P25024,O14625
P51681,O14625
P22362,O14625
Q99616,O14625
P02775,O14625
P32246,O14625
P02776,O14625
P10720,O14625
P01579,P41161
P51681,P41161
P51965,Q9P0P0
P08514,Q9P0P0
P06280,P16278
P34059,P16278
Q9UBX8,P16278
P06865,P16278
P52790,P16278
P07686,P16278
P35557,P16278
P15121,P16278
P35575,P16278
P15586,P16278
P00709,P16278
P52789,P16278
P09848,P16278
Q9BUM1,P16278
Q96C23,P16278
Q12962,Q9ULM3
Q9H2F5,Q9ULM3
Q92830,Q9ULM3
Q16514,Q9ULM3
Q9Y6J9,Q9ULM3
Q9Y5Z7,Q9ULM3
Q92831,Q9ULM3
O94805,Q9ULM3
O75529,Q9ULM3
Q9H0E9,Q9ULM3
O95619,Q9ULM3
Q52LR7,Q9ULM3
O43707,Q9NPC6
P33991,Q56NI9
P49736,Q56NI9
Q7Z5K2,Q56NI9
O60216,Q56NI9
Q29RF7,Q56NI9
Q8N3U4,Q56NI9
P33992,Q56NI9
P06746,Q8IW19
P18887,Q8IW19
Q08945,Q8IW19
Q9Y5B9,Q8IW19
Q01831,Q8IW19
Q9UGN5,Q8IW19
Q86Y38,P34741
P51636,P34741
Q8N158,P34741
P98164,P34741
O94923,P34741
P40763,P34741
P01100,P34741
P08253,P34741
Q9H1B5,P34741
O60243,P34741
P22455,P34741
P42336,P34741
O94766,P34741
P10145,P34741
O95803,P34741
P19174,P34741
Q9Y663,P34741
P22681,P34741
P52848,P34741
Q9GZV9,P34741
Q07954,P34741
P28482,P34741
O00560,P34741
Q9UBV7,P34741
Q9NPZ5,P34741
P09038,P34741
P13611,P34741
O14836,P34741
Q9Y278,P34741
O14594,P34741
O14792,P34741
P04141,P34741
Q9H3R1,P34741
P02649,P34741
P01042,P34741
P17301,P34741
P20936,P34741
P01137,P34741
Q13480,P34741
Q14114,P34741
P07585,P34741
Q9Y561,P34741
P27361,P34741
P35052,P34741
P04004,P34741
O95750,P34741
P48058,P33176
P07197,P33176
P19784,P33176
P49792,P33176
Q9BVA1,P33176
P35221,P33176
Q71U36,P33176
P68400,P33176
P42262,P33176
Q9NSK0,P33176
P19022,P33176
Q8IU89,Q6QHC5
Q9BX95,Q6QHC5
O60906,Q6QHC5
Q8TDN7,Q6QHC5
Q96G23,Q6QHC5
Q8TCT0,Q6QHC5
P54803,Q6QHC5
Q9HA82,Q6QHC5
Q9NRA0,Q6QHC5
Q9NY59,Q6QHC5
Q9HCS4,Q9UQB3
Q9UJU2,Q9UQB3
P12830,Q9UQB3
Q96NW7,Q9UQB3
P19022,Q9UQB3
Q15054,Q9NYP3
P49736,Q9NYP3
P35244,Q9NYP3
Q14181,Q9NYP3
P27694,Q9NYP3
Q14566,Q9NYP3
P33991,Q9NYP3
Q9UKV8,Q9BTL3
O60573,Q9BTL3
P04637,Q9H160
Q9HAJ7,Q9H160
Q5PSV4,Q9H160
Q4LE39,Q9H160
O75446,Q9H160
P68400,Q9H160
Q09472,Q9H160
P25208,Q9H160
P50213,P04424
Q02218,P04424
Q16822,P04424
P53396,P04424
P51553,P04424
P29474,P04424
P78540,P04424
Q96A70,P04424
P31040,P04424
P09105,Q9NZD4
Q9NRG0,Q12830
Q01664,Q12830
Q9UGU5,Q12830
P0C0S5,Q12830
O60264,Q12830
O75376,Q12830
P56270,Q12830
P41091,Q9NZJ5
P27824,Q9NZJ5
P05198,Q9NZJ5
P14625,Q9NZJ5
Q9BYZ2,P11177
P09622,P11177
P29803,P11177
Q02218,P11177
Q9H0I9,P11177
P06576,P11177
O75489,P11177
O75439,P11177
Q86WU2,P11177
Q16654,P11177
O00330,P11177
Q8NCN5,P11177
Q16822,P11177
P12694,P11177
Q6ZMR3,P11177
O96000,P11177
P31930,P11177
P09972,P11177
Q9NR19,P11177
P63098,P11177
P22695,P11177
P10515,P11177
Q6P1N9,Q8IU81
Q9H1B7,Q8IU81
P49815,Q8N122
Q8WTW4,Q8N122
P62258,Q8N122
Q04917,Q8N122
P58004,Q8N122
O14939,Q8N122
Q9UGJ0,Q8N122
Q13488,Q8N122
P25490,Q8N122
O43741,Q8N122
P23443,Q8N122
Q8N8Y2,Q8N122
P37231,Q8N122
Q8TB45,Q8N122
Q9NYV6,Q8N122
P29590,Q8N122
O43504,Q8N122
Q96EB6,Q8N122
Q6IAA8,Q8N122
P21281,Q8N122
Q9UBK2,Q8N122
P35568,Q8N122
Q6PJI9,Q8N122
Q9Y478,Q8N122
Q1RMZ1,Q8N122
Q9Y243,Q8N122
Q9BPZ7,Q8N122
Q6R327,Q8N122
Q96S15,Q8N122
Q5VZM2,Q8N122
P61981,Q8N122
Q969R8,Q8N122
Q9Y4R8,Q8N122
Q15382,Q8N122
Q92574,Q8N122
Q8TDY2,Q8N122
Q99816,O14828
P45379,P05976
P45378,P05976
Q9NZQ9,P05976
P63316,P05976
P28289,P05976
P10916,P05976
P35579,P05976
P12882,P05976
Q9Y623,P05976
P24844,P05976
Q9UKX2,P05976
Q9BXW9,P33993
O43913,P33993
Q9UBD5,P33993
P06400,P33993
P35244,P33993
Q9BVW5,P33993
Q14181,P33993
P49736,P33993
P20248,P33993
P56282,P33993
O60216,P33993
P46527,P33993
P33992,P33993
P21583,P33993
Q99741,P33993
Q9H211,P33993
Q9UBU7,P33993
Q6ZRQ5,P33993
P78396,P33993
O75496,P33993
Q15555,P33993
Q14691,P33993
P62979,P33993
P33991,P33993
Q14566,P33993
Q9Y5N6,P33993
Q13416,P33993
Q9Y294,P33993
P35250,P33993
P24941,P33993
P27694,P33993
Q96QK1,P33993
Q08945,P33993
Q9NVP2,P33993
Q9BRT9,P33993
Q9Y248,P33993
P53350,P33993
P07585,Q8NCH0
P13611,Q8NCH0
O14594,Q8NCH0
P62877,Q9UK73
Q7L5N1,Q9UK73
P49593,Q9UK73
Q15370,Q9UK73
Q9H3D4,Q9NX09
Q92574,Q9NX09
P62258,Q9NX09
P49815,Q9NX09
P61981,Q9NX09
P04637,Q9NX09
Q04917,Q9NX09
Q9UL51,O60741
Q9Y3Q4,O60741
O95619,P55197
Q03111,P55197
Q16706,Q10469
Q9UM21,Q10469
Q96P71,Q7Z6G3
Q99814,Q9HBZ2
Q14190,Q9HBZ2
P35869,Q9HBZ2
Q09019,Q8TAF3
P62877,Q8TAF3
Q96B01,Q8TAF3
Q9HB96,Q8TAF3
Q8IY92,Q8TAF3
P63146,Q8TAF3
O75317,Q8TAF3
Q9NS91,Q8TAF3
Q16531,Q8TAF3
O60346,Q8TAF3
P62979,Q8TAF3
P0CG47,Q8TAF3
Q9BXW9,Q8TAF3
Q00597,Q8TAF3
P07992,Q8TAF3
Q8IYD8,Q8TAF3
Q13018,Q9UBG0
O00560,P47897
P56192,P47897
P14868,P47897
P84098,P47897
P49588,P47897
O75879,P47897
Q13155,P47897
P54136,P47897
P35498,Q9UI33
P16157,Q9UI33
Q12955,Q9UI33
O60939,Q9UI33
Q9HAY6,Q8N3Y7
O94788,Q8N3Y7
O43174,Q8N3Y7
P82980,Q8N3Y7
P09455,Q8N3Y7
Q6NUM9,Q8N3Y7
P00352,Q8N3Y7
Q9UID3,Q96JG6
O95721,Q96JG6
Q9P1Q0,Q96JG6
P36959,Q8WVQ1
Q8TCD5,Q8WVQ1
Q9BXI3,Q8WVQ1
Q01433,Q8WVQ1
Q7LG56,Q8WVQ1
P00492,Q8WVQ1
P31939,Q8WVQ1
O75355,Q8WVQ1
P21589,Q8WVQ1
P11172,Q8WVQ1
Q9ULM3,O75528
Q9H0E9,O75528
P0CG47,O75528
Q9Y6J9,O75528
P04637,O75528
Q9H2F5,O75528
Q16514,O75528
O95619,O75528
Q12962,O75528
O00268,O75528
O75529,O75528
Q9Y5Z7,O75528
Q92831,O75528
Q09472,O75528
Q9UPT9,O75528
P62979,O75528
Q92830,O75528
Q9ULS6,Q96KK3
Q9ULD8,Q96KK3
P56696,Q96KK3
P49753,Q99424
Q13011,Q99424
P14920,Q99424
Q9NUI1,Q99424
O14734,Q99424
Q14032,Q99424
Q6QHF9,Q99424
P04040,Q99424
Q2T9J0,Q99424
Q9BY49,Q99424
O95822,Q99424
P0C024,Q99424
Q86WA8,Q99424
O60683,Q99424
Q08426,Q99424
Q15067,Q99424
Q96GR2,Q99424
O14975,Q99424
Q92968,Q99424
P14735,Q99424
P21549,Q99424
P05067,P62079
O14672,P62079
Q9Y294,P10412
P45973,P10412
P06400,P10412
P26583,P10412
Q96EB6,P10412
P20700,P10412
Q09472,P10412
P04637,P10412
Q92793,P10412
Q02539,P10412
P16402,P10412
P63098,P99999
P31930,P99999
Q07817,P99999
Q06190,P99999
O43464,P99999
O95831,P99999
P62714,P99999
Q99523,P99999
Q6UXN9,P99999
Q15172,P99999
P04040,P99999
P08138,P99999
Q6NUP7,P99999
P02750,P99999
P27361,P99999
P12235,P99999
Q9H0C2,P99999
Q9Y6N1,P99999
P42704,P99999
Q12931,P99999
P10109,P99999
P12074,P99999
Q969G9,P99999
P47985,P99999
Q9NQS1,P99999
O75880,P99999
P21796,P99999
P28482,P99999
P30405,P99999
O75807,P99999
Q14643,P99999
P24941,P99999
P04792,P99999
P31040,P99999
P10606,P99999
Q9BSH4,P99999
P22695,P99999
Q07812,P99999
Q92851,P99999
P14854,P99999
Q9GZQ6,Q9Y5X5
O15130,Q9Y5X5
P25963,Q8NEZ5
P63208,Q8NEZ5
P62877,Q8NEZ5
Q15796,Q14919
P25208,Q14919
P07992,Q96NY9
Q8IYD8,Q96NY9
Q9BXW9,Q96NY9
O60934,Q96NY9
Q9BX63,Q96NY9
Q15554,Q96NY9
Q99728,Q96NY9
Q9HB96,Q96NY9
Q96B01,Q96NY9
Q8TAF3,Q96NY9
Q86YC2,Q96NY9
Q13315,Q96NY9
P53350,Q96NY9
Q00597,Q96NY9
P39748,Q96NY9
Q8IY92,Q96NY9
Q14191,Q96NY9
P51003,P26368
P09012,P26368
Q13148,P26368
Q7RTV0,P26368
Q92797,P26368
Q92620,P26368
Q05048,P26368
Q15428,P26368
Q9BZI7,P26368
O43809,P26368
Q8IX12,P26368
Q13242,P26368
Q14498,P26368
Q00839,P26368
Q15459,P26368
Q15393,P26368
Q86U42,P26368
Q9P2I0,P26368
P62318,P26368
P09234,P26368
Q9UQ35,P26368
Q9UKF6,P26368
Q6I9Y2,P26368
Q15233,P26368
P09661,P26368
Q9NQ29,P26368
Q8NI27,P26368
O95639,P26368
P38919,P26368
O15234,P26368
O94913,P26368
P14866,P26368
Q07955,P26368
Q9Y3B4,P26368
O14776,P26368
P62308,P26368
P62314,P26368
Q13247,P26368
Q9UMS4,P26368
Q16630,P26368
Q15427,P26368
O95391,P26368
Q15365,P26368
P08579,P26368
Q96FV9,P26368
Q96QD9,P26368
Q13573,P26368
Q15696,P26368
O00148,P26368
P54253,P26368
Q9UHA3,P26373
P23396,P26373
P62917,P26373
P37108,P26373
P61221,P26373
P82675,P26373
P05198,P26373
P61927,P26373
Q8N0Z6,P26373
O00410,P26373
P49458,P26373
P84098,P26373
P62266,P26373
P47897,P26373
Q96L21,P26373
P61619,P26373
P62979,P26373
Q9H089,P26373
Q92901,P26373
P25398,P26373
P56192,P26373
Q9BRT6,P26373
Q9UQ80,P26373
Q9BYD1,P26373
P42766,P26373
P62249,P26373
P46781,P26373
P62280,P26373
Q96A33,P26373
P60468,P26373
O60524,P26373
Q9BRX2,P26373
P17861,P26373
Q969V3,P26373
Q9NX20,P26373
Q02543,P26373
Q9BVK8,P26373
P45381,P15104
P27708,P15104
P09622,P15104
Q06203,P15104
P05091,P15104
P48728,P15104
Q9H9P8,P15104
O95954,P15104
O94808,P15104
P48506,P15104
Q9Y572,P15104
P00367,P15104
O60938,Q9Y4C5
P20774,Q9Y4C5
P51884,Q9Y4C5
Q9NPF2,Q9Y4C5
O43752,Q8IWJ2
P40616,Q8IWJ2
O75379,Q8IWJ2
Q9NRW1,Q8IWJ2
Q9UID3,Q8IWJ2
Q7Z460,Q8IWJ2
O60664,Q8IWJ2
Q9NP90,Q8IWJ2
Q15836,Q8IWJ2
P20645,Q8IWJ2
Q96JB2,Q8IWJ2
Q9UP83,Q8IWJ2
Q8WTW3,Q8IWJ2
Q9P1Q0,Q8IWJ2
Q05639,P13639
Q96L21,P13639
P62979,P13639
P78371,P13639
P46781,P13639
P06733,P13639
P25788,P13639
P82675,P13639
P25398,P13639
Q9BZG8,P13639
P84098,P13639
O00418,P13639
Q9BTV6,P13639
P04637,P13639
P60842,P13639
P42766,P13639
Q7L8W6,P13639
Q02543,P13639
P62266,P13639
P62917,P13639
P06576,P13639
Q15056,P13639
P61927,P13639
Q9BQC3,P13639
P62280,P13639
Q9UQ80,P13639
P26373,P13639
P62249,P13639
P16144,Q03001
Q9UM47,Q9Y644
Q04721,Q9Y644
P46531,Q9Y644
Q8NES3,Q9Y644
Q9UKF6,Q9H6E5
Q9Y4E8,Q9H6E5
Q15020,Q9H6E5
Q9H074,Q96DU9
Q92830,Q86TJ2
Q12962,Q86TJ2
Q9ULM3,Q86TJ2
Q92831,Q86TJ2
Q9UPT9,Q86TJ2
Q16514,Q86TJ2
O75529,Q86TJ2
P62979,Q86TJ2
Q9Y6J9,Q86TJ2
O75528,Q86TJ2
O00268,Q86TJ2
P0CG47,Q86TJ2
Q9UHG2,P29120
P20815,Q96SQ9
Q6V0L0,Q96SQ9
P19224,Q96SQ9
O60760,Q96SQ9
P00325,Q96SQ9
P28161,Q96SQ9
P06133,Q96SQ9
P36537,Q96SQ9
Q9NR63,Q96SQ9
P00352,Q96SQ9
P22309,Q96SQ9
O43174,Q96SQ9
Q6UWM9,Q96SQ9
P16662,Q96SQ9
P11509,Q96SQ9
O94788,Q96SQ9
Q16772,Q96SQ9
Q96LB4,Q9HBG4
Q93050,Q9HBG4
P36543,Q9HBG4
P15313,Q9HBG4
P48201,Q9HBG4
P61421,Q9HBG4
Q8N8Y2,Q9HBG4
Q8NEY4,Q9HBG4
Q9Y5K8,Q9HBG4
O95670,Q9HBG4
Q96A05,Q9HBG4
P21281,Q9HBG4
P38606,Q9HBG4
Q8N511,Q9HBG4
Q13488,Q9HBG4
Q8TED0,Q9UNX4
Q9Y6V7,Q9UNX4
Q9Y2X3,Q9UNX4
O00566,Q9UNX4
Q9NQT4,Q9UNX4
Q9NQZ2,Q9UNX4
P62280,Q9UNX4
P22087,Q9UNX4
Q9NV06,Q9UNX4
P62266,Q9UNX4
O75691,Q9UNX4
Q9NVP1,Q9UNX4
Q15269,Q9UNX4
P46781,Q9UNX4
Q96G21,Q9UNX4
Q9H6R4,Q9UNX4
Q9Y221,Q9UNX4
Q9NRX1,Q9UNX4
P42285,Q9UNX4
Q9Y5J1,Q9UNX4
Q9GZL7,Q9UNX4
O43818,Q9UNX4
P62249,Q9UNX4
Q13601,Q9UNX4
Q9H8H0,Q9UNX4
Q13895,Q9UNX4
Q96EU6,Q9UNX4
Q9NW13,Q9UNX4
Q9NYH9,Q9UNX4
O75792,Q8TDP1
P01033,P50281
P35625,P50281
P51511,P50281
P51884,P50281
O15230,P50281
O14672,P50281
P00533,P50281
P07585,P50281
Q07021,P50281
Q99075,P50281
Q13753,P50281
Q9Y5R2,P50281
P11047,P50281
P45452,P50281
P07942,P50281
P08253,P50281
P14543,P50281
P51512,P50281
Q99727,P50281
P16035,P50281
Q04771,Q6NW40
P12644,Q6NW40
O75807,Q6NW40
O15105,Q6NW40
Q9H2X0,Q6NW40
Q6X4U4,Q6NW40
P19883,Q6NW40
Q15750,Q6NW40
Q7Z7L7,Q8N668
Q15370,Q8N668
P25963,Q8N668
Q7Z3J2,Q8N668
Q92830,Q8N668
Q13618,Q8N668
Q9C0D3,Q8N668
P62979,Q8N668
Q7L5N1,Q8N668
P61201,Q8N668
Q9Y6G5,Q8N668
Q9UNS2,Q8N668
P35670,Q8N668
Q9P000,Q8N668
Q9H0A8,Q8N668
P62877,Q8N668
Q9BT78,Q8N668
Q86VX2,Q8N668
Q53H76,Q9BVG9
Q9C0D9,Q9BVG9
Q9UBM1,Q9BVG9
Q6ZWT7,Q9BVG9
Q6P1A2,Q9BVG9
O14939,Q9BVG9
Q9BZM1,Q9BVG9
Q13084,Q96DV4
Q96EY7,Q96DV4
P82933,Q96DV4
P82930,Q96DV4
Q9BYC8,Q96DV4
Q96EL3,Q96DV4
Q9Y2Q9,Q96DV4
Q9Y2R9,Q96DV4
Q9BYD3,Q96DV4
Q9P015,Q96DV4
Q14197,Q96DV4
O75394,Q96DV4
Q13405,Q96DV4
P82675,Q96DV4
