drugbank,disease_mesh
DB00328,MESH:D006930
DB00328,MESH:D006470
DB00328,MESH:D010195
DB00328,MESH:D006396
DB00328,MESH:D002318
DB00328,MESH:D019457
DB00328,MESH:D051437
DB00328,MESH:D015746
DB00328,MESH:D018798
DB00328,MESH:D014456
DB00328,MESH:D006977
DB00328,MESH:D013262
DB00328,MESH:D006976
DB00328,MESH:D014262
DB00328,MESH:D007022
DB00328,MESH:D010437
DB00328,MESH:D001927
DB00328,MESH:D006417
DB00328,MESH:D007681
DB00328,MESH:D051436
DB00328,MESH:D011693
DB00328,MESH:D010523
DB00328,MESH:D005317
DB00328,MESH:D014511
DB00328,MESH:D017379
DB00328,MESH:D013276
DB00328,MESH:D007010
DB00328,MESH:D013272
DB00328,MESH:D053099
DB00328,MESH:D001002
DB00328,MESH:D007683
DB00328,MESH:D018366
DB00328,MESH:D005355
DB00328,MESH:D015427
DB00328,MESH:D007008
DB00328,MESH:D000380
DB00328,MESH:D007079
DB00328,MESH:D000740
DB00328,MESH:D013921
DB00328,MESH:D034141
DB00328,MESH:D012735
DB00328,MESH:D001008
DB00328,MESH:D003251
DB00328,MESH:D013610
DB00328,MESH:D001714
DB00328,MESH:D013226
DB00328,MESH:D000860
DB00328,MESH:D058186
DB00328,MESH:D004374
DB00328,MESH:D003967
DB00328,MESH:D020345
DB00328,MESH:D014717
DB00328,MESH:D018805
DB00328,MESH:D012893
DB00328,MESH:D004342
DB00328,MESH:D005756
DB00328,MESH:D018856
DB00328,MESH:D014581
DB00328,MESH:D004415
DB00328,MESH:D012640
DB00328,MESH:D007984
DB00328,MESH:D005234
DB00328,MESH:D008107
DB00328,MESH:D007970
DB00328,MESH:D002545
DB00328,MESH:D008113
DB00328,MESH:D014839
DB08950,MESH:D007022
DB08950,MESH:D001919
DB13178,MESH:D001321
DB13178,MESH:D002658
DB13178,MESH:D001930
DB13178,MESH:D003921
DB13178,MESH:D012640
DB13178,MESH:D003928
DB13178,MESH:D020244
DB13178,MESH:D005327
DB13178,MESH:D003866
DB00638,MESH:D000707
DB00638,MESH:D005922
DB00638,MESH:D004342
DB00638,MESH:D064806
DB12754,MESH:D006980
DB12754,MESH:D015431
DB12754,MESH:D006965
DB05382,MESH:D007674
DB05382,MESH:D004342
DB05382,MESH:D009325
DB05382,MESH:D009336
DB05382,MESH:D006973
DB05382,MESH:D006967
DB05382,MESH:D001724
DB05382,MESH:D014581
DB05382,MESH:D006042
DB05382,MESH:D058186
DB05382,MESH:D004487
DB05382,MESH:D007037
DB05382,MESH:D013964
DB05382,MESH:D011230
DB05382,MESH:C572845
DB05382,MESH:D007022
DB05382,MESH:D013971
DB05382,MESH:D009381
DB04815,MESH:D014786
DB04815,MESH:D012640
DB04815,MESH:D003866
DB04815,MESH:D009896
DB04815,MESH:D001766
DB04815,MESH:D001927
DB04815,MESH:D013118
DB04815,MESH:D012021
DB04815,MESH:D018908
DB04815,MESH:D014060
DB04815,MESH:D006973
DB04815,MESH:D002386
DB04815,MESH:D009901
DB04815,MESH:D010146
DB04815,MESH:D010523
DB04815,MESH:D000647
DB04815,MESH:D015354
DB04815,MESH:D009069
DB04815,MESH:D013119
DB04815,MESH:D003117
DB04815,MESH:D051437
DB04815,MESH:D000648
DB04815,MESH:D015431
DB04815,MESH:D014549
DB04815,MESH:D020324
DB04815,MESH:D002493
DB04815,MESH:D003711
DB04815,MESH:D000855
DB04815,MESH:D017449
DB04815,MESH:D009410
DB04815,MESH:D009902
DB04815,MESH:D004833
DB04815,MESH:D009422
DB04815,MESH:D001259
DB04815,MESH:D020236
DB04815,MESH:D010292
DB04815,MESH:D010243
DB01362,MESH:D005334
DB01362,MESH:D008590
DB01362,MESH:D008582
DB01362,MESH:D004211
DB01362,MESH:D000787
DB01362,MESH:D001986
DB01362,MESH:D020236
DB01362,MESH:D010689
DB01362,MESH:D000419
DB01362,MESH:D010146
DB01362,MESH:D000707
DB01362,MESH:D000138
DB01362,MESH:D006968
DB01362,MESH:D014693
DB01362,MESH:D001145
DB01362,MESH:D058186
DB01362,MESH:D001919
DB01362,MESH:D002543
DB01362,MESH:D011654
DB01362,MESH:D004487
DB01362,MESH:D010264
DB01362,MESH:D009207
DB01362,MESH:D003329
DB01362,MESH:D013345
DB01362,MESH:D002305
DB01362,MESH:D009401
DB01362,MESH:D013927
DB01362,MESH:D001927
DB01362,MESH:D020258
DB01362,MESH:D011537
DB01362,MESH:D009325
DB01362,MESH:D015746
DB01362,MESH:D004417
DB01362,MESH:D007683
DB01362,MESH:D008133
DB01362,MESH:D012769
DB01362,MESH:D006331
DB01362,MESH:D008581
DB01362,MESH:D017180
DB01362,MESH:D013610
DB01362,MESH:D014581
DB01362,MESH:D012206
DB01362,MESH:D007022
DB01362,MESH:D054537
DB01362,MESH:D007674
DB01362,MESH:D002542
DB01362,MESH:D051437
DB01362,MESH:D013923
DB01362,MESH:D006973
DB01362,MESH:D020301
DB01362,MESH:D013226
DB01362,MESH:D006323
DB01362,MESH:D012640
DB01362,MESH:D014839
DB08947,MESH:D013612
DB08947,MESH:D013118
DB08947,MESH:D020246
DB08947,MESH:D008590
DB08947,MESH:D005076
DB08947,MESH:D006319
DB08947,MESH:D013226
DB08947,MESH:D019586
DB08947,MESH:D007022
DB08947,MESH:D013923
DB08947,MESH:D007683
DB08947,MESH:D017180
DB08947,MESH:D009325
DB08947,MESH:D003221
DB08947,MESH:D004244
DB08947,MESH:D003389
DB08947,MESH:D013610
DB08947,MESH:D000787
DB08947,MESH:D014657
DB08947,MESH:D006261
DB08947,MESH:D010146
DB08947,MESH:D014839
DB08947,MESH:D002037
DB08947,MESH:D020767
DB08947,MESH:D014581
DB08947,MESH:D056486
DB08947,MESH:D051437
DB08947,MESH:D013927
DB08947,MESH:D003329
DB08947,MESH:D000707
DB08947,MESH:D019547
DB08947,MESH:D002318
DB08947,MESH:D004827
DB08947,MESH:D014693
DB08947,MESH:D002303
DB08947,MESH:D001145
DB08947,MESH:D010264
DB08947,MESH:D001157
DB08947,MESH:D004417
DB08947,MESH:D058186
DB08947,MESH:D001919
DB08947,MESH:D007511
DB08947,MESH:D006331
DB08947,MESH:D003328
DB08947,MESH:D007674
DB08947,MESH:D012640
DB08946,MESH:D007037
DB08946,MESH:D058186
DB09133,MESH:D001919
DB09133,MESH:D012640
DB09133,MESH:D009325
DB09133,MESH:D058186
DB09133,MESH:D008582
DB09133,MESH:D005076
DB09133,MESH:D006323
DB09133,MESH:D002545
DB09133,MESH:D064420
DB09133,MESH:D014693
DB00271,MESH:D008582
DB00271,MESH:D002545
DB09313,MESH:D001157
DB09313,MESH:D014693
DB09313,MESH:D007511
DB09313,MESH:D002637
DB09313,MESH:D013923
DB09313,MESH:D017180
DB09313,MESH:D001919
DB09313,MESH:D013927
DB09313,MESH:D001145
DB09313,MESH:D000419
DB09313,MESH:D051437
DB09313,MESH:D014839
DB09313,MESH:D010146
DB09313,MESH:D015746
DB09313,MESH:D014581
DB09313,MESH:D006967
DB09313,MESH:D008133
DB09313,MESH:D009325
DB09313,MESH:D013610
DB09313,MESH:D058186
DB01592,MESH:D010024
DB01592,MESH:D009422
DB01592,MESH:D010212
DB01592,MESH:D010300
DB01592,MESH:C536357
DB01592,MESH:D008268
DB01592,MESH:D004195
DB01592,MESH:D001145
DB01592,MESH:C536004
DB01592,MESH:D065626
DB01592,MESH:D010003
DB01592,MESH:D000743
DB01592,MESH:D056486
DB01592,MESH:D008175
DB01592,MESH:D020149
DB01592,MESH:D020258
DB01592,MESH:D009361
DB01592,MESH:D018798
DB01592,MESH:D020820
DB01592,MESH:D015428
DB01592,MESH:D009404
DB01592,MESH:D013398
DB01592,MESH:D006527
DB01592,MESH:D019636
DB01592,MESH:D011183
DB01592,MESH:D006201
DB01592,MESH:D000747
DB01592,MESH:D009410
DB01592,MESH:D010900
DB01592,MESH:D003704
DB01592,MESH:D017202
DB01592,MESH:D000075322
DB01592,MESH:D020528
DB01592,MESH:D002869
DB01592,MESH:D008286
DB01592,MESH:D012164
DB01592,MESH:D001927
DB01592,MESH:D017119
DB01592,MESH:D011014
DB01592,MESH:D003924
DB01592,MESH:D000740
DB01592,MESH:D000752
DB01592,MESH:D005767
DB01592,MESH:D009135
DB01592,MESH:D003110
DB01592,MESH:D003072
DB01592,MESH:D001523
DB01592,MESH:C566627
DB01592,MESH:D012148
DB01592,MESH:D011041
DB01592,MESH:D017094
DB01592,MESH:D006486
DB01592,MESH:D005621
DB01592,MESH:D005234
DB01592,MESH:D006528
DB01592,MESH:D006331
DB01592,MESH:D001424
DB01592,MESH:D000756
DB01592,MESH:D009203
DB01592,MESH:D016135
DB01592,MESH:D009181
DB01592,MESH:D002311
DB01592,MESH:D006525
DB01592,MESH:D006432
DB01592,MESH:D018487
DB01592,MESH:D006529
DB01592,MESH:D008107
DB01592,MESH:D020961
DB01592,MESH:D011225
DB01592,MESH:D011230
DB01592,MESH:D003922
DB01592,MESH:D019896
DB01592,MESH:D008661
DB01592,MESH:D002429
DB01592,MESH:D014376
DB01592,MESH:D002318
DB01592,MESH:D012162
DB01592,MESH:D006332
DB01592,MESH:D011297
DB01592,MESH:D006816
DB01592,MESH:D007037
DB01592,MESH:D008108
DB01592,MESH:D001259
DB01592,MESH:D050197
DB01592,MESH:D015658
DB01592,MESH:D054058
DB01592,MESH:D019189
DB01592,MESH:D003920
DB01592,MESH:D011528
DB01592,MESH:D012878
DB01592,MESH:D009369
DB01592,MESH:D007006
DB01592,MESH:D000544
DB01592,MESH:D008103
DB01592,MESH:D017086
DB01592,MESH:D007410
DB01592,MESH:D001195
DB01592,MESH:D002471
DB01592,MESH:D019190
DB01592,MESH:D008113
DB01592,MESH:D001260
DB01592,MESH:D009202
DB01247,MESH:D001714
DB01247,MESH:D013375
DB01247,MESH:D012021
DB01247,MESH:D020230
DB01247,MESH:D009127
DB01247,MESH:D007319
DB01247,MESH:D004244
DB01247,MESH:D009207
DB01247,MESH:D009325
DB01247,MESH:D003221
DB01247,MESH:D003248
DB01247,MESH:D014987
DB01247,MESH:D007024
DB01247,MESH:D006261
DB00221,MESH:D001714
DB00753,MESH:D001145
DB00753,MESH:D015875
DB00753,MESH:D000860
DB00753,MESH:D001049
DB00753,MESH:D008569
DB00753,MESH:D001259
DB00753,MESH:D014511
DB00753,MESH:D007674
DB00753,MESH:D008113
DB00753,MESH:D017114
DB00753,MESH:D003072
DB00753,MESH:D007022
DB00753,MESH:D004802
DB00753,MESH:D002779
DB00753,MESH:D048909
DB00753,MESH:D008107
DB00753,MESH:D006943
DB00753,MESH:D003327
DB00753,MESH:D005334
DB00753,MESH:D014555
DB00753,MESH:D001927
DB00753,MESH:D006973
DB00753,MESH:D056486
DB00753,MESH:D009128
DB00753,MESH:D000647
DB00753,MESH:D008305
DB00753,MESH:D003371
DB00753,MESH:D003645
DB00753,MESH:D014839
DB00753,MESH:D006930
DB00753,MESH:D001930
DB00753,MESH:D006323
DB00753,MESH:D002545
DB00753,MESH:D003221
DB00753,MESH:D004244
DB00753,MESH:D004342
DB00753,MESH:D023341
DB00753,MESH:D009325
DB00753,MESH:D002318
DB00753,MESH:D009202
DB00753,MESH:D006333
DB00753,MESH:D017202
DB00753,MESH:D014313
DB00753,MESH:D003693
DB00753,MESH:D006261
DB00753,MESH:D018805
DB00753,MESH:D019636
DB00753,MESH:D020250
DB00753,MESH:D060825
DB00753,MESH:D058186
DB00753,MESH:D007565
DB00753,MESH:D013375
DB00753,MESH:D006212
DB00753,MESH:D006529
DB00753,MESH:D000236
DB00753,MESH:D006940
DB00753,MESH:D012206
DB00753,MESH:D011665
DB00753,MESH:D012131
DB00753,MESH:D012640
DB00753,MESH:D019954
DB00753,MESH:D007859
DB00753,MESH:D011183
DB00753,MESH:D013610
DB00753,MESH:D016171
DB00753,MESH:D009410
DB00753,MESH:D008944
DB00677,MESH:D014202
DB00677,MESH:D021081
DB00677,MESH:D018476
DB00677,MESH:D009422
DB00677,MESH:D001259
DB00677,MESH:D010523
DB00677,MESH:D009135
DB00677,MESH:D003866
DB00677,MESH:D004660
DB00677,MESH:D010243
DB00677,MESH:D013285
DB00677,MESH:D020233
DB00677,MESH:D003643
DB00677,MESH:D011115
DB00677,MESH:D062025
DB00677,MESH:D011041
DB00677,MESH:D012640
DB00677,MESH:D018923
DB00677,MESH:D007035
DB00677,MESH:D015431
DB00677,MESH:D020078
DB00677,MESH:D013226
DB00677,MESH:D020258
DB00677,MESH:D005132
DB00677,MESH:D009410
DB00677,MESH:D004195
DB00677,MESH:D019636
DB00677,MESH:D009336
DB00677,MESH:D003967
DB00677,MESH:D009461
DB00951,MESH:D009422
DB00951,MESH:D056487
DB00951,MESH:D004342
DB00951,MESH:D026681
DB00951,MESH:D002524
DB00951,MESH:D013226
DB00951,MESH:D064420
DB00951,MESH:D009325
DB00951,MESH:D012893
DB00951,MESH:D003556
DB00951,MESH:D012019
DB00951,MESH:D020820
DB00951,MESH:D001919
DB00951,MESH:D001855
DB00951,MESH:D003875
DB00951,MESH:D006331
DB00951,MESH:D001714
DB00951,MESH:D009336
DB00951,MESH:D001072
DB00951,MESH:D001766
DB00951,MESH:D012010
DB00951,MESH:D008569
DB00951,MESH:D008180
DB00951,MESH:D051437
DB00951,MESH:D017093
DB00951,MESH:D002493
DB00951,MESH:D006529
DB00951,MESH:D014786
DB00951,MESH:D014839
DB00951,MESH:D009410
DB00951,MESH:D001259
DB00951,MESH:D005221
DB00951,MESH:D000741
DB00951,MESH:D011507
DB00951,MESH:D011115
DB00951,MESH:D008175
DB00951,MESH:D007592
DB00951,MESH:D007683
DB00951,MESH:D008103
DB00951,MESH:D006971
DB00951,MESH:D020258
DB00951,MESH:D014717
DB00951,MESH:D004831
DB00951,MESH:D009443
DB00951,MESH:D003110
DB00951,MESH:D002779
DB00951,MESH:D011605
DB00951,MESH:D010493
DB00951,MESH:D000855
DB00951,MESH:D008113
DB00951,MESH:D003244
DB00951,MESH:D034141
DB00951,MESH:D007247
DB00951,MESH:D002653
DB00951,MESH:D009374
DB00951,MESH:D001930
DB00951,MESH:D013285
DB00951,MESH:D006505
DB00951,MESH:D006973
DB00951,MESH:D005334
DB00951,MESH:D008582
DB00951,MESH:D018771
DB00951,MESH:D008181
DB00951,MESH:D006970
DB00951,MESH:D007674
DB00951,MESH:D015746
DB00951,MESH:D056486
DB00951,MESH:D006975
DB00951,MESH:D004802
DB00951,MESH:D048550
DB00951,MESH:D006948
DB00951,MESH:D006949
DB00951,MESH:D002780
DB00951,MESH:D004211
DB00951,MESH:D009902
DB00951,MESH:D000707
DB00951,MESH:D000138
DB00951,MESH:D006943
DB00951,MESH:D008107
DB00951,MESH:D007022
DB00951,MESH:D002526
DB00951,MESH:D001523
DB00951,MESH:D015179
DB00951,MESH:D009207
DB00951,MESH:D006106
DB00951,MESH:D009771
DB00951,MESH:D003704
DB00951,MESH:D058186
DB00951,MESH:D010523
DB00951,MESH:D005234
DB00951,MESH:D000230
DB00951,MESH:D017114
DB00951,MESH:D000152
DB00951,MESH:D014657
DB00951,MESH:D005921
DB00951,MESH:D003221
DB00951,MESH:D006261
DB00951,MESH:D010195
DB00951,MESH:D012607
DB00951,MESH:D000006
DB00951,MESH:D003128
DB00951,MESH:D034381
DB00951,MESH:D001927
DB00951,MESH:D007565
DB00951,MESH:D006212
DB00951,MESH:D009164
DB00951,MESH:D009845
DB00951,MESH:D009901
DB00951,MESH:D000743
DB00951,MESH:D012206
DB00951,MESH:D018248
DB00951,MESH:D004172
DB00951,MESH:D006029
DB00951,MESH:D005767
DB00951,MESH:D005483
DB00951,MESH:D006501
DB00951,MESH:D010995
DB00951,MESH:D010292
DB00951,MESH:D008590
DB00951,MESH:D005076
DB00951,MESH:D000756
DB00951,MESH:D006311
DB00951,MESH:D012640
DB00951,MESH:D010383
DB00951,MESH:D001327
DB00951,MESH:D001168
DB00951,MESH:D013921
DB01064,MESH:D013610
DB01064,MESH:D054139
DB01064,MESH:D009410
DB01064,MESH:D008133
DB01064,MESH:D007008
DB01064,MESH:D013575
DB01064,MESH:D006470
DB01064,MESH:D016584
DB01064,MESH:D020257
DB01064,MESH:D006930
DB01064,MESH:D019462
DB01064,MESH:D006943
DB01064,MESH:D009202
DB01064,MESH:D054143
DB01064,MESH:D003645
DB01064,MESH:D006965
DB01064,MESH:D006327
DB01064,MESH:D013611
DB01064,MESH:D005355
DB01064,MESH:D054138
DB01064,MESH:D004489
DB01064,MESH:D016757
DB01064,MESH:D066126
DB01064,MESH:D019457
DB01064,MESH:D009361
DB01064,MESH:D006331
DB01064,MESH:D017202
DB01064,MESH:D014202
DB01064,MESH:D000072657
DB01064,MESH:D009336
DB01064,MESH:D004719
DB01064,MESH:D006940
DB01064,MESH:D013617
DB01064,MESH:D001145
DB01064,MESH:D000860
DB01064,MESH:D000787
DB01064,MESH:D004195
DB01064,MESH:D007006
DB01064,MESH:D028361
DB01064,MESH:D014693
DB01064,MESH:D001282
DB01064,MESH:D001281
DB01064,MESH:D015431
DB01064,MESH:D055370
DB01064,MESH:D006973
DB01064,MESH:D007511
DB01064,MESH:D002312
DB01064,MESH:D016171
DB01064,MESH:D007249
DB01064,MESH:D006335
DB01064,MESH:D006333
DB01064,MESH:D014839
DB01064,MESH:D014927
DB01064,MESH:D004487
DB01064,MESH:D008569
DB01064,MESH:D009205
DB01064,MESH:D008944
DB01064,MESH:D018879
DB01064,MESH:D001919
DB01064,MESH:D007859
DB01064,MESH:D007238
DB01064,MESH:D018487
DB01064,MESH:D013616
DB01064,MESH:D017379
DB01064,MESH:D007022
DB01064,MESH:D007010
DB01064,MESH:D009203
DB01064,MESH:D006996
DB01064,MESH:D064420
DB01064,MESH:D006984
DB01064,MESH:D009140
DB01064,MESH:D009325
DB01064,MESH:D017180
DB01064,MESH:D006332
DB01064,MESH:D000075224
DB09401,MESH:D056486
DB09401,MESH:D051437
DB09401,MESH:D000855
DB09401,MESH:D014693
DB09401,MESH:D007565
DB09401,MESH:D006973
DB09401,MESH:D004890
DB00883,MESH:D009846
DB00883,MESH:D019569
DB00883,MESH:D009203
DB00883,MESH:D013610
DB00883,MESH:D010291
DB00883,MESH:D013375
DB00883,MESH:D006973
DB00883,MESH:D010899
DB00883,MESH:D000743
DB00883,MESH:D006333
DB00883,MESH:D017202
DB00883,MESH:D014581
DB00883,MESH:D054537
DB00883,MESH:D051437
DB00883,MESH:D010146
DB00883,MESH:D007024
DB00883,MESH:D003027
DB00883,MESH:D001919
DB00883,MESH:D013575
DB00883,MESH:D007022
DB00883,MESH:D008881
DB00883,MESH:D006212
DB00883,MESH:D000138
DB00883,MESH:D006947
DB00883,MESH:D006261
DB08941,MESH:D017202
DB08941,MESH:D007022
DB00602,MESH:D003128
DB00602,MESH:D020258
DB00602,MESH:D053609
DB00602,MESH:D051437
DB00602,MESH:D009069
DB00602,MESH:D011537
DB00602,MESH:D053627
DB00602,MESH:D013262
DB00602,MESH:D015878
DB00602,MESH:D009461
DB00602,MESH:D012640
DB00602,MESH:D001259
DB00602,MESH:D002318
DB00602,MESH:D011507
DB00602,MESH:D009845
DB00602,MESH:D011041
DB00602,MESH:D014202
DB00602,MESH:D053608
DB00602,MESH:D011655
DB00602,MESH:D006417
DB00602,MESH:D017495
DB00602,MESH:D000072660
DB00602,MESH:D018771
DB00602,MESH:D003221
DB00602,MESH:D014839
DB00602,MESH:D001002
DB00602,MESH:D004660
DB00602,MESH:D064420
DB00602,MESH:D010243
DB00602,MESH:D012798
DB00602,MESH:D005334
DB00602,MESH:D006261
DB01172,MESH:D006319
DB01172,MESH:D006312
DB01172,MESH:D018908
DB01172,MESH:D034381
DB01172,MESH:C564013
DB01172,MESH:D003556
DB01172,MESH:D058186
DB01172,MESH:D005315
DB01172,MESH:D010523
DB01172,MESH:D004427
DB01172,MESH:D017449
DB01172,MESH:D006417
DB01172,MESH:D006316
DB01172,MESH:D006311
DB01172,MESH:D000857
DB01172,MESH:D011297
DB01172,MESH:D011507
DB01172,MESH:D003638
DB01172,MESH:D007674
DB01172,MESH:D015834
DB01172,MESH:D012021
DB01575,MESH:D001169
DB01575,MESH:D006930
DB01575,MESH:D059226
DB01575,MESH:D006849
DB01575,MESH:D010842
DB01575,MESH:D010146
DB01221,MESH:D011537
DB01221,MESH:D002389
DB01221,MESH:D054549
DB01221,MESH:D002375
DB01221,MESH:D014456
DB01221,MESH:D011654
DB01221,MESH:D008944
DB01221,MESH:D059445
DB01221,MESH:D013610
DB01221,MESH:D053608
DB01221,MESH:D003128
DB01221,MESH:D005756
DB01221,MESH:D002357
DB01221,MESH:D003866
DB01221,MESH:D014474
DB01221,MESH:D009123
DB01221,MESH:D011665
DB01221,MESH:D001022
DB01221,MESH:D014717
DB01221,MESH:D000787
DB01221,MESH:D007022
DB01221,MESH:D019465
DB01221,MESH:D020250
DB01221,MESH:D018856
DB01221,MESH:D001927
DB01221,MESH:D014693
DB01221,MESH:D009202
DB01221,MESH:D018879
DB01221,MESH:D015746
DB01221,MESH:D002318
DB01221,MESH:D019966
DB01221,MESH:D014839
DB01221,MESH:D001049
DB01221,MESH:D006930
DB01221,MESH:D001259
DB01221,MESH:D016757
DB01221,MESH:D004421
DB01221,MESH:D006130
DB01221,MESH:D014515
DB01221,MESH:D011618
DB01221,MESH:D003693
DB01221,MESH:D014786
DB01221,MESH:D019586
DB01221,MESH:D011141
DB01221,MESH:D011183
DB01221,MESH:D006212
DB01221,MESH:D001145
DB01221,MESH:D006973
DB01221,MESH:D020324
DB01221,MESH:D005334
DB01221,MESH:D009139
DB01221,MESH:D000647
DB01221,MESH:D018476
DB01221,MESH:D013896
DB01221,MESH:D001848
DB01221,MESH:D011595
DB01221,MESH:D020233
DB01221,MESH:D006943
DB01221,MESH:D020964
DB01221,MESH:D006948
DB01221,MESH:D009127
DB01221,MESH:D014570
DB01221,MESH:D001745
DB01221,MESH:D004244
DB01221,MESH:D003072
DB01221,MESH:D012559
DB01221,MESH:D007826
DB01221,MESH:D006976
DB01221,MESH:D005355
DB01221,MESH:D009404
DB01221,MESH:D009325
DB01221,MESH:D012131
DB01221,MESH:D003919
DB01221,MESH:D053609
DB01221,MESH:D008569
DB01221,MESH:D002194
DB01221,MESH:D000860
DB01221,MESH:D003221
DB01221,MESH:D014202
DB01221,MESH:D009207
DB01221,MESH:D001766
DB01221,MESH:D009410
DB01221,MESH:D013064
DB01221,MESH:D006970
DB01221,MESH:D008141
DB01221,MESH:D004487
DB01221,MESH:D003556
DB01221,MESH:D002545
DB01221,MESH:D001919
DB01221,MESH:D007738
DB01221,MESH:D011605
DB01221,MESH:D013121
DB01221,MESH:D012640
DB01221,MESH:D006323
DB01221,MESH:D010146
DB01221,MESH:D005221
DB01221,MESH:D009336
DB01221,MESH:D019956
DB01221,MESH:D014313
DB01221,MESH:D012569
DB01221,MESH:D020795
DB01221,MESH:D007008
DB01221,MESH:D004827
DB01221,MESH:D010468
DB01221,MESH:D012140
DB01221,MESH:D010292
DB01221,MESH:D009759
DB01221,MESH:D019954
DB01221,MESH:D004213
DB01221,MESH:D007859
DB01221,MESH:D001523
DB01221,MESH:D009422
DB01221,MESH:D001930
DB01221,MESH:D013035
DB01221,MESH:D015835
DB01221,MESH:D007674
DB01221,MESH:D000857
DB01221,MESH:D019964
DB01026,MESH:D003221
DB01026,MESH:D002375
DB01026,MESH:D009135
DB01026,MESH:D005317
DB01026,MESH:D008133
DB01026,MESH:D047508
DB01026,MESH:D004401
DB01026,MESH:D002779
DB01026,MESH:D010211
DB01026,MESH:D020964
DB01026,MESH:D010259
DB01026,MESH:D064420
DB01026,MESH:D008064
DB01026,MESH:D000707
DB01026,MESH:D005767
DB01026,MESH:D000744
DB01026,MESH:D020820
DB01026,MESH:D001201
DB01026,MESH:D000014
DB01026,MESH:D000741
DB01026,MESH:D009325
DB01026,MESH:D012640
DB01026,MESH:D065606
DB01026,MESH:D007565
DB01026,MESH:D006973
DB01026,MESH:D056486
DB01026,MESH:D002972
DB01026,MESH:D010243
DB01026,MESH:D003875
DB01026,MESH:D005355
DB01026,MESH:D004342
DB01026,MESH:D007022
DB01026,MESH:D006529
DB01026,MESH:D001523
DB01026,MESH:D002318
DB01026,MESH:D000855
DB01026,MESH:D008107
DB01026,MESH:D017114
DB01026,MESH:D014202
DB01026,MESH:D014581
DB01026,MESH:D016171
DB01026,MESH:D005234
DB01026,MESH:D018908
DB01026,MESH:D017180
DB01026,MESH:D000303
DB01026,MESH:D004802
DB01026,MESH:D017093
DB01026,MESH:D014839
DB01026,MESH:D000799
DB01009,MESH:D064420
DB01009,MESH:D004417
DB01009,MESH:D003875
DB01009,MESH:D007676
DB01009,MESH:D017114
DB01009,MESH:D005756
DB01009,MESH:D005767
DB01009,MESH:D010195
DB01009,MESH:D007674
DB01009,MESH:D010437
DB01009,MESH:D006406
DB01009,MESH:D010146
DB01009,MESH:D012640
DB01009,MESH:D016104
DB01009,MESH:D006973
DB01009,MESH:D015433
DB01009,MESH:D007681
DB01009,MESH:D000799
DB01009,MESH:D058186
DB01009,MESH:D013262
DB01009,MESH:D009395
DB01009,MESH:D007232
DB01009,MESH:D001791
DB01009,MESH:D002493
DB01009,MESH:D014581
DB01009,MESH:D051437
DB01009,MESH:D013272
DB01009,MESH:D010787
DB01009,MESH:D001249
DB01009,MESH:D056486
DB01009,MESH:D011507
DB00920,MESH:D009336
DB00920,MESH:D006331
DB00920,MESH:D013036
DB00920,MESH:D012640
DB00920,MESH:D003556
DB00920,MESH:D051437
DB00920,MESH:D056486
DB11132,MESH:D011041
DB00598,MESH:D005076
DB00598,MESH:D014555
DB00598,MESH:D007003
DB00598,MESH:D004244
DB00598,MESH:D016055
DB00598,MESH:D004342
DB00598,MESH:D002546
DB00598,MESH:D003329
DB00598,MESH:D011141
DB00598,MESH:D007024
DB00598,MESH:D006323
DB00598,MESH:D016757
DB00598,MESH:D006332
DB00598,MESH:D013575
DB00598,MESH:D007232
DB00598,MESH:D001919
DB00598,MESH:D003967
DB00598,MESH:D054537
DB00598,MESH:D008107
DB00598,MESH:D005221
DB00598,MESH:D006331
DB00598,MESH:D006261
DB00598,MESH:D007022
DB00598,MESH:D010291
DB00598,MESH:D056486
DB00598,MESH:D013610
DB00598,MESH:D005767
DB00598,MESH:D001986
DB00598,MESH:D001289
DB00598,MESH:D009135
DB00598,MESH:D001145
DB00598,MESH:D010292
DB00598,MESH:D009325
DB00598,MESH:D058186
DB00598,MESH:D006966
DB00598,MESH:D014202
DB00598,MESH:D010490
DB00598,MESH:D012206
DB00598,MESH:D006333
DB00598,MESH:D006973
DB00581,MESH:D003967
DB00581,MESH:D005414
DB00581,MESH:D015746
DB00581,MESH:D009325
DB00581,MESH:D000855
DB00504,MESH:D015431
DB00504,MESH:D013375
DB00848,MESH:D007970
DB00848,MESH:D005767
DB00848,MESH:D003711
DB00848,MESH:D014839
DB00848,MESH:D009135
DB00848,MESH:D003704
DB00848,MESH:D006261
DB00848,MESH:D002637
DB00848,MESH:D000380
DB00848,MESH:D012640
DB00848,MESH:D003875
DB00848,MESH:D012872
DB00848,MESH:D019226
DB00848,MESH:D020234
DB00848,MESH:D001037
DB00848,MESH:D009336
DB00848,MESH:D007960
DB00848,MESH:D011693
DB00848,MESH:D005234
DB00848,MESH:D014657
DB00848,MESH:D012678
DB00848,MESH:D014717
DB00848,MESH:D007177
DB00848,MESH:D009404
DB00848,MESH:D056784
DB00848,MESH:D018366
DB00848,MESH:D005334
DB00848,MESH:D005076
DB00848,MESH:D001259
DB00848,MESH:D002375
DB00848,MESH:D014647
DB00848,MESH:D007674
DB00848,MESH:D010243
DB00848,MESH:D003680
DB00848,MESH:D011605
DB00848,MESH:D009503
DB00848,MESH:D010146
DB00848,MESH:D002493
DB00848,MESH:D003221
