drugbank,uniprot
DB03128,P08173
DB03619,Q8TDU6
DB03796,P08100
DB04834,P08172
DB04835,P51681
DB04837,P35367
DB04841,P35367
DB04842,P14416
DB04842,P28223
DB04843,P11229
DB04843,P20309
DB04844,P14416
DB04846,P08588
DB04846,P07550
DB04846,P13945
DB04846,P08913
DB04846,P18089
DB04846,P18825
DB04855,P35348
DB04855,P35368
DB04855,P25100
DB04855,P08913
DB04855,P18089
DB04855,P18825
DB04855,P08588
DB04861,P08588
DB04861,P07550
DB04861,P13945
DB04871,P28335
DB04890,P35367
DB04908,P08908
DB04908,P28223
DB04908,P21917
DB04946,P28223
DB04946,P14416
DB04946,P21728
DB04946,P35462
DB04946,P21917
DB04946,P08908
DB04946,P50406
DB04946,P34969
DB04946,P35348
DB04946,P35367
DB04946,P18825
DB04948,P08913
DB04948,P35348
DB04948,P08908
DB04948,P34969
DB04948,P28335
DB04948,P28221
DB05039,P07550
DB05271,P35462
DB05271,P21917
DB05271,P21918
DB05271,P14416
DB05271,P21728
DB05271,P08908
DB05271,P18089
DB05316,P28223
DB05316,P14416
DB05381,P35367
DB05381,P25021
DB05381,Q9Y5N1
DB05381,Q9H3N8
DB06016,P35462
DB06016,P14416
DB06016,P08908
DB06016,P41595
DB06016,P28223
DB06016,P35367
DB06077,P28223
DB06077,P14416
DB06077,P21728
DB06144,P14416
DB06144,P28223
DB06144,P28335
DB06144,P50406
DB06144,P35348
DB06144,P35368
DB06144,P25100
DB06148,P08913
DB06148,P28223
DB06148,P28335
DB06148,P35367
DB06148,Q9H3N8
DB06148,P08908
DB06148,P18825
DB06148,P41595
DB06148,P18089
DB06148,P35462
DB06148,P41145
DB06148,P34969
DB06148,P14416
DB06148,P50406
DB06148,P35348
DB06148,P35368
DB06148,P25100
DB06148,P21728
DB06148,P21918
DB06153,P11229
DB06153,P08172
DB06153,P20309
DB06153,P28223
DB06153,P41595
DB06153,P28335
DB06153,P08908
DB06153,P28222
DB06153,P28221
DB06153,P35367
DB06153,P35348
DB06153,P35368
DB06153,P25100
DB06153,P08913
DB06153,P18089
DB06153,P18825
DB06155,P21554
DB06155,Q9Y2T6
DB06196,P30411
DB06201,P41594
DB06202,P34972
DB06204,P35372
DB06204,P41145
DB06204,P41143
DB06207,P35348
DB06207,P35368
DB06207,P25100
DB06209,Q9H244
DB06212,P30518
DB06212,P37288
DB06213,P29274
DB06216,P08908
DB06216,P28222
DB06216,P28223
DB06216,P41595
DB06216,P28335
DB06216,P47898
DB06216,P50406
DB06216,P34969
DB06216,P14416
DB06216,P35462
DB06216,P21917
DB06216,P21728
DB06216,P35348
DB06216,P08913
DB06216,P18089
DB06216,P18825
DB06216,P35367
DB06216,P25021
DB06216,P08588
DB06216,P07550
DB06230,P35372
DB06230,P41145
DB06230,P41143
DB06262,P35348
DB06262,P35368
DB06262,P25100
DB06262,P08913
DB06262,P18089
DB06262,P18825
DB06262,P08588
DB06262,P07550
DB06262,P13945
DB06268,P25101
DB06268,P24530
DB06274,P35372
DB06274,P41145
DB06274,P41143
DB06282,P35367
DB06288,P14416
DB06288,P35462
DB06288,P34969
DB06288,P28223
DB06403,P25101
DB06403,P24530
DB06441,Q9H244
DB06480,Q13639
DB06594,P28335
DB06594,P48039
DB06594,P49286
DB06663,P30872
DB06663,P30874
DB06663,P32745
DB06663,P35346
DB06684,P08908
DB06691,P35367
DB06694,P35348
DB06694,P08913
DB06694,P18089
DB06694,P35368
DB06694,P25100
DB06694,P18825
DB06698,P35367
DB06698,Q9Y5N1
DB06699,P30968
DB06702,P20309
DB06702,P08173
DB06702,P11229
DB06702,P08172
DB06702,P08912
DB06706,P35348
DB06707,P08913
DB06707,P18089
DB06707,P18825
DB06709,P20309
DB06711,P08913
DB06711,P35348
DB06764,P35348
DB06766,P35367
DB06777,Q8TDU6
DB06786,Q99835
DB06787,P11229
DB06787,P08172
DB06787,P20309
DB06787,P08173
DB06788,P30968
DB06791,P30874
DB06791,P35346
DB06800,P35372
DB06800,P41145
DB06809,P61073
DB06814,P07550
DB06825,P30968
DB08799,P35367
DB08801,P35367
DB08801,P08172
DB08815,P14416
DB08815,P28223
DB08815,P34969
DB08815,P08908
DB08815,P18825
DB08815,P08913
DB08816,Q9H244
DB08819,P43088
DB08822,P30556
DB08828,Q99835
DB08868,Q9H228
DB08868,P21453
DB08868,O95977
DB08868,Q99500
DB08869,Q02643
DB08893,P13945
DB08897,P11229
DB08897,P08172
DB08897,P20309
DB08897,P08173
DB08897,P08912
DB08932,P25101
DB08932,P24530
DB08936,P35367
DB08949,P49019
DB08949,Q8TDS4
DB08950,P35348
DB08964,P43116
DB08964,P43115
DB09030,P25116
DB09034,O43613
DB09034,O43614
DB09048,P25103
DB09049,P35372
DB09059,P30559
DB09059,P37288
DB09059,P47901
DB09059,P30518
DB09061,P21554
DB09061,P34972
DB09061,Q14330
DB09061,Q9Y2T6
DB09061,P08908
DB09061,P28223
DB09061,P41143
DB09061,P35372
DB09061,P30542
DB09067,P34998
DB09068,P34969
DB09068,P28222
DB09068,P08908
DB09068,P08588
DB09071,P48039
DB09071,P49286
DB09076,P11229
DB09076,P08172
DB09076,P20309
DB09076,P08173
DB09076,P08912
DB09080,P07550
DB09082,P07550
DB09089,P35372
DB09089,P11229
DB09089,P08172
DB09089,P20309
DB09089,P08173
DB09097,P14416
DB09097,P21728
DB09097,P21918
DB09099,P30872
DB09099,P30874
DB09099,P32745
DB09099,P31391
DB09099,P35346
DB09128,P08908
DB09128,P14416
DB09128,P28223
DB09128,P18825
DB09128,P35368
DB09143,Q99835
DB09167,P08908
DB09167,P28223
DB09167,P35367
DB09167,P11229
DB09167,P08172
DB09167,P20309
DB09167,P08173
DB09167,P08912
DB09167,P08913
DB09167,P18089
DB09167,P18825
DB09167,P35348
DB09167,P35368
DB09167,P25100
DB09195,P28223
DB09195,P28335
DB09195,P35348
DB09195,P35368
DB09195,P25100
DB09195,P08913
DB09195,P18089
DB09195,P18825
DB09195,P35367
DB09205,P35348
DB09205,P35368
DB09205,P25100
DB09205,P08913
DB09205,P18089
DB09205,P18825
DB09209,P35372
DB09209,P41145
DB09209,P41143
DB09225,P21728
DB09225,P21918
DB09225,P14416
DB09225,P28223
DB09225,P50406
DB09225,P34969
DB09242,P08913
DB09265,P43220
DB09272,P35372
DB09272,P41143
DB09272,P41145
DB09291,P25103
DB09300,P20309
DB09300,P08172
DB09351,P08588
DB09421,P34981
DB09477,P46663
DB09488,P35367
DB09555,P35367
DB11093,P41180
DB11156,P11229
DB11181,P11229
DB11181,P08172
DB11181,P20309
DB11181,P08173
DB11181,P08912
DB11186,P41145
DB11186,P35372
DB11235,P35367
DB11235,P11229
DB11235,P08172
DB11235,P20309
DB11235,P08173
DB11235,P08912
DB11273,P08908
DB11273,P28222
DB11273,P28221
DB11273,P28223
DB11273,P41595
DB11273,P28335
DB11273,Q13639
DB11273,P50406
DB11273,P34969
DB11273,P08588
DB11273,P07550
DB11273,P13945
DB11273,P35348
DB11273,P35368
DB11273,P25100
DB11273,P08913
DB11273,P18089
DB11273,P18825
DB11274,P14416
DB11274,P21728
DB11274,P21918
DB11274,P35462
DB11278,P08588
DB11278,P08913
DB11278,P35348
DB11278,P35368
DB11278,P25100
DB11278,P18089
DB11278,P18825
DB11278,P07550
DB11278,P13945
DB11348,P41180
DB11362,P43119
DB11577,P35348
DB11577,P35368
DB11577,P25100
DB11577,P08913
DB11577,P18089
DB11577,P18825
DB11587,P07550
DB11591,P35367
DB11614,P25105
DB11614,P35367
DB11619,P30968
DB11642,Q9Y5N1
DB11653,Q01726
DB11653,P32245
DB11653,P41968
DB11653,P33032
DB11653,Q01718
DB11660,P43088
DB11691,P35372
DB11691,P41143
DB11691,P41145
DB11738,P08913
DB11757,P29274
DB11757,P30542
DB11842,P30556
DB11853,P30968
DB11855,P11229
DB11855,P08172
DB11855,P20309
DB11855,P08173
DB11855,P08912
DB11951,O43613
DB11951,O43614
DB11978,Q99835
DB11979,P30968
DB12141,P08908
DB12141,P28222
DB12141,P28221
DB12141,P28223
DB12141,P41595
DB12141,P28335
DB12141,Q13639
DB12141,P50406
DB12141,P34969
DB12278,P11229
DB12278,P08172
DB12278,P20309
DB12278,P08173
DB12278,P08912
DB12278,P35348
DB12371,Q9H228
DB12371,P21453
DB12457,Q16602
DB12612,P21453
DB12612,Q9H228
DB12789,Q9Y5Y4
DB13074,Q92847
DB13139,P07550
DB13345,P08908
DB13345,P28222
DB13345,P28221
DB13345,P28223
DB13345,P41595
DB13345,P28335
DB13345,Q13639
DB13345,P50406
DB13345,P34969
DB13345,P08588
DB13345,P07550
DB13345,P13945
DB13345,P35348
DB13345,P35368
DB13345,P25100
DB13345,P08913
DB13345,P18089
DB13345,P18825
DB13345,P21728
DB13345,P21918
DB13345,P14416
DB13345,P35462
DB13345,P21917
DB13720,P20309
DB13781,P08588
DB13925,P30874
DB13928,P43220
DB13952,Q99527
DB13953,Q99527
DB13954,Q99527
DB13955,Q99527
DB13956,Q99527
DB13985,P30874
DB13985,P30872
DB13985,P32745
DB13985,P31391
DB13985,P35346
DB14019,P25103
DB14185,P14416
DB14185,P08908
DB14185,P28223
DB14185,P28222
DB14185,P28221
DB14185,P21728
DB14185,P21918
DB14185,P35462
DB14185,P21917
DB14185,P28335
DB14185,P50406
DB14185,P34969
DB14185,P35367
DB14185,P35348
DB14185,P35368
DB14185,P08913
DB14185,P18089
DB14185,P18825
DB14185,P11229
DB14185,P08172
DB14185,P20309
DB14185,P08173
DB14185,P08912
DB14481,P41180
DB14487,P46663
DB14533,P46663
DB14642,P37288
DB14642,P30518
DB14642,P47901
DB14881,P35372
DB14895,P13945
DB15328,Q16602
DB15494,P30874
DB15494,P35346
DB15494,P32745
DB15494,P30872
DB15873,P30874
