uniprot,pathway_id,database
P27361,WP1841,wikipathways
P28482,WP1841,wikipathways
P31749,WP1841,wikipathways
P31946,WP1841,wikipathways
P42574,WP1841,wikipathways
P45983,WP1841,wikipathways
P55211,WP1841,wikipathways
P99999,WP1841,wikipathways
Q07021,WP1841,wikipathways
Q07817,WP1841,wikipathways
P05067,WP5372,wikipathways
P10636,WP5372,wikipathways
P23560,WP5372,wikipathways
P27338,WP5372,wikipathways
P31749,WP5372,wikipathways
P37840,WP5372,wikipathways
P62714,WP5372,wikipathways
P78362,WP5372,wikipathways
Q16620,WP5372,wikipathways
O14983,WP4098,wikipathways
O75185,WP4098,wikipathways
O75762,WP4098,wikipathways
P04049,WP4098,wikipathways
P05023,WP4098,wikipathways
P0DP23,WP4098,wikipathways
P13637,WP4098,wikipathways
P16615,WP4098,wikipathways
P20020,WP4098,wikipathways
P20648,WP4098,wikipathways
P21817,WP4098,wikipathways
P23634,WP4098,wikipathways
P30626,WP4098,wikipathways
P37088,WP4098,wikipathways
P50993,WP4098,wikipathways
P51164,WP4098,wikipathways
P51168,WP4098,wikipathways
P51170,WP4098,wikipathways
P51172,WP4098,wikipathways
P51788,WP4098,wikipathways
P54710,WP4098,wikipathways
P78348,WP4098,wikipathways
P98194,WP4098,wikipathways
Q01814,WP4098,wikipathways
Q13554,WP4098,wikipathways
Q13555,WP4098,wikipathways
Q13557,WP4098,wikipathways
Q16515,WP4098,wikipathways
Q16720,WP4098,wikipathways
Q7Z2W7,WP4098,wikipathways
Q8NER1,WP4098,wikipathways
Q8NET8,WP4098,wikipathways
Q8TD43,WP4098,wikipathways
Q92736,WP4098,wikipathways
Q9HBA0,WP4098,wikipathways
Q9UQM7,WP4098,wikipathways
Q9Y5S1,WP4098,wikipathways
O15342,WP2670,wikipathways
O75348,WP2670,wikipathways
O95670,WP2670,wikipathways
P02786,WP2670,wikipathways
P15313,WP2670,wikipathways
P21281,WP2670,wikipathways
P21283,WP2670,wikipathways
P27449,WP2670,wikipathways
P36543,WP2670,wikipathways
P38606,WP2670,wikipathways
P61421,WP2670,wikipathways
Q13488,WP2670,wikipathways
Q15904,WP2670,wikipathways
Q8N8Y2,WP2670,wikipathways
Q8NEY4,WP2670,wikipathways
Q93050,WP2670,wikipathways
Q96A05,WP2670,wikipathways
Q99437,WP2670,wikipathways
Q9HBG4,WP2670,wikipathways
Q9UI12,WP2670,wikipathways
Q9UP52,WP2670,wikipathways
Q9Y487,WP2670,wikipathways
Q9Y5K8,WP2670,wikipathways
O43525,WP5360,wikipathways
O43526,WP5360,wikipathways
P0DP23,WP5360,wikipathways
P17252,WP5360,wikipathways
P68400,WP5360,wikipathways
O43772,WP4742,wikipathways
P23786,WP4742,wikipathways
P24752,WP4742,wikipathways
P53985,WP4742,wikipathways
P24752,WP4113,wikipathways
P00748,WP5089,wikipathways
P01042,WP5089,wikipathways
P00338,WP4236,wikipathways
P07195,WP4236,wikipathways
P07864,WP4236,wikipathways
O00206,WP5044,wikipathways
P01375,WP5044,wikipathways
P01579,WP5044,wikipathways
P04637,WP5044,wikipathways
P14902,WP5044,wikipathways
P35869,WP5044,wikipathways
P38936,WP5044,wikipathways
Q16719,WP5044,wikipathways
Q8N5Z0,WP5044,wikipathways
Q9P2K8,WP5044,wikipathways
O60939,WP1843,wikipathways
P00533,WP1843,wikipathways
P05106,WP1843,wikipathways
P06756,WP1843,wikipathways
P08514,WP1843,wikipathways
P11142,WP1843,wikipathways
P19784,WP1843,wikipathways
P27361,WP1843,wikipathways
P28482,WP1843,wikipathways
P35498,WP1843,wikipathways
P35499,WP1843,wikipathways
P36507,WP1843,wikipathways
P51812,WP1843,wikipathways
P63000,WP1843,wikipathways
P68400,WP1843,wikipathways
P78352,WP1843,wikipathways
Q01118,WP1843,wikipathways
Q02750,WP1843,wikipathways
Q07699,WP1843,wikipathways
Q13153,WP1843,wikipathways
Q14524,WP1843,wikipathways
Q15418,WP1843,wikipathways
Q15858,WP1843,wikipathways
Q8IWT1,WP1843,wikipathways
Q99250,WP1843,wikipathways
Q9NY46,WP1843,wikipathways
Q9NY72,WP1843,wikipathways
Q9UI33,WP1843,wikipathways
Q9UK32,WP1843,wikipathways
Q9UQD0,WP1843,wikipathways
Q9Y5Y9,WP1843,wikipathways
O15440,WP5239,wikipathways
O15427,WP5314,wikipathways
O60669,WP5314,wikipathways
P00918,WP5314,wikipathways
P07195,WP5314,wikipathways
P22748,WP5314,wikipathways
P43004,WP5314,wikipathways
P53985,WP5314,wikipathways
P02788,WP5003,wikipathways
O00206,WP5272,wikipathways
O15264,WP5272,wikipathways
P13500,WP5272,wikipathways
P16220,WP5272,wikipathways
P18848,WP5272,wikipathways
P19838,WP5272,wikipathways
P53778,WP5272,wikipathways
Q00653,WP5272,wikipathways
Q04206,WP5272,wikipathways
Q15759,WP5272,wikipathways
Q16539,WP5272,wikipathways
O15382,WP4686,wikipathways
P05165,WP4686,wikipathways
P05166,WP4686,wikipathways
P09622,WP4686,wikipathways
P22033,WP4686,wikipathways
P24752,WP4686,wikipathways
P26440,WP4686,wikipathways
P31937,WP4686,wikipathways
P45954,WP4686,wikipathways
P54687,WP4686,wikipathways
Q02252,WP4686,wikipathways
Q96RQ3,WP4686,wikipathways
Q99714,WP4686,wikipathways
Q9HCC0,WP4686,wikipathways
Q9UKU7,WP4686,wikipathways
O95864,WP4853,wikipathways
P02647,WP3601,wikipathways
P02649,WP3601,wikipathways
P02652,WP3601,wikipathways
P02655,WP3601,wikipathways
P02656,WP3601,wikipathways
P04114,WP3601,wikipathways
O14964,WP4119,wikipathways
P08581,WP4119,wikipathways
P12931,WP4119,wikipathways
P35222,WP4119,wikipathways
O95622,WP4589,wikipathways
P07550,WP4589,wikipathways
P08588,WP4589,wikipathways
P08913,WP4589,wikipathways
P18089,WP4589,wikipathways
P18825,WP4589,wikipathways
P25100,WP4589,wikipathways
Q08462,WP4589,wikipathways
Q08828,WP4589,wikipathways
P05093,WP5320,wikipathways
P05108,WP5320,wikipathways
P11511,WP5320,wikipathways
P14060,WP5320,wikipathways
P18405,WP5320,wikipathways
P22309,WP5320,wikipathways
P26439,WP5320,wikipathways
P31213,WP5320,wikipathways
P37058,WP5320,wikipathways
P37059,WP5320,wikipathways
O14920,WP2792,wikipathways
O15111,WP2792,wikipathways
O43353,WP2792,wikipathways
P19838,WP2792,wikipathways
P45983,WP2792,wikipathways
P45984,WP2792,wikipathways
P46734,WP2792,wikipathways
P51617,WP2792,wikipathways
P52564,WP2792,wikipathways
P53779,WP2792,wikipathways
Q02750,WP2792,wikipathways
Q15750,WP2792,wikipathways
Q15759,WP2792,wikipathways
Q16539,WP2792,wikipathways
Q9HC29,WP2792,wikipathways
P25963,WP3849,wikipathways
P52564,WP3849,wikipathways
Q13233,WP3849,wikipathways
Q9UM73,WP4928,wikipathways
P01100,WP1845,wikipathways
P05412,WP1845,wikipathways
P15336,WP1845,wikipathways
P16220,WP1845,wikipathways
P18846,WP1845,wikipathways
P27361,WP1845,wikipathways
P28482,WP1845,wikipathways
P45983,WP1845,wikipathways
P45984,WP1845,wikipathways
P51812,WP1845,wikipathways
P53779,WP1845,wikipathways
P62714,WP1845,wikipathways
P67775,WP1845,wikipathways
Q13164,WP1845,wikipathways
Q15418,WP1845,wikipathways
Q15759,WP1845,wikipathways
Q16539,WP1845,wikipathways
P00747,WP3976,wikipathways
P02649,WP3298,wikipathways
O43175,WP5355,wikipathways
P00367,WP5355,wikipathways
P05089,WP5355,wikipathways
P05141,WP5355,wikipathways
P23378,WP5355,wikipathways
P24752,WP5355,wikipathways
P31327,WP5355,wikipathways
P32929,WP5355,wikipathways
P47989,WP5355,wikipathways
P50440,WP5355,wikipathways
P50747,WP5355,wikipathways
P78330,WP5355,wikipathways
Q14353,WP5355,wikipathways
Q16836,WP5355,wikipathways
Q16878,WP5355,wikipathways
Q8N5Z0,WP5355,wikipathways
Q92947,WP5355,wikipathways
Q9UI32,WP5355,wikipathways
Q9Y617,WP5355,wikipathways
P02647,WP4522,wikipathways
P02649,WP4522,wikipathways
P02652,WP4522,wikipathways
P02655,WP4522,wikipathways
P04114,WP4522,wikipathways
P07355,WP4522,wikipathways
P55157,WP4522,wikipathways
O43175,WP5312,wikipathways
O60701,WP5312,wikipathways
O94925,WP5312,wikipathways
P00338,WP5312,wikipathways
P00367,WP5312,wikipathways
P06744,WP5312,wikipathways
P11362,WP5312,wikipathways
P13674,WP5312,wikipathways
P22455,WP5312,wikipathways
P32322,WP5312,wikipathways
P53985,WP5312,wikipathways
P54886,WP5312,wikipathways
P78330,WP5312,wikipathways
Q02809,WP5312,wikipathways
Q8IVL6,WP5312,wikipathways
Q9Y617,WP5312,wikipathways
O15374,WP5220,wikipathways
O15382,WP5220,wikipathways
O75390,WP5220,wikipathways
P00338,WP5220,wikipathways
P00367,WP5220,wikipathways
P00505,WP5220,wikipathways
P04035,WP5220,wikipathways
P04637,WP5220,wikipathways
P06744,WP5220,wikipathways
P08559,WP5220,wikipathways
P09622,WP5220,wikipathways
P10515,WP5220,wikipathways
P11177,WP5220,wikipathways
P14618,WP5220,wikipathways
P17174,WP5220,wikipathways
P35610,WP5220,wikipathways
P40925,WP5220,wikipathways
P48163,WP5220,wikipathways
P49327,WP5220,wikipathways
P53396,WP5220,wikipathways
P53985,WP5220,wikipathways
Q9UI32,WP5220,wikipathways
O60427,WP4586,wikipathways
O95864,WP4586,wikipathways
P09917,WP4586,wikipathways
P35354,WP4586,wikipathways
P07101,WP3548,wikipathways
P07202,WP3548,wikipathways
P09172,WP3548,wikipathways
P17752,WP3548,wikipathways
P20711,WP3548,wikipathways
P46597,WP3548,wikipathways
Q92911,WP3548,wikipathways
P00797,WP2729,wikipathways
P01019,WP2729,wikipathways
P08473,WP2729,wikipathways
P12821,WP2729,wikipathways
P15086,WP2729,wikipathways
P15144,WP2729,wikipathways
P23141,WP2729,wikipathways
Q07075,WP2729,wikipathways
Q9BYF1,WP2729,wikipathways
O75874,WP4990,wikipathways
P00374,WP4990,wikipathways
P07900,WP4990,wikipathways
P0DP23,WP4990,wikipathways
P29474,WP4990,wikipathways
P31749,WP4990,wikipathways
Q03393,WP4990,wikipathways
Q13237,WP4990,wikipathways
O94760,WP1850,wikipathways
P07900,WP1850,wikipathways
P0DP23,WP1850,wikipathways
P29474,WP1850,wikipathways
P31749,WP1850,wikipathways
P15559,WP3555,wikipathways
P20618,WP3555,wikipathways
P28062,WP3555,wikipathways
P28065,WP3555,wikipathways
P28074,WP3555,wikipathways
P40306,WP3555,wikipathways
P49721,WP3555,wikipathways
Q06323,WP3555,wikipathways
Q96A70,WP3555,wikipathways
P02768,WP1852,wikipathways
P08263,WP1852,wikipathways
P09601,WP1852,wikipathways
P13196,WP1852,wikipathways
P13716,WP1852,wikipathways
P22309,WP1852,wikipathways
P22557,WP1852,wikipathways
P22830,WP1852,wikipathways
P30043,WP1852,wikipathways
P30519,WP1852,wikipathways
P33527,WP1852,wikipathways
P53004,WP1852,wikipathways
Q92887,WP1852,wikipathways
Q9NPD5,WP1852,wikipathways
Q9UNQ0,WP1852,wikipathways
Q9Y6L6,WP1852,wikipathways
O95470,WP4142,wikipathways
Q16739,WP4142,wikipathways
P01189,WP2749,wikipathways
P05093,WP2749,wikipathways
P05108,WP2749,wikipathways
P08185,WP2749,wikipathways
P08686,WP2749,wikipathways
P10109,WP2749,wikipathways
P11511,WP2749,wikipathways
P14060,WP2749,wikipathways
P14061,WP2749,wikipathways
P15121,WP2749,wikipathways
P15538,WP2749,wikipathways
P18405,WP2749,wikipathways
P19099,WP2749,wikipathways
P22570,WP2749,wikipathways
P26439,WP2749,wikipathways
P28845,WP2749,wikipathways
P30536,WP2749,wikipathways
P31213,WP2749,wikipathways
P37058,WP2749,wikipathways
P37059,WP2749,wikipathways
P80365,WP2749,wikipathways
Q9H8P0,WP2749,wikipathways
P08684,WP4174,wikipathways
P11712,WP4174,wikipathways
O00763,WP1857,wikipathways
O00764,WP1857,wikipathways
O60494,WP1857,wikipathways
P00387,WP1857,wikipathways
P05165,WP1857,wikipathways
P05166,WP1857,wikipathways
P11498,WP1857,wikipathways
P20061,WP1857,wikipathways
P22033,WP1857,wikipathways
P33527,WP1857,wikipathways
P49327,WP1857,wikipathways
P50747,WP1857,wikipathways
P78417,WP1857,wikipathways
Q06278,WP1857,wikipathways
Q13085,WP1857,wikipathways
Q8IVH4,WP1857,wikipathways
Q969G6,WP1857,wikipathways
Q96EN8,WP1857,wikipathways
Q96RQ3,WP1857,wikipathways
Q99707,WP1857,wikipathways
Q9BXJ7,WP1857,wikipathways
Q9H3S4,WP1857,wikipathways
Q9H4Y5,WP1857,wikipathways
Q9HAB3,WP1857,wikipathways
Q9HCC0,WP1857,wikipathways
Q9NQX3,WP1857,wikipathways
Q9NVS9,WP1857,wikipathways
Q9UBK8,WP1857,wikipathways
Q9Y289,WP1857,wikipathways
Q9Y4U1,WP1857,wikipathways
P27986,WP2249,wikipathways
P23526,WP4292,wikipathways
Q00266,WP4292,wikipathways
Q14749,WP4292,wikipathways
Q16878,WP4292,wikipathways
Q99707,WP4292,wikipathways
Q9Y600,WP4292,wikipathways
O95749,WP4190,wikipathways
P04035,WP4190,wikipathways
P14324,WP4190,wikipathways
P24752,WP4190,wikipathways
P04035,WP4189,wikipathways
P15538,WP5279,wikipathways
P17516,WP5279,wikipathways
P18405,WP5279,wikipathways
P28845,WP5279,wikipathways
P31213,WP5279,wikipathways
P42330,WP5279,wikipathways
P51857,WP5279,wikipathways
P52895,WP5279,wikipathways
P80365,WP5279,wikipathways
Q04828,WP5279,wikipathways
P25963,WP4329,wikipathways
P12004,WP3381,wikipathways
P18858,WP3381,wikipathways
P45954,WP5241,wikipathways
Q08426,WP5241,wikipathways
Q99714,WP5241,wikipathways
O15379,WP3331,wikipathways
O43741,WP3331,wikipathways
P00367,WP3331,wikipathways
P0DP23,WP3331,wikipathways
P11474,WP3331,wikipathways
P13196,WP3331,wikipathways
P15336,WP3331,wikipathways
P16220,WP3331,wikipathways
P19793,WP3331,wikipathways
P48735,WP3331,wikipathways
P49448,WP3331,wikipathways
P53778,WP3331,wikipathways
P54619,WP3331,wikipathways
P54646,WP3331,wikipathways
P99999,WP3331,wikipathways
Q07869,WP3331,wikipathways
Q15596,WP3331,wikipathways
Q15759,WP3331,wikipathways
Q16539,WP3331,wikipathways
Q86YN6,WP3331,wikipathways
Q9NXA8,WP3331,wikipathways
Q9UGI9,WP3331,wikipathways
Q9UGJ0,WP3331,wikipathways
Q9Y478,WP3331,wikipathways
O14561,WP4324,wikipathways
O15239,WP4324,wikipathways
O43181,WP4324,wikipathways
O43674,WP4324,wikipathways
O43676,WP4324,wikipathways
O43677,WP4324,wikipathways
O43678,WP4324,wikipathways
O43920,WP4324,wikipathways
O75306,WP4324,wikipathways
O75380,WP4324,wikipathways
O75438,WP4324,wikipathways
O75489,WP4324,wikipathways
O95139,WP4324,wikipathways
O95167,WP4324,wikipathways
O95168,WP4324,wikipathways
O95169,WP4324,wikipathways
O95178,WP4324,wikipathways
O95182,WP4324,wikipathways
O95298,WP4324,wikipathways
O95299,WP4324,wikipathways
O96000,WP4324,wikipathways
P03886,WP4324,wikipathways
P03891,WP4324,wikipathways
P03901,WP4324,wikipathways
P03905,WP4324,wikipathways
P03915,WP4324,wikipathways
P03923,WP4324,wikipathways
P17568,WP4324,wikipathways
P19404,WP4324,wikipathways
P28331,WP4324,wikipathways
P49821,WP4324,wikipathways
P51970,WP4324,wikipathways
P56181,WP4324,wikipathways
P56556,WP4324,wikipathways
Q16718,WP4324,wikipathways
Q9P0J0,WP4324,wikipathways
Q9UI09,WP4324,wikipathways
Q9Y6M9,WP4324,wikipathways
O14561,WP4034,wikipathways
P05165,WP4034,wikipathways
P05166,WP4034,wikipathways
P11310,WP4034,wikipathways
P16219,WP4034,wikipathways
P22033,WP4034,wikipathways
P40939,WP4034,wikipathways
Q16836,WP4034,wikipathways
Q8IVH4,WP4034,wikipathways
O43772,WP5123,wikipathways
O76082,WP5123,wikipathways
P11310,WP5123,wikipathways
P16219,WP5123,wikipathways
P40939,WP5123,wikipathways
P12821,WP5038,wikipathways
Q99623,WP5038,wikipathways
Q9BYF1,WP5038,wikipathways
Q9Y5S8,WP5038,wikipathways
P22570,WP2702,wikipathways
P49411,WP3310,wikipathways
O75385,WP3549,wikipathways
P19784,WP3549,wikipathways
P21796,WP3549,wikipathways
P68400,WP3549,wikipathways
O60674,WP1858,wikipathways
P00374,WP1858,wikipathways
P00519,WP1858,wikipathways
P01106,WP1858,wikipathways
P04818,WP1858,wikipathways
P06493,WP1858,wikipathways
P07948,WP1858,wikipathways
P09884,WP1858,wikipathways
P11388,WP1858,wikipathways
P11802,WP1858,wikipathways
P12004,WP1858,wikipathways
P20618,WP1858,wikipathways
P24385,WP1858,wikipathways
P24941,WP1858,wikipathways
P28062,WP1858,wikipathways
P28065,WP1858,wikipathways
P28074,WP1858,wikipathways
P30291,WP1858,wikipathways
P31350,WP1858,wikipathways
P31749,WP1858,wikipathways
P38936,WP1858,wikipathways
P40306,WP1858,wikipathways
P49721,WP1858,wikipathways
P56282,WP1858,wikipathways
P61024,WP1858,wikipathways
P62714,WP1858,wikipathways
P67775,WP1858,wikipathways
Q00534,WP1858,wikipathways
Q06323,WP1858,wikipathways
Q07864,WP1858,wikipathways
Q13547,WP1858,wikipathways
Q13627,WP1858,wikipathways
Q13882,WP1858,wikipathways
Q14181,WP1858,wikipathways
Q9NR33,WP1858,wikipathways
Q9NRF9,WP1858,wikipathways
O00444,WP1859,wikipathways
O14965,WP1859,wikipathways
O14980,WP1859,wikipathways
P04637,WP1859,wikipathways
P06493,WP1859,wikipathways
P07437,WP1859,wikipathways
P07900,WP1859,wikipathways
P17612,WP1859,wikipathways
P20618,WP1859,wikipathways
P23258,WP1859,wikipathways
P24941,WP1859,wikipathways
P28062,WP1859,wikipathways
P28065,WP1859,wikipathways
P28074,WP1859,wikipathways
P30291,WP1859,wikipathways
P38936,WP1859,wikipathways
P40306,WP1859,wikipathways
P49721,WP1859,wikipathways
P51955,WP1859,wikipathways
P53350,WP1859,wikipathways
P62714,WP1859,wikipathways
P67775,WP1859,wikipathways
P68366,WP1859,wikipathways
P68371,WP1859,wikipathways
Q06323,WP1859,wikipathways
Q71U36,WP1859,wikipathways
Q7Z460,WP1859,wikipathways
Q99640,WP1859,wikipathways
O14980,WP2757,wikipathways
O15392,WP2757,wikipathways
P06493,WP2757,wikipathways
P20618,WP2757,wikipathways
P28062,WP2757,wikipathways
P28065,WP2757,wikipathways
P28074,WP2757,wikipathways
P40306,WP2757,wikipathways
P49721,WP2757,wikipathways
P53350,WP2757,wikipathways
P62714,WP2757,wikipathways
P67775,WP2757,wikipathways
P68366,WP2757,wikipathways
P68371,WP2757,wikipathways
Q06323,WP2757,wikipathways
Q13509,WP2757,wikipathways
Q71U36,WP2757,wikipathways
Q7L7X3,WP2757,wikipathways
Q7Z460,WP2757,wikipathways
Q96GD4,WP2757,wikipathways
Q9H4B7,WP2757,wikipathways
O00444,WP2652,wikipathways
P06493,WP2652,wikipathways
P07437,WP2652,wikipathways
P07900,WP2652,wikipathways
P17612,WP2652,wikipathways
P19784,WP2652,wikipathways
P23258,WP2652,wikipathways
P51955,WP2652,wikipathways
P68400,WP2652,wikipathways
P05771,WP2654,wikipathways
P17252,WP2654,wikipathways
P28482,WP2654,wikipathways
P53350,WP2654,wikipathways
P62714,WP2654,wikipathways
P62807,WP2654,wikipathways
P67775,WP2654,wikipathways
O14939,WP5132,wikipathways
P19838,WP5132,wikipathways
P25963,WP5132,wikipathways
P42336,WP5132,wikipathways
P42338,WP5132,wikipathways
Q05397,WP5132,wikipathways
Q15139,WP5132,wikipathways
Q99500,WP5192,wikipathways
P47989,WP4507,wikipathways
Q06278,WP4507,wikipathways
Q9NQX3,WP4507,wikipathways
P41238,WP1862,wikipathways
Q9NR97,WP5187,wikipathways
Q9NYK1,WP5187,wikipathways
O15399,WP4288,wikipathways
P49419,WP4288,wikipathways
P49585,WP4288,wikipathways
P50135,WP4288,wikipathways
Q05586,WP4288,wikipathways
Q93088,WP4288,wikipathways
P31749,WP3318,wikipathways
P31946,WP3318,wikipathways
P42345,WP3318,wikipathways
P08183,WP2489,wikipathways
O14920,WP2752,wikipathways
O15111,WP2752,wikipathways
Q13546,WP2752,wikipathways
Q14164,WP2752,wikipathways
Q15750,WP2752,wikipathways
Q9UHD2,WP2752,wikipathways
O14920,WP2801,wikipathways
O15111,WP2801,wikipathways
Q15750,WP2801,wikipathways
O00206,WP2768,wikipathways
O14920,WP2768,wikipathways
O15111,WP2768,wikipathways
Q13233,WP2768,wikipathways
Q15750,WP2768,wikipathways
Q9Y6Y9,WP2768,wikipathways
P05412,WP3877,wikipathways
O14920,WP2761,wikipathways
O15111,WP2761,wikipathways
Q15750,WP2761,wikipathways
Q04206,WP5046,wikipathways
P01584,WP3890,wikipathways
O00329,WP2643,wikipathways
O15264,WP2643,wikipathways
P00533,WP2643,wikipathways
P02751,WP2643,wikipathways
P04049,WP2643,wikipathways
P12931,WP2643,wikipathways
P28482,WP2643,wikipathways
P36507,WP2643,wikipathways
P45983,WP2643,wikipathways
P45984,WP2643,wikipathways
P53778,WP2643,wikipathways
P53779,WP2643,wikipathways
Q02750,WP2643,wikipathways
Q05397,WP2643,wikipathways
Q15759,WP2643,wikipathways
Q16539,WP2643,wikipathways
P01308,WP2509,wikipathways
P01375,WP2513,wikipathways
P02792,WP2513,wikipathways
P04156,WP1866,wikipathways
P17050,WP5302,wikipathways
Q9Y3R4,WP5302,wikipathways
P19838,WP4331,wikipathways
P45984,WP4331,wikipathways
Q00653,WP4331,wikipathways
Q04206,WP4331,wikipathways
O15264,WP1868,wikipathways
P12931,WP1868,wikipathways
P45983,WP1868,wikipathways
P53778,WP1868,wikipathways
P63000,WP1868,wikipathways
Q05397,WP1868,wikipathways
Q13153,WP1868,wikipathways
Q15759,WP1868,wikipathways
Q16539,WP1868,wikipathways
P31749,WP5115,wikipathways
P15104,WP5083,wikipathways
P05091,WP1870,wikipathways
P21397,WP1870,wikipathways
P21964,WP1870,wikipathways
P31645,WP1870,wikipathways
Q01959,WP1870,wikipathways
P07101,WP4220,wikipathways
P09172,WP4220,wikipathways
P17752,WP4220,wikipathways
P20711,WP4220,wikipathways
P21964,WP4220,wikipathways
Q01959,WP4220,wikipathways
O14936,WP1871,wikipathways
O94925,WP1871,wikipathways
P21397,WP1871,wikipathways
P28329,WP1871,wikipathways
P43003,WP1871,wikipathways
P43004,WP1871,wikipathways
P43005,WP1871,wikipathways
P48664,WP1871,wikipathways
Q05940,WP1871,wikipathways
Q9UI32,WP1871,wikipathways
P15104,WP1872,wikipathways
P43003,WP1872,wikipathways
P43004,WP1872,wikipathways
O75116,WP5366,wikipathways
P01133,WP5366,wikipathways
P01138,WP5366,wikipathways
P04049,WP5366,wikipathways
P07437,WP5366,wikipathways
P23528,WP5366,wikipathways
P26358,WP5366,wikipathways
P27361,WP5366,wikipathways
P28482,WP5366,wikipathways
P50579,WP5366,wikipathways
P53667,WP5366,wikipathways
Q07820,WP5366,wikipathways
Q13233,WP5366,wikipathways
Q92800,WP5366,wikipathways
Q9Y2U5,WP5366,wikipathways
P35354,WP4097,wikipathways
P40261,WP4097,wikipathways
Q16647,WP4097,wikipathways
O15111,WP3545,wikipathways
P20618,WP3545,wikipathways
P28062,WP3545,wikipathways
P28065,WP3545,wikipathways
P28074,WP3545,wikipathways
P40306,WP3545,wikipathways
P49721,WP3545,wikipathways
Q00653,WP3545,wikipathways
Q06323,WP3545,wikipathways
P00797,WP5133,wikipathways
P01019,WP5133,wikipathways
P30556,WP5133,wikipathways
Q9BYF1,WP5133,wikipathways
P01579,WP4341,wikipathways
P48551,WP4341,wikipathways
P46736,WP3550,wikipathways
P62807,WP3550,wikipathways
P78527,WP3550,wikipathways
Q13315,WP3550,wikipathways
P08865,WP2710,wikipathways
P15880,WP2710,wikipathways
P39023,WP2710,wikipathways
P67775,WP2710,wikipathways
O15379,WP5012,wikipathways
O95477,WP5012,wikipathways
P02649,WP5012,wikipathways
P02655,WP5012,wikipathways
P05090,WP5012,wikipathways
P19793,WP5012,wikipathways
P28702,WP5012,wikipathways
P49327,WP5012,wikipathways
P51161,WP5012,wikipathways
P55055,WP5012,wikipathways
Q13133,WP5012,wikipathways
P00533,WP5144,wikipathways
P01133,WP5144,wikipathways
P01137,WP5144,wikipathways
P08253,WP5144,wikipathways
P08581,WP5144,wikipathways
P12931,WP5144,wikipathways
P14780,WP5144,wikipathways
P15692,WP5144,wikipathways
P17948,WP5144,wikipathways
P19838,WP5144,wikipathways
P24941,WP5144,wikipathways
P27361,WP5144,wikipathways
P28482,WP5144,wikipathways
P31749,WP5144,wikipathways
P33151,WP5144,wikipathways
P35968,WP5144,wikipathways
P36507,WP5144,wikipathways
P36897,WP5144,wikipathways
P37173,WP5144,wikipathways
P49840,WP5144,wikipathways
P63000,WP5144,wikipathways
Q00653,WP5144,wikipathways
Q02750,WP5144,wikipathways
Q04206,WP5144,wikipathways
Q05397,WP5144,wikipathways
O15067,WP4084,wikipathways
P12268,WP4084,wikipathways
P20839,WP4084,wikipathways
P22102,WP4084,wikipathways
P31939,WP4084,wikipathways
P49915,WP4084,wikipathways
Q02127,WP4084,wikipathways
Q06203,WP4084,wikipathways
P00491,WP4042,wikipathways
P07203,WP4042,wikipathways
P19971,WP4042,wikipathways
P21589,WP4042,wikipathways
P47989,WP4042,wikipathways
Q12882,WP4042,wikipathways
Q9BY32,WP4042,wikipathways
Q9BYV1,WP4042,wikipathways
P62807,WP1874,wikipathways
O14920,WP2763,wikipathways
O15111,WP2763,wikipathways
O15264,WP2763,wikipathways
O43353,WP2763,wikipathways
P05067,WP2763,wikipathways
P10415,WP2763,wikipathways
P19838,WP2763,wikipathways
P29466,WP2763,wikipathways
P51617,WP2763,wikipathways
P52564,WP2763,wikipathways
P53778,WP2763,wikipathways
P55211,WP2763,wikipathways
Q00653,WP2763,wikipathways
Q04206,WP2763,wikipathways
Q07817,WP2763,wikipathways
Q15750,WP2763,wikipathways
Q15759,WP2763,wikipathways
Q16539,WP2763,wikipathways
Q96RD7,WP2763,wikipathways
Q99572,WP2763,wikipathways
Q9HC29,WP2763,wikipathways
P09874,WP1980,wikipathways
P12004,WP1980,wikipathways
P18858,WP1980,wikipathways
P49916,WP1980,wikipathways
P56282,WP1980,wikipathways
Q07864,WP1980,wikipathways
Q9NR33,WP1980,wikipathways
Q9NRF9,WP1980,wikipathways
Q9UGN5,WP1980,wikipathways
O00142,WP4082,wikipathways
P00491,WP4082,wikipathways
P00492,WP4082,wikipathways
P00813,WP4082,wikipathways
P07741,WP4082,wikipathways
P19971,WP4082,wikipathways
P27707,WP4082,wikipathways
P05177,WP5324,wikipathways
P08684,WP5324,wikipathways
P10632,WP5324,wikipathways
P11712,WP5324,wikipathways
P23219,WP5324,wikipathways
P33261,WP5324,wikipathways
P36969,WP5324,wikipathways
Q02928,WP5324,wikipathways
P01375,WP4304,wikipathways
P01584,WP4304,wikipathways
P09038,WP4304,wikipathways
O95622,WP1978,wikipathways
P01189,WP1978,wikipathways
P05129,WP1978,wikipathways
P0DP23,WP1978,wikipathways
P16220,WP1978,wikipathways
P17252,WP1978,wikipathways
P17612,WP1978,wikipathways
P22694,WP1978,wikipathways
P27815,WP1978,wikipathways
P28482,WP1978,wikipathways
P35372,WP1978,wikipathways
P47712,WP1978,wikipathways
P54750,WP1978,wikipathways
P59768,WP1978,wikipathways
P62714,WP1978,wikipathways
P67775,WP1978,wikipathways
Q01064,WP1978,wikipathways
Q05655,WP1978,wikipathways
Q07343,WP1978,wikipathways
Q08462,WP1978,wikipathways
