uniprot,pathway_id,database
Q99735,hsa01100,kegg
O14880,hsa01100,kegg
Q02252,hsa01100,kegg
P46597,hsa01100,kegg
P08243,hsa01100,kegg
P45381,hsa01100,kegg
Q13126,hsa01100,kegg
P00846,hsa01100,kegg
P00395,hsa01100,kegg
P00403,hsa01100,kegg
P00414,hsa01100,kegg
P11586,hsa01100,kegg
P42898,hsa01100,kegg
P03886,hsa01100,kegg
P03891,hsa01100,kegg
P03897,hsa01100,kegg
P03905,hsa01100,kegg
P03901,hsa01100,kegg
P03915,hsa01100,kegg
P03923,hsa01100,kegg
Q99707,hsa01100,kegg
P22033,hsa01100,kegg
P17050,hsa01100,kegg
O15239,hsa01100,kegg
O43678,hsa01100,kegg
O95167,hsa01100,kegg
O00483,hsa01100,kegg
Q16718,hsa01100,kegg
P53396,hsa01100,kegg
P56556,hsa01100,kegg
O95182,hsa01100,kegg
P51970,hsa01100,kegg
Q16795,hsa01100,kegg
O95299,hsa01100,kegg
O14561,hsa01100,kegg
O75438,hsa01100,kegg
O95178,hsa01100,kegg
O43676,hsa01100,kegg
P31939,hsa01100,kegg
O95168,hsa01100,kegg
O43674,hsa01100,kegg
O95139,hsa01100,kegg
P17568,hsa01100,kegg
O95169,hsa01100,kegg
Q9Y6M9,hsa01100,kegg
O96000,hsa01100,kegg
O43677,hsa01100,kegg
O95298,hsa01100,kegg
P28331,hsa01100,kegg
O75306,hsa01100,kegg
O75489,hsa01100,kegg
P49821,hsa01100,kegg
O43181,hsa01100,kegg
O43920,hsa01100,kegg
O75380,hsa01100,kegg
O00217,hsa01100,kegg
P19404,hsa01100,kegg
P56181,hsa01100,kegg
Q99519,hsa01100,kegg
Q9Y3R4,hsa01100,kegg
P15531,hsa01100,kegg
P40261,hsa01100,kegg
P29475,hsa01100,kegg
P35228,hsa01100,kegg
P29474,hsa01100,kegg
P00491,hsa01100,kegg
P16066,hsa01100,kegg
P20594,hsa01100,kegg
P21589,hsa01100,kegg
Q8TED1,hsa01100,kegg
P04181,hsa01100,kegg
P20648,hsa01100,kegg
P11926,hsa01100,kegg
P51164,hsa01100,kegg
Q02218,hsa01100,kegg
P49419,hsa01100,kegg
P13674,hsa01100,kegg
Q7LG56,hsa01100,kegg
P00439,hsa01100,kegg
Q9HBG4,hsa01100,kegg
Q9NYR8,hsa01100,kegg
Q15738,hsa01100,kegg
P11498,hsa01100,kegg
Q9HCR9,hsa01100,kegg
P05165,hsa01100,kegg
P05166,hsa01100,kegg
Q15067,hsa01100,kegg
Q9P0J0,hsa01100,kegg
Q9HD40,hsa01100,kegg
Q8TC12,hsa01100,kegg
Q8N5Z0,hsa01100,kegg
Q9P0Z9,hsa01100,kegg
P30049,hsa01100,kegg
P49585,hsa01100,kegg
P54750,hsa01100,kegg
Q14123,hsa01100,kegg
O00408,hsa01100,kegg
Q9Y600,hsa01100,kegg
Q9Y5K8,hsa01100,kegg
Q14432,hsa01100,kegg
Q13370,hsa01100,kegg
P27815,hsa01100,kegg
Q07343,hsa01100,kegg
Q08493,hsa01100,kegg
Q08499,hsa01100,kegg
P16499,hsa01100,kegg
Q9NPH2,hsa01100,kegg
P56937,hsa01100,kegg
P18545,hsa01100,kegg
Q13956,hsa01100,kegg
Q13946,hsa01100,kegg
O60658,hsa01100,kegg
O76083,hsa01100,kegg
Q01064,hsa01100,kegg
Q96I15,hsa01100,kegg
P35913,hsa01100,kegg
P08559,hsa01100,kegg
Q9Y234,hsa01100,kegg
Q9UI12,hsa01100,kegg
P29803,hsa01100,kegg
P11177,hsa01100,kegg
P30085,hsa01100,kegg
O15067,hsa01100,kegg
P18669,hsa01100,kegg
P52209,hsa01100,kegg
P38606,hsa01100,kegg
P00558,hsa01100,kegg
P15313,hsa01100,kegg
P21281,hsa01100,kegg
P27449,hsa01100,kegg
P21283,hsa01100,kegg
O00750,hsa01100,kegg
O75747,hsa01100,kegg
P36543,hsa01100,kegg
P42336,hsa01100,kegg
P42338,hsa01100,kegg
O00329,hsa01100,kegg
P48736,hsa01100,kegg
Q9UBF8,hsa01100,kegg
P30613,hsa01100,kegg
P14618,hsa01100,kegg
P04054,hsa01100,kegg
P14555,hsa01100,kegg
P47712,hsa01100,kegg
Q99437,hsa01100,kegg
Q13393,hsa01100,kegg
O14939,hsa01100,kegg
O95670,hsa01100,kegg
Q93050,hsa01100,kegg
Q02809,hsa01100,kegg
O00469,hsa01100,kegg
Q15904,hsa01100,kegg
P16233,hsa01100,kegg
P99999,hsa01100,kegg
O60656,hsa01100,kegg
P22309,hsa01100,kegg
Q06203,hsa01100,kegg
Q9NXB9,hsa01100,kegg
Q96EN8,hsa01100,kegg
Q9NVS9,hsa01100,kegg
Q6IA69,hsa01100,kegg
Q9NVH6,hsa01100,kegg
Q9NUV7,hsa01100,kegg
Q969G6,hsa01100,kegg
P50897,hsa01100,kegg
Q9UI09,hsa01100,kegg
Q6YP21,hsa01100,kegg
Q9NR63,hsa01100,kegg
Q96RQ3,hsa01100,kegg
Q14032,hsa01100,kegg
O60218,hsa01100,kegg
Q96GD0,hsa01100,kegg
P78330,hsa01100,kegg
P41222,hsa01100,kegg
Q16647,hsa01100,kegg
P23219,hsa01100,kegg
P35354,hsa01100,kegg
Q03393,hsa01100,kegg
P32322,hsa01100,kegg
P54886,hsa01100,kegg
P11216,hsa01100,kegg
P11217,hsa01100,kegg
P54687,hsa01100,kegg
P09417,hsa01100,kegg
O15382,hsa01100,kegg
Q92781,hsa01100,kegg
Q9NYP7,hsa01100,kegg
P23921,hsa01100,kegg
P31350,hsa01100,kegg
Q15800,hsa01100,kegg
Q93088,hsa01100,kegg
Q9GZT4,hsa01100,kegg
P31040,hsa01100,kegg
O14521,hsa01100,kegg
Q9HCC0,hsa01100,kegg
P53004,hsa01100,kegg
P30043,hsa01100,kegg
P34896,hsa01100,kegg
P34897,hsa01100,kegg
P14410,hsa01100,kegg
Q9BYV1,hsa01100,kegg
P0CG30,hsa01100,kegg
P17405,hsa01100,kegg
Q00796,hsa01100,kegg
Q14534,hsa01100,kegg
P18405,hsa01100,kegg
P31213,hsa01100,kegg
P51857,hsa01100,kegg
P49888,hsa01100,kegg
O00204,hsa01100,kegg
Q10588,hsa01100,kegg
P17735,hsa01100,kegg
P24557,hsa01100,kegg
P07101,hsa01100,kegg
O00142,hsa01100,kegg
P29401,hsa01100,kegg
P17752,hsa01100,kegg
P60174,hsa01100,kegg
P07202,hsa01100,kegg
Q13630,hsa01100,kegg
P04818,hsa01100,kegg
P14679,hsa01100,kegg
Q16739,hsa01100,kegg
O60701,hsa01100,kegg
P47989,hsa01100,kegg
P00915,hsa01100,kegg
P00918,hsa01100,kegg
P07451,hsa01100,kegg
P22748,hsa01100,kegg
P35218,hsa01100,kegg
Q16790,hsa01100,kegg
O43570,hsa01100,kegg
Q9BQB6,hsa01100,kegg
P51649,hsa01100,kegg
Q92506,hsa01100,kegg
Q9H8P0,hsa01100,kegg
Q8TBX8,hsa01100,kegg
P78356,hsa01100,kegg
O75936,hsa01100,kegg
P04040,hsa01100,kegg
Q8TD30,hsa01100,kegg
P07098,hsa01100,kegg
Q13574,hsa01100,kegg
P52429,hsa01100,kegg
Q16760,hsa01100,kegg
O00764,hsa01100,kegg
O95263,hsa01100,kegg
Q16853,hsa01100,kegg
P42330,hsa01100,kegg
O76074,hsa01100,kegg
P30038,hsa01100,kegg
P16152,hsa01100,kegg
Q16773,hsa01100,kegg
P49915,hsa01100,kegg
O94788,hsa01100,kegg
O95470,hsa01100,kegg
Q16719,hsa01100,kegg
O43451,hsa01100,kegg
O60568,hsa01100,kegg
O15342,hsa01100,kegg
Q96A05,hsa01100,kegg
Q9Y697,hsa01100,kegg
O43252,hsa01100,kegg
Q15493,hsa01100,kegg
P61421,hsa01100,kegg
O75912,hsa01100,kegg
O95237,hsa01100,kegg
Q9BYZ2,hsa01100,kegg
O75911,hsa01100,kegg
P20674,hsa01100,kegg
O95864,hsa01100,kegg
P78417,hsa01100,kegg
O95749,hsa01100,kegg
Q9Y5K3,hsa01100,kegg
O15270,hsa01100,kegg
O75348,hsa01100,kegg
O95479,hsa01100,kegg
P30041,hsa01100,kegg
Q9H4Y5,hsa00980,kegg
P07327,hsa00980,kegg
P00325,hsa00980,kegg
P00326,hsa00980,kegg
P08319,hsa00980,kegg
P11766,hsa00980,kegg
P40394,hsa00980,kegg
P05177,hsa00980,kegg
Q16678,hsa00980,kegg
P20813,hsa00980,kegg
P11712,hsa00980,kegg
P10635,hsa00980,kegg
P05181,hsa00980,kegg
P08684,hsa00980,kegg
P20815,hsa00980,kegg
Q04828,hsa00980,kegg
P30838,hsa00980,kegg
P43353,hsa00980,kegg
Q7RTV2,hsa00980,kegg
O60760,hsa00980,kegg
P08263,hsa00980,kegg
P09210,hsa00980,kegg
Q16772,hsa00980,kegg
O15217,hsa00980,kegg
P09488,hsa00980,kegg
P28161,hsa00980,kegg
P21266,hsa00980,kegg
Q03013,hsa00980,kegg
P46439,hsa00980,kegg
P09211,hsa00980,kegg
P30711,hsa00980,kegg
P0CG29,hsa00980,kegg
P28845,hsa00980,kegg
Q9Y2Q3,hsa00980,kegg
P10620,hsa00980,kegg
Q99735,hsa00980,kegg
O14880,hsa00980,kegg
O60656,hsa00980,kegg
P22309,hsa00980,kegg
P0CG30,hsa00980,kegg
P16152,hsa00980,kegg
P78417,hsa00980,kegg
Q9UQL6,hsa05206,kegg
Q00534,hsa05206,kegg
P38936,hsa05206,kegg
O96013,hsa05206,kegg
Q16678,hsa05206,kegg
P26358,hsa05206,kegg
Q9Y6K1,hsa05206,kegg
Q9UBC3,hsa05206,kegg
P00533,hsa05206,kegg
P04626,hsa05206,kegg
P21860,hsa05206,kegg
Q15910,hsa05206,kegg
P22607,hsa05206,kegg
P42345,hsa05206,kegg
P00519,hsa05206,kegg
Q9UI32,hsa05206,kegg
O94925,hsa05206,kegg
Q13547,hsa05206,kegg
Q92769,hsa05206,kegg
P09601,hsa05206,kegg
O14920,hsa05206,kegg
P05106,hsa05206,kegg
Q07820,hsa05206,kegg
Q00987,hsa05206,kegg
P08581,hsa05206,kegg
P14780,hsa05206,kegg
P33527,hsa05206,kegg
P01106,hsa05206,kegg
Q13315,hsa05206,kegg
P19838,hsa05206,kegg
P16234,hsa05206,kegg
P09619,hsa05206,kegg
P08183,hsa05206,kegg
P42336,hsa05206,kegg
P42338,hsa05206,kegg
P11309,hsa05206,kegg
O00329,hsa05206,kegg
P27986,hsa05206,kegg
O00459,hsa05206,kegg
P00749,hsa05206,kegg
P17252,hsa05206,kegg
P05771,hsa05206,kegg
Q02156,hsa05206,kegg
P05129,hsa05206,kegg
P28482,hsa05206,kegg
P27361,hsa05206,kegg
Q13164,hsa05206,kegg
Q02750,hsa05206,kegg
P36507,hsa05206,kegg
P35354,hsa05206,kegg
P04049,hsa05206,kegg
P24385,hsa05206,kegg
P10415,hsa05206,kegg
Q13873,hsa05206,kegg
P04637,hsa05206,kegg
P15692,hsa05206,kegg
P42574,hsa05206,kegg
Q92569,hsa05206,kegg
P16070,hsa05206,kegg
P56524,hsa05206,kegg
P51788,hsa04978,kegg
P02794,hsa04978,kegg
P02792,hsa04978,kegg
P09601,hsa04978,kegg
P30519,hsa04978,kegg
P04731,hsa04978,kegg
P02795,hsa04978,kegg
O00244,hsa04978,kegg
P05023,hsa04978,kegg
P50993,hsa04978,kegg
P13637,hsa04978,kegg
P54710,hsa04978,kegg
P49281,hsa04978,kegg
P20020,hsa04978,kegg
Q01814,hsa04978,kegg
Q16720,hsa04978,kegg
P23634,hsa04978,kegg
P32418,hsa04978,kegg
P02787,hsa04978,kegg
P11473,hsa04978,kegg
P18858,hsa03430,kegg
P12004,hsa03430,kegg
P68400,hsa04137,kegg
P19784,hsa04137,kegg
Q9UHD2,hsa04137,kegg
Q16665,hsa04137,kegg
P05412,hsa04137,kegg
P18848,hsa04137,kegg
P45983,hsa04137,kegg
P45984,hsa04137,kegg
P53779,hsa04137,kegg
Q04206,hsa04137,kegg
Q07817,hsa04137,kegg
P12931,hsa04137,kegg
P04637,hsa04137,kegg
O75385,hsa04137,kegg
Q14457,hsa04137,kegg
Q08828,hsa05032,kegg
Q08462,hsa05032,kegg
Q9Y233,hsa05032,kegg
O95622,hsa05032,kegg
P30542,hsa05032,kegg
P21728,hsa05032,kegg
Q9UBS5,hsa05032,kegg
P14867,hsa05032,kegg
P47869,hsa05032,kegg
P34903,hsa05032,kegg
P48169,hsa05032,kegg
P31644,hsa05032,kegg
Q16445,hsa05032,kegg
P18505,hsa05032,kegg
P47870,hsa05032,kegg
P28472,hsa05032,kegg
O14764,hsa05032,kegg
P78334,hsa05032,kegg
Q8N1C3,hsa05032,kegg
P18507,hsa05032,kegg
Q99928,hsa05032,kegg
P24046,hsa05032,kegg
Q9NP56,hsa05032,kegg
P48549,hsa05032,kegg
P48544,hsa05032,kegg
P48051,hsa05032,kegg
Q92806,hsa05032,kegg
P35372,hsa05032,kegg
Q9HCR9,hsa05032,kegg
P54750,hsa05032,kegg
Q14123,hsa05032,kegg
O00408,hsa05032,kegg
Q14432,hsa05032,kegg
Q13370,hsa05032,kegg
P27815,hsa05032,kegg
Q07343,hsa05032,kegg
Q08493,hsa05032,kegg
Q08499,hsa05032,kegg
Q13946,hsa05032,kegg
O60658,hsa05032,kegg
Q01064,hsa05032,kegg
P59768,hsa05032,kegg
P17612,hsa05032,kegg
P22694,hsa05032,kegg
P17252,hsa05032,kegg
P05771,hsa05032,kegg
P05129,hsa05032,kegg
Q9UN88,hsa05032,kegg
O00555,hsa05032,kegg
Q00975,hsa05032,kegg
O95263,hsa05032,kegg
O75899,hsa05032,kegg
Q13509,hsa04814,kegg
P68371,hsa04814,kegg
P07437,hsa04814,kegg
Q9UJT1,hsa04814,kegg
Q9UJT0,hsa04814,kegg
Q8NEV4,hsa04814,kegg
P68133,hsa04814,kegg
P63261,hsa04814,kegg
P02585,hsa04814,kegg
P63316,hsa04814,kegg
P68366,hsa04814,kegg
P23258,hsa04814,kegg
Q71U36,hsa04814,kegg
Q9H4B7,hsa04814,kegg
P67775,hsa03015,kegg
P62714,hsa03015,kegg
O15111,hsa04150,kegg
P31749,hsa04150,kegg
Q8NEY4,hsa04150,kegg
P42345,hsa04150,kegg
Q9UK32,hsa04150,kegg
P49841,hsa04150,kegg
P08069,hsa04150,kegg
O14920,hsa04150,kegg
P01308,hsa04150,kegg
P06213,hsa04150,kegg
Q9Y5K8,hsa04150,kegg
Q9UI12,hsa04150,kegg
O15530,hsa04150,kegg
P38606,hsa04150,kegg
P15313,hsa04150,kegg
P21281,hsa04150,kegg
P21283,hsa04150,kegg
P36543,hsa04150,kegg
P42336,hsa04150,kegg
P42338,hsa04150,kegg
O00329,hsa04150,kegg
P27986,hsa04150,kegg
O00459,hsa04150,kegg
O95670,hsa04150,kegg
Q13131,hsa04150,kegg
P54646,hsa04150,kegg
P17252,hsa04150,kegg
P05771,hsa04150,kegg
P05129,hsa04150,kegg
P28482,hsa04150,kegg
P27361,hsa04150,kegg
Q02750,hsa04150,kegg
P36507,hsa04150,kegg
P04049,hsa04150,kegg
Q15418,hsa04150,kegg
P51812,hsa04150,kegg
P15056,hsa04150,kegg
P01375,hsa04150,kegg
O75385,hsa04150,kegg
Q92569,hsa04150,kegg
Q96A05,hsa04150,kegg
O75348,hsa04150,kegg
Q8IYT8,hsa04150,kegg
Q14697,hsa00510,kegg
Q9H8P0,hsa00510,kegg
Q14289,hsa04650,kegg
P06241,hsa04650,kegg
P01889,hsa04650,kegg
P05362,hsa04650,kegg
P48551,hsa04650,kegg
P01579,hsa04650,kegg
P20701,hsa04650,kegg
P06239,hsa04650,kegg
O95644,hsa04650,kegg
Q13153,hsa04650,kegg
P42336,hsa04650,kegg
P42338,hsa04650,kegg
O00329,hsa04650,kegg
P27986,hsa04650,kegg
O00459,hsa04650,kegg
Q96LZ3,hsa04650,kegg
P17252,hsa04650,kegg
P05771,hsa04650,kegg
P05129,hsa04650,kegg
P28482,hsa04650,kegg
P27361,hsa04650,kegg
Q02750,hsa04650,kegg
P36507,hsa04650,kegg
P29350,hsa04650,kegg
P63000,hsa04650,kegg
P15153,hsa04650,kegg
P04049,hsa04650,kegg
P15056,hsa04650,kegg
P43405,hsa04650,kegg
P01375,hsa04650,kegg
P43403,hsa04650,kegg
P42574,hsa04650,kegg
Q92569,hsa04650,kegg
P09874,hsa04217,kegg
P04839,hsa04217,kegg
P02794,hsa04217,kegg
P02792,hsa04217,kegg
P00367,hsa04217,kegg
P49448,hsa04217,kegg
P15104,hsa04217,kegg
P12235,hsa04217,kegg
P05141,hsa04217,kegg
P09429,hsa04217,kegg
P07900,hsa04217,kegg
P48551,hsa04217,kegg
P01579,hsa04217,kegg
P01584,hsa04217,kegg
P23458,hsa04217,kegg
O60674,hsa04217,kegg
P52333,hsa04217,kegg
P47712,hsa04217,kegg
P62937,hsa04217,kegg
P45983,hsa04217,kegg
P45984,hsa04217,kegg
P53779,hsa04217,kegg
P19525,hsa04217,kegg
P11216,hsa04217,kegg
P11217,hsa04217,kegg
P10415,hsa04217,kegg
P17405,hsa04217,kegg
P51692,hsa04217,kegg
O00206,hsa04217,kegg
P01375,hsa04217,kegg
P29597,hsa04217,kegg
P21796,hsa04217,kegg
Q9UQM7,hsa04217,kegg
Q13554,hsa04217,kegg
Q13557,hsa04217,kegg
Q13555,hsa04217,kegg
P29466,hsa04217,kegg
Q13546,hsa04217,kegg
O95831,hsa04217,kegg
P43657,hsa04080,kegg
Q16602,hsa04080,kegg
Q9Y271,hsa04080,kegg
O00264,hsa04080,kegg
Q9Y5N1,hsa04080,kegg
P11229,hsa04080,kegg
P08172,hsa04080,kegg
P20309,hsa04080,kegg
P08173,hsa04080,kegg
P08912,hsa04080,kegg
P02708,hsa04080,kegg
Q15822,hsa04080,kegg
P32297,hsa04080,kegg
P43681,hsa04080,kegg
P30532,hsa04080,kegg
P36544,hsa04080,kegg
P17787,hsa04080,kegg
Q05901,hsa04080,kegg
P30926,hsa04080,kegg
Q8TCU5,hsa04080,kegg
O60391,hsa04080,kegg
P21554,hsa04080,kegg
P34972,hsa04080,kegg
P30542,hsa04080,kegg
P29274,hsa04080,kegg
P29275,hsa04080,kegg
P34998,hsa04080,kegg
P25100,hsa04080,kegg
P35368,hsa04080,kegg
P35348,hsa04080,kegg
P08913,hsa04080,kegg
P18089,hsa04080,kegg
P18825,hsa04080,kegg
P08588,hsa04080,kegg
P07550,hsa04080,kegg
P13945,hsa04080,kegg
P21728,hsa04080,kegg
P14416,hsa04080,kegg
P35462,hsa04080,kegg
P21917,hsa04080,kegg
P21918,hsa04080,kegg
P30556,hsa04080,kegg
P21453,hsa04080,kegg
Q99500,hsa04080,kegg
P25101,hsa04080,kegg
P24530,hsa04080,kegg
P00734,hsa04080,kegg
P25116,hsa04080,kegg
Q9UBL9,hsa04080,kegg
P21462,hsa04080,kegg
O95665,hsa04080,kegg
Q9UBS5,hsa04080,kegg
P14867,hsa04080,kegg
P47869,hsa04080,kegg
P34903,hsa04080,kegg
P48169,hsa04080,kegg
P31644,hsa04080,kegg
Q16445,hsa04080,kegg
P18505,hsa04080,kegg
P47870,hsa04080,kegg
P28472,hsa04080,kegg
O14764,hsa04080,kegg
P78334,hsa04080,kegg
Q8N1C3,hsa04080,kegg
P18507,hsa04080,kegg
Q99928,hsa04080,kegg
P24046,hsa04080,kegg
Q02643,hsa04080,kegg
Q92847,hsa04080,kegg
P43220,hsa04080,kegg
P23415,hsa04080,kegg
P48167,hsa04080,kegg
P30968,hsa04080,kegg
Q99677,hsa04080,kegg
Q99705,hsa04080,kegg
O43193,hsa04080,kegg
Q86VZ1,hsa04080,kegg
P42261,hsa04080,kegg
P42262,hsa04080,kegg
P42263,hsa04080,kegg
P48058,hsa04080,kegg
P39086,hsa04080,kegg
Q13002,hsa04080,kegg
Q13003,hsa04080,kegg
Q16099,hsa04080,kegg
Q16478,hsa04080,kegg
Q05586,hsa04080,kegg
Q12879,hsa04080,kegg
Q13224,hsa04080,kegg
Q14957,hsa04080,kegg
O15399,hsa04080,kegg
P04150,hsa04080,kegg
Q13255,hsa04080,kegg
Q14833,hsa04080,kegg
P41594,hsa04080,kegg
Q14831,hsa04080,kegg
O00222,hsa04080,kegg
O43612,hsa04080,kegg
O43613,hsa04080,kegg
O43614,hsa04080,kegg
P35367,hsa04080,kegg
P25021,hsa04080,kegg
P08908,hsa04080,kegg
P28222,hsa04080,kegg
P28221,hsa04080,kegg
P28223,hsa04080,kegg
P41595,hsa04080,kegg
P28335,hsa04080,kegg
Q13639,hsa04080,kegg
P47898,hsa04080,kegg
P50406,hsa04080,kegg
P34969,hsa04080,kegg
P10997,hsa04080,kegg
P01042,hsa04080,kegg
Q6W5P4,hsa04080,kegg
P22888,hsa04080,kegg
Q01726,hsa04080,kegg
Q01718,hsa04080,kegg
P41968,hsa04080,kegg
P32245,hsa04080,kegg
P33032,hsa04080,kegg
P48039,hsa04080,kegg
P49286,hsa04080,kegg
P01303,hsa04080,kegg
P49146,hsa04080,kegg
P41143,hsa04080,kegg
P41145,hsa04080,kegg
P41146,hsa04080,kegg
P35372,hsa04080,kegg
P30559,hsa04080,kegg
P51575,hsa04080,kegg
P56373,hsa04080,kegg
Q99571,hsa04080,kegg
Q93086,hsa04080,kegg
Q99572,hsa04080,kegg
P47900,hsa04080,kegg
P41231,hsa04080,kegg
P51582,hsa04080,kegg
Q96G91,hsa04080,kegg
P00747,hsa04080,kegg
Q9H228,hsa04080,kegg
Q9BPV8,hsa04080,kegg
P01189,hsa04080,kegg
P37288,hsa04080,kegg
P47901,hsa04080,kegg
P30518,hsa04080,kegg
Q9UGM1,hsa04080,kegg
Q9UN88,hsa04080,kegg
Q9NS75,hsa04080,kegg
P25105,hsa04080,kegg
Q13258,hsa04080,kegg
P34995,hsa04080,kegg
P43116,hsa04080,kegg
P43115,hsa04080,kegg
P35408,hsa04080,kegg
P43088,hsa04080,kegg
P43119,hsa04080,kegg
Q9H3N8,hsa04080,kegg
P46663,hsa04080,kegg
P30411,hsa04080,kegg
P30872,hsa04080,kegg
P30874,hsa04080,kegg
P32745,hsa04080,kegg
P31391,hsa04080,kegg
P35346,hsa04080,kegg
Q9UHF0,hsa04080,kegg
P25103,hsa04080,kegg
P30536,hsa04080,kegg
P10827,hsa04080,kegg
P10828,hsa04080,kegg
P01024,hsa04080,kegg
P34981,hsa04080,kegg
P01031,hsa04080,kegg
Q8NER1,hsa04080,kegg
P30988,hsa04080,kegg
O75311,hsa04080,kegg
O95977,hsa04080,kegg
P32238,hsa04080,kegg
P32239,hsa04080,kegg
Q15825,hsa04080,kegg
O15547,hsa04080,kegg
O75899,hsa04080,kegg
Q15391,hsa04080,kegg
Q9UQQ2,hsa04722,kegg
Q9Y616,hsa04722,kegg
Q16539,hsa04722,kegg
P31749,hsa04722,kegg
P00519,hsa04722,kegg
Q9UK32,hsa04722,kegg
P49841,hsa04722,kegg
O14920,hsa04722,kegg
P51617,hsa04722,kegg
P05412,hsa04722,kegg
P42679,hsa04722,kegg
Q13233,hsa04722,kegg
Q99759,hsa04722,kegg
P18848,hsa04722,kegg
P19838,hsa04722,kegg
P25963,hsa04722,kegg
P01138,hsa04722,kegg
P04629,hsa04722,kegg
Q16620,hsa04722,kegg
Q16288,hsa04722,kegg
Q9NWZ3,hsa04722,kegg
O15530,hsa04722,kegg
P42336,hsa04722,kegg
P42338,hsa04722,kegg
O00329,hsa04722,kegg
P27986,hsa04722,kegg
O00459,hsa04722,kegg
Q05655,hsa04722,kegg
P28482,hsa04722,kegg
P27361,hsa04722,kegg
Q13164,hsa04722,kegg
P45983,hsa04722,kegg
Q15759,hsa04722,kegg
P45984,hsa04722,kegg
P53779,hsa04722,kegg
O15264,hsa04722,kegg
Q02750,hsa04722,kegg
P36507,hsa04722,kegg
P63000,hsa04722,kegg
P04049,hsa04722,kegg
P10415,hsa04722,kegg
Q04206,hsa04722,kegg
Q15418,hsa04722,kegg
P51812,hsa04722,kegg
P23560,hsa04722,kegg
P53778,hsa04722,kegg
P15056,hsa04722,kegg
P04637,hsa04722,kegg
O15350,hsa04722,kegg
P0DP23,hsa04722,kegg
Q9UQM7,hsa04722,kegg
Q13554,hsa04722,kegg
Q13557,hsa04722,kegg
Q13555,hsa04722,kegg
Q92569,hsa04722,kegg
O43353,hsa04722,kegg
Q9UBN7,hsa04613,kegg
Q9UQL6,hsa04613,kegg
P30405,hsa04613,kegg
Q16539,hsa04613,kegg
P13498,hsa04613,kegg
P04839,hsa04613,kegg
P31749,hsa04613,kegg
P02671,hsa04613,kegg
P02675,hsa04613,kegg
P02679,hsa04613,kegg
Q9UM07,hsa04613,kegg
P21462,hsa04613,kegg
P42345,hsa04613,kegg
P07359,hsa04613,kegg
P12235,hsa04613,kegg
P05141,hsa04613,kegg
Q13547,hsa04613,kegg
Q92769,hsa04613,kegg
P09429,hsa04613,kegg
P08514,hsa04613,kegg
P20701,hsa04613,kegg
P05106,hsa04613,kegg
P05164,hsa04613,kegg
P19878,hsa04613,kegg
Q15080,hsa04613,kegg
P19838,hsa04613,kegg
Q9NYK1,hsa04613,kegg
Q9NR97,hsa04613,kegg
Q8WUI4,hsa04613,kegg
P42336,hsa04613,kegg
P42338,hsa04613,kegg
O00329,hsa04613,kegg
P27986,hsa04613,kegg
O00459,hsa04613,kegg
P17252,hsa04613,kegg
P05771,hsa04613,kegg
P05129,hsa04613,kegg
Q9BY41,hsa04613,kegg
P28482,hsa04613,kegg
P27361,hsa04613,kegg
Q15759,hsa04613,kegg
O15264,hsa04613,kegg
Q02750,hsa04613,kegg
P36507,hsa04613,kegg
P63000,hsa04613,kegg
P15153,hsa04613,kegg
P04049,hsa04613,kegg
Q04206,hsa04613,kegg
P53778,hsa04613,kegg
P14598,hsa04613,kegg
P12931,hsa04613,kegg
P43405,hsa04613,kegg
O60603,hsa04613,kegg
O00206,hsa04613,kegg
P63261,hsa04613,kegg
P01024,hsa04613,kegg
P01031,hsa04613,kegg
P21796,hsa04613,kegg
Q96DB2,hsa04613,kegg
P29466,hsa04613,kegg
P62807,hsa04613,kegg
Q969S8,hsa04613,kegg
Q92569,hsa04613,kegg
O15379,hsa04613,kegg
Q9UKV0,hsa04613,kegg
P56524,hsa04613,kegg
Q15750,hsa04064,kegg
O15111,hsa04064,kegg
P09874,hsa04064,kegg
P68400,hsa04064,kegg
P19784,hsa04064,kegg
Q9Y6Y9,hsa04064,kegg
P05362,hsa04064,kegg
O14920,hsa04064,kegg
P01584,hsa04064,kegg
P51617,hsa04064,kegg
P06239,hsa04064,kegg
P07948,hsa04064,kegg
Q13315,hsa04064,kegg
P19838,hsa04064,kegg
Q00653,hsa04064,kegg
P25963,hsa04064,kegg
Q9NWZ3,hsa04064,kegg
P00749,hsa04064,kegg
P05771,hsa04064,kegg
Q04759,hsa04064,kegg
P35354,hsa04064,kegg
P10415,hsa04064,kegg
Q04206,hsa04064,kegg
Q07817,hsa04064,kegg
P43405,hsa04064,kegg
Q06187,hsa04064,kegg
O00206,hsa04064,kegg
P01375,hsa04064,kegg
P19320,hsa04064,kegg
P43403,hsa04064,kegg
O14788,hsa04064,kegg
Q13546,hsa04064,kegg
Q9NXA8,hsa00760,kegg
Q15274,hsa00760,kegg
Q13423,hsa00760,kegg
Q06278,hsa00760,kegg
P40261,hsa00760,kegg
P00491,hsa00760,kegg
P21589,hsa00760,kegg
Q6IA69,hsa00760,kegg
Q10588,hsa00760,kegg
P43681,hsa05033,kegg
P36544,hsa05033,kegg
P17787,hsa05033,kegg
Q8TCU5,hsa05033,kegg
O60391,hsa05033,kegg
P14867,hsa05033,kegg
P47869,hsa05033,kegg
P34903,hsa05033,kegg
P48169,hsa05033,kegg
P31644,hsa05033,kegg
