"drugbank_id","accession"
"DB01205","P18507"
"DB01205","Q16445"
"DB01205","P48169"
"DB01205","P14867"
"DB01205","P31644"
"DB01205","Q99928"
"DB01205","P47870"
"DB01205","P78334"
"DB01205","O00591"
"DB01205","P28472"
"DB01205","Q9UN88"
"DB01205","P18505"
"DB01208","P0AES4"
"DB01208","P0AES6"
"DB01208","P0AFI2"
"DB01208","P20083"
"DB01209","P35372"
"DB01209","P41145"
"DB01211","P0A7R9"
"DB01211","P0C018"
"DB01211","P0A7N4"
"DB01211","P0A7T3"
"DB01211","P0A7V0"
"DB01211","P0AG44"
"DB01211","P0A7L0"
"DB01211","P60422"
"DB01211","P0AG51"
"DB01211","P0ADZ4"
"DB01211","P0A7N9"
"DB01211","P0AG63"
"DB01211","P0AG59"
"DB01211","P60723"
"DB01211","P0A7S3"
"DB01211","P0AG67"
"DB01211","P0ADY3"
"DB01211","P0A7J3"
"DB01211","P0A7J7"
"DB01211","P0AG48"
"DB01211","P68919"
"DB01211","P0AA10"
"DB01211","P0A7S9"
"DB01211","P0A7R5"
"DB01211","P68679"
"DB01211","P60624"
"DB01211","P0A7T7"
"DB01211","P0A7N1"
"DB01211","P0A7M6"
"DB01211","P0A7M9"
"DB01211","P0A7X3"
"DB01211","P0A7Q1"
"DB01211","Q2EEQ2"
"DB01211","P0A7Q6"
"DB01211","P62399"
"DB01211","P0A7K6"
"DB01211","P0A7U7"
"DB01211","P0A7P5"
"DB01211","P0AG55"
"DB01211","P0A7W1"
"DB01211","P0A7V3"
"DB01211","P0ADZ0"
"DB01211","P0A7U3"
"DB01211","P0A7K2"
"DB01211","P02358"
"DB01211","P0A7V8"
"DB01211","P0A7W7"
"DB01211","P0A7M2"
"DB01211","P60438"
"DB01211","P02359"
"DB01211","P0ADY7"
"DB01211","P0A7L8"
"DB01211","P0A7L3"
"DB01211","P02413"
"DB01211","P61175"
"DB01213","P00326"
"DB01213","P07327"
"DB01213","P00325"
"DB01215","P34903"
"DB01215","O14764"
"DB01215","Q8N1C3"
"DB01215","P47869"
"DB01215","P18507"
"DB01215","Q16445"
"DB01215","P48169"
"DB01215","P14867"
"DB01215","P31644"
"DB01215","Q99928"
"DB01215","P47870"
"DB01215","P78334"
"DB01215","O00591"
"DB01215","P28472"
"DB01215","Q9UN88"
"DB01215","P18505"
"DB01216","P31213"
"DB01217","P11511"
"DB01220","P0A800"
"DB01220","P0A8T7"
"DB01220","P0A7Z4"
"DB01220","P0A8V2"
"DB01222","P04150"
"DB01223","Q08499"
"DB01223","Q08493"
"DB01223","Q07343"
"DB01223","P27815"
"DB01223","Q13370"
"DB01223","Q14432"
"DB01223","P29274"
"DB01223","P29275"
"DB01223","P0DMS8"
"DB01223","P30542"
"DB01229","Q9BQE3"
"DB01229","P68371"
"DB01229","Q9H4B7"
"DB01229","Q71U36"
"DB01229","P0DPH7"
"DB01229","Q6PEY2"
"DB01229","P04350"
"DB01229","Q9BUF5"
"DB01229","Q13509"
"DB01229","Q3ZCM7"
"DB01229","P68363"
"DB01229","Q9BVA1"
"DB01229","P07437"
"DB01229","Q13885"
"DB01229","P68366"
"DB01232","Q72874"
"DB01234","P04150"
"DB01235","P35462"
"DB01236","P34903"
"DB01236","O14764"
"DB01236","Q8N1C3"
"DB01236","P47869"
"DB01236","P18507"
"DB01236","Q16445"
"DB01236","P48169"
"DB01236","P14867"
"DB01236","P31644"
"DB01236","Q99928"
"DB01236","P47870"
"DB01236","P78334"
"DB01236","O00591"
"DB01236","P28472"
"DB01236","Q9UN88"
"DB01236","P18505"
"DB01236","O14649"
"DB01236","Q9NPC2"
"DB01236","O95069"
"DB01236","P57789"
"DB01236","Q7Z418"
"DB01236","P23415"
"DB01236","P48167"
"DB01238","P28223"
"DB01238","P08908"
"DB01238","P14416"
"DB01239","P28223"
"DB01239","P28335"
"DB01239","P35462"
"DB01239","P14416"
"DB01241","Q07869"
"DB01247","P21397"
"DB01247","P27338"
"DB01254","P11274"
"DB01254","P00519"
"DB01254","P42685"
"DB01254","P08631"
"DB01254","P07947"
"DB01254","P07948"
"DB01254","P06239"
"DB01254","P06241"
"DB01254","P12931"
"DB01254","Q9H3Y6"
"DB01254","P09769"
"DB01254","P51451"
"DB01254","P09619"
"DB01254","P10721"
"DB01254","P29317"
"DB01256","Q2G2T3"
"DB01256","Q2FXK6"
"DB01256","Q2FW33"
"DB01256","Q2FW12"
"DB01256","Q2FZ42"
"DB01256","Q2FZ25"
"DB01256","Q2FW13"
"DB01256","Q2G111"
"DB01256","Q2FW23"
"DB01256","Q2FW10"
"DB01256","Q2FW21"
"DB01256","Q2FW07"
"DB01256","Q2G0P0"
"DB01256","Q2FXZ7"
"DB01256","Q2FXQ1"
"DB01256","Q2FW18"
"DB01256","Q2FW15"
"DB01256","Q2FW16"
"DB01256","Q2FZ45"
"DB01256","P60430"
"DB01256","P48860"
"DB01256","Q2FW08"
"DB01256","P0A0F4"
"DB01256","Q2FXY6"
"DB01256","Q2FW11"
"DB01256","Q2FW38"
"DB01256","Q2FW22"
"DB01256","Q2FW31"
"DB01256","Q2FW06"
"DB01256","P0A0F8"
"DB01256","Q2FZ60"
"DB01256","Q2G113"
"DB01256","Q2FXT0"
"DB01256","P0A0H0"
"DB01256","Q2FY22"
"DB01256","Q2FW17"
"DB01256","Q2FW29"
"DB01256","Q2G0N9"
"DB01256","Q2FWD8"
"DB01256","Q2G2Q1"
"DB01256","Q2FW20"
"DB01256","Q2FZF1"
"DB01256","P48940"
"DB01256","P0A0G2"
"DB01256","Q2FYU6"
"DB01256","Q2FW19"
"DB01256","Q2FW30"
"DB01256","Q2FXQ0"
"DB01256","Q2FW39"
"DB01256","Q2FXS8"
"DB01256","Q2FYF9"
"DB01256","Q2FUQ0"
"DB01256","Q2FYU5"
"DB01256","Q2FW14"
"DB01256","P66526"
"DB01256","P68901"
"DB01256","P66509"
"DB01256","Q99XZ0"
"DB01256","P66599"
"DB01256","Q99XK8"
"DB01256","P66583"
"DB01256","Q9A1W2"
"DB01256","P66424"
"DB01256","P66496"
"DB01256","P60434"
"DB01256","P66475"
"DB01256","Q9A1W5"
"DB01256","Q9A1W3"
"DB01256","P66446"
"DB01256","P0C0D4"
"DB01256","Q9A1V5"
"DB01256","P66258"
"DB01256","P68900"
"DB01256","P66555"
"DB01256","P66322"
"DB01256","P66202"
"DB01256","P66137"
"DB01256","P66176"
"DB01256","Q9A1X4"
"DB01256","P66157"
"DB01256","Q9A1V9"
"DB01256","P66421"
"DB01256","P66648"
"DB01256","P66394"
"DB01256","Q48WA5"
"DB01256","P66280"
"DB01256","Q9A1X2"
"DB01256","P66567"
"DB01256","P0C0D6"
"DB01256","P66058"
"DB01256","P66235"
"DB01256","P66634"
"DB01256","P66114"
"DB01256","P66097"
"DB01256","Q9A1V0"
"DB01256","P66063"
"DB01256","P66303"
"DB01256","Q9A1V6"
"DB01256","Q9A0D6"
"DB01256","Q9A1V8"
"DB01256","Q490D8"
"DB01256","Q9A1W4"
"DB01256","P66376"
"DB01256","P66084"
"DB01256","Q9A1W7"
"DB01256","P66341"
"DB01256","P66619"
"DB01260","P04150"
"DB01262","P26358"
"DB01262","Q9Y6K1"
"DB01263","P10613"
"DB01264","Q72874"
"DB01265","Q9IF40"
"DB01267","P28223"
"DB01267","P14416"
"DB01282","P30559"
"DB01283","P35354"
"DB01284","Q01718"
"DB01288","P07550"
"DB01297","P08588"
"DB01298","Q25704"
"DB01299","Q25704"
"DB01303","Q08499"
"DB01303","Q08493"
"DB01303","Q07343"
"DB01303","P27815"
"DB01303","Q13370"
"DB01303","Q14432"
"DB01303","P29274"
"DB01303","P29275"
"DB01303","P0DMS8"
"DB01303","P30542"
"DB01324","P55017"
"DB01325","P55017"
"DB01326","P0AD65"
"DB01326","P08506"
"DB01326","P0AEB2"
"DB01326","P0AD68"
"DB01326","P02918"
"DB01326","P24228"
"DB01326","P02919"
"DB01333","P0AD65"
"DB01333","P08506"
"DB01333","P0AEB2"
"DB01333","P0AD68"
"DB01333","P02918"
"DB01333","P24228"
"DB01333","P02919"
"DB01340","P12821"
"DB01349","P30556"
"DB01357","P03372"
"DB01369","P0A7R9"
"DB01369","P0C018"
"DB01369","P0A7N4"
"DB01369","P0A7T3"
"DB01369","P0A7V0"
"DB01369","P0AG44"
"DB01369","P0A7L0"
"DB01369","P60422"
"DB01369","P0AG51"
"DB01369","P0ADZ4"
"DB01369","P0A7N9"
"DB01369","P0AG63"
"DB01369","P0AG59"
"DB01369","P60723"
"DB01369","P0A7S3"
"DB01369","P0AG67"
"DB01369","P0ADY3"
"DB01369","P0A7J3"
"DB01369","P0A7J7"
"DB01369","P0AG48"
"DB01369","P68919"
"DB01369","P0AA10"
"DB01369","P0A7S9"
"DB01369","P0A7R5"
"DB01369","P68679"
"DB01369","P60624"
"DB01369","P0A7T7"
"DB01369","P0A7N1"
"DB01369","P0A7M6"
"DB01369","P0A7M9"
"DB01369","P0A7X3"
"DB01369","P0A7Q1"
"DB01369","Q2EEQ2"
"DB01369","P0A7Q6"
"DB01369","P62399"
"DB01369","P0A7K6"
"DB01369","P0A7U7"
"DB01369","P0A7P5"
"DB01369","P0AG55"
"DB01369","P0A7W1"
"DB01369","P0A7V3"
"DB01369","P0ADZ0"
"DB01369","P0A7U3"
"DB01369","P0A7K2"
"DB01369","P02358"
"DB01369","P0A7V8"
"DB01369","P0A7W7"
"DB01369","P0A7M2"
"DB01369","P60438"
"DB01369","P02359"
"DB01369","P0ADY7"
"DB01369","P0A7L8"
"DB01369","P0A7L3"
"DB01369","P02413"
"DB01369","P61175"
"DB01380","P04150"
"DB01393","Q07869"
"DB01393","P37231"
"DB01393","Q03181"
"DB01395","P06401"
"DB01395","P08235"
"DB01396","P13637"
"DB01396","P50993"
"DB01396","P54710"
"DB01396","P05026"
"DB01396","P54709"
"DB01396","Q13733"
"DB01396","P05023"
"DB01396","P14415"
"DB01403","P21917"
"DB01403","P14416"
"DB01403","P35462"
"DB01406","P06401"
"DB01406","P10275"
"DB01407","P07550"
"DB01408","P07550"
"DB01410","P04150"
"DB01411","Q9Y271"
"DB01415","P0AD65"
"DB01415","P08506"
"DB01415","P0AEB2"
"DB01415","P0AD68"
"DB01415","P02918"
"DB01415","P24228"
"DB01415","P02919"
"DB01416","P0AD65"
"DB01416","P08506"
"DB01416","P0AEB2"
"DB01416","P0AD68"
"DB01416","P02918"
"DB01416","P24228"
"DB01416","P02919"
"DB01418","Q9BQB6"
"DB01419","P41222"
"DB01420","P10275"
"DB01425","P14416"
"DB01435","P23219"
"DB01436","P11473"
"DB01437","P34903"
"DB01437","O14764"
"DB01437","Q8N1C3"
"DB01437","P47869"
"DB01437","P18507"
"DB01437","Q16445"
"DB01437","P48169"
"DB01437","P14867"
"DB01437","P31644"
"DB01437","Q99928"
"DB01437","P47870"
"DB01437","P78334"
"DB01437","O00591"
"DB01437","P28472"
"DB01437","Q9UN88"
"DB01437","P18505"
"DB01493","P10275"
"DB01544","P34903"
"DB01544","O14764"
"DB01544","Q8N1C3"
"DB01544","P47869"
"DB01544","P18507"
"DB01544","Q16445"
"DB01544","P48169"
"DB01544","P14867"
"DB01544","P31644"
"DB01544","Q99928"
"DB01544","P47870"
"DB01544","P78334"
"DB01544","O00591"
"DB01544","P28472"
"DB01544","Q9UN88"
"DB01544","P18505"
"DB01558","P47869"
"DB01559","P34903"
"DB01559","O14764"
"DB01559","Q8N1C3"
"DB01559","P47869"
"DB01559","P18507"
"DB01559","Q16445"
"DB01559","P48169"
"DB01559","P14867"
"DB01559","P31644"
"DB01559","Q99928"
"DB01559","P47870"
"DB01559","P78334"
"DB01559","O00591"
"DB01559","P28472"
"DB01559","Q9UN88"
"DB01559","P18505"
"DB01576","P23975"
"DB01576","Q01959"
"DB01576","Q05940"
"DB01581","P0AC13"
"DB01582","P0AC13"
"DB01586","Q96RI1"
"DB01588","P34903"
"DB01588","O14764"
"DB01588","Q8N1C3"
"DB01588","P47869"
"DB01588","P18507"
"DB01588","Q16445"
"DB01588","P48169"
"DB01588","P14867"
"DB01588","P31644"
"DB01588","Q99928"
"DB01588","P47870"
"DB01588","P78334"
"DB01588","O00591"
"DB01588","P28472"
"DB01588","Q9UN88"
"DB01588","P18505"
"DB01589","P34903"
"DB01589","O14764"
"DB01589","Q8N1C3"
"DB01589","P47869"
"DB01589","P18507"
"DB01589","Q16445"
"DB01589","P48169"
"DB01589","P14867"
"DB01589","P31644"
"DB01589","Q99928"
"DB01589","P47870"
"DB01589","P78334"
"DB01589","O00591"
"DB01589","P28472"
"DB01589","Q9UN88"
"DB01589","P18505"
"DB01590","P62942"
"DB01597","P16444"
"DB01599","O95477"
"DB01601","Q72874"
"DB01604","P0AD65"
"DB01604","P08506"
"DB01604","P0AEB2"
"DB01604","P0AD68"
"DB01604","P02918"
"DB01604","P24228"
"DB01604","P02919"
"DB01616","P41235"
"DB01616","P08908"
"DB01623","P28223"
"DB01623","P14416"
"DB01628","P35354"
"DB01656","Q08499"
"DB01656","Q08493"
"DB01656","Q07343"
"DB01656","P27815"
"DB01685","P47989"
"DB01764","P0A7R9"
"DB01764","P0C018"
"DB01764","P0A7N4"
"DB01764","P0A7T3"
"DB01764","P0A7V0"
"DB01764","P0AG44"
"DB01764","P0A7L0"
"DB01764","P60422"
"DB01764","P0AG51"
"DB01764","P0ADZ4"
"DB01764","P0A7N9"
"DB01764","P0AG63"
"DB01764","P0AG59"
"DB01764","P60723"
"DB01764","P0A7S3"
"DB01764","P0AG67"
"DB01764","P0ADY3"
"DB01764","P0A7J3"
"DB01764","P0A7J7"
"DB01764","P0AG48"
"DB01764","P68919"
"DB01764","P0AA10"
"DB01764","P0A7S9"
"DB01764","P0A7R5"
"DB01764","P68679"
"DB01764","P60624"
"DB01764","P0A7T7"
"DB01764","P0A7N1"
"DB01764","P0A7M6"
"DB01764","P0A7M9"
"DB01764","P0A7X3"
"DB01764","P0A7Q1"
"DB01764","Q2EEQ2"
"DB01764","P0A7Q6"
"DB01764","P62399"
"DB01764","P0A7K6"
"DB01764","P0A7U7"
"DB01764","P0A7P5"
"DB01764","P0AG55"
"DB01764","P0A7W1"
"DB01764","P0A7V3"
"DB01764","P0ADZ0"
"DB01764","P0A7U3"
"DB01764","P0A7K2"
"DB01764","P02358"
"DB01764","P0A7V8"
"DB01764","P0A7W7"
"DB01764","P0A7M2"
"DB01764","P60438"
"DB01764","P02359"
"DB01764","P0ADY7"
"DB01764","P0A7L8"
"DB01764","P0A7L3"
"DB01764","P02413"
"DB01764","P61175"
"DB01873","Q9BQE3"
"DB01873","P68371"
"DB01873","Q9H4B7"
"DB01873","Q71U36"
"DB01873","P0DPH7"
"DB01873","Q6PEY2"
"DB01873","P04350"
"DB01873","Q9BUF5"
"DB01873","Q13509"
"DB01873","Q3ZCM7"
"DB01873","P68363"
"DB01873","Q9BVA1"
"DB01873","P07437"
"DB01873","Q13885"
"DB01873","P68366"
"DB02292","P08842"
"DB02300","P11473"
"DB02329","P28845"
"DB02329","P80365"
"DB02383","P15121"
"DB02546","Q92769"
"DB02546","O15379"
"DB02546","Q9UBN7"
"DB02546","Q13547"
"DB02712","P15121"
"DB02948","Q8IKG4"
"DB03010","Q9BQE3"
"DB03010","P68371"
"DB03010","Q9H4B7"
"DB03010","Q71U36"
"DB03010","P0DPH7"
"DB03010","Q6PEY2"
"DB03010","P04350"
"DB03010","Q9BUF5"
"DB03010","Q13509"
"DB03010","Q3ZCM7"
"DB03010","P68363"
"DB03010","Q9BVA1"
"DB03010","P07437"
"DB03010","Q13885"
"DB03010","P68366"
"DB03044","Q16539"
"DB03310","P00390"
"DB03428","P24941"
"DB03496","Q00534"
"DB03496","P50750"
"DB03496","P24941"
"DB03496","P06493"
"DB03496","P50613"
"DB03496","P11802"
"DB03516","Q12882"
"DB03849","Q08499"
"DB03849","Q08493"
"DB03849","Q07343"
"DB03849","P27815"
"DB04258","P11473"
"DB04455","Q93088"
"DB04455","Q9H2M3"
"DB04468","Q92731"
"DB04468","P03372"
"DB04468","P62508"
"DB04573","Q92731"
"DB04573","P03372"
"DB04575","Q92731"
"DB04575","P03372"
"DB04796","P11473"
"DB04812","P18054"
"DB04816","P19793"
"DB04818","P21397"
"DB04818","P27338"
"DB04820","P21397"
"DB04820","P27338"
"DB04825","P0DP23"
"DB04825","Q14524"
"DB04826","P35367"
"DB04833","P34903"
"DB04833","O14764"
"DB04833","Q8N1C3"
"DB04833","P47869"
"DB04833","P18507"
"DB04833","Q16445"
"DB04833","P48169"
"DB04833","P14867"
"DB04833","P31644"
"DB04833","Q99928"
"DB04833","P47870"
"DB04833","P78334"
"DB04833","O00591"
"DB04833","P28472"
"DB04833","Q9UN88"
"DB04833","P18505"
"DB04835","P51681"
"DB04836","P14416"
"DB04836","P21728"
"DB04839","P04150"
"DB04839","P06401"
"DB04839","P10275"
"DB04840","P23975"
"DB04844","Q05940"
"DB04845","Q9BQE3"
"DB04845","P68371"
"DB04845","Q9H4B7"
"DB04845","Q71U36"
"DB04845","P0DPH7"
"DB04845","Q6PEY2"
"DB04845","P04350"
"DB04845","Q9BUF5"
"DB04845","Q13509"
"DB04845","Q3ZCM7"
"DB04845","P68363"
"DB04845","Q9BVA1"
"DB04845","P07437"
"DB04845","Q13885"
"DB04845","P68366"
"DB04846","P08913"
"DB04846","P18825"
"DB04846","P18089"
"DB04846","P07550"
"DB04846","P08588"
"DB04847","Q96KS0"
"DB04847","Q9H6Z9"
"DB04847","Q9GZT9"
"DB04847","Q9NXG6"
"DB04849","P16234"
"DB04849","P09619"
"DB04849","P35916"
"DB04849","P17948"
"DB04849","P35968"
"DB04849","P10721"
"DB04852","P07237"
"DB04852","P55157"
"DB04853","P29274"
"DB04854","P47989"
"DB04856","P32238"
"DB04869","Q16602"
"DB04873","Q13639"
"DB04876","P27487"
"DB04878","Q2M2H8"
"DB04878","P10253"
"DB04878","O43451"
"DB04878","P14410"
"DB04879","P16234"
"DB04879","P09619"
"DB04879","P35916"
"DB04879","P17948"
"DB04879","P35968"
"DB04879","P07333"
"DB04879","P10721"
"DB04883","P24530"
"DB04883","P25101"
"DB04884","P31645"
"DB04885","P46098"
"DB04885","O95264"
"DB04887","Q72874"
"DB04888","P08908"
"DB04888","P14416"
"DB04889","P31645"
"DB04889","Q01959"
"DB04889","P23975"
"DB04891","P11473"
"DB04898","P00734"
"DB04903","P34903"
"DB04903","O14764"
"DB04903","Q8N1C3"
"DB04903","P47869"
"DB04903","P18507"
"DB04903","Q16445"
"DB04903","P48169"
"DB04903","P14867"
"DB04903","P31644"
"DB04903","Q99928"
"DB04903","P47870"
"DB04903","P78334"
"DB04903","O00591"
"DB04903","P28472"
"DB04903","Q9UN88"
"DB04903","P18505"
"DB04918","P0AD65"
"DB04918","P08506"
"DB04918","P0AEB2"
"DB04918","P0AD68"
"DB04918","P02918"
"DB04918","P24228"
"DB04918","P02919"
"DB04920","Q13936"
"DB04920","O60840"
"DB04920","Q01668"
"DB04920","Q13698"
"DB04924","P14416"
"DB04924","P22303"
"DB04930","Q2VKV7"
"DB04931","Q01726"
"DB04938","Q92731"
"DB04938","P03372"
"DB04942","P10826"
"DB04942","P10276"
"DB04946","P28223"
"DB04946","P14416"
"DB04953","P56696"
"DB04953","Q9NR82"
"DB04953","O43525"
"DB04953","P51787"
"DB04953","O43526"
"DB04954","P30542"
"DB04960","P49354"
"DB04960","P49356"
"DB04961","Q14181"
"DB04961","Q9NRF9"
"DB04961","Q15054"
"DB04961","P49005"
"DB04961","P28340"
"DB04961","P49643"
"DB04961","P09884"
"DB04961","P56282"
"DB04961","P49642"
"DB04961","Q9HCU8"
"DB04961","Q07864"
"DB05009","P29274"
"DB05010","Q9UBS5"
"DB05010","O75899"
"DB05015","Q9UBN7"
"DB05015","Q9BY41"
"DB05015","Q8WUI4"
"DB05015","P56524"
"DB05015","Q969S8"
"DB05015","Q9UQL6"
"DB05015","Q96DB2"
"DB05015","Q13547"
"DB05015","Q9UKV0"
"DB05015","Q92769"
"DB05015","O15379"
"DB05016","Q02543"
"DB05016","P46777"
"DB05016","P62081"
"DB05016","P61927"
"DB05016","P62917"
"DB05016","P62280"
"DB05016","P05388"
"DB05016","P46781"
"DB05016","P62851"
"DB05016","P46779"
"DB05016","Q02878"
"DB05016","P46782"
"DB05016","P23396"
"DB05016","P18124"
"DB05016","Q9Y3U8"
"DB05016","P63173"
"DB05016","P62269"
"DB05016","P62857"
"DB05016","P62701"
"DB05016","P62891"
"DB05016","P08865"
"DB05016","P08708"
"DB05016","P62910"
"DB05016","P46776"
"DB05016","P62753"
"DB05016","P42677"
"DB05016","P40429"
"DB05016","P62241"
"DB05016","P83881"
"DB05016","P61247"
"DB05016","P83731"
"DB05016","P62861"
"DB05016","P18621"
"DB05016","P62244"
"DB05016","P46783"
"DB05016","P62263"
"DB05016","P62273"
"DB05016","P84098"
"DB05016","P50914"
"DB05016","P39023"
"DB05016","P49207"
"DB05016","Q07020"
"DB05016","P61513"
"DB05016","P61254"
"DB05016","P61353"
"DB05016","P62249"
"DB05016","P18077"
"DB05016","P62854"
"DB05016","P26373"
"DB05016","P62945"
"DB05016","P61313"
"DB05016","P36578"
"DB05016","P63220"
"DB05016","P62266"
"DB05016","P62979"
"DB05016","P62841"
"DB05016","P22090"
"DB05016","P62277"
"DB05016","P60866"
"DB05016","P39019"
"DB05016","P62829"
"DB05016","P27635"
"DB05016","P42766"
"DB05016","P35268"
"DB05016","P47914"
"DB05016","P25398"
"DB05016","P62899"
"DB05016","P62750"
"DB05016","P46778"
"DB05016","P62847"
"DB05016","P15880"
"DB05016","P30050"
"DB05016","P62424"
"DB05016","P62888"
"DB05016","P62913"
"DB05016","P32969"
"DB05016","P62906"
"DB05016","P05386"
"DB05018","P06280"
"DB05035","P10828"
"DB05038","P30411"
"DB05075","P54760"
"DB05075","P21802"
"DB05075","P11362"
"DB05075","P42685"
"DB05075","P08631"
"DB05075","P07947"
"DB05075","P07948"
"DB05075","P06239"
"DB05075","P06241"
"DB05075","P12931"
"DB05075","Q9H3Y6"
"DB05075","P09769"
"DB05075","P51451"
"DB05075","P17948"
"DB05075","P35968"
"DB05075","P09619"
"DB05087","P34903"
"DB05087","O14764"
"DB05087","Q8N1C3"
"DB05087","P47869"
"DB05087","P18507"
"DB05087","Q16445"
"DB05087","P48169"
"DB05087","P14867"
"DB05087","P31644"
"DB05087","Q99928"
"DB05087","P47870"
"DB05087","P78334"
"DB05087","O00591"
"DB05087","P28472"
"DB05087","Q9UN88"
"DB05087","P18505"
"DB05095","P35354"
"DB05104","P41145"
"DB05105","Q7T664"
"DB05119","Q13093"
"DB05134","P07900"
"DB05134","P08238"
"DB05168","P15328"
"DB05187","Q03181"
"DB05187","Q07869"
"DB05219","Q08499"
"DB05219","Q08493"
"DB05219","Q07343"
"DB05219","P27815"
"DB05220","O14965"
"DB05234","P10275"
"DB05239","P36507"
"DB05239","Q02750"
"DB05245","P0AC13"
"DB05246","Q9P0X4"
"DB05246","O43497"
"DB05246","O95180"
"DB05253","P06401"
"DB05255","P41180"
"DB05262","P47989"
"DB05266","Q9Y233"
"DB05266","Q08499"
"DB05266","Q08493"
"DB05266","Q07343"
"DB05266","P27815"
"DB05266","Q14432"
"DB05266","O76074"
"DB05271","P21917"
"DB05271","P14416"
"DB05271","P35462"
"DB05289","Q96BI3"
"DB05289","Q9NZ42"
"DB05289","P49810"
"DB05289","Q8WW43"
"DB05289","P49768"
"DB05289","Q92542"
"DB05294","P07949"
"DB05294","P12931"
"DB05294","P35916"
"DB05294","P17948"
"DB05294","P35968"
"DB05294","P21709"
"DB05294","Q5JZY3"
"DB05294","Q15375"
"DB05294","P54762"
"DB05294","P29317"
"DB05294","O15197"
"DB05294","P29320"
"DB05294","Q9UF33"
"DB05294","P29323"
"DB05294","P54756"
"DB05294","P54760"
"DB05294","P54753"
"DB05294","P54764"
"DB05294","P29322"
"DB05294","P00533"
"DB05294","P21860"
"DB05294","Q15303"
"DB05294","P04626"
"DB05294","Q02763"
"DB05294","Q13882"
"DB05295","P11473"
"DB05297","Q9BQE3"
"DB05297","P68371"
"DB05297","Q9H4B7"
"DB05297","Q71U36"
"DB05297","P0DPH7"
"DB05297","Q6PEY2"
"DB05297","P04350"
"DB05297","Q9BUF5"
"DB05297","Q13509"
"DB05297","Q3ZCM7"
"DB05297","P68363"
"DB05297","Q9BVA1"
"DB05297","P07437"
"DB05297","Q13885"
"DB05297","P68366"
"DB05298","Q08499"
"DB05298","Q08493"
"DB05298","Q07343"
"DB05298","P27815"
"DB05351","P51164"
"DB05351","P20648"
"DB05408","Q92851"
"DB05408","P49662"
"DB05408","P55212"
"DB05408","P55211"
"DB05408","P42574"
"DB05408","P55210"
"DB05408","P51878"
"DB05408","Q6UXS9"
"DB05408","P29466"
"DB05408","P31944"
"DB05408","P42575"
"DB05408","Q14790"
"DB05412","Q16539"
"DB05416","Q03181"
"DB05448","P10599"
"DB05458","P17787"
"DB05458","Q15825"
"DB05458","P30532"
"DB05458","P43681"
"DB05465","P36888"
"DB05465","P09619"
"DB05465","P10721"
"DB05470","Q16539"
"DB05482","P11387"
"DB05490","P37231"
"DB05501","P61073"
"DB05514","P51788"
"DB05521","D2K2A8"
"DB05521","A3EZI9"
"DB05524","P00533"
"DB05541","Q7L0J3"
"DB05542","Q13639"
"DB05552","O00329"
"DB05552","P48736"
"DB05562","P08908"
"DB05575","P07949"
"DB05575","P16234"
"DB05575","P09619"
"DB05575","P35916"
"DB05575","P17948"
"DB05575","P35968"
"DB05575","P10721"
"DB05585","Q9BQE3"
"DB05585","P68371"
"DB05585","Q9H4B7"
"DB05585","Q71U36"
"DB05585","P0DPH7"
"DB05585","Q6PEY2"
"DB05585","P04350"
"DB05585","Q9BUF5"
"DB05585","Q13509"
"DB05585","Q3ZCM7"
"DB05585","P68363"
"DB05585","Q9BVA1"
"DB05585","P07437"
"DB05585","Q13885"
"DB05585","P68366"
"DB05596","Q13639"
"DB05608","P16234"
"DB05608","P09619"
"DB05608","P11362"
"DB05608","P21802"
"DB05608","P22607"
"DB05608","P22455"
"DB05608","P42685"
"DB05608","P08631"
"DB05608","P07947"
"DB05608","P07948"
"DB05608","P06239"
"DB05608","P06241"
"DB05608","P12931"
"DB05608","Q9H3Y6"
"DB05608","P09769"
"DB05608","P51451"
"DB05608","P35968"
"DB05608","P36888"
"DB05608","O14965"
"DB05611","Q9Y2I7"
"DB05653","P10276"
"DB05659","P0AD65"
"DB05659","P08506"
"DB05659","P0AEB2"
"DB05659","P0AD68"
"DB05659","P02918"
"DB05659","P24228"
"DB05659","P02919"
"DB05676","Q08499"
"DB05676","Q08493"
"DB05676","Q07343"
"DB05676","P27815"
"DB05678","P07237"
"DB05678","P55157"
"DB05737","P14555"
"DB05737","O15496"
"DB05737","P39877"
"DB05812","Q9H8P0"
"DB05812","P18405"
"DB05812","P31213"
"DB05812","P05093"
"DB05812","P10275"
"DB05824","O60391"
"DB05824","Q14957"
"DB05824","Q12879"
"DB05824","Q13224"
"DB05824","Q8TCU5"
"DB05824","O15399"
"DB05824","Q05586"
"DB05868","D2K2A8"
"DB05868","A3EZI9"
"DB05903","Q9BQE3"
"DB05903","P68371"
"DB05903","Q9H4B7"
"DB05903","Q71U36"
"DB05903","P0DPH7"
"DB05903","Q6PEY2"
"DB05903","P04350"
"DB05903","Q9BUF5"
"DB05903","Q13509"
"DB05903","Q3ZCM7"
"DB05903","P68363"
"DB05903","Q9BVA1"
"DB05903","P07437"
"DB05903","Q13885"
"DB05903","P68366"
"DB05913","P35916"
"DB05913","P17948"
"DB05913","P35968"
"DB05913","P10721"
"DB05928","P16234"
"DB05928","P09619"
"DB05928","P35916"
"DB05928","P17948"
"DB05928","P35968"
"DB05928","P22607"
