"drugbank_id","accession"
"DB00601","P0A7T7"
"DB00601","P0A7N1"
"DB00601","P0A7M6"
"DB00601","P0A7M9"
"DB00601","P0A7X3"
"DB00601","P0A7Q1"
"DB00601","Q2EEQ2"
"DB00601","P0A7Q6"
"DB00601","P62399"
"DB00601","P0A7K6"
"DB00601","P0A7U7"
"DB00601","P0A7P5"
"DB00601","P0AG55"
"DB00601","P0A7W1"
"DB00601","P0A7V3"
"DB00601","P0ADZ0"
"DB00601","P0A7U3"
"DB00601","P0A7K2"
"DB00601","P02358"
"DB00601","P0A7V8"
"DB00601","P0A7W7"
"DB00601","P0A7M2"
"DB00601","P60438"
"DB00601","P02359"
"DB00601","P0ADY7"
"DB00601","P0A7L8"
"DB00601","P0A7L3"
"DB00601","P02413"
"DB00601","P61175"
"DB00603","P06401"
"DB00605","P23219"
"DB00605","P35354"
"DB00606","P55017"
"DB00609","P9WGR1"
"DB00615","P0A800"
"DB00615","P0A8T7"
"DB00615","P0A7Z4"
"DB00615","P0A8V2"
"DB00617","Q9P0X4"
"DB00617","O43497"
"DB00617","O95180"
"DB00620","P04150"
"DB00621","P10275"
"DB00624","P10275"
"DB00625","Q72547"
"DB00631","P23921"
"DB00631","P31350"
"DB00631","Q7LG56"
"DB00631","Q14181"
"DB00631","Q9NRF9"
"DB00631","Q15054"
"DB00631","P49005"
"DB00631","P28340"
"DB00631","P49643"
"DB00631","P09884"
"DB00631","P56282"
"DB00631","P49642"
"DB00631","Q9HCU8"
"DB00631","Q07864"
"DB00632","P06487"
"DB00632","P04288"
"DB00632","P06484"
"DB00632","P06477"
"DB00632","P10228"
"DB00632","Q69091"
"DB00632","P68331"
"DB00632","O09800"
"DB00632","P04488"
"DB00632","P10211"
"DB00632","P06480"
"DB00632","P10185"
"DB00634","P0AC13"
"DB00635","P04150"
"DB00636","Q07869"
"DB00637","P35367"
"DB00640","P29274"
"DB00640","P29275"
"DB00640","P0DMS8"
"DB00640","P30542"
"DB00641","P04035"
"DB00643","C4PKY4"
"DB00643","C4PKZ2"
"DB00643","C4PKZ6"
"DB00643","F1L7U3"
"DB00643","F1L5G6"
"DB00643","F1L7Y0"
"DB00643","F1L4P8"
"DB00643","F1LCS0"
"DB00643","F1L8A5"
"DB00643","F1L005"
"DB00648","P05108"
"DB00648","P15538"
"DB00649","Q72547"
"DB00651","Q08499"
"DB00651","Q08493"
"DB00651","Q07343"
"DB00651","P27815"
"DB00651","Q14432"
"DB00654","P43088"
"DB00655","P03372"
"DB00664","P0AC13"
"DB00665","P10275"
"DB00668","P35348"
"DB00668","P35368"
"DB00668","P25100"
"DB00668","P07550"
"DB00668","P18825"
"DB00668","P13945"
"DB00668","P18089"
"DB00668","P08913"
"DB00668","P08588"
"DB00669","P28221"
"DB00669","P28222"
"DB00670","P11229"
"DB00671","P0AD65"
"DB00671","P08506"
"DB00671","P0AEB2"
"DB00671","P0AD68"
"DB00671","P02918"
"DB00671","P24228"
"DB00671","P02919"
"DB00672","Q09428"
"DB00672","Q14654"
"DB00673","P25103"
"DB00677","P22303"
"DB00679","P21917"
"DB00679","P14416"
"DB00679","P35462"
"DB00679","P28223"
"DB00679","P28335"
"DB00683","P34903"
"DB00683","O14764"
"DB00683","Q8N1C3"
"DB00683","P47869"
"DB00683","P18507"
"DB00683","Q16445"
"DB00683","P48169"
"DB00683","P14867"
"DB00683","P31644"
"DB00683","Q99928"
"DB00683","P47870"
"DB00683","P78334"
"DB00683","O00591"
"DB00683","P28472"
"DB00683","Q9UN88"
"DB00683","P18505"
"DB00684","Q9HWE9"
"DB00684","Q9HWE1"
"DB00684","Q9HWD8"
"DB00684","Q9HWD9"
"DB00684","Q9I0A1"
"DB00684","Q9HUN0"
"DB00684","Q9HUN2"
"DB00684","O82850"
"DB00684","Q9HWD4"
"DB00684","Q9HY25"
"DB00684","Q9HZ71"
"DB00684","Q9HVM1"
"DB00684","Q9HWF2"
"DB00684","Q9HWC8"
"DB00684","Q9I5V8"
"DB00684","Q9HWC5"
"DB00684","Q9HVY3"
"DB00684","Q9HWD1"
"DB00684","Q9HZN4"
"DB00684","O52759"
"DB00684","Q9HVL7"
"DB00684","Q9HUM9"
"DB00684","Q9HY26"
"DB00684","Q9HWF3"
"DB00684","Q9HWE5"
"DB00684","Q9HWD6"
"DB00684","Q9HWF6"
"DB00684","Q9HWE4"
"DB00684","Q9HV58"
"DB00684","Q9HVY2"
"DB00684","Q9HWD5"
"DB00684","Q9HTN8"
"DB00684","Q9HWE3"
"DB00684","Q9HWD0"
"DB00684","Q9HTN9"
"DB00684","P29436"
"DB00684","Q9I0A2"
"DB00684","Q9HWC6"
"DB00684","Q9HWC7"
"DB00684","Q9HWE7"
"DB00684","Q9HWE8"
"DB00684","Q9HWF0"
"DB00684","Q9HXQ2"
"DB00684","Q9HVC4"
"DB00684","O52761"
"DB00684","Q9HVL6"
"DB00684","Q9HWF8"
"DB00684","Q9HUD0"
"DB00684","Q9HWF4"
"DB00684","Q9HWE2"
"DB00684","Q9HXP9"
"DB00684","Q9HWD7"
"DB00684","Q9HWE0"
"DB00684","Q9HWF7"
"DB00684","Q9HWF1"
"DB00684","Q9HWE6"
"DB00688","P20839"
"DB00688","P12268"
"DB00689","P0AD65"
"DB00689","P08506"
"DB00689","P0AEB2"
"DB00689","P0AD68"
"DB00689","P02918"
"DB00689","P24228"
"DB00689","P02919"
"DB00694","P11388"
"DB00695","Q13621"
"DB00700","P08235"
"DB00701","Q72874"
"DB00703","P00915"
"DB00703","P43166"
"DB00703","P22748"
"DB00703","P00918"
"DB00704","P35372"
"DB00704","P41145"
"DB00704","P41143"
"DB00709","Q9IF40"
"DB00709","Q72547"
"DB00712","P23219"
"DB00712","P35354"
"DB00717","P06401"
"DB00718","Q9IF40"
"DB00724","Q9NYK1"
"DB00727","O75343"
"DB00727","Q02153"
"DB00727","P33402"
"DB00727","Q02108"
"DB00730","C4PKY4"
"DB00730","C4PKZ2"
"DB00730","C4PKZ6"
"DB00730","F1L7U3"
"DB00730","F1L5G6"
"DB00730","F1L7Y0"
"DB00730","F1L4P8"
"DB00730","F1LCS0"
"DB00730","F1L8A5"
"DB00730","F1L005"
"DB00731","Q09428"
"DB00731","Q14654"
"DB00732","Q07001"
"DB00732","P11230"
"DB00732","Q04844"
"DB00732","P02708"
"DB00732","P07510"
"DB00734","P28223"
"DB00734","P28335"
"DB00734","P14416"
"DB00739","Q75YK0"
"DB00739","Q75YD8"
"DB00739","Q9RET4"
"DB00739","Q75Y37"
"DB00739","Q75Y54"
"DB00739","Q54618"
"DB00740","Q15858"
"DB00740","P35499"
"DB00740","Q9UI33"
"DB00740","P35498"
"DB00740","Q9UQD0"
"DB00740","Q99250"
"DB00740","Q01118"
"DB00740","Q14524"
"DB00740","Q9Y5Y9"
"DB00740","Q9NY46"
"DB00741","P04150"
"DB00744","P09917"
"DB00745","Q01959"
"DB00747","P11229"
"DB00749","P35354"
"DB00750","Q15858"
"DB00750","P35499"
"DB00750","Q9UI33"
"DB00750","P35498"
"DB00750","Q9UQD0"
"DB00750","Q99250"
"DB00750","Q01118"
"DB00750","Q14524"
"DB00750","Q9Y5Y9"
"DB00750","Q9NY46"
"DB00753","P34903"
"DB00753","O14764"
"DB00753","Q8N1C3"
"DB00753","P47869"
"DB00753","P18507"
"DB00753","Q16445"
"DB00753","P48169"
"DB00753","P14867"
"DB00753","P31644"
"DB00753","Q99928"
"DB00753","P47870"
"DB00753","P78334"
"DB00753","O00591"
"DB00753","P28472"
"DB00753","Q9UN88"
"DB00753","P18505"
"DB00753","O14649"
"DB00753","Q9NPC2"
"DB00753","O95069"
"DB00753","P57789"
"DB00753","Q7Z418"
"DB00753","P23415"
"DB00753","P48167"
"DB00754","Q15858"
"DB00754","P35499"
"DB00754","Q9UI33"
"DB00754","P35498"
"DB00754","Q9UQD0"
"DB00754","Q99250"
"DB00754","Q01118"
"DB00754","Q14524"
"DB00754","Q9Y5Y9"
"DB00754","Q9NY46"
"DB00755","P10276"
"DB00755","P10826"
"DB00755","P13631"
"DB00756","P0AEK4"
"DB00759","P0A7R9"
"DB00759","P0C018"
"DB00759","P0A7N4"
"DB00759","P0A7T3"
"DB00759","P0A7V0"
"DB00759","P0AG44"
"DB00759","P0A7L0"
"DB00759","P60422"
"DB00759","P0AG51"
"DB00759","P0ADZ4"
"DB00759","P0A7N9"
"DB00759","P0AG63"
"DB00759","P0AG59"
"DB00759","P60723"
"DB00759","P0A7S3"
"DB00759","P0AG67"
"DB00759","P0ADY3"
"DB00759","P0A7J3"
"DB00759","P0A7J7"
"DB00759","P0AG48"
"DB00759","P68919"
"DB00759","P0AA10"
"DB00759","P0A7S9"
"DB00759","P0A7R5"
"DB00759","P68679"
"DB00759","P60624"
"DB00759","P0A7T7"
"DB00759","P0A7N1"
"DB00759","P0A7M6"
"DB00759","P0A7M9"
"DB00759","P0A7X3"
"DB00759","P0A7Q1"
"DB00759","Q2EEQ2"
"DB00759","P0A7Q6"
"DB00759","P62399"
"DB00759","P0A7K6"
"DB00759","P0A7U7"
"DB00759","P0A7P5"
"DB00759","P0AG55"
"DB00759","P0A7W1"
"DB00759","P0A7V3"
"DB00759","P0ADZ0"
"DB00759","P0A7U3"
"DB00759","P0A7K2"
"DB00759","P02358"
"DB00759","P0A7V8"
"DB00759","P0A7W7"
"DB00759","P0A7M2"
"DB00759","P60438"
"DB00759","P02359"
"DB00759","P0ADY7"
"DB00759","P0A7L8"
"DB00759","P0A7L3"
"DB00759","P02413"
"DB00759","P61175"
"DB00760","P0AD65"
"DB00760","P08506"
"DB00760","P0AEB2"
"DB00760","P0AD68"
"DB00760","P02918"
"DB00760","P24228"
"DB00760","P02919"
"DB00763","P07202"
"DB00765","P07101"
"DB00770","P43116"
"DB00770","P34995"
"DB00772","A2PZ98"
"DB00773","P11388"
"DB00773","Q02880"
"DB00774","P55017"
"DB00776","Q15858"
"DB00776","P35499"
"DB00776","Q9UI33"
"DB00776","P35498"
"DB00776","Q9UQD0"
"DB00776","Q99250"
"DB00776","Q01118"
"DB00776","Q14524"
"DB00776","Q9Y5Y9"
"DB00776","Q9NY46"
"DB00779","P0AES4"
"DB00779","P0AES6"
"DB00783","P03372"
"DB00784","P23219"
"DB00784","P35354"
"DB00786","P08254"
"DB00786","P39900"
"DB00786","P14780"
"DB00786","P09237"
"DB00786","P03956"
"DB00786","P08253"
"DB00787","P04293"
"DB00788","P23219"
"DB00788","P35354"
"DB00794","P34903"
"DB00794","O14764"
"DB00794","Q8N1C3"
"DB00794","P47869"
"DB00794","P18507"
"DB00794","Q16445"
"DB00794","P48169"
"DB00794","P14867"
"DB00794","P31644"
"DB00794","Q99928"
"DB00794","P47870"
"DB00794","P78334"
"DB00794","O00591"
"DB00794","P28472"
"DB00794","Q9UN88"
"DB00794","P18505"
"DB00794","Q15858"
"DB00794","P35499"
"DB00794","Q9UI33"
"DB00794","P35498"
"DB00794","Q9UQD0"
"DB00794","Q99250"
"DB00794","Q01118"
"DB00794","Q14524"
"DB00794","Q9Y5Y9"
"DB00794","Q9NY46"
"DB00795","P23219"
"DB00795","P35354"
"DB00795","P09917"
"DB00796","P30556"
"DB00799","P10276"
"DB00799","P10826"
"DB00799","P13631"
"DB00801","P34903"
"DB00801","O14764"
"DB00801","Q8N1C3"
"DB00801","P47869"
"DB00801","P18507"
"DB00801","Q16445"
"DB00801","P48169"
"DB00801","P14867"
"DB00801","P31644"
"DB00801","Q99928"
"DB00801","P47870"
"DB00801","P78334"
"DB00801","O00591"
"DB00801","P28472"
"DB00801","Q9UN88"
"DB00801","P18505"
"DB00805","P28223"
"DB00805","P28335"
"DB00805","P41595"
"DB00805","P14416"
"DB00805","P21728"
"DB00805","P11229"
"DB00805","P21397"
"DB00805","P22303"
"DB00806","P29274"
"DB00806","P29275"
"DB00806","Q9NP56"
"DB00806","P16499"
"DB00806","P18545"
"DB00806","Q08499"
"DB00806","Q14432"
"DB00806","O43924"
"DB00806","Q08493"
"DB00806","Q13370"
"DB00806","P51160"
"DB00806","O00408"
"DB00806","O76083"
"DB00806","O95263"
"DB00806","P27815"
"DB00806","Q01064"
"DB00806","O60658"
"DB00806","Q9Y233"
"DB00806","P54750"
"DB00806","Q13946"
"DB00806","Q14123"
"DB00806","Q07343"
"DB00806","O76074"
"DB00806","Q13956"
"DB00806","P35913"
"DB00808","P55017"
"DB00809","P20309"
"DB00811","Q8JXU8"
"DB00811","P20839"
"DB00812","P23219"
"DB00812","P35354"
"DB00813","P35372"
"DB00814","P35354"
"DB00818","P34903"
"DB00818","O14764"
"DB00818","Q8N1C3"
"DB00818","P47869"
"DB00818","P18507"
"DB00818","Q16445"
"DB00818","P48169"
"DB00818","P14867"
"DB00818","P31644"
"DB00818","Q99928"
"DB00818","P47870"
"DB00818","P78334"
"DB00818","O00591"
"DB00818","P28472"
"DB00818","Q9UN88"
"DB00818","P18505"
"DB00819","P00915"
"DB00819","O43570"
"DB00819","P22748"
"DB00819","P00918"
"DB00820","O76074"
"DB00821","P35354"
"DB00822","P05091"
"DB00823","P06401"
"DB00827","P0AES4"
"DB00827","P0AES6"
"DB00829","P34903"
"DB00829","O14764"
"DB00829","Q8N1C3"
"DB00829","P47869"
"DB00829","P18507"
"DB00829","Q16445"
"DB00829","P48169"
"DB00829","P14867"
"DB00829","P31644"
"DB00829","Q99928"
"DB00829","P47870"
"DB00829","P78334"
"DB00829","O00591"
"DB00829","P28472"
"DB00829","Q9UN88"
"DB00829","P18505"
"DB00832","Q9P0X4"
"DB00832","O43497"
"DB00832","O95180"
"DB00834","P04150"
"DB00834","P06401"
"DB00839","Q09428"
"DB00839","Q14654"
"DB00842","P34903"
"DB00842","O14764"
"DB00842","Q8N1C3"
"DB00842","P47869"
"DB00842","P18507"
"DB00842","Q16445"
"DB00842","P48169"
"DB00842","P14867"
"DB00842","P31644"
"DB00842","Q99928"
"DB00842","P47870"
"DB00842","P78334"
"DB00842","O00591"
"DB00842","P28472"
"DB00842","Q9UN88"
"DB00842","P18505"
"DB00846","P04150"
"DB00850","P14416"
"DB00857","Q4JEY0"
"DB00860","P04150"
"DB00861","P23219"
"DB00861","P35354"
"DB00863","P25021"
"DB00870","P23219"
"DB00870","P35354"
"DB00877","P62942"
"DB00879","Q72547"
"DB00880","P55017"
"DB00883","O75343"
"DB00883","Q02153"
"DB00883","P33402"
"DB00883","Q02108"
"DB00887","Q13621"
"DB00890","P03372"
"DB00891","P0AC13"
"DB00894","P11511"
"DB00896","P04150"
"DB00897","P34903"
"DB00897","O14764"
"DB00897","Q8N1C3"
"DB00897","P47869"
"DB00897","P18507"
"DB00897","Q16445"
"DB00897","P48169"
"DB00897","P14867"
"DB00897","P31644"
"DB00897","Q99928"
"DB00897","P47870"
"DB00897","P78334"
"DB00897","O00591"
"DB00897","P28472"
"DB00897","Q9UN88"
"DB00897","P18505"
"DB00900","Q72547"
"DB00902","P35367"
"DB00903","Q13621"
"DB00904","P46098"
"DB00905","P43088"
"DB00909","Q15858"
"DB00909","P35499"
"DB00909","Q9UI33"
"DB00909","P35498"
"DB00909","Q9UQD0"
"DB00909","Q99250"
"DB00909","Q01118"
"DB00909","Q14524"
"DB00909","Q9Y5Y9"
"DB00909","Q9NY46"
"DB00910","P11473"
"DB00912","Q09428"
"DB00912","Q14654"
"DB00917","P34995"
"DB00917","P43116"
"DB00917","P43115"
"DB00917","P35408"
"DB00922","Q13370"
"DB00922","Q14432"
"DB00922","P19429"
"DB00922","P63316"
"DB00922","P45379"
"DB00923","P0AD65"
"DB00923","P08506"
"DB00923","P0AEB2"
"DB00923","P0AD68"
"DB00923","P02918"
"DB00923","P24228"
"DB00923","P02919"
"DB00927","P25021"
"DB00928","P26358"
"DB00928","Q9Y6K1"
"DB00929","P43115"
"DB00932","Q72874"
"DB00943","Q72547"
"DB00945","P23219"
"DB00945","P35354"
"DB00946","Q9BQB6"
"DB00947","Q92731"
"DB00947","P03372"
"DB00949","O60391"
"DB00949","Q14957"
"DB00949","Q12879"
"DB00949","Q13224"
"DB00949","Q8TCU5"
"DB00949","O15399"
"DB00949","Q05586"
"DB00951","P9WGR1"
"DB00954","P0A7R9"
"DB00954","P0C018"
"DB00954","P0A7N4"
"DB00954","P0A7T3"
"DB00954","P0A7V0"
"DB00954","P0AG44"
"DB00954","P0A7L0"
"DB00954","P60422"
"DB00954","P0AG51"
"DB00954","P0ADZ4"
"DB00954","P0A7N9"
"DB00954","P0AG63"
"DB00954","P0AG59"
"DB00954","P60723"
"DB00954","P0A7S3"
"DB00954","P0AG67"
"DB00954","P0ADY3"
"DB00954","P0A7J3"
"DB00954","P0A7J7"
"DB00954","P0AG48"
"DB00954","P68919"
"DB00954","P0AA10"
"DB00954","P0A7S9"
"DB00954","P0A7R5"
"DB00954","P68679"
"DB00954","P60624"
"DB00954","P0A7T7"
"DB00954","P0A7N1"
"DB00954","P0A7M6"
"DB00954","P0A7M9"
"DB00954","P0A7X3"
"DB00954","P0A7Q1"
"DB00954","Q2EEQ2"
"DB00954","P0A7Q6"
"DB00954","P62399"
"DB00954","P0A7K6"
"DB00954","P0A7U7"
"DB00954","P0A7P5"
"DB00954","P0AG55"
"DB00954","P0A7W1"
"DB00954","P0A7V3"
"DB00954","P0ADZ0"
"DB00954","P0A7U3"
"DB00954","P0A7K2"
"DB00954","P02358"
"DB00954","P0A7V8"
"DB00954","P0A7W7"
"DB00954","P0A7M2"
"DB00954","P60438"
"DB00954","P02359"
"DB00954","P0ADY7"
"DB00954","P0A7L8"
"DB00954","P0A7L3"
"DB00954","P02413"
"DB00954","P61175"
"DB00957","P06401"
"DB00959","P04150"
"DB00960","P07550"
"DB00960","P08588"
"DB00962","P14867"
"DB00962","P18505"
"DB00962","P18507"
"DB00966","P30556"
"DB00967","P35367"
"DB00968","P08913"
"DB00968","P18825"
"DB00968","P18089"
"DB00973","Q9UHC9"
"DB00975","Q9NP56"
"DB00975","P16499"
"DB00975","P18545"
"DB00975","Q08499"
"DB00975","Q14432"
"DB00975","O43924"
"DB00975","Q08493"
"DB00975","Q13370"
"DB00975","P51160"
"DB00975","O00408"
"DB00975","O76083"
"DB00975","O95263"
"DB00975","P27815"
"DB00975","Q01064"
"DB00975","O60658"
"DB00975","Q9Y233"
"DB00975","P54750"
"DB00975","Q13946"
"DB00975","Q14123"
"DB00975","Q07343"
"DB00975","O76074"
"DB00975","Q13956"
"DB00975","P35913"
"DB00975","Q99808"
"DB00976","P0A7R9"
"DB00976","P0C018"
"DB00976","P0A7N4"
"DB00976","P0A7T3"
"DB00976","P0A7V0"
"DB00976","P0AG44"
"DB00976","P0A7L0"
"DB00976","P60422"
"DB00976","P0AG51"
"DB00976","P0ADZ4"
"DB00976","P0A7N9"
"DB00976","P0AG63"
"DB00976","P0AG59"
"DB00976","P60723"
"DB00976","P0A7S3"
"DB00976","P0AG67"
"DB00976","P0ADY3"
"DB00976","P0A7J3"
"DB00976","P0A7J7"
"DB00976","P0AG48"
"DB00976","P68919"
"DB00976","P0AA10"
"DB00976","P0A7S9"
"DB00976","P0A7R5"
"DB00976","P68679"
"DB00976","P60624"
"DB00976","P0A7T7"
"DB00976","P0A7N1"
"DB00976","P0A7M6"
"DB00976","P0A7M9"
"DB00976","P0A7X3"
"DB00976","P0A7Q1"
"DB00976","Q2EEQ2"
"DB00976","P0A7Q6"
"DB00976","P62399"
"DB00976","P0A7K6"
"DB00976","P0A7U7"
"DB00976","P0A7P5"
"DB00976","P0AG55"
"DB00976","P0A7W1"
"DB00976","P0A7V3"
"DB00976","P0ADZ0"
"DB00976","P0A7U3"
"DB00976","P0A7K2"
"DB00976","P02358"
"DB00976","P0A7V8"
"DB00976","P0A7W7"
"DB00976","P0A7M2"
"DB00976","P60438"
"DB00976","P02359"
"DB00976","P0ADY7"
"DB00976","P0A7L8"
"DB00976","P0A7L3"
"DB00976","P02413"
"DB00976","P61175"
"DB00977","P03372"
"DB00980","P48039"
"DB00980","P49286"
"DB00982","P10276"
"DB00982","P10826"
"DB00982","P13631"
"DB00984","P10275"
"DB00985","P35367"
"DB00987","Q14181"
"DB00987","Q9NRF9"
"DB00987","Q15054"
"DB00987","P49005"
"DB00987","P28340"
"DB00987","P49643"
"DB00987","P09884"
"DB00987","P56282"
"DB00987","P49642"
"DB00987","Q9HCU8"
"DB00987","Q07864"
"DB00989","P22303"
"DB00989","P06276"
"DB00990","P11511"
"DB00991","P23219"
"DB00991","P35354"
"DB00993","Q06203"
"DB00996","Q01668"
"DB00996","Q00975"
"DB00996","O00305"
"DB00996","Q8IZS8"
"DB00996","Q8WXS5"
"DB00996","Q9NY47"
"DB00996","Q13936"
"DB00996","Q9P0X4"
"DB00996","O00555"
"DB00996","Q9UF02"
"DB00996","P62955"
"DB00996","Q13698"
"DB00996","Q02641"
"DB00996","Q7Z3S7"
"DB00996","Q15878"
"DB00996","P54289"
"DB00996","Q9UBN1"
"DB00996","P54284"
"DB00996","O95180"
"DB00996","O60840"
"DB00996","Q9BXT2"
"DB00996","O60359"
"DB00996","Q9Y698"
"DB00996","O43497"
"DB00996","Q06432"
"DB00996","Q08289"
"DB00999","P55017"
"DB01000","P0AD65"
"DB01000","P08506"
"DB01000","P0AEB2"
"DB01000","P0AD68"
"DB01000","P02918"
"DB01000","P24228"
"DB01000","P02919"
"DB01001","P07550"
"DB01004","P04293"
"DB01005","P23921"
"DB01005","P31350"
"DB01005","Q7LG56"
"DB01006","P11511"
"DB01007","P10613"
"DB01009","P23219"
"DB01009","P35354"
"DB01013","P04150"
"DB01015","P0AC13"
"DB01016","Q09428"
"DB01016","Q14654"
"DB01020","O75343"
"DB01020","Q02153"
"DB01020","P33402"
"DB01020","Q02108"
"DB01021","P55017"
"DB01023","Q13936"
"DB01023","O60840"
"DB01023","Q01668"
"DB01023","Q13698"
"DB01023","P08235"
"DB01024","P20839"
"DB01024","P12268"
"DB01025","Q08499"
"DB01025","Q08493"
"DB01025","Q07343"
"DB01025","P27815"
"DB01026","P10613"
"DB01028","P34903"
"DB01028","O14764"
"DB01028","Q8N1C3"
"DB01028","P47869"
"DB01028","P18507"
"DB01028","Q16445"
"DB01028","P48169"
"DB01028","P14867"
"DB01028","P31644"
"DB01028","Q99928"
"DB01028","P47870"
"DB01028","P78334"
"DB01028","O00591"
"DB01028","P28472"
"DB01028","Q9UN88"
"DB01028","P18505"
"DB01028","P23415"
"DB01028","P48167"
"DB01029","P30556"
"DB01032","Q4U2R8"
"DB01032","Q8TCC7"
"DB01032","Q9NSA0"
"DB01037","P27338"
"DB01039","Q07869"
"DB01041","Q16531"
"DB01041","P62877"
"DB01041","Q96SW2"
"DB01041","Q13619"
"DB01044","P72524"
"DB01044","P0A4L9"
"DB01044","Q59961"
"DB01044","P72525"
"DB01045","P0A800"
"DB01045","P0A8T7"
"DB01045","P0A7Z4"
"DB01045","P0A8V2"
"DB01046","P51788"
"DB01047","P04150"
"DB01050","P23219"
"DB01050","P35354"
"DB01054","Q13936"
"DB01054","O60840"
"DB01054","Q01668"
"DB01054","Q13698"
"DB01057","P22303"
"DB01058","Q95US7"
"DB01058","Q962H3"
"DB01059","P0AES4"
"DB01059","P0AES6"
"DB01059","P0AFI2"
"DB01059","P20083"
"DB01060","P0AD65"
"DB01060","P08506"
"DB01060","P0AEB2"
"DB01060","P0AD68"
"DB01060","P02918"
"DB01060","P24228"
"DB01060","P02919"
"DB01062","P20309"
"DB01062","P08172"
"DB01065","P48039"
"DB01065","P49286"
"DB01067","Q09428"
"DB01067","Q14654"
"DB01068","P34903"
"DB01068","O14764"
"DB01068","Q8N1C3"
"DB01068","P47869"
"DB01068","P18507"
"DB01068","Q16445"
"DB01068","P48169"
"DB01068","P14867"
"DB01068","P31644"
"DB01068","Q99928"
"DB01068","P47870"
"DB01068","P78334"
"DB01068","O00591"
"DB01068","P28472"
"DB01068","Q9UN88"
"DB01068","P18505"
"DB01070","P11473"
"DB01078","P13637"
"DB01078","P50993"
"DB01078","P54710"
"DB01078","P05026"
"DB01078","P54709"
"DB01078","Q13733"
"DB01078","P05023"
"DB01078","P14415"
"DB01080","P80404"
"DB01083","P07098"
"DB01083","P16233"
"DB01085","P20309"
"DB01085","P11229"
"DB01088","P43119"
"DB01089","Q05940"
"DB01097","Q02127"
"DB01099","P0CS13"
"DB01099","P12461"
"DB01100","P21918"
"DB01100","P14416"
"DB01100","P21728"
"DB01100","P21917"
"DB01100","P35462"
"DB01100","P28223"
"DB01101","P04818"
"DB01107","P34903"
"DB01107","O14764"
"DB01107","Q8N1C3"
"DB01107","P47869"
"DB01107","P18507"
"DB01107","Q16445"
"DB01107","P48169"
"DB01107","P14867"
"DB01107","P31644"
"DB01107","Q99928"
"DB01107","P47870"
"DB01107","P78334"
"DB01107","O00591"
"DB01107","P28472"
"DB01107","Q9UN88"
"DB01107","P18505"
"DB01108","P26439"
"DB01110","P10613"
"DB01115","Q13936"
"DB01115","O60840"
"DB01115","Q01668"
"DB01115","Q13698"
"DB01117","Q02768"
"DB01119","Q15842"
"DB01119","Q14654"
"DB01121","Q15858"
"DB01121","P35499"
"DB01121","Q9UI33"
"DB01121","P35498"
"DB01121","Q9UQD0"
"DB01121","Q99250"
"DB01121","Q01118"
"DB01121","Q14524"
"DB01121","Q9Y5Y9"
"DB01121","Q9NY46"
"DB01124","Q09428"
"DB01124","Q14654"
"DB01125","P38435"
"DB01126","Q9H8P0"
"DB01126","P18405"
"DB01126","P31213"
"DB01128","P10275"
"DB01130","P04150"
"DB01134","P08235"
"DB01136","P13945"
"DB01136","P07550"
"DB01136","P08588"
"DB01136","P35348"
"DB01136","P25100"
"DB01136","P35368"
"DB01137","P72524"
"DB01137","P0A4L9"
"DB01137","Q59961"
"DB01137","P72525"
"DB01138","Q96S37"
"DB01140","P0AD65"
"DB01140","P08506"
"DB01140","P0AEB2"
"DB01140","P0AD68"
"DB01140","P02918"
"DB01140","P24228"
"DB01140","P02919"
"DB01144","P00915"
"DB01144","O43570"
"DB01144","P22748"
"DB01144","P00918"
"DB01159","P34903"
"DB01159","O14764"
"DB01159","Q8N1C3"
"DB01159","P47869"
"DB01159","P18507"
"DB01159","Q16445"
"DB01159","P48169"
"DB01159","P14867"
"DB01159","P31644"
"DB01159","Q99928"
"DB01159","P47870"
"DB01159","P78334"
"DB01159","O00591"
"DB01159","P28472"
"DB01159","Q9UN88"
"DB01159","P18505"
"DB01159","O14649"
"DB01159","Q9NPC2"
"DB01159","O95069"
"DB01159","P57789"
"DB01159","Q7Z418"
"DB01159","P23415"
"DB01159","P48167"
"DB01160","P43088"
"DB01165","P0AES4"
"DB01165","P0AES6"
"DB01166","Q14432"
"DB01171","P21397"
"DB01184","P14416"
"DB01185","P10275"
"DB01189","P34903"
"DB01189","O14764"
"DB01189","Q8N1C3"
"DB01189","P47869"
"DB01189","P18507"
"DB01189","Q16445"
"DB01189","P48169"
"DB01189","P14867"
"DB01189","P31644"
"DB01189","Q99928"
"DB01189","P47870"
"DB01189","P78334"
"DB01189","O00591"
"DB01189","P28472"
"DB01189","Q9UN88"
"DB01189","P18505"
"DB01189","O14649"
"DB01189","Q9NPC2"
"DB01189","O95069"
"DB01189","P57789"
"DB01189","Q7Z418"
"DB01189","P23415"
"DB01189","P48167"
"DB01194","P00918"
"DB01197","P12821"
"DB01198","P47870"
"DB01198","P28472"
"DB01198","Q16445"
"DB01198","P48169"
"DB01198","P34903"
"DB01198","P47869"
"DB01198","P18505"
"DB01198","P31644"
"DB01198","P14867"
"DB01201","P0A800"
"DB01201","P0A8T7"
"DB01201","P0A7Z4"
"DB01201","P0A8V2"
"DB01202","Q00975"
"DB01202","Q7L0J3"
"DB01203","P07550"
"DB01203","P08588"
"DB01205","P34903"
"DB01205","O14764"
"DB01205","Q8N1C3"
"DB01205","P47869"
